workId,batchId,batchType,status,selectionReason,methodPolicy,panelPolicy,lastUpdatedAt
work-1d5a3158e78e639f1973,batch-005,batch,frozen,era-2000s;audience-seinen;genre-unknown;ev-multi,promotion-evidence-v3,official+community-bounded;art-optional-peer;muse-conditional,2026-08-25
work-1e9c4852863a22bba058,batch-005,batch,frozen,era-2010s;audience-shonen;genre-unknown;ev-multi,promotion-evidence-v3,official+community-bounded;art-optional-peer;muse-conditional,2026-08-25
work-1ec3d48e64b228bb8a92,batch-005,batch,frozen,era-2000s;audience-unknown;genre-unknown;ev-multi,promotion-evidence-v3,official+community-bounded;art-optional-peer;muse-conditional,2026-08-25
work-238c04ae3a3a61451078,batch-005,batch,frozen,era-2010s;audience-shonen;genre-unknown;ev-multi,promotion-evidence-v3,official+community-bounded;art-optional-peer;muse-conditional,2026-08-25
work-43ebf010a490cfd4bb50,batch-005,batch,frozen,era-2010s;audience-unknown;genre-unknown;ev-multi,promotion-evidence-v3,official+community-bounded;art-optional-peer;muse-conditional,2026-08-25
work-4b4bbe8c10859c46e726,batch-005,batch,frozen,era-2000s;audience-seinen;genre-unknown;ev-multi,promotion-evidence-v3,official+community-bounded;art-optional-peer;muse-conditional,2026-08-25
work-5ad62e6413f67d351f1d,batch-005,batch,frozen,era-2000s;audience-seinen;genre-unknown;ev-multi,promotion-evidence-v3,official+community-bounded;art-optional-peer;muse-conditional,2026-08-25
work-5b7cf2105a4bc6f6b46c,batch-005,batch,frozen,era-2010s;audience-unknown;genre-unknown;ev-multi,promotion-evidence-v3,official+community-bounded;art-optional-peer;muse-conditional,2026-08-25
work-5e30ab3c7e3fb43e51f2,batch-005,batch,frozen,era-2000s;audience-unknown;genre-unknown;ev-multi,promotion-evidence-v3,official+community-bounded;art-optional-peer;muse-conditional,2026-08-25
work-62fb5d8e9f6c6bbbeba9,batch-005,batch,frozen,era-2010s;audience-seinen;genre-unknown;ev-multi,promotion-evidence-v3,official+community-bounded;art-optional-peer;muse-conditional,2026-08-25
work-6c6341781c12b590864f,batch-005,batch,frozen,era-2010s;audience-seinen;genre-unknown;ev-multi,promotion-evidence-v3,official+community-bounded;art-optional-peer;muse-conditional,2026-08-25
work-77008e04537e3fd889e2,batch-005,batch,frozen,era-2010s;audience-shonen;genre-unknown;ev-multi,promotion-evidence-v3,official+community-bounded;art-optional-peer;muse-conditional,2026-08-25
work-79c18b26dfde8a532f73,batch-005,batch,frozen,era-2010s;audience-seinen;genre-unknown;ev-multi,promotion-evidence-v3,official+community-bounded;art-optional-peer;muse-conditional,2026-08-25
work-7b6eb2b48ac06ffa26eb,batch-005,batch,frozen,era-2010s;audience-unknown;genre-unknown;ev-multi,promotion-evidence-v3,official+community-bounded;art-optional-peer;muse-conditional,2026-08-25
work-8037856e7703fdaf4324,batch-005,batch,frozen,era-2000s;audience-seinen;genre-unknown;ev-multi,promotion-evidence-v3,official+community-bounded;art-optional-peer;muse-conditional,2026-08-25
work-88cb26a0229ad7b83263,batch-005,batch,frozen,era-2020s;audience-seinen;genre-unknown;ev-multi,promotion-evidence-v3,official+community-bounded;art-optional-peer;muse-conditional,2026-08-25
work-8a7846af8ead1797e6a2,batch-005,batch,frozen,era-2010s;audience-shonen;genre-unknown;ev-multi,promotion-evidence-v3,official+community-bounded;art-optional-peer;muse-conditional,2026-08-25
work-8ff141505b0a27f8d630,batch-005,batch,frozen,era-2010s;audience-seinen;genre-unknown;ev-multi,promotion-evidence-v3,official+community-bounded;art-optional-peer;muse-conditional,2026-08-25
work-982bb79e03193ebbafcd,batch-005,batch,frozen,era-2000s;audience-unknown;genre-unknown;ev-multi,promotion-evidence-v3,official+community-bounded;art-optional-peer;muse-conditional,2026-08-25
work-9e98119539f60465ce66,batch-005,batch,frozen,era-2010s;audience-seinen;genre-unknown;ev-multi,promotion-evidence-v3,official+community-bounded;art-optional-peer;muse-conditional,2026-08-25
work-aa6018249b7fe7e92d95,batch-005,batch,frozen,era-2000s;audience-seinen;genre-unknown;ev-multi,promotion-evidence-v3,official+community-bounded;art-optional-peer;muse-conditional,2026-08-25
work-ab9331f7fed1990f7dc6,batch-005,batch,frozen,era-2010s;audience-shojo;genre-unknown;ev-multi,promotion-evidence-v3,official+community-bounded;art-optional-peer;muse-conditional,2026-08-25
work-c50ea94bb66f72c679a2,batch-005,batch,frozen,era-2010s;audience-seinen;genre-unknown;ev-multi,promotion-evidence-v3,official+community-bounded;art-optional-peer;muse-conditional,2026-08-25
work-c7e065f61bb7a176ee56,batch-005,batch,frozen,era-2000s;audience-seinen;genre-unknown;ev-multi,promotion-evidence-v3,official+community-bounded;art-optional-peer;muse-conditional,2026-08-25
work-c8243866b7c8a6d9a2f8,batch-005,batch,frozen,era-2000s;audience-unknown;genre-unknown;ev-multi,promotion-evidence-v3,official+community-bounded;art-optional-peer;muse-conditional,2026-08-25
work-db4a0ec451d7f4ffd8b8,batch-005,batch,frozen,era-2000s;audience-shojo;genre-unknown;ev-multi,promotion-evidence-v3,official+community-bounded;art-optional-peer;muse-conditional,2026-08-25
work-e658d3aee2e33c17aa38,batch-005,batch,frozen,era-2010s;audience-seinen;genre-unknown;ev-multi,promotion-evidence-v3,official+community-bounded;art-optional-peer;muse-conditional,2026-08-25
work-e906b3eaa9ef9eafe23c,batch-005,batch,frozen,era-2020s;audience-seinen;genre-unknown;ev-multi,promotion-evidence-v3,official+community-bounded;art-optional-peer;muse-conditional,2026-08-25
work-f31a42ea4ad724acefa5,batch-005,batch,frozen,era-2010s;audience-seinen;genre-unknown;ev-multi,promotion-evidence-v3,official+community-bounded;art-optional-peer;muse-conditional,2026-08-25
work-f4bfc29a5e0a9b5148d0,batch-005,batch,frozen,era-2010s;audience-seinen;genre-unknown;ev-multi,promotion-evidence-v3,official+community-bounded;art-optional-peer;muse-conditional,2026-08-25
work-fb89f119251610cf1648,batch-005,batch,frozen,era-2010s;audience-shonen;genre-unknown;ev-multi,promotion-evidence-v3,official+community-bounded;art-optional-peer;muse-conditional,2026-08-25
work-fe35a5f01946f5153eb4,batch-005,batch,frozen,era-2000s;audience-seinen;genre-unknown;ev-multi,promotion-evidence-v3,official+community-bounded;art-optional-peer;muse-conditional,2026-08-25
