id,title,titleKana,creators,publisher,demographic,status,firstPublishedYear,genres,factorScope,onboardingEligible,recommendationEligible,libraryOnly,metadataConfidence,groupingConfidence,sourceAgreement,annotationReviewMethod,annotationReviewedAt,annotationReviewReference,evidenceId
tokyo-tarareba-girls,東京タラレバ娘,,東村アキコ,講談社,josei,completed,2014,comedy;sliceOfLife;romance,entry_1_3_volumes,false,false,true,0.98,0.99,0.96,unreviewed,,,ev-g2-fresh-c-bib-tokyo-tarareba-girls
flying-witch,ふらいんぐうぃっち,,石塚千尋,講談社,shonen,ongoing,2012,fantasy;comedy;sliceOfLife,entry_1_3_volumes,false,false,true,0.98,0.99,0.96,unreviewed,,,ev-g2-fresh-c-bib-flying-witch
witchcraft-works,ウィッチクラフトワークス,,水薙竜,講談社,seinen,completed,2010,action;fantasy;comedy,entry_1_3_volumes,false,false,true,0.98,0.99,0.96,unreviewed,,,ev-g2-fresh-c-bib-witchcraft-works
my-home-hero,マイホームヒーロー,,山川直輝;朝基まさし,講談社,seinen,completed,2017,action;mystery,entry_1_3_volumes,false,false,true,0.98,0.99,0.96,unreviewed,,,ev-g2-fresh-c-bib-my-home-hero
beck,ＢＥＣＫ,,ハロルド作石,講談社,shonen,completed,1999,sliceOfLife,entry_1_3_volumes,false,false,true,0.98,0.99,0.96,unreviewed,,,ev-g2-fresh-c-bib-beck
gto,ＧＴＯ,,藤沢とおる,講談社,shonen,completed,1997,action;comedy;sliceOfLife,entry_1_3_volumes,false,false,true,0.98,0.99,0.96,unreviewed,,,ev-g2-fresh-c-bib-gto
tomorrows-joe,あしたのジョー,,高森朝雄;ちばてつや,講談社,shonen,completed,1968,action;sports,entry_1_3_volumes,false,false,true,0.98,0.99,0.96,unreviewed,,,ev-g2-fresh-c-bib-tomorrows-joe
parasyte,寄生獣,,岩明均,講談社,seinen,completed,1988,action;scienceFiction;horror,entry_1_3_volumes,false,false,true,0.98,0.99,0.96,unreviewed,,,ev-g2-fresh-c-bib-parasyte
princess-jellyfish,海月姫,,東村アキコ,講談社,josei,completed,2008,comedy;sliceOfLife;romance,entry_1_3_volumes,false,false,true,0.98,0.99,0.96,unreviewed,,,ev-g2-fresh-c-bib-princess-jellyfish
life-lessons-with-uramichi-oniisan,うらみちお兄さん,,久世岳,一迅社,general,ongoing,2017,comedy;sliceOfLife,entry_1_3_volumes,false,false,true,0.98,0.99,0.96,unreviewed,,,ev-g2-fresh-c-bib-life-lessons-with-uramichi-oniisan
shangri-la-frontier,シャングリラ・フロンティア,,硬梨菜;不二涼介,講談社,shonen,ongoing,2020,action;fantasy;scienceFiction,entry_1_3_volumes,false,false,true,0.98,0.99,0.96,unreviewed,,,ev-g2-fresh-c-bib-shangri-la-frontier
rent-a-girlfriend,彼女、お借りします,,宮島礼吏,講談社,shonen,ongoing,2017,comedy;sliceOfLife;romance,entry_1_3_volumes,false,false,true,0.98,0.99,0.96,unreviewed,,,ev-g2-fresh-c-bib-rent-a-girlfriend
inuyashiki,いぬやしき,,奥浩哉,講談社,seinen,completed,2014,action;scienceFiction;horror,entry_1_3_volumes,false,false,true,0.98,0.99,0.96,unreviewed,,,ev-g2-fresh-c-bib-inuyashiki
island-in-a-puddle,水溜まりに浮かぶ島,,三部けい,講談社,seinen,completed,2019,scienceFiction;mystery,entry_1_3_volumes,false,false,true,0.98,0.99,0.96,unreviewed,,,ev-g2-fresh-c-bib-island-in-a-puddle
mf-ghost,ＭＦゴースト,,しげの秀一,講談社,seinen,completed,2017,action;sports,entry_1_3_volumes,false,false,true,0.98,0.99,0.96,unreviewed,,,ev-g2-fresh-c-bib-mf-ghost
my-dearest-self-with-malice-aforethought,親愛なる僕へ殺意をこめて,,井龍一;伊藤翔太,講談社,seinen,completed,2018,mystery;horror,entry_1_3_volumes,false,false,true,0.98,0.99,0.96,unreviewed,,,ev-g2-fresh-c-bib-my-dearest-self-with-malice-aforethought
the-golden-sheep,金のひつじ,,尾崎かおり,講談社,seinen,completed,2017,sliceOfLife,entry_1_3_volumes,false,false,true,0.98,0.99,0.96,unreviewed,,,ev-g2-fresh-c-bib-the-golden-sheep
