position,workId,canonicalTitle,genres,themes,progression,problemSolving,strategy,pacing,mysteryReveal,worldBuilding,characterArcWeight,relationshipStructure,comedy,darkness,mentalStress,romance,emotionalWarmth,factorConfidence,evidenceName,evidenceUrl,evidencePublishedAt,retrievedAt,japaneseEvidenceUrls,koreanEvidenceUrls,koreanQueries,notes
"11","work-c1304bfa319ba318368e","田中くんはいつもけだるげ","comedy;sliceOfLife","school:2:0.82","0","0","0","0","0","2","2","2","4","0","0","0","4","0.90","Rakuten Books representative volume 1 product — 田中くんはいつもけだるげ","https://books.rakuten.co.jp/rb/12689951/","2015","2026-08-26","https://www.cmoa.jp/title/0000076204/","","다나카군은 언제나 나른해 만화 후기 리뷰;다나카군은 항상 나른해 만화 리뷰","SQUARE ENIX 공식과 CMOA 1권 직접 본문은 늘 나른한 다나카와 그를 돌보는 오타의 목표 변화가 거의 없는 저자극 학교 일상, 반복 캐릭터 개그와 따뜻한 우정을 핵심으로 평한다. 한글 정식 제목으로 한국 검색을 수행했으나 직접 작품 본문은 없어 KR URL은 비웠다. Conservative mappings: progression=0; problemSolving=0; strategy=0; pacing=0; mysteryReveal=0; worldBuilding=2; characterArcWeight=2; relationshipStructure=2; comedy=4; darkness=0; mentalStress=0; romance=0; emotionalWarmth=4. Art is optional and not assessed."
12,work-c13afa217a833f90bc3c,手紙物語,fantasy;mystery;scienceFiction,investigation:1:0.70,2,2,unknown,4,2,2,2,2,unknown,2,2,2,4,0.84,Rakuten Books representative volume 1 product — 手紙物語,https://books.rakuten.co.jp/rb/12961555/,2015,2026-08-26,https://konomanga.jp/special/21805-2;https://booklive.jp/review/list/title_id/352872/vol_no/001,,편지 이야기 만화 리뷰;테가미 모노가타리 리뷰,초반 단권: Konomanga 특집(https://konomanga.jp/special/21805-2)은 편지로 연결된 다섯 이야기를 판타지·미스터리·SF와 여러 시대에 걸쳐 설명하며 씁쓸하지만 따뜻한 정서를 적는다. BookLive 1권 독립 리뷰(https://booklive.jp/review/list/title_id/352872/vol_no/001)는 배달자·탐정·부자·연인·우정 에피소드와 치유 및 진실 찾기를 직접 기술한다. 두 본문이 progression=2 problemSolving=2 pacing=4 mysteryReveal=2 worldBuilding=2 characterArcWeight=2 relationshipStructure=2 darkness=2 mentalStress=2 romance=2 emotionalWarmth=4를 지지한다. KR 개별 리뷰는 없어 query만 유지했다. Art는 분석하지 않았다.
"13","work-c24c7f023810516a931c","同級生","sliceOfLife;romance","school:2:0.95","4","2","unknown","2","unknown","2","4","2","unknown","0","2","4","4","0.92","Rakuten Books representative volume 1 product — 同級生","https://books.rakuten.co.jp/rb/5415443/","2009","2026-08-26","https://www.cmoa.jp/title/customer_review/title_id/8306/","https://badgirl2000.tistory.com/43","동급생 만화 후기 리뷰;나카무라 아스미코 동급생 1권 감상","CMOA·LINE Manga와 한국 독립 블로그 직접 본문은 합창 연습을 계기로 두 학생이 가까워지고 계절과 학교생활 속 오해·불안을 대화와 직접 행동으로 풀며 순애 관계를 깊게 하는 단권 학원 로맨스로 평한다. 한글 제목 검색으로 한국 직접 감상 본문을 확인했다. Conservative mappings: progression=4; problemSolving=2; pacing=2; worldBuilding=2; characterArcWeight=4; relationshipStructure=2; darkness=0; mentalStress=2; romance=4; emotionalWarmth=4. strategy, mysteryReveal, comedy는 unknown이다. Art is optional and not assessed."
14,work-c2564ae48ae5e689ea66,バクマン。,sliceOfLife;romance,workplace:2:0.93;school:1:0.70,4,2,2,2,unknown,4,4,2,unknown,unknown,2,2,2,0.82,Rakuten Books representative volume 1 product — バクマン。,https://books.rakuten.co.jp/rb/5929336/,2010,2026-08-26,https://booklive.jp/review/list/title_id/187103/vol_no/001,https://gall.dcinside.com/mgallery/board/view/?id=comics&no=73793,바쿠만 만화 리뷰 1권;바쿠만 만화 감상,초반 1권: Shueisha 공식(https://www.shueisha.co.jp/books/items/contents.html?isbn=978-4-08-619690-1)은 두 소년이 만화가가 되어 Jump를 목표로 삼는 시작을 설명한다. BookLive 독립 1권 리뷰(https://booklive.jp/review/list/title_id/187103/vol_no/001)는 편집부와 제작 공정 및 만화가의 고난을 현실적으로 관찰한다. 한국어 DCInside 직접 글(https://gall.dcinside.com/mgallery/board/view/?id=comics&no=73793)은 직업만화 외형보다 아이디어·위험·라이벌을 겨루는 배틀 성격을 평한다. 이 근거들이 progression=4 problemSolving=2 strategy=2 pacing=2 worldBuilding=4 characterArcWeight=4 relationshipStructure=2 mentalStress=2 romance=2 emotionalWarmth=2를 지지한다. genres와 workplace/school Theme을 함께 적용해 Narrative 5와 Tone 5를 충족하므로 근거 있는 후보이다. Art는 분석하지 않았다.
15,work-c2d28d298730bdf6ee33,僕たちがやりました,mystery;comedy,revenge:1:0.79,2,2,2,4,2,2,2,2,2,4,4,unknown,unknown,0.80,Rakuten Books representative volume 1 product — 僕たちがやりました,https://books.rakuten.co.jp/rb/13346815/,2016-02-04,2026-08-26,https://booklive.jp/review/list/title_id/60002288/vol_no/001,,우리들이 했습니다 만화 리뷰;보쿠타치가 야리마시타 1권 리뷰,초반 1권: Kodansha 공식(https://www.kodansha.co.jp/comic/products/0000016248)은 평범한 청춘이 장난 이후 인과응보와 폭발적 사건으로 뒤집히는 목차와 급변을 제시한다. BookLive 독립 1권 리뷰(https://booklive.jp/review/list/title_id/60002288/vol_no/001)는 복수성 장난의 확대와 폭발·죄책감 및 탈출 압박을 직접 설명한다. 이 본문들이 progression=2 problemSolving=2 strategy=2 pacing=4 mysteryReveal=2 worldBuilding=2 characterArcWeight=2 relationshipStructure=2 comedy=2 darkness=4 mentalStress=4를 지지한다. KR 개별 본문은 확보하지 못해 query만 유지했다. Narrative 6와 Tone 5가 되어 recommendationVerified 후보이다. Art는 분석하지 않았다.
16,work-c2e1a97976346530a420,魔力枯れのダークエルフ,fantasy,crafting:2:0.84,4,4,unknown,2,unknown,2,4,2,unknown,2,2,unknown,4,0.85,Rakuten Books representative volume 1 product — 魔力枯れのダークエルフ,https://books.rakuten.co.jp/rb/18479739/,2026-06-26,2026-08-26,https://www.cmoa.jp/title/359098/;https://note.com/nice_lion65/n/n22a2c2fbf48a;https://note.com/mynote0101/n/ndf132978b66f,,마력 고갈 다크 엘프 만화 리뷰;마력 고갈 다크 엘프 1권 감상;마력 없는 다크엘프 리뷰,초반 1권: Kodansha 공식(https://www.kodansha.co.jp/comic/products/0000425139)은 전능한 마술사가 힘을 잃고 바람과 불과 요리를 배우며 작은 행복을 찾는 제2의 삶을 설명한다. CMOA 1권 리뷰(https://www.cmoa.jp/title/359098/)는 마법 없는 삶을 즐기고 친구인지 라이벌인지인 리리세나와의 관계 및 손재주와 노력으로 어려움을 넘는 모습을 직접 평한다. Note 독립 리뷰(https://note.com/nice_lion65/n/n22a2c2fbf48a;https://note.com/mynote0101/n/ndf132978b66f)는 1권을 하이 판타지로 분류하고 마력 상실 뒤 교사와 장인 목표로 나아가는 전개를 관찰한다. 따라서 progression=4 및 problemSolving=4 및 pacing=2 및 worldBuilding=2 및 characterArcWeight=4 및 relationshipStructure=2 및 darkness=2 및 mentalStress=2 및 emotionalWarmth=4를 확정했다. strategy·mysteryReveal·comedy·romance는 직접 근거가 없어 unknown이다. KR 개별 본문은 없어 query만 유지했다.
17,work-c318fd52f1da01533910,間違った子を魔法少女にしてしまった,action;comedy,combat:2:0.90;school:1:0.72,2,2,unknown,4,unknown,2,2,2,4,2,0,unknown,unknown,0.84,Rakuten Books representative volume 1 product — 間違った子を魔法少女にしてしまった,https://books.rakuten.co.jp/rb/14895421/,2018,2026-08-26,https://booklive.jp/review/list/title_id/439033/vol_no/001;https://www.cmoa.jp/title/130027/?order=up&page=1,,잘못된 아이를 마법소녀로 만들어버렸다 만화 리뷰;잘못된 아이를 마법소녀로 만들어버렸다 1권 감상;마치갓타 코오 마호 쇼조니 시맛타 리뷰,초반 1권: Shinchosha 공식(https://www.shinchosha.co.jp/book/771974/)은 인류를 지킬 마법소녀로 절대 뽑히면 안 될 고교생을 선택한 설정과 초근접 전투를 소개한다. BookLive 독립 1권 리뷰(https://booklive.jp/review/list/title_id/439033/vol_no/001)는 화려하고 통쾌한 전투와 많은 웃음과 어려운 내적 갈등이 거의 없음을 직접 평한다. CMOA 1권 리뷰(https://www.cmoa.jp/title/130027/?order=up&page=1)는 주인공과 수호신 미ュ의 대화 및 폭력적인 개그와 전투를 구체적으로 적는다. 이 근거들이 progression=2 및 problemSolving=2 및 pacing=4 및 worldBuilding=2 및 characterArcWeight=2 및 relationshipStructure=2 및 comedy=4 및 darkness=2 및 mentalStress=0을 지지한다. mysteryReveal·strategy·romance·emotionalWarmth는 직접 근거가 없어 unknown이다. KR 개별 본문은 없어 query만 유지한다.
18,work-c327594a74d5eb536b5a,赤羽骨子のボディガード,action;comedy;romance,school:2:0.88;combat:2:0.82,2,2,2,4,2,2,2,4,2,2,2,4,4,0.88,Rakuten Books representative volume 1 product — 赤羽骨子のボディガード,https://books.rakuten.co.jp/rb/17331298/,2023-08-31,2026-08-26,https://www.cmoa.jp/title/259867/?disp_mode=easy&order=up&page=1,https://theqoo.net/an/3302110644,아카바네 호네코의 보디가드 만화 리뷰;아카바네 호네코 리뷰,"초반 1~3권: Kodansha 공식(https://www.kodansha.co.jp/comic/products/0000372452)은 졸업까지 1년간 소꿉친구를 암살자로부터 비밀리에 지키는 임무를 명시한다. Kodansha 뉴스 리뷰(https://news.kodansha.co.jp/comics/9609)는 1권의 빠른 훅과 삼각관계, 20명 넘는 반 친구 보디가드와 임무를 통한 결속을 설명한다. CMOA 독립 리뷰(https://www.cmoa.jp/title/259867/?disp_mode=easy&order=up&page=1)와 한국어 TheQoo 직접 글(https://theqoo.net/an/3302110644)은 학급 액션·가벼운 러브코미디, 매력적인 주인공·잘 그린 액션과 빠르고 복잡한 전개를 평한다. 이 근거들이 progression=2 problemSolving=2 strategy=2 pacing=4 mysteryReveal=2 worldBuilding=2 characterArcWeight=2 relationshipStructure=4 comedy=2 darkness=2 mentalStress=2 romance=4 emotionalWarmth=4를 지지한다. Narrative 6와 Tone 7, valid genres/themes 및 KR/JP 직접 본문 URL을 충족하므로 recommendationVerified 후보이다. Art는 분석하지 않았다."
19,work-c3396a2a9fa22ab73971,ぼくらの17-ON!,sports;sliceOfLife,sportsCompetition:2:0.92;school:2:0.86,4,2,2,2,unknown,2,4,2,unknown,0,2,2,4,0.84,Rakuten Books representative volume 1 product — ぼくらの17-ON!,https://books.rakuten.co.jp/rb/12326570/,2015,2026-08-26,https://www.cmoa.jp/title/69064/,,우리들의 17온 만화 리뷰;보쿠라노 세븐틴 온 1권 리뷰,"초반 1권: Futabasha 공식 독자 코멘트(https://fr.futabasha.co.jp/17on/comment.html)는 고교 하이쿠 동아리와 토론·대회, 다섯 인물과 싹트는 감정을 소개한다. CMOA 독립 사용자 리뷰(https://www.cmoa.jp/title/69064/)는 짝사랑으로 입부한 리오가 하이쿠 고시엔을 목표로 하고 규칙·합숙을 배우며 점차 뜨거워지는 흐름을 직접 관찰한다. 이 근거들이 progression=4 problemSolving=2 strategy=2 pacing=2 worldBuilding=2 characterArcWeight=4 relationshipStructure=2 darkness=0 mentalStress=2 romance=2 emotionalWarmth=4를 지지한다. KR 개별 본문은 없어 query만 유지한다. Narrative 5와 Tone 6이므로 recommendationVerified 후보이며 Art는 분석하지 않았다."
20,work-c3b522b077189878e8ab,あまちんは自称♂,comedy;romance,school:2:0.85,2,unknown,unknown,2,2,2,2,2,4,0,unknown,4,4,0.84,Rakuten Books representative volume 1 product — あまちんは自称♂,https://books.rakuten.co.jp/rb/15182023/,2018-08-23,2026-08-26,https://comic-mutiko.hatenablog.com/entry/manga-amachin-1;https://www.pekebatu.com/amachin1/;https://www.cmoa.jp/title/customer_review/title_id/138960/,,아마친은 자칭 남자 만화 리뷰;아마친은 자칭♂ 1권 감상;아마친은 자칭 남자 학원 로맨스 리뷰,초반 1권: Kodansha 공식(https://www.kodansha.co.jp/comic/labels/magazine-edge?page=21)은 고교생으로 보이는 인물이 남자라고 밝히며 소꿉친구를 사랑하는 밝고 아슬아슬한 러브코미디를 소개한다. 독립 일본 블로그(https://comic-mutiko.hatenablog.com/entry/manga-amachin-1;https://www.pekebatu.com/amachin1/)는 1권의 반복 개그와 귀엽고 순수한 아마친 및 타츠미와의 소꿉친구 관계와 성별 의문을 직접 리뷰한다. CMOA 고객 리뷰(https://www.cmoa.jp/title/customer_review/title_id/138960/)는 1권만 읽은 독자의 성별 의문과 타츠미와의 향후 관계 기대를 기록한다. 이 근거들이 progression=2 및 pacing=2 및 mysteryReveal=2 및 worldBuilding=2 및 characterArcWeight=2 및 relationshipStructure=2 및 comedy=4 및 darkness=0 및 romance=4 및 emotionalWarmth=4를 지지한다. problemSolving·strategy·mentalStress는 직접 근거가 없어 unknown이다. KR 개별 본문은 없어 query만 유지한다.
21,work-c3d4d2e43bf3ecaf7f9a,神様がうそをつく。,mystery;romance,school:2:0.80,2,unknown,unknown,2,4,2,4,2,unknown,2,2,2,4,0.86,Rakuten Books representative volume 1 product — 神様がうそをつく。,https://books.rakuten.co.jp/rb/12439730/,2014,2026-08-26,https://ebookstore.sony.jp/review/title/10127095/id/LT000024031000384857/;https://syohyoublog.hatenablog.com/entry/2017/05/09/220000,,신이 거짓말을 한다 만화 리뷰;신이 거짓말을 한다 오자키 카오리 리뷰,"초반 단권(1권 완결): Kodansha 공식(https://www.kodansha.co.jp/comic/products/0000047282)은 초등 6학년 축구소년 나츠루가 반 친구 리오의 아무에게도 말 못할 비밀을 알게 되는 여름 모험을 소개한다. Sony Reader 독립 리뷰(https://ebookstore.sony.jp/review/title/10127095/id/LT000024031000384857/)는 고양이와 소녀의 접근, 아동 방임과 슬픔, 단권의 응축을 직접 평한다. HIU 서평(https://syohyoublog.hatenablog.com/entry/2017/05/09/220000)은 비밀스러운 동거와 여름축제, 연정과 비밀 발견 뒤의 동요, 상대를 지키려는 행동을 기록한다. 이 출처들이 progression=2 pacing=2 mysteryReveal=4 worldBuilding=2 characterArcWeight=4 relationshipStructure=2 darkness=2 mentalStress=2 romance=2 emotionalWarmth=4를 지지한다. KR 개별 본문은 없어 query만 유지했다. Art는 분석하지 않았다."
22,work-c3fd0f24e8e29bf2f93a,だんドーン,historical;comedy,politics:2:0.90;workplace:2:0.84,4,4,4,2,2,4,4,4,4,2,2,unknown,2,0.88,Rakuten Books representative volume 1 product — だんドーン,https://books.rakuten.co.jp/rb/17637681/,2024-08-28,2026-08-26,https://www.iiisibumi.com/entry/2023/12/21/193852;https://www.cmoa.jp/title/278583/,,단돈 만화 리뷰;단돈 역사 코미디 리뷰,"초반 1권: Kodansha 공식(https://www.kodansha.co.jp/comic/products/0000381349)은 막부 말기 경찰의 아버지 가와지와 격동의 역사에서의 업무를 역사 코미디로 소개한다. 독립 1권 감상(https://www.iiisibumi.com/entry/2023/12/21/193852)은 가와지의 유능함과 검은 생각, 사이고·주군과의 관계 및 열등감이 첫 화에서 해소되는 과정을 구체적으로 서술하고 1권의 반복 개그와 템포를 평한다. CMOA 직접 리뷰(https://www.cmoa.jp/title/278583/)는 권력투쟁·외압 속 정보공작과 인상조작으로 사이고를 영웅으로 만드는 업무, 역사 인물 군상을 설명한다. 이 근거들이 progression=4 problemSolving=4 strategy=4 pacing=2 mysteryReveal=2 worldBuilding=4 characterArcWeight=4 relationshipStructure=4 comedy=4 darkness=2 mentalStress=2 emotionalWarmth=2를 지지한다. KR 개별 본문은 없어 query만 유지했다. Narrative 6와 Tone 6 및 valid taxonomy로 recommendationVerified 후보이다. Art는 분석하지 않았다."
