"position","workId","canonicalTitle","genres","themes","progression","problemSolving","strategy","pacing","mysteryReveal","worldBuilding","characterArcWeight","relationshipStructure","comedy","darkness","mentalStress","romance","emotionalWarmth","factorConfidence","evidenceName","evidenceUrl","evidencePublishedAt","retrievedAt","japaneseEvidenceUrls","koreanEvidenceUrls","koreanQueries","notes"
"11","work-b96dd032786014446952","ランウェイで笑って","sliceOfLife","workplace:2:0.92","4","4","2","4","0","4","4","4","unknown","2","4","0","4","0.90","Official Rakuten vol.1 product + bounded JP/KR community review QA — ランウェイで笑って","https://books.rakuten.co.jp/rb/15039694/","2018-08-23","2026-08-26","https://www.cmoa.jp/title/135885/;https://booklive.jp/review/list/title_id/60007252/vol_no/001","https://lanovel.net/m/2969","""런웨이에서 웃어줘"" 만화 리뷰; ""런웨이에서 웃어 줘"" 리뷰","초반 1~3권 관찰: 공식 상품, 일본 Cmoa·BookLive 직접 리뷰, 한국 Lanovel 직접 리뷰의 1~3권 범위에서 저신장 모델 지망생 치유키와 가난한 디자이너 지망생 이쿠토가 패션 업계의 쇼·제작 제약을 해결하며 각자의 꿈을 좇는 성장이 확인된다. Lanovel 글은 1~5권 후기지만 이 판정에는 1~3권의 꿈·노력·초기 콘테스트 부분만 사용했다. 한국어 제목 검색 범위: ""런웨이에서 웃어줘"" 만화 리뷰; ""런웨이에서 웃어 줘"" 리뷰. 검색 결과의 애니메이션·상품 셸·후반권 평은 수치에서 제외했다. Conservative mappings: progression=4;problemSolving=4;strategy=2;pacing=4;mysteryReveal=0;worldBuilding=4;characterArcWeight=4;relationshipStructure=4;darkness=2;mentalStress=4;romance=0;emotionalWarmth=4. genres=sliceOfLife; theme=workplace:2. Official product + direct JP/KR body only; Art is optional."
"12","work-ba0f61184218109003a3","この愛は、異端。","romance;fantasy","foundFamily:2:0.84","2","2","0","2","2","2","4","2","2","4","4","4","2","0.90","Official Rakuten vol.1 product + bounded JP/KR community review QA — この愛は、異端。","https://books.rakuten.co.jp/rb/14892562/","2018-08-23","2026-08-26","https://booklive.jp/review/list/title_id/443097/vol_no/001;https://www.iiisibumi.com/entry/2018/03/18/194620;https://www.cmoa.jp/title/130774/;https://renta.papy.co.jp/renta/sc/frm/review/129223/","","""이 사랑은 이단"" 만화 리뷰; ""이 사랑은 이단이다"" 리뷰","초반 1~3권 관찰: 공식 상품과 일본 BookLive·iiisibumi·Cmoa 직접 리뷰에서 천애고아 대학생 요시노가 영혼을 대가로 요구하는 악마 바알과 계약하고, 왜곡된 순애·가족 갈망·초자연적 규칙 속에서 관계를 조정하는 진입부가 확인된다. 한국어 제목 검색 범위: ""이 사랑은 이단"" 만화 리뷰; ""이 사랑은 이단이다"" 리뷰. WebtoonGuide·Lezhin 정보 페이지는 한국어 줄거리 확인용일 뿐 커뮤니티 평으로 채택하지 않았고, 검색 목록·별점은 수치에서 제외했다. Conservative mappings: progression=2;problemSolving=2;strategy=0;pacing=2;mysteryReveal=2;worldBuilding=2;characterArcWeight=4;relationshipStructure=2;comedy=2;darkness=4;mentalStress=4;romance=4;emotionalWarmth=2. genres=romance;fantasy; theme=foundFamily:2. Official product + direct JP body only; Art is optional."
"13","work-bad930ace10caa55d7e2","この音とまれ!","sliceOfLife","school:2:0.95","2","2","unknown","2","unknown","2","4","4","unknown","2","2","unknown","4","0.84","Official Rakuten vol.1 product + bounded review QA — この音とまれ!","https://books.rakuten.co.jp/rb/11941877/","2013","2026-08-26","https://vanilla-mocha.hateblo.jp/entry/2023/02/21/123000","","""이 소리에 모여"" 만화 리뷰; ""이 소리에 모여!"" 리뷰","초반 1~3권 관찰: 불량학생이 고토부에 들어가 오해를 풀고 함께 연주하며 눈물을 흘리는 1권의 학교 동아리 변화가 리뷰에 구체적으로 나온다. 출처: vanilla-mocha 1권 리뷰. 판정값: characterArcWeight=4;darkness=2;emotionalWarmth=4;mentalStress=2;pacing=2;problemSolving=2;progression=2;relationshipStructure=4;worldBuilding=2. 공식 상품·홍보와 직접 열린 JP/KR 본문만 사용했고 검색 목록·상품 셸·범위 밖 후기·일반 기억·이미지 분석은 수치 근거에서 배제했다. 한국어 제목 query를 유지했다. Art is optional."
"14","work-bb654a8f2166bed49f9a","みどりのまきば","comedy;sliceOfLife","school:2:0.92","2","2","0","2","0","0","4","4","2","0","2","0","4","0.90","Official Rakuten vol.1 product + bounded JP/KR community review QA — みどりのまきば","https://books.rakuten.co.jp/rb/6018190/","2010","2026-08-26","https://www.cmoa.jp/title/63525/","","""미도리의 목장"" 만화 리뷰; ""미도리노 마키바"" 리뷰","초반 1~3권 관찰: 공식 상품과 일본 Cmoa 1권 직접 본문에서 초등학교 5학년 쌍둥이 와카바·아오바와 친구들이 웃고 고민하고 다투는 일상, 2권의 6학년 진급과 감정 변화가 확인된다. Cmoa 리뷰는 어린 시절부터 이어지는 우정과 따뜻한 독후감을 보조한다. 한국어 제목 검색 범위: ""미도리의 목장"" 만화 리뷰; ""미도리노 마키바"" 리뷰. 한국어 제목으로 검색했으나 작품에 맞는 한국 커뮤니티 직접 본문은 확인되지 않아 결과를 채택하지 않았다. Conservative mappings: progression=2;problemSolving=2;strategy=0;pacing=2;mysteryReveal=0;worldBuilding=0;characterArcWeight=4;relationshipStructure=4;comedy=2;darkness=0;mentalStress=2;romance=0;emotionalWarmth=4. genres=comedy;sliceOfLife; theme=school:2. Official product + direct JP body only; Art is optional."
"15","work-bc213d5c418d27ebcf2a","妹は知っている","comedy;sliceOfLife","workplace:1:0.72","2","2","unknown","2","2","2","4","4","2","2","4","unknown","4","0.88","Official Rakuten vol.1 product + bounded review QA — 妹は知っている","https://books.rakuten.co.jp/rb/18083269/","2025-09-18","2026-08-26","https://note.com/yuukimattari/n/n45868a38563d","","""여동생은 알고 있다"" 만화 리뷰; ""동생은 알고 있다"" 리뷰","초반 1~3권 관찰: 26세 시스템 엔지니어의 직장생활과 여동생이 알아보는 그의 재능을 구조 요청 드라마처럼 다루며, 첫 장의 상호작용이 설명된다. 출처: Note 1권 리뷰. 판정값: characterArcWeight=4;comedy=2;darkness=2;emotionalWarmth=4;mentalStress=4;mysteryReveal=2;pacing=2;problemSolving=2;progression=2;relationshipStructure=4;worldBuilding=2. 공식 상품·홍보와 직접 열린 JP/KR 본문만 사용했고 검색 목록·상품 셸·범위 밖 후기·일반 기억·이미지 분석은 수치 근거에서 배제했다. 한국어 제목 query를 유지했다. Art is optional."
"16","work-bdcf8de5aebcef0e1ed5","トリコ","action;fantasy","adventure:2:0.98;combat:2:0.98;cooking:2:0.96;exploration:2:0.93","2","2","2","2","unknown","4","2","2","2","2","unknown","unknown","2","0.88","Official Rakuten vol.1 product + bounded review QA — トリコ","https://books.rakuten.co.jp/rb/5890615/","2009","2026-08-26","https://www.manga-diary.com/entry/toriko01","","""토리코"" 만화 리뷰; ""토리코 1권"" 리뷰","초반 1~3권 관찰: 미식 헌터 토리코와 코마츠가 갈라라 악어를 포획하는 1권의 탐험·전투·요리 소재와 세계의 규칙이 공식 줄거리로 제시된다. 출처: manga-diary 1권 줄거리 리뷰. 판정값: characterArcWeight=2;comedy=2;darkness=2;emotionalWarmth=2;pacing=2;problemSolving=2;progression=2;relationshipStructure=2;strategy=2;worldBuilding=4. 공식 상품·홍보와 직접 열린 JP/KR 본문만 사용했고 검색 목록·상품 셸·범위 밖 후기·일반 기억·이미지 분석은 수치 근거에서 배제했다. 한국어 제목 query를 유지했다. Art is optional."
"17","work-c0e989c7b8bb7447840b","タケヲちゃん物怪録","fantasy;comedy;sliceOfLife","foundFamily:2:0.90","4","2","2","2","0","2","4","4","4","2","2","0","4","0.90","Official Rakuten vol.1 product + bounded JP/KR community review QA — タケヲちゃん物怪録","https://books.rakuten.co.jp/rb/11658553/","2013","2026-08-26","https://booklive.jp/review/list/title_id/205471/vol_no/001;https://www.cmoa.jp/title/62787/","","""타케오짱 모노노케록"" 만화 리뷰; ""타케오짱 물괴록"" 리뷰","초반 1~3권 관찰: 공식 상품과 일본 BookLive·Cmoa 직접 리뷰에서 강한 액운을 지닌 고교생 타케오가 요괴 아파트 백귀장에서 지내고, 요괴들이 그녀를 행복하게 만들기 위해 매회 계획을 세우며 무표정한 주인공이 점차 감정을 열어 가는 흐름이 확인된다. 한국어 제목 검색 범위: ""타케오짱 모노노케록"" 만화 리뷰; ""타케오짱 물괴록"" 리뷰. 한국어 제목 검색에서 작품에 맞는 커뮤니티 직접 본문은 확인되지 않아 결과를 채택하지 않았다. Conservative mappings: progression=4;problemSolving=2;strategy=2;pacing=2;mysteryReveal=0;worldBuilding=2;characterArcWeight=4;relationshipStructure=4;comedy=4;darkness=2;mentalStress=2;romance=0;emotionalWarmth=4. genres=fantasy;comedy;sliceOfLife; theme=foundFamily:2. Official product + direct JP body only; Art is optional."
"18","work-c14e82937201df34495d","ワンパンマン","action;comedy","combat:2:0.99","0","0","0","2","unknown","2","2","2","4","2","2","unknown","2","0.90","Official Rakuten vol.1 product + bounded review QA — ワンパンマン","https://books.rakuten.co.jp/rb/12100271/","2013","2026-08-26","https://bookworms.jp/book/B01FU3MY2S","","""원펀맨"" 만화 리뷰; ""원펀맨 1권"" 리뷰","초반 1~3권 관찰: 원펀치 영웅은 이미 훈련을 끝내 성장 보상이 없고, 괴물과의 싸움을 한 방에 끝내는 공허함과 개그가 1권 리뷰의 핵심이다. 출처: Bookworms 1권 리뷰. 판정값: characterArcWeight=2;comedy=4;darkness=2;emotionalWarmth=2;mentalStress=2;pacing=2;problemSolving=0;progression=0;relationshipStructure=2;strategy=0;worldBuilding=2. 공식 상품·홍보와 직접 열린 JP/KR 본문만 사용했고 검색 목록·상품 셸·범위 밖 후기·일반 기억·이미지 분석은 수치 근거에서 배제했다. 한국어 제목 query를 유지했다. Art is optional."
19,work-c3a1b26e0fc059b351ca,キミと話がしたいのだ。,sliceOfLife,foundFamily:2:0.90,0,0,0,0,0,0,2,2,0,0,0,0,4,0.80,Official Rakuten vol.1 product + direct JP community reviews — キミと話がしたいのだ。,https://books.rakuten.co.jp/rb/11605081/,2013,2026-08-26,https://honto.jp/ebook/pd-review_0625350863.html;https://bookmeter.com/books/4700695,,"""너와 이야기하고 싶어"" 만화 리뷰; ""키미와 하나시가 시타이노다"" 리뷰","초반 1~3권 관찰: 공식 라쿠텐 소개와 honto·독서메터 직접 본문은 고양이 쿠마와 청년 신노스케가 서로의 말을 이해하며 평범한 행복을 반복하는 쇼트 일상이라고 설명한다. 큰 사건·누적 성장·추리·전략은 중심이 아니므로 보수적으로 0을 매핑했고, 인물 관계의 잔잔한 변화만 characterArcWeight=2로 두었다. 한국어 제목 검색 범위: ""너와 이야기하고 싶어"" 만화 리뷰; ""키미와 하나시가 시타이노다"" 리뷰. 직접 한국 커뮤니티 본문은 확인되지 않아 채택하지 않았다. 검색 목록·상품 셸·별점·이미지 평은 수치에서 제외했다. Conservative mappings: progression=0;problemSolving=0;strategy=0;pacing=0;mysteryReveal=0;worldBuilding=0;characterArcWeight=2;relationshipStructure=2;comedy=0;darkness=0;mentalStress=0;romance=0;emotionalWarmth=4. genres=sliceOfLife; theme=foundFamily:2. Official product + direct JP body only; Art is optional."
20,work-c6c0a2cca6e4cd0b1290,Kiss×sis,comedy;romance,school:1:0.76,0,2,0,2,0,0,2,4,4,2,2,4,2,0.84,Official Rakuten vol.1 product + direct JP/KR community reviews — Kiss×sis,https://books.rakuten.co.jp/rb/4489749/,2008,2026-08-26,https://booklive.jp/review/list/title_id/42360/vol_no/001;https://bookmeter.com/books/532154,https://gall.dcinside.com/board/view/?id=comic_new6&no=1990973,"""키스 시스"" 만화 리뷰; ""Kiss×sis 한국어 리뷰""","초반 1~3권 관찰: 공식 라쿠텐·BookLive 1권 본문은 고교 입시를 앞둔 남학생과 적극적인 의붓 쌍둥이 누나들의 러브코미디·성적 개그를 명시하고, 독서메터도 1권 독자 감상을 별도 작품 페이지에 제공한다. 입시라는 단기 과제는 problemSolving=2, 학교는 반복 배경이지만 중심 소재는 아니므로 Theme school:1로 제한했다. 한국어 제목 검색 범위: ""키스 시스"" 만화 리뷰; ""Kiss×sis 한국어 리뷰"". 한국 DCInside 직접 본문은 작품의 성적 개그 반응을 보조 확인했다. 검색 목록·상품 셸·별점·이미지 평은 수치에서 제외했다. Conservative mappings: progression=0;problemSolving=2;strategy=0;pacing=2;mysteryReveal=0;worldBuilding=0;characterArcWeight=2;relationshipStructure=4;comedy=4;darkness=2;mentalStress=2;romance=4;emotionalWarmth=2. genres=comedy;romance; theme=school:1. Official product + direct JP/KR body; Art is optional."
21,work-c8483ec374a763860621,雪解けとアガパンサス,romance,school:2:0.88,2,0,0,2,0,0,4,2,0,2,2,4,4,0.84,Official Rakuten vol.1 product + direct JP community review — 雪解けとアガパンサス,https://books.rakuten.co.jp/rb/17419664/,2023-08-31,2026-08-26,https://antaressmangakanso.iiblog.jp/article/498721526.html,,"""눈 녹음과 아가판서스"" 만화 리뷰; ""유키도케와 아가판서스"" 리뷰","초반 1~3권 관찰: 공식 라쿠텐 소개와 Antares 1권 직접 감상은 두 여고생의 성격 대비, 서로를 위해 노력하는 과정, 사랑을 자각하는 흐름을 구체적으로 설명한다. 학교에서 진행되는 백합 연애가 중심이므로 Theme school:2를 부여했고, 추리·전략·세계 규칙·문제 해결·개그는 확인되지 않아 0으로 매핑했다. 한국어 제목 검색 범위: ""눈 녹음과 아가판서스"" 만화 리뷰; ""유키도케와 아가판서스"" 리뷰. 직접 한국 커뮤니티 본문은 확인되지 않아 채택하지 않았다. 검색 목록·상품 셸·별점·이미지 평은 수치에서 제외했다. Conservative mappings: progression=2;problemSolving=0;strategy=0;pacing=2;mysteryReveal=0;worldBuilding=0;characterArcWeight=4;relationshipStructure=2;comedy=0;darkness=2;mentalStress=2;romance=4;emotionalWarmth=4. genres=romance; theme=school:2. Official product + direct JP body only; Art is optional."
22,work-c8aef6141e1d61baa960,鉄風,sports,combat:2:0.95;sportsCompetition:2:0.90;school:2:0.80,2,2,2,4,0,2,2,2,0,2,4,0,2,0.84,Official Rakuten vol.1 product + direct JP/KR community reviews — 鉄風,https://books.rakuten.co.jp/rb/6373950/,2011,2026-08-26,https://ameblo.jp/mi2mo10/entry-10477069318.html;https://note.com/kangaesugi/n/n96a9754e454f,https://gall.dcinside.com/mgallery/board/view/?id=comics&no=325478,"""철풍"" 일본 만화 리뷰; ""테푸"" 일본 만화 리뷰","초반 1~3권 관찰: 공식 라쿠텐 소개와 Ameblo·Note 직접 감상은 재능 과잉의 여고생이 브라질에서 돌아온 격투기 지망생과 만나 종합격투기부에서 대련·훈련을 시작하는 구조와 초반 경기의 전술적 대응을 설명한다. 전투 규칙과 경기 환경은 기능적 세계 설정으로 worldBuilding=2, 연애 중심은 아니므로 romance=0으로 제한했다. 한국어 제목 검색 범위: ""철풍"" 일본 만화 리뷰; ""테푸"" 일본 만화 리뷰. 한국 DCInside 직접 본문은 재능과 노력의 대비, 유즈코와의 격투 입문·성장 및 결말에 대한 독자 평가를 보조 확인했다. 검색 목록·상품 셸·별점·이미지 평은 수치에서 제외했다. Conservative mappings: progression=2;problemSolving=2;strategy=2;pacing=4;mysteryReveal=0;worldBuilding=2;characterArcWeight=2;relationshipStructure=2;comedy=0;darkness=2;mentalStress=4;romance=0;emotionalWarmth=2. genres=sports; themes=combat:2;sportsCompetition:2;school:2. Official product + direct JP/KR body; Art is optional."
