workId,axisId,state,value,confidence,refs,observation,limitation
work-d8a87d01c1f35d58e791,visualSoftness,known,4,0.92,episode-01-page-005;episode-01-page-006;episode-01-page-007;episode-01-page-008;episode-01-page-009;episode-01-page-010,"Every context uses rounded contours, gentle screentone, smooth hair, and cute polished expressions with no materially harsh counter-context.",Product-linked entry episode only.
work-d8a87d01c1f35d58e791,motionImpact,unknown,,,episode-01-page-005;episode-01-page-006;episode-01-page-007;episode-01-page-008;episode-01-page-009;episode-01-page-010,"The sampled pages contain ordinary gestures within a continuous domestic scene.",No exact continuous start-development/impact-resolved endpoint sequence is fixed; motionImpact remains unknown.
work-e2f095e08fc5e08d5a2b,artRealism,unknown,,,,No eligible internal body pixel was sampled.,Hakusensha has no trusted preview route in the finite route registry; the axis remains unknown without a blocker.
work-e2f095e08fc5e08d5a2b,artDensity,unknown,,,,No eligible internal body pixel was sampled.,Hakusensha has no trusted preview route in the finite route registry; the axis remains unknown without a blocker.
work-e2f095e08fc5e08d5a2b,visualSoftness,unknown,,,,No eligible internal body pixel was sampled.,Hakusensha has no trusted preview route in the finite route registry; the axis remains unknown without a blocker.
work-e2f095e08fc5e08d5a2b,motionImpact,unknown,,,,No eligible internal body pixel was sampled.,Hakusensha has no trusted preview route in the finite route registry; the axis remains unknown without a blocker.
work-e81955a9fc5c4d84580f,artRealism,known,3,0.87,reader-page-07;reader-page-08;reader-page-09;reader-page-13;reader-page-14;reader-page-15,"Varied body types, faces, classroom depth, and grounded anatomy approach realism, while expressive distortion remains visible.",Entry-volume official preview only.
work-e81955a9fc5c4d84580f,artDensity,known,4,0.92,reader-page-07;reader-page-08;reader-page-09;reader-page-13;reader-page-14;reader-page-15,"Every context is densely rendered with crosshatching, tonal mass, classroom furniture, clothing texture, and crowded compositions.",Entry-volume official preview only.
work-e81955a9fc5c4d84580f,visualSoftness,known,0,0.91,reader-page-07;reader-page-08;reader-page-09;reader-page-13;reader-page-14;reader-page-15,"Heavy black masses, jagged hatching, hard shadows, angular faces, and abrasive texture remain dominant in both time-separated classroom contexts.",Entry-volume official preview only.
work-e81955a9fc5c4d84580f,motionImpact,unknown,,,reader-page-07;reader-page-08;reader-page-09;reader-page-13;reader-page-14;reader-page-15,"The sampled pages contain isolated contact and static group compositions.",No exact continuous start-development/impact-resolved endpoint sequence is fixed; motionImpact remains unknown.
work-eef84d07d90ba2b040cf,artRealism,known,3,0.86,reader-page-05;reader-page-06;reader-page-07;reader-page-08;reader-page-09;reader-page-13,"Natural adult anatomy, restrained expressions, and grounded domestic and hospital spaces remain realistic-leaning despite simplified cinematic faces.",Complete one-shot official preview sample only.
work-eef84d07d90ba2b040cf,artDensity,known,2,0.84,reader-page-05;reader-page-06;reader-page-07;reader-page-08;reader-page-09;reader-page-13,"Clean panel grids and selective room detail balance substantial white space; neither sparse nor information-saturated treatment dominates.",Complete one-shot official preview sample only.
work-eef84d07d90ba2b040cf,visualSoftness,known,3,0.83,reader-page-05;reader-page-06;reader-page-07;reader-page-08;reader-page-09;reader-page-13,"Fine controlled lines, rounded faces, light tone, and restrained shading stay soft-polished across domestic, montage, and hospital contexts.",Complete one-shot official preview sample only.
work-eef84d07d90ba2b040cf,motionImpact,unknown,,,reader-page-05;reader-page-06;reader-page-07;reader-page-08;reader-page-09;reader-page-13,"The sampled pages are dominated by conversation and discontinuous montage panels.",No exact continuous start-development/impact-resolved endpoint sequence is fixed; motionImpact remains unknown.
work-f8cb26831612e0c6ece5,artRealism,known,3,0.88,reader-page-05;reader-page-09;reader-page-13;reader-page-14;reader-page-15;reader-page-19,"Anatomically grounded figures, hands, clothing, and architectural perspective approach realism while expressive faces remain stylized.",Official electronic volume 1 preview bridged to the frozen paper volume.
work-f8cb26831612e0c6ece5,artDensity,known,4,0.93,reader-page-05;reader-page-09;reader-page-13;reader-page-14;reader-page-15;reader-page-19,"Every context sustains dense architecture, props, clothing, tones, crowd or news detail, and layered panel information.",Official electronic volume 1 preview bridged to the frozen paper volume.
work-f8cb26831612e0c6ece5,visualSoftness,known,2,0.80,reader-page-05;reader-page-09;reader-page-13;reader-page-14;reader-page-15;reader-page-19,"Polished curves and faces are counterbalanced by hard black shapes, angular action marks, and sharp costume and architecture edges.",Official electronic volume 1 preview bridged to the frozen paper volume.
work-f8cb26831612e0c6ece5,motionImpact,unknown,,,reader-page-05;reader-page-09;reader-page-13;reader-page-14;reader-page-15;reader-page-19,"The sampled pages contain isolated grabs and reaction beats separated by non-action pages.",No exact continuous start-development/impact-resolved endpoint sequence is fixed; motionImpact remains unknown.
work-fc53cb5669aa4099ee4a,artRealism,known,2,0.88,reader-page-07;reader-page-08;reader-page-09;reader-page-13;reader-page-14;reader-page-15,"Normal human proportions and readable space coexist with large-eyed shojo faces and expressive simplification across school and outdoor pages.",Entry-volume official preview only.
work-fc53cb5669aa4099ee4a,artDensity,known,1,0.86,reader-page-07;reader-page-08;reader-page-09;reader-page-13;reader-page-14;reader-page-15,"Large white and toned fields with selective backgrounds dominate; occasional school and outdoor detail keeps the set above the fully minimal anchor.",Entry-volume official preview only.
work-fc53cb5669aa4099ee4a,visualSoftness,known,4,0.93,reader-page-07;reader-page-08;reader-page-09;reader-page-13;reader-page-14;reader-page-15,"Every context uses delicate contours, smooth hair, light screentone, rounded faces, and consistently gentle polished rendering.",Entry-volume official preview only.
work-fc53cb5669aa4099ee4a,motionImpact,unknown,,,reader-page-07;reader-page-08;reader-page-09;reader-page-13;reader-page-14;reader-page-15,"The sampled pages contain walking and an isolated outdoor movement beat without a complete sequence.",No exact continuous start-development/impact-resolved endpoint sequence is fixed; motionImpact remains unknown.
work-fd2a957c501c36047ed0,artRealism,known,2,0.86,reader-page-08;reader-page-09;reader-page-13;reader-page-14;reader-page-15;reader-page-19,"Standard stylized faces and anatomy dominate even where town and church environments are grounded; neither deformation nor realism is extreme.",Entry-volume official preview only.
work-fd2a957c501c36047ed0,artDensity,known,3,0.89,reader-page-08;reader-page-09;reader-page-13;reader-page-14;reader-page-15;reader-page-19,"Multiple panels, detailed town and interior backgrounds, texture, props, and supernatural effects keep density above balanced across contexts.",Entry-volume official preview only.
work-fd2a957c501c36047ed0,visualSoftness,known,1,0.84,reader-page-08;reader-page-09;reader-page-13;reader-page-14;reader-page-15;reader-page-19,"Hard contours, angular faces, dark shadow masses, and sharp effects dominate, tempered by some clean neutral linework.",Entry-volume official preview only.
work-fd2a957c501c36047ed0,motionImpact,unknown,,,reader-page-08;reader-page-09;reader-page-13;reader-page-14;reader-page-15;reader-page-19,"The sampled pages contain isolated supernatural and object-swing moments separated by dialogue and location changes.",No exact continuous start-development/impact-resolved endpoint sequence is fixed; motionImpact remains unknown.
work-ff9b025f58d7e12f3cb1,artRealism,unknown,,,,No eligible internal body pixel was sampled.,Hakusensha has no trusted preview route in the finite route registry; the axis remains unknown without a blocker.
work-ff9b025f58d7e12f3cb1,artDensity,unknown,,,,No eligible internal body pixel was sampled.,Hakusensha has no trusted preview route in the finite route registry; the axis remains unknown without a blocker.
work-ff9b025f58d7e12f3cb1,visualSoftness,unknown,,,,No eligible internal body pixel was sampled.,Hakusensha has no trusted preview route in the finite route registry; the axis remains unknown without a blocker.
work-ff9b025f58d7e12f3cb1,motionImpact,unknown,,,,No eligible internal body pixel was sampled.,Hakusensha has no trusted preview route in the finite route registry; the axis remains unknown without a blocker.
