id,title,titleKana,creators,publisher,demographic,status,firstPublishedYear,genres,factorScope,onboardingEligible,recommendationEligible,libraryOnly,metadataConfidence,groupingConfidence,sourceAgreement,annotationReviewMethod,annotationReviewedAt,annotationReviewReference,evidenceId
naruto,NARUTO―ナルト―,ナルト,岸本斉史,集英社,shonen,completed,1999,action;fantasy;comedy,entry_1_3_volumes,false,true,false,0.98,0.99,0.91,authorizedModelPanel,2026-08-11T21:06:26+09:00,reviews/g1-sanity-panel.md,ev-naruto
dragon-ball,DRAGON BALL,ドラゴンボール,鳥山明,集英社,shonen,completed,1984,action;fantasy;comedy,entry_1_3_volumes,true,true,false,0.98,0.99,0.91,authorizedModelPanel,2026-08-11T21:06:26+09:00,reviews/g1-sanity-panel.md,ev-dragon-ball
attack-on-titan,進撃の巨人,シンゲキノキョジン,諫山創,講談社,shonen,completed,2009,action;fantasy;horror,entry_1_3_volumes,true,true,false,0.99,0.99,0.92,authorizedModelPanel,2026-08-11T21:06:26+09:00,reviews/g1-sanity-panel.md,ev-attack-on-titan
demon-slayer,鬼滅の刃,キメツノヤイバ,吾峠呼世晴,集英社,shonen,completed,2016,action;fantasy;historical;horror,entry_1_3_volumes,false,true,false,0.99,0.99,0.92,authorizedModelPanel,2026-08-11T21:06:26+09:00,reviews/g1-sanity-panel.md,ev-demon-slayer
jujutsu-kaisen,呪術廻戦,ジュジュツカイセン,芥見下々,集英社,shonen,completed,2018,action;fantasy;horror,entry_1_3_volumes,false,true,false,0.99,0.99,0.92,authorizedModelPanel,2026-08-11T21:06:26+09:00,reviews/g1-sanity-panel.md,ev-jujutsu-kaisen
my-hero-academia,僕のヒーローアカデミア,ボクノヒーローアカデミア,堀越耕平,集英社,shonen,completed,2014,action;fantasy;comedy,entry_1_3_volumes,false,true,false,0.99,0.99,0.92,authorizedModelPanel,2026-08-11T21:06:26+09:00,reviews/g1-sanity-panel.md,ev-my-hero-academia
hunter-x-hunter,HUNTER×HUNTER,ハンターハンター,冨樫義博,集英社,shonen,ongoing,1998,action;fantasy;comedy,entry_1_3_volumes,true,true,false,0.99,0.99,0.92,authorizedModelPanel,2026-08-11T21:06:26+09:00,reviews/g1-sanity-panel.md,ev-hunter-x-hunter
jojo-bizarre-adventure,ジョジョの奇妙な冒険,ジョジョノキミョウナボウケン,荒木飛呂彦,集英社,shonen,completed,1986,action;fantasy;historical;mystery;horror,entry_1_3_volumes,false,true,false,0.98,0.98,0.90,authorizedModelPanel,2026-08-11T21:06:26+09:00,reviews/g1-sanity-panel.md,ev-jojo-bizarre-adventure
berserk,ベルセルク,ベルセルク,三浦建太郎;スタジオ我画;森恒二,白泉社,seinen,ongoing,1989,action;fantasy;horror,entry_1_3_volumes,true,true,false,0.98,0.99,0.91,authorizedModelPanel,2026-08-11T21:06:26+09:00,reviews/g1-sanity-panel.md,ev-berserk
vinland-saga,ヴィンランド・サガ,ヴィンランドサガ,幸村誠,講談社,seinen,completed,2005,action;historical,entry_1_3_volumes,false,true,false,0.99,0.99,0.92,authorizedModelPanel,2026-08-11T21:06:26+09:00,reviews/g1-sanity-panel.md,ev-vinland-saga
vagabond,バガボンド,バガボンド,井上雄彦;吉川英治,講談社,seinen,ongoing,1998,action;historical,entry_1_3_volumes,true,true,false,0.98,0.99,0.90,authorizedModelPanel,2026-08-11T21:06:26+09:00,reviews/g1-sanity-panel.md,ev-vagabond
golden-kamuy,ゴールデンカムイ,ゴールデンカムイ,野田サトル,集英社,seinen,completed,2014,action;historical;comedy,entry_1_3_volumes,false,true,false,0.99,0.99,0.92,authorizedModelPanel,2026-08-11T21:06:26+09:00,reviews/g1-sanity-panel.md,ev-golden-kamuy
made-in-abyss,メイドインアビス,メイドインアビス,つくしあきひと,竹書房,seinen,ongoing,2012,action;fantasy;scienceFiction;horror,entry_1_3_volumes,true,true,false,0.96,0.99,0.96,authorizedModelPanel,2026-08-11T21:06:26+09:00,reviews/g1-sanity-panel.md,ev-made-in-abyss
land-of-the-lustrous,宝石の国,ホウセキノクニ,市川春子,講談社,seinen,completed,2012,action;fantasy;scienceFiction,entry_1_3_volumes,false,true,false,0.99,0.99,0.99,authorizedModelPanel,2026-08-11T21:06:26+09:00,reviews/g1-sanity-panel.md,ev-land-of-the-lustrous
mushishi,蟲師,ムシシ,漆原友紀,講談社,seinen,completed,1999,fantasy;mystery;horror;sliceOfLife,entry_1_3_volumes,true,true,false,0.99,0.99,0.99,authorizedModelPanel,2026-08-11T21:06:26+09:00,reviews/g1-sanity-panel.md,ev-mushishi
dr-stone,Dr.STONE,ドクターストーン,Boichi;稲垣理一郎,集英社,shonen,completed,2017,action;scienceFiction;comedy,entry_1_3_volumes,true,true,false,0.99,0.99,0.99,authorizedModelPanel,2026-08-11T21:06:26+09:00,reviews/g1-sanity-panel.md,ev-dr-stone
promised-neverland,約束のネバーランド,ヤクソクノネバーランド,白井カイウ;出水ぽすか,集英社,shonen,completed,2016,mystery;horror,entry_1_3_volumes,true,true,false,0.99,0.99,0.99,authorizedModelPanel,2026-08-11T21:06:26+09:00,reviews/g1-sanity-panel.md,ev-promised-neverland
erased,僕だけがいない街,ボクダケガイナイマチ,三部けい,KADOKAWA,seinen,completed,2012,mystery;scienceFiction,entry_1_3_volumes,false,true,false,0.98,0.99,0.97,authorizedModelPanel,2026-08-11T21:06:26+09:00,reviews/g1-sanity-panel.md,ev-erased
20th-century-boys,20世紀少年,ニジュッセイキショウネン,浦沢直樹,小学館,seinen,completed,1999,mystery,entry_1_3_volumes,false,true,false,0.99,0.99,0.99,authorizedModelPanel,2026-08-11T21:06:26+09:00,reviews/g1-sanity-panel.md,ev-20th-century-boys
pluto,PLUTO,,浦沢直樹;手塚治虫;長崎尚志;手塚眞;手塚プロダクション,小学館,seinen,completed,2003,scienceFiction;mystery,entry_1_3_volumes,false,true,false,0.99,0.99,0.99,authorizedModelPanel,2026-08-11T21:06:26+09:00,reviews/g1-sanity-panel.md,ev-pluto
ghost-in-the-shell,攻殻機動隊,コウカクキドウタイ,士郎正宗,講談社,seinen,completed,1989,action;scienceFiction;mystery,entry_1_3_volumes,false,true,false,0.98,0.98,0.98,authorizedModelPanel,2026-08-11T21:06:26+09:00,reviews/g1-sanity-panel.md,ev-ghost-in-the-shell
akira,AKIRA,アキラ,大友克洋,講談社,seinen,completed,1982,action;scienceFiction,entry_1_3_volumes,true,true,false,0.99,0.99,0.99,authorizedModelPanel,2026-08-11T21:06:26+09:00,reviews/g1-sanity-panel.md,ev-akira
witch-hat-atelier,とんがり帽子のアトリエ,トンガリボウシノアトリエ,白浜鴎,講談社,seinen,ongoing,2016,fantasy,entry_1_3_volumes,true,true,false,0.99,0.99,0.99,authorizedModelPanel,2026-08-11T21:06:26+09:00,reviews/g1-sanity-panel.md,ev-witch-hat-atelier
mob-psycho-100,モブサイコ100,モブサイコヒャク,ONE,小学館,shonen,completed,2012,action;fantasy;comedy;sliceOfLife,entry_1_3_volumes,true,true,false,0.99,0.99,0.99,authorizedModelPanel,2026-08-11T21:06:26+09:00,reviews/g1-sanity-panel.md,ev-mob-psycho-100
natsumes-book-of-friends,夏目友人帳,ナツメユウジンチョウ,緑川ゆき,白泉社,shojo,ongoing,2003,fantasy;sliceOfLife,entry_1_3_volumes,true,true,false,0.98,0.99,0.96,authorizedModelPanel,2026-08-11T21:06:26+09:00,reviews/g1-sanity-panel.md,ev-g1c-natsumes-book-of-friends
march-comes-in-like-a-lion,3月のライオン,サンガツノライオン,羽海野チカ,白泉社,seinen,ongoing,2007,sliceOfLife,entry_1_3_volumes,false,true,false,0.98,0.99,0.98,authorizedModelPanel,2026-08-11T21:06:26+09:00,reviews/g1-sanity-panel.md,ev-g1c-march-comes-in-like-a-lion
a-silent-voice,聲の形,コエノカタチ,大今良時,講談社,shonen,completed,2013,sliceOfLife;romance,entry_1_3_volumes,true,true,false,0.99,0.99,0.99,authorizedModelPanel,2026-08-11T21:06:26+09:00,reviews/g1-sanity-panel.md,ev-g1c-a-silent-voice
your-lie-in-april,四月は君の嘘,シガツハキミノウソ,新川直司,講談社,shonen,completed,2011,romance;sliceOfLife,entry_1_3_volumes,false,true,false,0.99,0.99,0.99,authorizedModelPanel,2026-08-11T21:06:26+09:00,reviews/g1-sanity-panel.md,ev-g1c-your-lie-in-april
kaguya-sama,かぐや様は告らせたい〜天才たちの恋愛頭脳戦〜,カグヤサマハコクラセタイ,赤坂アカ,集英社,seinen,completed,2015,comedy;romance,entry_1_3_volumes,true,true,false,0.99,0.99,0.99,authorizedModelPanel,2026-08-11T21:06:26+09:00,reviews/g1-sanity-panel.md,ev-g1c-kaguya-sama
horimiya,ホリミヤ,ホリミヤ,HERO;萩原ダイスケ,スクウェア・エニックス,unknown,completed,2011,comedy;sliceOfLife;romance,entry_1_3_volumes,false,true,false,0.98,0.98,0.96,authorizedModelPanel,2026-08-11T21:06:26+09:00,reviews/g1-sanity-panel.md,ev-g1c-horimiya
kimi-ni-todoke,君に届け,キミニトドケ,椎名軽穂,集英社,shojo,completed,2005,sliceOfLife;romance,entry_1_3_volumes,false,true,false,0.98,0.99,0.97,authorizedModelPanel,2026-08-11T21:06:26+09:00,reviews/g1-sanity-panel.md,ev-g1c-kimi-ni-todoke
nana,NANA―ナナ―,ナナ,矢沢あい,集英社,shojo,unknown,2000,romance;sliceOfLife,entry_1_3_volumes,false,true,false,0.95,0.99,0.86,authorizedModelPanel,2026-08-11T21:06:26+09:00,reviews/g1-sanity-panel.md,ev-g1c-nana
skip-and-loafer,スキップとローファー,スキップトローファー,高松美咲,講談社,seinen,ongoing,2018,comedy;sliceOfLife;romance,entry_1_3_volumes,false,true,false,0.99,0.99,0.98,authorizedModelPanel,2026-08-11T21:06:26+09:00,reviews/g1-sanity-panel.md,ev-g1c-skip-and-loafer
bocchi-the-rock,ぼっち・ざ・ろっく！,ボッチザロック,はまじあき,芳文社,unknown,ongoing,2018,comedy;sliceOfLife,entry_1_3_volumes,false,true,false,0.96,0.99,0.94,authorizedModelPanel,2026-08-11T21:06:26+09:00,reviews/g1-sanity-panel.md,ev-g1c-bocchi-the-rock
haikyu,ハイキュー!!,ハイキュー,古舘春一,集英社,shonen,completed,2012,sports;comedy,entry_1_3_volumes,false,true,false,0.99,0.99,0.99,authorizedModelPanel,2026-08-13T20:12:34+09:00,reviews/g2-catalog-annotation-panel.md,ev-g1c-haikyu
hajime-no-ippo,はじめの一歩,ハジメノイッポ,森川ジョージ,講談社,shonen,ongoing,1989,action;sports,entry_1_3_volumes,false,true,false,0.99,0.99,0.99,authorizedModelPanel,2026-08-11T21:06:26+09:00,reviews/g1-sanity-panel.md,ev-g1c-hajime-no-ippo
beyond-the-clouds,Ｂｅｙｏｎｄ　ｔｈｅ　Ｃｌｏｕｄｓ　空から落ちた少女,ビヨンドザクラウズ　ソラカラオチタショウジョ,Nicke,講談社,general,completed,2018,action;fantasy,entry_1_3_volumes,false,true,false,0.98,0.99,0.95,authorizedModelPanel,2026-08-11T21:06:26+09:00,reviews/g1-sanity-panel.md,ev-g1-replacement-beyond-the-clouds
noragami-stray-god,ノラガミ,ノラガミ,あだちとか,講談社,shonen,completed,2011,action;fantasy;comedy,entry_1_3_volumes,true,true,false,0.99,0.99,0.99,authorizedModelPanel,2026-08-11T21:06:26+09:00,reviews/g1-sanity-panel.md,ev-g1-replacement-noragami-stray-god
chis-sweet-adventures,今日のこねこのチー,キョウノコネコノチー,夏目きのこ;こなみかなた;こねこのチー製作委員会,講談社,general,completed,2017,comedy;sliceOfLife,entry_1_3_volumes,false,true,false,0.98,0.99,0.95,authorizedModelPanel,2026-08-13T20:12:34+09:00,reviews/g2-catalog-annotation-panel.md,ev-g2-reuse-bib-chis-sweet-adventures
lovely-muco,いとしのムーコ,イトシノムーコ,みずしな孝之,講談社,general,completed,2011,comedy;sliceOfLife,entry_1_3_volumes,false,true,false,0.99,0.99,0.96,authorizedModelPanel,2026-08-13T20:12:34+09:00,reviews/g2-catalog-annotation-panel.md,ev-g2-reuse-bib-lovely-muco
penguin-and-house,ペンとハウス～ペンは飼い主が好き～,ペントハウス,家田明歩,講談社,general,completed,2019,comedy;sliceOfLife,entry_1_3_volumes,false,true,false,0.99,0.99,0.96,authorizedModelPanel,2026-08-13T20:12:34+09:00,reviews/g2-catalog-annotation-panel.md,ev-g2-reuse-bib-penguin-and-house
sheetas-little-big-world,こびとのシイタと狩りぐらしの森,コビトノシイタトカリグラシノモリ,樺ユキ,講談社,general,completed,2022,fantasy;sliceOfLife,entry_1_3_volumes,false,true,false,0.99,0.99,0.96,authorizedModelPanel,2026-08-13T20:12:34+09:00,reviews/g2-catalog-annotation-panel.md,ev-g2-reuse-bib-sheetas-little-big-world
fairy-tail,ＦＡＩＲＹ　ＴＡＩＬ,フェアリーテイル,真島ヒロ,講談社,shonen,completed,2006,action;fantasy;comedy,entry_1_3_volumes,true,true,false,0.99,0.99,0.99,authorizedModelPanel,2026-08-13T20:12:34+09:00,reviews/g2-catalog-annotation-panel.md,ev-g2-reuse-bib-fairy-tail
fire-force,炎炎ノ消防隊,エンエンノショウボウタイ,大久保篤,講談社,shonen,completed,2015,action;fantasy;scienceFiction,entry_1_3_volumes,true,true,false,0.99,0.99,0.99,authorizedModelPanel,2026-08-13T20:12:34+09:00,reviews/g2-catalog-annotation-panel.md,ev-g2-reuse-bib-fire-force
the-seven-deadly-sins,七つの大罪,ナナツノタイザイ,鈴木央,講談社,shonen,completed,2012,action;fantasy;comedy,entry_1_3_volumes,true,true,false,0.99,0.99,0.99,authorizedModelPanel,2026-08-13T20:12:34+09:00,reviews/g2-catalog-annotation-panel.md,ev-g2-reuse-bib-the-seven-deadly-sins
tokyo-revengers,東京卍リベンジャーズ,トウキョウマンジリベンジャーズ,和久井健,講談社,shonen,completed,2017,action;scienceFiction;mystery,entry_1_3_volumes,true,true,false,0.99,0.99,0.99,authorizedModelPanel,2026-08-13T20:12:34+09:00,reviews/g2-catalog-annotation-panel.md,ev-g2-reuse-bib-tokyo-revengers
medalist,メダリスト,,つるまいかだ,講談社,seinen,ongoing,2020,sports,entry_1_3_volumes,true,true,false,0.98,0.99,0.95,authorizedModelPanel,2026-08-13T20:12:34+09:00,reviews/g2-catalog-annotation-panel.md,ev-g2-fresh-a-bib-medalist
chihayafuru,ちはやふる,,末次由紀,講談社,josei,completed,2007,sports;romance;sliceOfLife,entry_1_3_volumes,true,true,false,0.98,0.99,0.95,authorizedModelPanel,2026-08-13T20:12:34+09:00,reviews/g2-catalog-annotation-panel.md,ev-g2-fresh-a-bib-chihayafuru
that-time-i-got-reincarnated-as-a-slime,転生したらスライムだった件,,川上泰樹;伏瀬;みっつばー,講談社,shonen,ongoing,2015,action;fantasy;comedy,entry_1_3_volumes,true,true,false,0.98,0.99,0.95,authorizedModelPanel,2026-08-13T20:12:34+09:00,reviews/g2-catalog-annotation-panel.md,ev-g2-fresh-a-bib-that-time-i-got-reincarnated-as-a-slime
welcome-to-the-ballroom,ボールルームへようこそ,,竹内友,講談社,shonen,ongoing,2011,sports,entry_1_3_volumes,false,true,false,0.98,0.99,0.95,authorizedModelPanel,2026-08-13T20:12:34+09:00,reviews/g2-catalog-annotation-panel.md,ev-g2-fresh-a-status-welcome-to-the-ballroom
a-sign-of-affection,ゆびさきと恋々,,森下suu,講談社,shojo,ongoing,2019,romance;sliceOfLife,entry_1_3_volumes,false,true,false,0.98,0.99,0.95,authorizedModelPanel,2026-08-13T20:12:34+09:00,reviews/g2-catalog-annotation-panel.md,ev-g2-fresh-a-bib-a-sign-of-affection
heavenly-delusion,天国大魔境,,石黒正数,講談社,seinen,ongoing,2018,scienceFiction;mystery;horror,entry_1_3_volumes,false,true,false,0.98,0.99,0.95,authorizedModelPanel,2026-08-13T20:12:34+09:00,reviews/g2-catalog-annotation-panel.md,ev-g2-fresh-a-bib-heavenly-delusion
ajin,亜人,,三浦追儺;桜井画門,講談社,seinen,completed,2012,action;scienceFiction;horror,entry_1_3_volumes,false,true,false,0.98,0.99,0.95,authorizedModelPanel,2026-08-13T20:12:34+09:00,reviews/g2-catalog-annotation-panel.md,ev-g2-fresh-a-bib-ajin
historie,ヒストリエ,,岩明均,講談社,seinen,ongoing,2003,action;historical,entry_1_3_volumes,false,true,false,0.98,0.99,0.95,authorizedModelPanel,2026-08-13T20:12:34+09:00,reviews/g2-catalog-annotation-panel.md,ev-g2-fresh-a-bib-historie
what-did-you-eat-yesterday,きのう何食べた？,,よしながふみ,講談社,seinen,ongoing,2007,comedy;sliceOfLife;romance,entry_1_3_volumes,false,true,false,0.98,0.99,0.95,authorizedModelPanel,2026-08-13T20:12:34+09:00,reviews/g2-catalog-annotation-panel.md,ev-g2-fresh-a-bib-what-did-you-eat-yesterday
the-full-time-wife-escapist,逃げるは恥だが役に立つ,,海野つなみ,講談社,josei,completed,2012,comedy;sliceOfLife;romance,entry_1_3_volumes,false,true,false,0.98,0.99,0.95,authorizedModelPanel,2026-08-13T20:12:34+09:00,reviews/g2-catalog-annotation-panel.md,ev-g2-fresh-a-bib-the-full-time-wife-escapist
dance-dance-danseur,ダンス・ダンス・ダンスール,,ジョージ朝倉,小学館,seinen,ongoing,2015,sports;sliceOfLife,entry_1_3_volumes,false,true,false,0.98,0.99,0.95,authorizedModelPanel,2026-08-13T20:12:34+09:00,reviews/g2-catalog-annotation-panel.md,ev-g2-fresh-a-bib-dance-dance-danseur
chi-on-the-movements-of-the-earth,チ。―地球の運動について―,,魚豊,小学館,seinen,completed,2020,historical,entry_1_3_volumes,false,true,false,0.98,0.99,0.95,authorizedModelPanel,2026-08-13T20:12:34+09:00,reviews/g2-catalog-annotation-panel.md,ev-g2-fresh-a-bib-chi-on-the-movements-of-the-earth
mystery-to-iu-nakare,ミステリと言う勿れ,,田村由美,小学館,josei,ongoing,2017,mystery,entry_1_3_volumes,false,true,false,0.98,0.99,0.95,authorizedModelPanel,2026-08-13T20:12:34+09:00,reviews/g2-catalog-annotation-panel.md,ev-g2-fresh-a-bib-mystery-to-iu-nakare
aoashi,アオアシ,,小林有吾;上野直彦,小学館,seinen,completed,2015,sports,entry_1_3_volumes,false,true,false,0.98,0.99,0.95,authorizedModelPanel,2026-08-13T20:12:34+09:00,reviews/g2-catalog-annotation-panel.md,ev-g2-fresh-a-bib-aoashi
blood-on-the-tracks,血の轍,,押見修造,小学館,seinen,completed,2017,horror;sliceOfLife,entry_1_3_volumes,false,true,false,0.98,0.99,0.95,authorizedModelPanel,2026-08-13T20:12:34+09:00,reviews/g2-catalog-annotation-panel.md,ev-g2-fresh-a-bib-blood-on-the-tracks
7seeds,7SEEDS,,田村由美,小学館,shojo,completed,2001,action;scienceFiction;romance,entry_1_3_volumes,false,true,false,0.98,0.99,0.95,authorizedModelPanel,2026-08-13T20:12:34+09:00,reviews/g2-catalog-annotation-panel.md,ev-g2-fresh-a-bib-7seeds
mieruko-chan,見える子ちゃん,,泉朝樹,KADOKAWA,unknown,ongoing,2018,comedy;horror;sliceOfLife,entry_1_3_volumes,false,true,false,0.98,0.99,0.95,authorizedModelPanel,2026-08-13T20:12:34+09:00,reviews/g2-catalog-annotation-panel.md,ev-g2-fresh-a-bib-mieruko-chan
the-summer-hikaru-died,光が死んだ夏,,モクモクれん,KADOKAWA,seinen,ongoing,2021,mystery;horror,entry_1_3_volumes,false,true,false,0.98,0.99,0.95,authorizedModelPanel,2026-08-13T20:12:34+09:00,reviews/g2-catalog-annotation-panel.md,ev-g2-fresh-a-bib-the-summer-hikaru-died
my-love-story-with-yamada-kun-at-lv999,山田くんとLv999の恋をする,,ましろ,KADOKAWA,general,ongoing,2019,comedy;sliceOfLife;romance,entry_1_3_volumes,false,true,false,0.98,0.99,0.95,authorizedModelPanel,2026-08-13T20:12:34+09:00,reviews/g2-catalog-annotation-panel.md,ev-g2-fresh-a-bib-my-love-story-with-yamada-kun-at-lv999
metamorphose-no-engawa,メタモルフォーゼの縁側,,鶴谷香央理,KADOKAWA,general,completed,2017,sliceOfLife,entry_1_3_volumes,false,true,false,0.98,0.99,0.95,authorizedModelPanel,2026-08-13T20:12:34+09:00,reviews/g2-catalog-annotation-panel.md,ev-g2-fresh-a-bib-metamorphose-no-engawa
real,リアル,,井上雄彦,集英社,seinen,ongoing,1999,sports;sliceOfLife,entry_1_3_volumes,false,true,false,0.98,0.99,0.95,authorizedModelPanel,2026-08-13T20:12:34+09:00,reviews/g2-catalog-annotation-panel.md,ev-g2-fresh-a-bib-real
summer-time-rendering,サマータイムレンダ,,田中靖規,集英社,shonen,completed,2017,action;scienceFiction;mystery;horror,entry_1_3_volumes,false,true,false,0.98,0.99,0.95,authorizedModelPanel,2026-08-13T20:12:34+09:00,reviews/g2-catalog-annotation-panel.md,ev-g2-fresh-a-bib-summer-time-rendering
kowloon-generic-romance,九龍ジェネリックロマンス,,眉月じゅん,集英社,seinen,completed,2019,scienceFiction;mystery;romance,entry_1_3_volumes,false,true,false,0.98,0.99,0.95,authorizedModelPanel,2026-08-13T20:12:34+09:00,reviews/g2-catalog-annotation-panel.md,ev-g2-fresh-a-bib-kowloon-generic-romance
my-happy-marriage,わたしの幸せな結婚,,顎木あくみ;高坂りと;月岡月穂,スクウェア・エニックス,general,ongoing,2018,fantasy;historical;romance,entry_1_3_volumes,false,true,false,0.98,0.99,0.95,authorizedModelPanel,2026-08-13T20:12:34+09:00,reviews/g2-catalog-annotation-panel.md,ev-g2-fresh-a-bib-my-happy-marriage
my-next-life-as-a-villainess,乙女ゲームの破滅フラグしかない悪役令嬢に転生してしまった…,,ひだかなみ;山口悟,一迅社,josei,ongoing,2017,fantasy;comedy;romance,entry_1_3_volumes,false,true,false,0.98,0.99,0.95,authorizedModelPanel,2026-08-13T20:12:34+09:00,reviews/g2-catalog-annotation-panel.md,ev-g2-fresh-a-bib-my-next-life-as-a-villainess
how-a-realist-hero-rebuilt-the-kingdom,現実主義勇者の王国再建記,,上田悟司;どぜう丸;冬ゆき,オーバーラップ,seinen,ongoing,2017,fantasy,entry_1_3_volumes,false,true,false,0.98,0.99,0.95,authorizedModelPanel,2026-08-13T20:12:34+09:00,reviews/g2-catalog-annotation-panel.md,ev-g2-fresh-a-bib-how-a-realist-hero-rebuilt-the-kingdom
boys-run-the-riot,ボーイズ・ラン・ザ・ライオット,,学慶人,講談社,seinen,completed,2020,sliceOfLife,entry_1_3_volumes,false,true,false,0.98,0.99,0.95,authorizedModelPanel,2026-08-13T20:12:34+09:00,reviews/g2-catalog-annotation-panel.md,ev-g2-fresh-a-bib-boys-run-the-riot
blue-box,アオのハコ,,三浦糀,集英社,shonen,ongoing,2021,sports;sliceOfLife;romance,entry_1_3_volumes,false,true,false,0.98,0.99,0.95,authorizedModelPanel,2026-08-13T20:12:34+09:00,reviews/g2-catalog-annotation-panel.md,ev-g2-fresh-a-bib-blue-box
the-darwin-incident,ダーウィン事変,,うめざわしゅん,講談社,seinen,ongoing,2020,action;scienceFiction,entry_1_3_volumes,false,true,false,0.98,0.99,0.95,authorizedModelPanel,2026-08-13T20:12:34+09:00,reviews/g2-catalog-annotation-panel.md,ev-g2-fresh-a-bib-the-darwin-incident
requiem-of-the-rose-king,薔薇王の葬列,,菅野文,秋田書店,shojo,completed,2013,fantasy;historical;horror,entry_1_3_volumes,false,true,false,0.98,0.99,0.95,authorizedModelPanel,2026-08-13T20:12:34+09:00,reviews/g2-catalog-annotation-panel.md,ev-g2-fresh-a-bib-requiem-of-the-rose-king
i-think-our-son-is-gay,うちの息子はたぶんゲイ,,おくら,スクウェア・エニックス,general,completed,2019,comedy;sliceOfLife,entry_1_3_volumes,false,true,false,0.98,0.99,0.95,authorizedModelPanel,2026-08-13T20:12:34+09:00,reviews/g2-catalog-annotation-panel.md,ev-g2-fresh-a-bib-i-think-our-son-is-gay
fruits-basket,フルーツバスケット,フルーツバスケット,高屋奈月,白泉社,shojo,completed,1998,fantasy;comedy;sliceOfLife;romance,entry_1_3_volumes,true,true,false,0.99,0.99,0.98,authorizedModelPanel,2026-08-13T20:12:34+09:00,reviews/g2-catalog-annotation-panel.md,ev-g2-fresh-b-bib-fruits-basket
