position,workId,canonicalTitle,blockerCode,blockerDetails,evidenceName,evidenceUrl,evidencePublishedAt,retrievedAt,recheckPath,koreanQueries,japaneseEvidenceUrls
"11","work-b5c4007fad3d7bbd88e6","干物妹！うまるちゃん","SOURCE_INFORMATION_UNAVAILABLE","공식 홍보/상품 또는 수상 페이지와 일본 독립 커뮤니티 평가 경로, 한국어 작품명·통용 표기 변형을 사용한 한국 커뮤니티 검색을 bounded하게 소진했으나 17 Axis·Genre·Theme 필수 coverage를 완전 승격할 신뢰 가능한 잔여 근거가 없다. quota stretching 없이 SOURCE_INFORMATION_UNAVAILABLE로 terminal 차단한다. Art is optional.","Official source listing + Rakuten representative product for 干物妹！うまるちゃん; Rakuten product=https://books.rakuten.co.jp/rb/12432317/","https://tsugimanga.jp/winner/2015/comics","2015-02-06","2026-08-26","C:\Toys\konocomics\data\staging\catalog-expansion\canonical-mapping.csv;C:\Toys\konocomics\data\staging\catalog-expansion\batches\batch-024\frozen-work-set.csv","건어물 여동생 우마루짱 만화 리뷰;히모노 이모토 우마루짱 리뷰","https://bookmeter.com/search?keyword=%E5%B9%B2%E7%89%A9%E5%A6%B9%EF%BC%81%E3%81%86%E3%81%BE%E3%82%8B%E3%81%A1%E3%82%83%E3%82%93;https://reviewne.jp/contents?query=%E5%B9%B2%E7%89%A9%E5%A6%B9%EF%BC%81%E3%81%86%E3%81%BE%E3%82%8B%E3%81%A1%E3%82%83%E3%82%93"
"12","work-b65fc340da602aa6a002","ちちゃこい日記","SOURCE_INFORMATION_UNAVAILABLE","공식 홍보/상품 또는 수상 페이지와 일본 독립 커뮤니티 평가 경로, 한국어 작품명·통용 표기 변형을 사용한 한국 커뮤니티 검색을 bounded하게 소진했으나 17 Axis·Genre·Theme 필수 coverage를 완전 승격할 신뢰 가능한 잔여 근거가 없다. quota stretching 없이 SOURCE_INFORMATION_UNAVAILABLE로 terminal 차단한다. Art is optional.","Official source listing + Rakuten representative product for ちちゃこい日記; Rakuten product=https://books.rakuten.co.jp/rb/12663115/","https://www.mangataisho.com/archives/2015.html","2015","2026-08-26","C:\Toys\konocomics\data\staging\catalog-expansion\canonical-mapping.csv;C:\Toys\konocomics\data\staging\catalog-expansion\batches\batch-024\frozen-work-set.csv","치차코이 일기 만화 리뷰;치차코이 닛키 리뷰","https://bookmeter.com/search?keyword=%E3%81%A1%E3%81%A1%E3%82%83%E3%81%93%E3%81%84%E6%97%A5%E8%A8%98;https://reviewne.jp/contents?query=%E3%81%A1%E3%81%A1%E3%82%83%E3%81%93%E3%81%84%E6%97%A5%E8%A8%98"
"13","work-b6650814d94e1cfd8df0","でり研","SOURCE_INFORMATION_UNAVAILABLE","공식 홍보/상품 또는 수상 페이지와 일본 독립 커뮤니티 평가 경로, 한국어 작품명·통용 표기 변형을 사용한 한국 커뮤니티 검색을 bounded하게 소진했으나 17 Axis·Genre·Theme 필수 coverage를 완전 승격할 신뢰 가능한 잔여 근거가 없다. quota stretching 없이 SOURCE_INFORMATION_UNAVAILABLE로 terminal 차단한다. Art is optional.","Official source listing + Rakuten representative product for でり研; Rakuten product=https://books.rakuten.co.jp/rb/7000662/","https://www.mangataisho.com/archives/2012.html","2012","2026-08-26","C:\Toys\konocomics\data\staging\catalog-expansion\canonical-mapping.csv;C:\Toys\konocomics\data\staging\catalog-expansion\batches\batch-024\frozen-work-set.csv","데리켄 만화 리뷰;데리켄 리뷰","https://bookmeter.com/search?keyword=%E3%81%A7%E3%82%8A%E7%A0%94;https://reviewne.jp/contents?query=%E3%81%A7%E3%82%8A%E7%A0%94"
"14","work-b6b8409e88b672767bf5","パンク・ポンク","SOURCE_INFORMATION_UNAVAILABLE","공식 홍보/상품 또는 수상 페이지와 일본 독립 커뮤니티 평가 경로, 한국어 작품명·통용 표기 변형을 사용한 한국 커뮤니티 검색을 bounded하게 소진했으나 17 Axis·Genre·Theme 필수 coverage를 완전 승격할 신뢰 가능한 잔여 근거가 없다. quota stretching 없이 SOURCE_INFORMATION_UNAVAILABLE로 terminal 차단한다. Art is optional.","Official source listing + Rakuten representative product for パンク・ポンク; Rakuten product=https://books.rakuten.co.jp/rb/365836/","https://shogakukan-comic.jp/shogakukan-mangasho-archives","1983","2026-08-26","C:\Toys\konocomics\data\staging\catalog-expansion\canonical-mapping.csv;C:\Toys\konocomics\data\staging\catalog-expansion\batches\batch-024\frozen-work-set.csv","펑크 폰크 만화 리뷰;팡쿠 폰쿠 리뷰","https://bookmeter.com/search?keyword=%E3%83%91%E3%83%B3%E3%82%AF%E3%83%BB%E3%83%9D%E3%83%B3%E3%82%AF;https://reviewne.jp/contents?query=%E3%83%91%E3%83%B3%E3%82%AF%E3%83%BB%E3%83%9D%E3%83%B3%E3%82%AF"
"15","work-b73dec44c4920042dcae","B・B","SOURCE_INFORMATION_UNAVAILABLE","공식 홍보/상품 또는 수상 페이지와 일본 독립 커뮤니티 평가 경로, 한국어 작품명·통용 표기 변형을 사용한 한국 커뮤니티 검색을 bounded하게 소진했으나 17 Axis·Genre·Theme 필수 coverage를 완전 승격할 신뢰 가능한 잔여 근거가 없다. quota stretching 없이 SOURCE_INFORMATION_UNAVAILABLE로 terminal 차단한다. Art is optional.","Official source listing + Rakuten representative product for B・B; Rakuten product=https://books.rakuten.co.jp/rb/741486/","https://shogakukan-comic.jp/shogakukan-mangasho-archives","1988","2026-08-26","C:\Toys\konocomics\data\staging\catalog-expansion\canonical-mapping.csv;C:\Toys\konocomics\data\staging\catalog-expansion\batches\batch-024\frozen-work-set.csv","비비 만화 리뷰;비비 리뷰","https://bookmeter.com/search?keyword=B%E3%83%BBB;https://reviewne.jp/contents?query=B%E3%83%BBB"
"16","work-b7a1b40d29931c830f36","ベツ×バラ","SOURCE_INFORMATION_UNAVAILABLE","공식 홍보/상품 또는 수상 페이지와 일본 독립 커뮤니티 평가 경로, 한국어 작품명·통용 표기 변형을 사용한 한국 커뮤니티 검색을 bounded하게 소진했으나 17 Axis·Genre·Theme 필수 coverage를 완전 승격할 신뢰 가능한 잔여 근거가 없다. quota stretching 없이 SOURCE_INFORMATION_UNAVAILABLE로 terminal 차단한다. Art is optional.","Official source listing + Rakuten representative product for ベツ×バラ; Rakuten product=https://books.rakuten.co.jp/rb/6207411/","https://www.mangataisho.com/archives/2011.html","2011","2026-08-26","C:\Toys\konocomics\data\staging\catalog-expansion\canonical-mapping.csv;C:\Toys\konocomics\data\staging\catalog-expansion\batches\batch-024\frozen-work-set.csv","벳×바라 만화 리뷰;베츠 바라 리뷰","https://bookmeter.com/search?keyword=%E3%83%99%E3%83%84%C3%97%E3%83%90%E3%83%A9;https://reviewne.jp/contents?query=%E3%83%99%E3%83%84%C3%97%E3%83%90%E3%83%A9"
"17","work-b7a7f8c204d15a5c0543","人間交差点","SOURCE_INFORMATION_UNAVAILABLE","공식 홍보/상품 또는 수상 페이지와 일본 독립 커뮤니티 평가 경로, 한국어 작품명·통용 표기 변형을 사용한 한국 커뮤니티 검색을 bounded하게 소진했으나 17 Axis·Genre·Theme 필수 coverage를 완전 승격할 신뢰 가능한 잔여 근거가 없다. quota stretching 없이 SOURCE_INFORMATION_UNAVAILABLE로 terminal 차단한다. Art is optional.","Official source listing + Rakuten representative product for 人間交差点; Rakuten product=https://books.rakuten.co.jp/rb/1544658/","https://shogakukan-comic.jp/shogakukan-mangasho-archives","1984","2026-08-26","C:\Toys\konocomics\data\staging\catalog-expansion\canonical-mapping.csv;C:\Toys\konocomics\data\staging\catalog-expansion\batches\batch-024\frozen-work-set.csv","인간 교차점 만화 리뷰;닌겐 코사텐 리뷰","https://bookmeter.com/search?keyword=%E4%BA%BA%E9%96%93%E4%BA%A4%E5%B7%AE%E7%82%B9;https://reviewne.jp/contents?query=%E4%BA%BA%E9%96%93%E4%BA%A4%E5%B7%AE%E7%82%B9"
"18","work-b8092c99183fc1709aa5","初恋モンスター","SOURCE_INFORMATION_UNAVAILABLE","공식 홍보/상품 또는 수상 페이지와 일본 독립 커뮤니티 평가 경로, 한국어 작품명·통용 표기 변형을 사용한 한국 커뮤니티 검색을 bounded하게 소진했으나 17 Axis·Genre·Theme 필수 coverage를 완전 승격할 신뢰 가능한 잔여 근거가 없다. quota stretching 없이 SOURCE_INFORMATION_UNAVAILABLE로 terminal 차단한다. Art is optional.","Official source listing + Rakuten representative product for 初恋モンスター; Rakuten product=https://books.rakuten.co.jp/rb/12345992/","https://www.mangataisho.com/archives/2014.html","2014","2026-08-26","C:\Toys\konocomics\data\staging\catalog-expansion\canonical-mapping.csv;C:\Toys\konocomics\data\staging\catalog-expansion\batches\batch-024\frozen-work-set.csv","첫사랑 몬스터 만화 리뷰;하츠코이 몬스타 리뷰","https://bookmeter.com/search?keyword=%E5%88%9D%E6%81%8B%E3%83%A2%E3%83%B3%E3%82%B9%E3%82%BF%E3%83%BC;https://reviewne.jp/contents?query=%E5%88%9D%E6%81%8B%E3%83%A2%E3%83%B3%E3%82%B9%E3%82%BF%E3%83%BC"
"19","work-b82f0f93fdd068ab5ade","オンノジ","SOURCE_INFORMATION_UNAVAILABLE","공식 홍보/상품 또는 수상 페이지와 일본 독립 커뮤니티 평가 경로, 한국어 작품명·통용 표기 변형을 사용한 한국 커뮤니티 검색을 bounded하게 소진했으나 17 Axis·Genre·Theme 필수 coverage를 완전 승격할 신뢰 가능한 잔여 근거가 없다. quota stretching 없이 SOURCE_INFORMATION_UNAVAILABLE로 terminal 차단한다. Art is optional.","Official source listing + Rakuten representative product for オンノジ; Rakuten product=https://books.rakuten.co.jp/rb/12235414/","https://www.mangataisho.com/archives/2014.html","2014","2026-08-26","C:\Toys\konocomics\data\staging\catalog-expansion\canonical-mapping.csv;C:\Toys\konocomics\data\staging\catalog-expansion\batches\batch-024\frozen-work-set.csv","온노지 만화 리뷰;온노지 리뷰","https://bookmeter.com/search?keyword=%E3%82%AA%E3%83%B3%E3%83%8E%E3%82%B8;https://reviewne.jp/contents?query=%E3%82%AA%E3%83%B3%E3%83%8E%E3%82%B8"
"20","work-b837e5e17b849ba1f16c","霧の中のラプンツェル","SOURCE_INFORMATION_UNAVAILABLE","공식 홍보/상품 또는 수상 페이지와 일본 독립 커뮤니티 평가 경로, 한국어 작품명·통용 표기 변형을 사용한 한국 커뮤니티 검색을 bounded하게 소진했으나 17 Axis·Genre·Theme 필수 coverage를 완전 승격할 신뢰 가능한 잔여 근거가 없다. quota stretching 없이 SOURCE_INFORMATION_UNAVAILABLE로 terminal 차단한다. Art is optional.","Official source listing + Rakuten representative product for 霧の中のラプンツェル; Rakuten product=https://books.rakuten.co.jp/rb/11604182/","https://www.mangataisho.com/archives/2013.html","2013","2026-08-26","C:\Toys\konocomics\data\staging\catalog-expansion\canonical-mapping.csv;C:\Toys\konocomics\data\staging\catalog-expansion\batches\batch-024\frozen-work-set.csv","안개 속 라푼젤 만화 리뷰;키리노 나카노 라푼첼 리뷰","https://bookmeter.com/search?keyword=%E9%9C%A7%E3%81%AE%E4%B8%AD%E3%81%AE%E3%83%A9%E3%83%97%E3%83%B3%E3%83%84%E3%82%A7%E3%83%AB;https://reviewne.jp/contents?query=%E9%9C%A7%E3%81%AE%E4%B8%AD%E3%81%AE%E3%83%A9%E3%83%97%E3%83%B3%E3%83%84%E3%82%A7%E3%83%AB"
"21","work-b870bc0a8766298e959d","チーズの時間","SOURCE_INFORMATION_UNAVAILABLE","공식 홍보/상품 또는 수상 페이지와 일본 독립 커뮤니티 평가 경로, 한국어 작품명·통용 표기 변형을 사용한 한국 커뮤니티 검색을 bounded하게 소진했으나 17 Axis·Genre·Theme 필수 coverage를 완전 승격할 신뢰 가능한 잔여 근거가 없다. quota stretching 없이 SOURCE_INFORMATION_UNAVAILABLE로 terminal 차단한다. Art is optional.","Official source listing + Rakuten representative product for チーズの時間; Rakuten product=https://books.rakuten.co.jp/rb/5955359/","https://www.mangataisho.com/archives/2010.html","2010","2026-08-26","C:\Toys\konocomics\data\staging\catalog-expansion\canonical-mapping.csv;C:\Toys\konocomics\data\staging\catalog-expansion\batches\batch-024\frozen-work-set.csv","치즈의 시간 만화 리뷰;치즈노 지칸 리뷰","https://bookmeter.com/search?keyword=%E3%83%81%E3%83%BC%E3%82%BA%E3%81%AE%E6%99%82%E9%96%93;https://reviewne.jp/contents?query=%E3%83%81%E3%83%BC%E3%82%BA%E3%81%AE%E6%99%82%E9%96%93"
"22","work-b878ac041b9c56fdedee","空と原","SOURCE_INFORMATION_UNAVAILABLE","공식 홍보/상품 또는 수상 페이지와 일본 독립 커뮤니티 평가 경로, 한국어 작품명·통용 표기 변형을 사용한 한국 커뮤니티 검색을 bounded하게 소진했으나 17 Axis·Genre·Theme 필수 coverage를 완전 승격할 신뢰 가능한 잔여 근거가 없다. quota stretching 없이 SOURCE_INFORMATION_UNAVAILABLE로 terminal 차단한다. Art is optional.","Official source listing + Rakuten representative product for 空と原; Rakuten product=https://books.rakuten.co.jp/rb/11658896/","https://www.mangataisho.com/archives/2013.html","2013","2026-08-26","C:\Toys\konocomics\data\staging\catalog-expansion\canonical-mapping.csv;C:\Toys\konocomics\data\staging\catalog-expansion\batches\batch-024\frozen-work-set.csv","소라와 하라 만화 리뷰;소라토 하라 리뷰","https://bookmeter.com/search?keyword=%E7%A9%BA%E3%81%A8%E5%8E%9F;https://reviewne.jp/contents?query=%E7%A9%BA%E3%81%A8%E5%8E%9F"
"23","work-b8e8677c1cf0600ba9ae","ハル×キヨ","SOURCE_INFORMATION_UNAVAILABLE","공식 홍보/상품 또는 수상 페이지와 일본 독립 커뮤니티 평가 경로, 한국어 작품명·통용 표기 변형을 사용한 한국 커뮤니티 검색을 bounded하게 소진했으나 17 Axis·Genre·Theme 필수 coverage를 완전 승격할 신뢰 가능한 잔여 근거가 없다. quota stretching 없이 SOURCE_INFORMATION_UNAVAILABLE로 terminal 차단한다. Art is optional.","Official source listing + Rakuten representative product for ハル×キヨ; Rakuten product=https://books.rakuten.co.jp/rb/12417176/","https://www.mangataisho.com/archives/2015.html","2015","2026-08-26","C:\Toys\konocomics\data\staging\catalog-expansion\canonical-mapping.csv;C:\Toys\konocomics\data\staging\catalog-expansion\batches\batch-024\frozen-work-set.csv","하루×키요 만화 리뷰;하루 키요 리뷰","https://bookmeter.com/search?keyword=%E3%83%8F%E3%83%AB%C3%97%E3%82%AD%E3%83%A8;https://reviewne.jp/contents?query=%E3%83%8F%E3%83%AB%C3%97%E3%82%AD%E3%83%A8"
"24","work-b8f6b96bf69d3054f73d","スーパーマリオくん","SOURCE_INFORMATION_UNAVAILABLE","공식 홍보/상품 또는 수상 페이지와 일본 독립 커뮤니티 평가 경로, 한국어 작품명·통용 표기 변형을 사용한 한국 커뮤니티 검색을 bounded하게 소진했으나 17 Axis·Genre·Theme 필수 coverage를 완전 승격할 신뢰 가능한 잔여 근거가 없다. quota stretching 없이 SOURCE_INFORMATION_UNAVAILABLE로 terminal 차단한다. Art is optional.","Official source listing + Rakuten representative product for スーパーマリオくん; Rakuten product=https://books.rakuten.co.jp/rb/480813/","https://shogakukan-comic.jp/shogakukan-mangasho-archives","2019","2026-08-26","C:\Toys\konocomics\data\staging\catalog-expansion\canonical-mapping.csv;C:\Toys\konocomics\data\staging\catalog-expansion\batches\batch-024\frozen-work-set.csv","슈퍼 마리오군 만화 리뷰;슈퍼 마리오군 리뷰","https://bookmeter.com/search?keyword=%E3%82%B9%E3%83%BC%E3%83%91%E3%83%BC%E3%83%9E%E3%83%AA%E3%82%AA%E3%81%8F%E3%82%93;https://reviewne.jp/contents?query=%E3%82%B9%E3%83%BC%E3%83%91%E3%83%BC%E3%83%9E%E3%83%AA%E3%82%AA%E3%81%8F%E3%82%93"
