"position","workId","canonicalTitle","blockerCode","blockerDetails","evidenceName","evidenceUrl","evidencePublishedAt","retrievedAt","recheckPath","koreanQueries","japaneseEvidenceUrls"
"11","work-f1c85d1691e352350511","この世は戦う価値がある","SOURCE_INFORMATION_UNAVAILABLE","Terminal promotionBlocked: official promotional/product route + independent Japanese community route + Korean-title community route exhausted in this finite pass; batch-029 selection packet is identity/selection only (existing mapping is official selection/product evidence) and annotation-status notes require downstream creation of 17 unknown Factor axes with no Theme rows. Final coverage: Genre 0/1; Theme 0; Narrative 0/6=0.000 (<0.600); Tone 0/7=0.000 (<0.600). Unknown was not converted to zero and no numeric cell or quota-fill was added. Art is optional and is not a blocker.","マンガ大賞実行委員会 official selection + Rakuten Books exact product match; volume-1 product https://books.rakuten.co.jp/rb/17625842/ (ISBN 9784098625352)","https://www.mangataisho.com/archives/index.html","2025","2026-08-26","C:\Toys\konocomics\data\staging\catalog-expansion\canonical-mapping.csv;C:\Toys\konocomics\data\staging\catalog-expansion\batches\batch-029\frozen-work-set.csv;Recheck direct official volume 1-3 or entry-range text and two independent JP plus two Korean-community reviews, then rerun Factor/Theme adjudication and the promotion gate.","이 세상은 싸울 가치가 있다 만화 리뷰 / 코노요와 타타카우 카치가 아루","https://note.com/aya_gra/n/ndebb06a924c4;https://manba.co.jp/topics/54704"
"12","work-f2352e76ccf92709ca6e","魔法使いロゼの佐渡ライフ","SOURCE_INFORMATION_UNAVAILABLE","Terminal promotionBlocked: official promotional/product route + independent Japanese community route + Korean-title community route exhausted in this finite pass; batch-029 selection packet is identity/selection only (existing mapping is official selection/product evidence) and annotation-status notes require downstream creation of 17 unknown Factor axes with no Theme rows. Final coverage: Genre 0/1; Theme 0; Narrative 0/6=0.000 (<0.600); Tone 0/7=0.000 (<0.600). Unknown was not converted to zero and no numeric cell or quota-fill was added. Art is optional and is not a blocker.","KADOKAWA「次にくるマンガ大賞」 official selection + Rakuten Books exact product match; volume-1 product https://books.rakuten.co.jp/rb/17446674/ (ISBN 9784832274600)","https://tsugimanga.jp/winner/2024/comics","2024-08-28","2026-08-26","C:\Toys\konocomics\data\staging\catalog-expansion\canonical-mapping.csv;C:\Toys\konocomics\data\staging\catalog-expansion\batches\batch-029\frozen-work-set.csv;Recheck direct official volume 1-3 or entry-range text and two independent JP plus two Korean-community reviews, then rerun Factor/Theme adjudication and the promotion gate.","마법사 로제의 사도 라이프 만화 리뷰 / 사도 라이프 일본 만화","https://abyssal-starfish.blog.jp/archives/29610738.html;https://note.com/komugi_0621/n/n06d120dac5e9"
"13","work-f24f4ffab61f77de3ae3","青のオーケストラ","SOURCE_INFORMATION_UNAVAILABLE","Terminal promotionBlocked: official promotional/product route + independent Japanese community route + Korean-title community route exhausted in this finite pass; batch-029 selection packet is identity/selection only (existing mapping is official selection/product evidence) and annotation-status notes require downstream creation of 17 unknown Factor axes with no Theme rows. Final coverage: Genre 0/1; Theme 0; Narrative 0/6=0.000 (<0.600); Tone 0/7=0.000 (<0.600). Unknown was not converted to zero and no numeric cell or quota-fill was added. Art is optional and is not a blocker.","小学館「小学館漫画賞」 official selection + Rakuten Books exact product match; volume-1 product https://books.rakuten.co.jp/rb/15005797/ (ISBN 9784091277442)","https://shogakukan-comic.jp/shogakukan-mangasho-archives","2022","2026-08-26","C:\Toys\konocomics\data\staging\catalog-expansion\canonical-mapping.csv;C:\Toys\konocomics\data\staging\catalog-expansion\batches\batch-029\frozen-work-set.csv;Recheck direct official volume 1-3 or entry-range text and two independent JP plus two Korean-community reviews, then rerun Factor/Theme adjudication and the promotion gate.","푸른 오케스트라 만화 리뷰 / 아오노 오케스트라","https://www.cmoa.jp/title/customer_review/title_id/131616/;https://ameblo.jp/norako-mama/entry-12964750536.html"
"14","work-f314b1776534e2f35462","あの日からのマンガ","SOURCE_INFORMATION_UNAVAILABLE","Terminal promotionBlocked: official promotional/product route + independent Japanese community route + Korean-title community route exhausted in this finite pass; batch-029 selection packet is identity/selection only (existing mapping is official selection/product evidence) and annotation-status notes require downstream creation of 17 unknown Factor axes with no Theme rows. Final coverage: Genre 0/1; Theme 0; Narrative 0/6=0.000 (<0.600); Tone 0/7=0.000 (<0.600). Unknown was not converted to zero and no numeric cell or quota-fill was added. Art is optional and is not a blocker.","マンガ大賞実行委員会 official selection + Rakuten Books exact product match; volume-1 product https://books.rakuten.co.jp/rb/11281798/ (ISBN 9784047274747)","https://www.mangataisho.com/archives/2012.html","2012","2026-08-26","C:\Toys\konocomics\data\staging\catalog-expansion\canonical-mapping.csv;C:\Toys\konocomics\data\staging\catalog-expansion\batches\batch-029\frozen-work-set.csv;Recheck direct official volume 1-3 or entry-range text and two independent JP plus two Korean-community reviews, then rerun Factor/Theme adjudication and the promotion gate.","그날부터의 만화 리뷰 / 아노 히 카라노 만가","https://bookmeter.com/search?keyword=%E3%81%82%E3%81%AE%E6%97%A5%E3%81%8B%E3%82%89%E3%81%AE%E3%83%9E%E3%83%B3%E3%82%AC;https://reviewne.jp/contents?query=%E3%81%82%E3%81%AE%E6%97%A5%E3%81%8B%E3%82%89%E3%81%AE%E3%83%9E%E3%83%B3%E3%82%AC"
"15","work-f31e6caa07e2253b3443","ひとりぼっちの地球侵略","SOURCE_INFORMATION_UNAVAILABLE","Terminal promotionBlocked: official promotional/product route + independent Japanese community route + Korean-title community route exhausted in this finite pass; batch-029 selection packet is identity/selection only (existing mapping is official selection/product evidence) and annotation-status notes require downstream creation of 17 unknown Factor axes with no Theme rows. Final coverage: Genre 0/1; Theme 0; Narrative 0/6=0.000 (<0.600); Tone 0/7=0.000 (<0.600). Unknown was not converted to zero and no numeric cell or quota-fill was added. Art is optional and is not a blocker.","マンガ大賞実行委員会 official selection + Rakuten Books exact product match; volume-1 product https://books.rakuten.co.jp/rb/11730468/ (ISBN 9784091237545)","https://www.mangataisho.com/archives/2013.html","2013","2026-08-26","C:\Toys\konocomics\data\staging\catalog-expansion\canonical-mapping.csv;C:\Toys\konocomics\data\staging\catalog-expansion\batches\batch-029\frozen-work-set.csv;Recheck direct official volume 1-3 or entry-range text and two independent JP plus two Korean-community reviews, then rerun Factor/Theme adjudication and the promotion gate.","외톨이 지구 침략 만화 리뷰 / 히토리봇치노 치큐 신랴쿠","https://note.com/tometaro_yyy/n/nc31459abcbb7;https://www.cmoa.jp/title/62783/"
"16","work-f3410d49b9b10b35b42d","戦隊大失格","SOURCE_INFORMATION_UNAVAILABLE","Terminal promotionBlocked: official promotional/product route + independent Japanese community route + Korean-title community route exhausted in this finite pass; batch-029 selection packet is identity/selection only (existing mapping is official selection/product evidence) and annotation-status notes require downstream creation of 17 unknown Factor axes with no Theme rows. Final coverage: Genre 0/1; Theme 0; Narrative 0/6=0.000 (<0.600); Tone 0/7=0.000 (<0.600). Unknown was not converted to zero and no numeric cell or quota-fill was added. Art is optional and is not a blocker.","KADOKAWA「次にくるマンガ大賞」 official selection + Rakuten Books exact product match; volume-1 product https://books.rakuten.co.jp/rb/16630892/ (ISBN 9784065229842)","https://tsugimanga.jp/winner/2021/comics","2021-08-24","2026-08-26","C:\Toys\konocomics\data\staging\catalog-expansion\canonical-mapping.csv;C:\Toys\konocomics\data\staging\catalog-expansion\batches\batch-029\frozen-work-set.csv;Recheck direct official volume 1-3 or entry-range text and two independent JP plus two Korean-community reviews, then rerun Factor/Theme adjudication and the promotion gate.","전대 대실격 만화 리뷰 / 센타이 다이싯카쿠","https://heibon-nikki.com/sentaidaisikkaku/;https://webcomics.jp/comment/114465"
"17","work-f3ec9e796f983f6c5b17","パチスロバカップル","SOURCE_INFORMATION_UNAVAILABLE","Terminal promotionBlocked: official promotional/product route + independent Japanese community route + Korean-title community route exhausted in this finite pass; batch-029 selection packet is identity/selection only (existing mapping is official selection/product evidence) and annotation-status notes require downstream creation of 17 unknown Factor axes with no Theme rows. Final coverage: Genre 0/1; Theme 0; Narrative 0/6=0.000 (<0.600); Tone 0/7=0.000 (<0.600). Unknown was not converted to zero and no numeric cell or quota-fill was added. Art is optional and is not a blocker.","マンガ大賞実行委員会 official selection + Rakuten Books exact product match; volume-1 product https://books.rakuten.co.jp/rb/1603123/ (ISBN 9784893678973)","https://www.mangataisho.com/archives/2008.html","2008","2026-08-26","C:\Toys\konocomics\data\staging\catalog-expansion\canonical-mapping.csv;C:\Toys\konocomics\data\staging\catalog-expansion\batches\batch-029\frozen-work-set.csv;Recheck direct official volume 1-3 or entry-range text and two independent JP plus two Korean-community reviews, then rerun Factor/Theme adjudication and the promotion gate.","파치슬롯 바보 커플 만화 리뷰 / 파치스롯 바카푸루","https://bookmeter.com/search?keyword=%E3%83%91%E3%83%81%E3%82%B9%E3%83%AD%E3%83%90%E3%82%AB%E3%83%83%E3%83%97%E3%83%AB;https://reviewne.jp/contents?query=%E3%83%91%E3%83%81%E3%82%B9%E3%83%AD%E3%83%90%E3%82%AB%E3%83%83%E3%83%97%E3%83%AB"
"18","work-f3f2a5f99ad7e2c9d829","清々と","SOURCE_INFORMATION_UNAVAILABLE","Terminal promotionBlocked: official promotional/product route + independent Japanese community route + Korean-title community route exhausted in this finite pass; batch-029 selection packet is identity/selection only (existing mapping is official selection/product evidence) and annotation-status notes require downstream creation of 17 unknown Factor axes with no Theme rows. Final coverage: Genre 0/1; Theme 0; Narrative 0/6=0.000 (<0.600); Tone 0/7=0.000 (<0.600). Unknown was not converted to zero and no numeric cell or quota-fill was added. Art is optional and is not a blocker.","マンガ大賞実行委員会 official selection + Rakuten Books exact product match; volume-1 product https://books.rakuten.co.jp/rb/6243301/ (ISBN 9784785932893)","https://www.mangataisho.com/archives/2011.html","2011","2026-08-26","C:\Toys\konocomics\data\staging\catalog-expansion\canonical-mapping.csv;C:\Toys\konocomics\data\staging\catalog-expansion\batches\batch-029\frozen-work-set.csv;Recheck direct official volume 1-3 or entry-range text and two independent JP plus two Korean-community reviews, then rerun Factor/Theme adjudication and the promotion gate.","맑고 맑게 만화 리뷰 / 세이세이토","https://reviewne.jp/contents/5604;https://note.com/manamanga/n/n1442f831f616"
"19","work-f4085acccd1c37fc1783","海月と私","SOURCE_INFORMATION_UNAVAILABLE","Terminal promotionBlocked: official promotional/product route + independent Japanese community route + Korean-title community route exhausted in this finite pass; batch-029 selection packet is identity/selection only (existing mapping is official selection/product evidence) and annotation-status notes require downstream creation of 17 unknown Factor axes with no Theme rows. Final coverage: Genre 0/1; Theme 0; Narrative 0/6=0.000 (<0.600); Tone 0/7=0.000 (<0.600). Unknown was not converted to zero and no numeric cell or quota-fill was added. Art is optional and is not a blocker.","マンガ大賞実行委員会 official selection + Rakuten Books exact product match; volume-1 product https://books.rakuten.co.jp/rb/12382537/ (ISBN 9784063879117)","https://www.mangataisho.com/archives/2015.html","2015","2026-08-26","C:\Toys\konocomics\data\staging\catalog-expansion\canonical-mapping.csv;C:\Toys\konocomics\data\staging\catalog-expansion\batches\batch-029\frozen-work-set.csv;Recheck direct official volume 1-3 or entry-range text and two independent JP plus two Korean-community reviews, then rerun Factor/Theme adjudication and the promotion gate.","해파리와 나 만화 리뷰 / 쿠라게토 와타시","https://bookmeter.com/books/6969407;https://nonnon4u.com/post-2629/"
"20","work-f4520aa01b9f5d1b357a","不完全で不衛生でふしだら","SOURCE_INFORMATION_UNAVAILABLE","Terminal promotionBlocked: official promotional/product route + independent Japanese community route + Korean-title community route exhausted in this finite pass; batch-029 selection packet is identity/selection only (existing mapping is official selection/product evidence) and annotation-status notes require downstream creation of 17 unknown Factor axes with no Theme rows. Final coverage: Genre 0/1; Theme 0; Narrative 0/6=0.000 (<0.600); Tone 0/7=0.000 (<0.600). Unknown was not converted to zero and no numeric cell or quota-fill was added. Art is optional and is not a blocker.","KADOKAWA「次にくるマンガ大賞」 official selection + Rakuten Books exact product match; volume-1 product https://books.rakuten.co.jp/rb/15737604/ (ISBN 9784049123012)","https://tsugimanga.jp/winner/2019/comics","2019-08-22","2026-08-26","C:\Toys\konocomics\data\staging\catalog-expansion\canonical-mapping.csv;C:\Toys\konocomics\data\staging\catalog-expansion\batches\batch-029\frozen-work-set.csv;Recheck direct official volume 1-3 or entry-range text and two independent JP plus two Korean-community reviews, then rerun Factor/Theme adjudication and the promotion gate.","불완전하고 비위생적이고 음란한 만화 리뷰 / 후칸젠데 후에이세이데 후시다라","https://webcomics.jp/comment/79264;https://bookmeter.com/search?keyword=%E4%B8%8D%E5%AE%8C%E5%85%A8%E3%81%A7%E4%B8%8D%E8%A1%9B%E7%94%9F%E3%81%A7%E3%81%B5%E3%81%97%E3%81%A0%E3%82%89"
"21","work-f46cb127cfc8553644ba","魍魎少女","SOURCE_INFORMATION_UNAVAILABLE","Terminal promotionBlocked: official promotional/product route + independent Japanese community route + Korean-title community route exhausted in this finite pass; batch-029 selection packet is identity/selection only (existing mapping is official selection/product evidence) and annotation-status notes require downstream creation of 17 unknown Factor axes with no Theme rows. Final coverage: Genre 0/1; Theme 0; Narrative 0/6=0.000 (<0.600); Tone 0/7=0.000 (<0.600). Unknown was not converted to zero and no numeric cell or quota-fill was added. Art is optional and is not a blocker.","KADOKAWA「次にくるマンガ大賞」 official selection + Rakuten Books exact product match; volume-1 product https://books.rakuten.co.jp/rb/15548346/ (ISBN 9784199805141)","https://tsugimanga.jp/winner/2020/comics","2020-08-19","2026-08-26","C:\Toys\konocomics\data\staging\catalog-expansion\canonical-mapping.csv;C:\Toys\konocomics\data\staging\catalog-expansion\batches\batch-029\frozen-work-set.csv;Recheck direct official volume 1-3 or entry-range text and two independent JP plus two Korean-community reviews, then rerun Factor/Theme adjudication and the promotion gate.","망량소녀 만화 리뷰 / 모료 쇼죠","https://bookmeter.com/search?keyword=%E9%AD%8D%E9%AD%8E%E5%B0%91%E5%A5%B3;https://reviewne.jp/contents?query=%E9%AD%8D%E9%AD%8E%E5%B0%91%E5%A5%B3"
