candidateSha256,workId,canonicalTitle,axisId,finalState,finalValue,finalConfidence,confidenceProvenance,closure,localEvidence,geminiEvidence,adjudication,sourceUrl,reviewedByHuman,blockerCode,blockerDetails
aaf4f4a4845ec105b8218f0f9e8358a2ae95c5823519e68e1752acada6e22529,work-07ff2a01ef593ce2f809,さよならミニスカート,motionImpact,unknown,,,data/staging/catalog-expansion/pilots/pilot-001/final-overlay/art-confidence-pass-c.csv#work-07ff2a01ef593ce2f809/motionImpact,quorum-verified,art-local-chunk-04.md,gemini-art-chunk-04-group-03-response.txt,accepted,https://ribon.shueisha.co.jp/sayonara_miniskirt_trial/,false,,
aaf4f4a4845ec105b8218f0f9e8358a2ae95c5823519e68e1752acada6e22529,work-081e75d8bbc53ac64713,ダイヤモンドの功罪,artRealism,known,2,0.91,data/staging/catalog-expansion/pilots/pilot-001/final-overlay/art-confidence-pass-c.csv#work-081e75d8bbc53ac64713/artRealism,quorum-verified,art-local-chunk-05.md,gemini-art-chunk-05-group-02-response.txt,accepted,https://tonarinoyj.jp/episode/4855956445056488441,false,,
aaf4f4a4845ec105b8218f0f9e8358a2ae95c5823519e68e1752acada6e22529,work-081e75d8bbc53ac64713,ダイヤモンドの功罪,artDensity,known,2,0.89,data/staging/catalog-expansion/pilots/pilot-001/final-overlay/art-confidence-pass-c.csv#work-081e75d8bbc53ac64713/artDensity,quorum-verified,art-local-chunk-05.md,gemini-art-chunk-05-group-02-response.txt,accepted,https://tonarinoyj.jp/episode/4855956445056488441,false,,
aaf4f4a4845ec105b8218f0f9e8358a2ae95c5823519e68e1752acada6e22529,work-081e75d8bbc53ac64713,ダイヤモンドの功罪,visualSoftness,known,2,0.88,data/staging/catalog-expansion/pilots/pilot-001/final-overlay/art-confidence-pass-c.csv#work-081e75d8bbc53ac64713/visualSoftness,quorum-verified,art-local-chunk-05.md,gemini-art-chunk-05-group-02-response.txt,accepted,https://tonarinoyj.jp/episode/4855956445056488441,false,,
aaf4f4a4845ec105b8218f0f9e8358a2ae95c5823519e68e1752acada6e22529,work-081e75d8bbc53ac64713,ダイヤモンドの功罪,motionImpact,known,3,0.91,data/staging/catalog-expansion/pilots/pilot-001/final-overlay/art-confidence-pass-c.csv#work-081e75d8bbc53ac64713/motionImpact,quorum-verified,art-local-chunk-05.md,gemini-art-chunk-05-group-02-response.txt,accepted,https://tonarinoyj.jp/episode/4855956445056488441,false,,
aaf4f4a4845ec105b8218f0f9e8358a2ae95c5823519e68e1752acada6e22529,work-0bec5d8d9474a2197312,放浪息子,artRealism,known,2,0.84,data/staging/catalog-expansion/pilots/pilot-001/final-overlay/art-confidence-pass-c.csv#work-0bec5d8d9474a2197312/artRealism,quorum-verified,art-local-hourou-salvage.md,gemini-art-hourou-salvage-response.md,adjudicated,https://viewer-trial.bookwalker.jp/trial-page/03/view?cid=4bd52269-b4b6-43d8-a916-9cf8c2437a09,false,,
aaf4f4a4845ec105b8218f0f9e8358a2ae95c5823519e68e1752acada6e22529,work-0bec5d8d9474a2197312,放浪息子,artDensity,known,1,0.82,data/staging/catalog-expansion/pilots/pilot-001/final-overlay/art-confidence-pass-c.csv#work-0bec5d8d9474a2197312/artDensity,quorum-verified,art-local-hourou-salvage.md,gemini-art-hourou-salvage-response.md,adjudicated,https://viewer-trial.bookwalker.jp/trial-page/03/view?cid=4bd52269-b4b6-43d8-a916-9cf8c2437a09,false,,
aaf4f4a4845ec105b8218f0f9e8358a2ae95c5823519e68e1752acada6e22529,work-0bec5d8d9474a2197312,放浪息子,visualSoftness,known,4,0.92,data/staging/catalog-expansion/pilots/pilot-001/final-overlay/art-confidence-pass-c.csv#work-0bec5d8d9474a2197312/visualSoftness,quorum-verified,art-local-hourou-salvage.md,gemini-art-hourou-salvage-response.md,adjudicated,https://viewer-trial.bookwalker.jp/trial-page/03/view?cid=4bd52269-b4b6-43d8-a916-9cf8c2437a09,false,,
aaf4f4a4845ec105b8218f0f9e8358a2ae95c5823519e68e1752acada6e22529,work-0bec5d8d9474a2197312,放浪息子,motionImpact,unknown,,,data/staging/catalog-expansion/pilots/pilot-001/final-overlay/art-confidence-pass-c.csv#work-0bec5d8d9474a2197312/motionImpact,quorum-verified,art-local-hourou-salvage.md,gemini-art-hourou-salvage-response.md,adjudicated,https://viewer-trial.bookwalker.jp/trial-page/03/view?cid=4bd52269-b4b6-43d8-a916-9cf8c2437a09,false,,
aaf4f4a4845ec105b8218f0f9e8358a2ae95c5823519e68e1752acada6e22529,work-112589a161d1596ec97f,写らナイんです,artRealism,known,1,0.82,data/staging/catalog-expansion/pilots/pilot-001/final-overlay/art-confidence-pass-c.csv#work-112589a161d1596ec97f/artRealism,quorum-verified,art-local-other-audit.md,gemini-art-pass-c-other-group-02-response.txt,adjudicated,https://sc-portal.tameshiyo.me/9784098535439,false,,
aaf4f4a4845ec105b8218f0f9e8358a2ae95c5823519e68e1752acada6e22529,work-112589a161d1596ec97f,写らナイんです,artDensity,known,1,0.82,data/staging/catalog-expansion/pilots/pilot-001/final-overlay/art-confidence-pass-c.csv#work-112589a161d1596ec97f/artDensity,quorum-verified,art-local-other-audit.md,gemini-art-pass-c-other-group-02-response.txt,adjudicated,https://sc-portal.tameshiyo.me/9784098535439,false,,
aaf4f4a4845ec105b8218f0f9e8358a2ae95c5823519e68e1752acada6e22529,work-112589a161d1596ec97f,写らナイんです,visualSoftness,known,2,0.87,data/staging/catalog-expansion/pilots/pilot-001/final-overlay/art-confidence-pass-c.csv#work-112589a161d1596ec97f/visualSoftness,quorum-verified,art-local-other-audit.md,gemini-art-pass-c-other-group-02-response.txt,adjudicated,https://sc-portal.tameshiyo.me/9784098535439,false,,
aaf4f4a4845ec105b8218f0f9e8358a2ae95c5823519e68e1752acada6e22529,work-112589a161d1596ec97f,写らナイんです,motionImpact,unknown,,,data/staging/catalog-expansion/pilots/pilot-001/final-overlay/art-confidence-pass-c.csv#work-112589a161d1596ec97f/motionImpact,quorum-verified,art-local-other-audit.md,gemini-art-pass-c-other-group-02-response.txt,adjudicated,https://sc-portal.tameshiyo.me/9784098535439,false,,
aaf4f4a4845ec105b8218f0f9e8358a2ae95c5823519e68e1752acada6e22529,work-11296a590b885cb73b66,透明なゆりかご,artRealism,known,0,0.93,data/staging/catalog-expansion/pilots/pilot-001/final-overlay/art-confidence-pass-c.csv#work-11296a590b885cb73b66/artRealism,quorum-verified,art-local-chunk-04.md,gemini-art-chunk-04-group-01-response.txt,accepted,https://comic-days.com/episode/13932016480030343945,false,,
aaf4f4a4845ec105b8218f0f9e8358a2ae95c5823519e68e1752acada6e22529,work-11296a590b885cb73b66,透明なゆりかご,artDensity,known,1,0.88,data/staging/catalog-expansion/pilots/pilot-001/final-overlay/art-confidence-pass-c.csv#work-11296a590b885cb73b66/artDensity,quorum-verified,art-local-chunk-04.md,gemini-art-chunk-04-group-01-response.txt,accepted,https://comic-days.com/episode/13932016480030343945,false,,
aaf4f4a4845ec105b8218f0f9e8358a2ae95c5823519e68e1752acada6e22529,work-11296a590b885cb73b66,透明なゆりかご,visualSoftness,known,3,0.89,data/staging/catalog-expansion/pilots/pilot-001/final-overlay/art-confidence-pass-c.csv#work-11296a590b885cb73b66/visualSoftness,quorum-verified,art-local-chunk-04.md,gemini-art-chunk-04-group-01-response.txt,accepted,https://comic-days.com/episode/13932016480030343945,false,,
aaf4f4a4845ec105b8218f0f9e8358a2ae95c5823519e68e1752acada6e22529,work-11296a590b885cb73b66,透明なゆりかご,motionImpact,unknown,,,data/staging/catalog-expansion/pilots/pilot-001/final-overlay/art-confidence-pass-c.csv#work-11296a590b885cb73b66/motionImpact,quorum-verified,art-local-chunk-04.md,gemini-art-chunk-04-group-01-response.txt,accepted,https://comic-days.com/episode/13932016480030343945,false,,
aaf4f4a4845ec105b8218f0f9e8358a2ae95c5823519e68e1752acada6e22529,work-14e489bf1afd1587c44a,YAWARA！,artRealism,known,3,0.83,data/staging/catalog-expansion/pilots/pilot-001/final-overlay/art-confidence-pass-c.csv#work-14e489bf1afd1587c44a/artRealism,quorum-verified,art-salvage-four/local-codex-blind-freeze.md,art-salvage-four/yawara-gemini-counted-stdout.json,adjudicated:art-salvage-four/pass-c-adjudication.md,https://e-comi.shogakukan.co.jp/books/091813410000d0000000,false,,
aaf4f4a4845ec105b8218f0f9e8358a2ae95c5823519e68e1752acada6e22529,work-14e489bf1afd1587c44a,YAWARA！,artDensity,known,2,0.84,data/staging/catalog-expansion/pilots/pilot-001/final-overlay/art-confidence-pass-c.csv#work-14e489bf1afd1587c44a/artDensity,quorum-verified,art-salvage-four/local-codex-blind-freeze.md,art-salvage-four/yawara-gemini-counted-stdout.json,adjudicated:art-salvage-four/pass-c-adjudication.md,https://e-comi.shogakukan.co.jp/books/091813410000d0000000,false,,
aaf4f4a4845ec105b8218f0f9e8358a2ae95c5823519e68e1752acada6e22529,work-14e489bf1afd1587c44a,YAWARA！,visualSoftness,known,2,0.82,data/staging/catalog-expansion/pilots/pilot-001/final-overlay/art-confidence-pass-c.csv#work-14e489bf1afd1587c44a/visualSoftness,quorum-verified,art-salvage-four/local-codex-blind-freeze.md,art-salvage-four/yawara-gemini-counted-stdout.json,adjudicated:art-salvage-four/pass-c-adjudication.md,https://e-comi.shogakukan.co.jp/books/091813410000d0000000,false,,
aaf4f4a4845ec105b8218f0f9e8358a2ae95c5823519e68e1752acada6e22529,work-14e489bf1afd1587c44a,YAWARA！,motionImpact,known,1,0.72,data/staging/catalog-expansion/pilots/pilot-001/final-overlay/art-confidence-pass-c.csv#work-14e489bf1afd1587c44a/motionImpact,quorum-verified,art-salvage-four/local-codex-blind-freeze.md,art-salvage-four/yawara-gemini-counted-stdout.json,adjudicated:art-salvage-four/pass-c-adjudication.md,https://e-comi.shogakukan.co.jp/books/091813410000d0000000,false,,
aaf4f4a4845ec105b8218f0f9e8358a2ae95c5823519e68e1752acada6e22529,work-192cbecc59e9c028142b,本なら売るほど,artRealism,known,3,0.90,data/staging/catalog-expansion/pilots/pilot-001/final-overlay/art-confidence-pass-c.csv#work-192cbecc59e9c028142b/artRealism,quorum-verified,art-local-chunk-05.md,gemini-art-chunk-05-group-03-response.txt,accepted,https://comic-walker.com/detail/KC_006231_S/episodes/KC_0062310000200012_E?episodeType=first,false,,
aaf4f4a4845ec105b8218f0f9e8358a2ae95c5823519e68e1752acada6e22529,work-192cbecc59e9c028142b,本なら売るほど,artDensity,known,3,0.90,data/staging/catalog-expansion/pilots/pilot-001/final-overlay/art-confidence-pass-c.csv#work-192cbecc59e9c028142b/artDensity,quorum-verified,art-local-chunk-05.md,gemini-art-chunk-05-group-03-response.txt,accepted,https://comic-walker.com/detail/KC_006231_S/episodes/KC_0062310000200012_E?episodeType=first,false,,
aaf4f4a4845ec105b8218f0f9e8358a2ae95c5823519e68e1752acada6e22529,work-192cbecc59e9c028142b,本なら売るほど,visualSoftness,known,2,0.88,data/staging/catalog-expansion/pilots/pilot-001/final-overlay/art-confidence-pass-c.csv#work-192cbecc59e9c028142b/visualSoftness,quorum-verified,art-local-chunk-05.md,gemini-art-chunk-05-group-03-response.txt,accepted,https://comic-walker.com/detail/KC_006231_S/episodes/KC_0062310000200012_E?episodeType=first,false,,
aaf4f4a4845ec105b8218f0f9e8358a2ae95c5823519e68e1752acada6e22529,work-192cbecc59e9c028142b,本なら売るほど,motionImpact,unknown,,,data/staging/catalog-expansion/pilots/pilot-001/final-overlay/art-confidence-pass-c.csv#work-192cbecc59e9c028142b/motionImpact,quorum-verified,art-local-chunk-05.md,gemini-art-chunk-05-group-03-response.txt,accepted,https://comic-walker.com/detail/KC_006231_S/episodes/KC_0062310000200012_E?episodeType=first,false,,
aaf4f4a4845ec105b8218f0f9e8358a2ae95c5823519e68e1752acada6e22529,work-1cf7a0bb5f55e0d69b27,モンキーターン,artRealism,known,3,0.84,data/staging/catalog-expansion/pilots/pilot-001/final-overlay/art-confidence-pass-c.csv#work-1cf7a0bb5f55e0d69b27/artRealism,quorum-verified,art-local-ecomi-audit.md,gemini-art-pass-c-ecomi-group-01-response.txt,adjudicated,https://e-comi.shogakukan.co.jp/books/091251610000d0000000,false,,
aaf4f4a4845ec105b8218f0f9e8358a2ae95c5823519e68e1752acada6e22529,work-1cf7a0bb5f55e0d69b27,モンキーターン,artDensity,known,3,0.84,data/staging/catalog-expansion/pilots/pilot-001/final-overlay/art-confidence-pass-c.csv#work-1cf7a0bb5f55e0d69b27/artDensity,quorum-verified,art-local-ecomi-audit.md,gemini-art-pass-c-ecomi-group-01-response.txt,adjudicated,https://e-comi.shogakukan.co.jp/books/091251610000d0000000,false,,
aaf4f4a4845ec105b8218f0f9e8358a2ae95c5823519e68e1752acada6e22529,work-1cf7a0bb5f55e0d69b27,モンキーターン,visualSoftness,known,1,0.82,data/staging/catalog-expansion/pilots/pilot-001/final-overlay/art-confidence-pass-c.csv#work-1cf7a0bb5f55e0d69b27/visualSoftness,quorum-verified,art-local-ecomi-audit.md,gemini-art-pass-c-ecomi-group-01-response.txt,adjudicated,https://e-comi.shogakukan.co.jp/books/091251610000d0000000,false,,
aaf4f4a4845ec105b8218f0f9e8358a2ae95c5823519e68e1752acada6e22529,work-1cf7a0bb5f55e0d69b27,モンキーターン,motionImpact,known,3,0.87,data/staging/catalog-expansion/pilots/pilot-001/final-overlay/art-confidence-pass-c.csv#work-1cf7a0bb5f55e0d69b27/motionImpact,quorum-verified,art-local-ecomi-audit.md,gemini-art-pass-c-ecomi-group-01-response.txt,adjudicated,https://e-comi.shogakukan.co.jp/books/091251610000d0000000,false,,
aaf4f4a4845ec105b8218f0f9e8358a2ae95c5823519e68e1752acada6e22529,work-1fc61ddbeb429b4a2c15,エマ,artRealism,known,3,0.88,data/staging/catalog-expansion/pilots/pilot-001/final-overlay/art-confidence-pass-c.csv#work-1fc61ddbeb429b4a2c15/artRealism,quorum-verified,art-local-emma-salvage.md,gemini-art-emma-salvage-response.md,adjudicated,https://viewer-trial.bookwalker.jp/trial-page/03/view?cid=e971444a-72e5-4aab-a1fe-979347425373,false,,
aaf4f4a4845ec105b8218f0f9e8358a2ae95c5823519e68e1752acada6e22529,work-1fc61ddbeb429b4a2c15,エマ,artDensity,known,3,0.91,data/staging/catalog-expansion/pilots/pilot-001/final-overlay/art-confidence-pass-c.csv#work-1fc61ddbeb429b4a2c15/artDensity,quorum-verified,art-local-emma-salvage.md,gemini-art-emma-salvage-response.md,adjudicated,https://viewer-trial.bookwalker.jp/trial-page/03/view?cid=e971444a-72e5-4aab-a1fe-979347425373,false,,
aaf4f4a4845ec105b8218f0f9e8358a2ae95c5823519e68e1752acada6e22529,work-1fc61ddbeb429b4a2c15,エマ,visualSoftness,known,3,0.87,data/staging/catalog-expansion/pilots/pilot-001/final-overlay/art-confidence-pass-c.csv#work-1fc61ddbeb429b4a2c15/visualSoftness,quorum-verified,art-local-emma-salvage.md,gemini-art-emma-salvage-response.md,adjudicated,https://viewer-trial.bookwalker.jp/trial-page/03/view?cid=e971444a-72e5-4aab-a1fe-979347425373,false,,
aaf4f4a4845ec105b8218f0f9e8358a2ae95c5823519e68e1752acada6e22529,work-1fc61ddbeb429b4a2c15,エマ,motionImpact,known,2,0.84,data/staging/catalog-expansion/pilots/pilot-001/final-overlay/art-confidence-pass-c.csv#work-1fc61ddbeb429b4a2c15/motionImpact,quorum-verified,art-local-emma-salvage.md,gemini-art-emma-salvage-response.md,adjudicated,https://viewer-trial.bookwalker.jp/trial-page/03/view?cid=e971444a-72e5-4aab-a1fe-979347425373,false,,
aaf4f4a4845ec105b8218f0f9e8358a2ae95c5823519e68e1752acada6e22529,work-205e576ef057e3aed1ab,坂道のアポロン,artRealism,known,2,0.82,data/staging/catalog-expansion/pilots/pilot-001/final-overlay/art-confidence-pass-c.csv#work-205e576ef057e3aed1ab/artRealism,quorum-verified,art-local-ecomi-audit.md,gemini-art-pass-c-ecomi-group-01-response.txt,adjudicated,https://e-comi.shogakukan.co.jp/books/091316700000d0000000,false,,
aaf4f4a4845ec105b8218f0f9e8358a2ae95c5823519e68e1752acada6e22529,work-205e576ef057e3aed1ab,坂道のアポロン,artDensity,known,2,0.89,data/staging/catalog-expansion/pilots/pilot-001/final-overlay/art-confidence-pass-c.csv#work-205e576ef057e3aed1ab/artDensity,quorum-verified,art-local-ecomi-audit.md,gemini-art-pass-c-ecomi-group-01-response.txt,adjudicated,https://e-comi.shogakukan.co.jp/books/091316700000d0000000,false,,
aaf4f4a4845ec105b8218f0f9e8358a2ae95c5823519e68e1752acada6e22529,work-205e576ef057e3aed1ab,坂道のアポロン,visualSoftness,known,3,0.79,data/staging/catalog-expansion/pilots/pilot-001/final-overlay/art-confidence-pass-c.csv#work-205e576ef057e3aed1ab/visualSoftness,quorum-verified,art-local-ecomi-audit.md,gemini-art-pass-c-ecomi-group-01-response.txt,adjudicated,https://e-comi.shogakukan.co.jp/books/091316700000d0000000,false,,
aaf4f4a4845ec105b8218f0f9e8358a2ae95c5823519e68e1752acada6e22529,work-205e576ef057e3aed1ab,坂道のアポロン,motionImpact,unknown,,,data/staging/catalog-expansion/pilots/pilot-001/final-overlay/art-confidence-pass-c.csv#work-205e576ef057e3aed1ab/motionImpact,quorum-verified,art-local-ecomi-audit.md,gemini-art-pass-c-ecomi-group-01-response.txt,adjudicated,https://e-comi.shogakukan.co.jp/books/091316700000d0000000,false,,
aaf4f4a4845ec105b8218f0f9e8358a2ae95c5823519e68e1752acada6e22529,work-222504590507d3ab8093,王様ランキング,artRealism,known,0,0.93,data/staging/catalog-expansion/pilots/pilot-001/final-overlay/art-confidence-pass-c.csv#work-222504590507d3ab8093/artRealism,quorum-verified,art-local-chunk-04.md,gemini-art-chunk-04-group-03-response.txt,accepted,https://comic-walker.com/detail/KC_002373_S/episodes/KC_0023730000100011_E,false,,
aaf4f4a4845ec105b8218f0f9e8358a2ae95c5823519e68e1752acada6e22529,work-222504590507d3ab8093,王様ランキング,artDensity,known,1,0.88,data/staging/catalog-expansion/pilots/pilot-001/final-overlay/art-confidence-pass-c.csv#work-222504590507d3ab8093/artDensity,quorum-verified,art-local-chunk-04.md,gemini-art-chunk-04-group-03-response.txt,accepted,https://comic-walker.com/detail/KC_002373_S/episodes/KC_0023730000100011_E,false,,
aaf4f4a4845ec105b8218f0f9e8358a2ae95c5823519e68e1752acada6e22529,work-222504590507d3ab8093,王様ランキング,visualSoftness,known,3,0.88,data/staging/catalog-expansion/pilots/pilot-001/final-overlay/art-confidence-pass-c.csv#work-222504590507d3ab8093/visualSoftness,quorum-verified,art-local-chunk-04.md,gemini-art-chunk-04-group-03-response.txt,accepted,https://comic-walker.com/detail/KC_002373_S/episodes/KC_0023730000100011_E,false,,
