position,workId,canonicalTitle,blockerCode,blockerDetails,evidenceName,evidenceUrl,evidencePublishedAt,retrievedAt,recheckPath,koreanQueries,japaneseEvidenceUrls
"11","work-3d9161d57fe3c9f659a9","さよなら幽霊ちゃん","SOURCE_INFORMATION_UNAVAILABLE","공식 홍보/상품 또는 수상 페이지와 일본 독립 커뮤니티 평가 경로, 한국어 작품명·통용 표기 변형을 사용한 한국 커뮤니티 검색을 bounded하게 소진했으나 17 Axis·Genre·Theme 필수 coverage를 완전 승격할 신뢰 가능한 잔여 근거가 없다. quota stretching 없이 SOURCE_INFORMATION_UNAVAILABLE로 terminal 차단한다. Art is optional.","Official source listing + Rakuten representative product for さよなら幽霊ちゃん; Rakuten product=https://books.rakuten.co.jp/rb/16834733/","https://tsugimanga.jp/winner/2022/comics","2022-08-31","2026-08-26","C:\Toys\konocomics\data\staging\catalog-expansion\canonical-mapping.csv;C:\Toys\konocomics\data\staging\catalog-expansion\batches\batch-014\frozen-work-set.csv","안녕 유령짱 만화 리뷰;사요나라 유레이짱 리뷰","https://bookmeter.com/search?keyword=%E3%81%95%E3%82%88%E3%81%AA%E3%82%89%E5%B9%BD%E9%9C%8A%E3%81%A1%E3%82%83%E3%82%93;https://reviewne.jp/contents?query=%E3%81%95%E3%82%88%E3%81%AA%E3%82%89%E5%B9%BD%E9%9C%8A%E3%81%A1%E3%82%83%E3%82%93"
"12","work-3da15233e47a65b15f14","ガチアクタ","SOURCE_INFORMATION_UNAVAILABLE","공식 홍보/상품 또는 수상 페이지와 일본 독립 커뮤니티 평가 경로, 한국어 작품명·통용 표기 변형을 사용한 한국 커뮤니티 검색을 bounded하게 소진했으나 17 Axis·Genre·Theme 필수 coverage를 완전 승격할 신뢰 가능한 잔여 근거가 없다. quota stretching 없이 SOURCE_INFORMATION_UNAVAILABLE로 terminal 차단한다. Art is optional.","Official source listing + Rakuten representative product for ガチアクタ; Rakuten product=https://books.rakuten.co.jp/rb/17119822/","https://tsugimanga.jp/winner/2022/comics","2022-08-31","2026-08-26","C:\Toys\konocomics\data\staging\catalog-expansion\canonical-mapping.csv;C:\Toys\konocomics\data\staging\catalog-expansion\batches\batch-014\frozen-work-set.csv","가치아쿠타 만화 리뷰;가치 아쿠타 리뷰","https://bookmeter.com/search?keyword=%E3%82%AC%E3%83%81%E3%82%A2%E3%82%AF%E3%82%BF;https://reviewne.jp/contents?query=%E3%82%AC%E3%83%81%E3%82%A2%E3%82%AF%E3%82%BF"
"13","work-3dcc27ff0937f7d2b9b0","きみの家族","SOURCE_INFORMATION_UNAVAILABLE","공식 홍보/상품 또는 수상 페이지와 일본 독립 커뮤니티 평가 경로, 한국어 작품명·통용 표기 변형을 사용한 한국 커뮤니티 검색을 bounded하게 소진했으나 17 Axis·Genre·Theme 필수 coverage를 완전 승격할 신뢰 가능한 잔여 근거가 없다. quota stretching 없이 SOURCE_INFORMATION_UNAVAILABLE로 terminal 차단한다. Art is optional.","Official source listing + Rakuten representative product for きみの家族; Rakuten product=https://books.rakuten.co.jp/rb/11604358/","https://www.mangataisho.com/archives/2013.html","2013","2026-08-26","C:\Toys\konocomics\data\staging\catalog-expansion\canonical-mapping.csv;C:\Toys\konocomics\data\staging\catalog-expansion\batches\batch-014\frozen-work-set.csv","너의 가족 만화 리뷰;키미노 카조쿠 리뷰","https://bookmeter.com/search?keyword=%E3%81%8D%E3%81%BF%E3%81%AE%E5%AE%B6%E6%97%8F;https://reviewne.jp/contents?query=%E3%81%8D%E3%81%BF%E3%81%AE%E5%AE%B6%E6%97%8F"
"14","work-3dddaeba8c4caecd74cb","大正処女御伽話","SOURCE_INFORMATION_UNAVAILABLE","공식 홍보/상품 또는 수상 페이지와 일본 독립 커뮤니티 평가 경로, 한국어 작품명·통용 표기 변형을 사용한 한국 커뮤니티 검색을 bounded하게 소진했으나 17 Axis·Genre·Theme 필수 coverage를 완전 승격할 신뢰 가능한 잔여 근거가 없다. quota stretching 없이 SOURCE_INFORMATION_UNAVAILABLE로 terminal 차단한다. Art is optional.","Official source listing + Rakuten representative product for 大正処女御伽話; Rakuten product=https://books.rakuten.co.jp/rb/13575140/","https://tsugimanga.jp/winner/2017/comics","2017-08-23","2026-08-26","C:\Toys\konocomics\data\staging\catalog-expansion\canonical-mapping.csv;C:\Toys\konocomics\data\staging\catalog-expansion\batches\batch-014\frozen-work-set.csv","다이쇼 소녀 전래동화 만화 리뷰;다이쇼 오토메 오토기바나시 리뷰","https://bookmeter.com/search?keyword=%E5%A4%A7%E6%AD%A3%E5%87%A6%E5%A5%B3%E5%BE%A1%E4%BC%BD%E8%A9%B1;https://reviewne.jp/contents?query=%E5%A4%A7%E6%AD%A3%E5%87%A6%E5%A5%B3%E5%BE%A1%E4%BC%BD%E8%A9%B1"
"15","work-3de7c6b6b60da1aaf20a","幻影博覧会","SOURCE_INFORMATION_UNAVAILABLE","공식 홍보/상품 또는 수상 페이지와 일본 독립 커뮤니티 평가 경로, 한국어 작품명·통용 표기 변형을 사용한 한국 커뮤니티 검색을 bounded하게 소진했으나 17 Axis·Genre·Theme 필수 coverage를 완전 승격할 신뢰 가능한 잔여 근거가 없다. quota stretching 없이 SOURCE_INFORMATION_UNAVAILABLE로 terminal 차단한다. Art is optional.","Official source listing + Rakuten representative product for 幻影博覧会; Rakuten product=https://books.rakuten.co.jp/rb/1757109/","https://www.mangataisho.com/archives/2012.html","2012","2026-08-26","C:\Toys\konocomics\data\staging\catalog-expansion\canonical-mapping.csv;C:\Toys\konocomics\data\staging\catalog-expansion\batches\batch-014\frozen-work-set.csv","환영박람회 만화 리뷰;겐에이 하쿠란카이 리뷰","https://bookmeter.com/search?keyword=%E5%B9%BB%E5%BD%B1%E5%8D%9A%E8%A6%A7%E4%BC%9A;https://reviewne.jp/contents?query=%E5%B9%BB%E5%BD%B1%E5%8D%9A%E8%A6%A7%E4%BC%9A"
"16","work-3e2b612b4b6960ead08a","くらしのいずみ","SOURCE_INFORMATION_UNAVAILABLE","공식 홍보/상품 또는 수상 페이지와 일본 독립 커뮤니티 평가 경로, 한국어 작품명·통용 표기 변형을 사용한 한국 커뮤니티 검색을 bounded하게 소진했으나 17 Axis·Genre·Theme 필수 coverage를 완전 승격할 신뢰 가능한 잔여 근거가 없다. quota stretching 없이 SOURCE_INFORMATION_UNAVAILABLE로 terminal 차단한다. Art is optional.","Official source listing + Rakuten representative product for くらしのいずみ; Rakuten product=https://books.rakuten.co.jp/rb/5298595/","https://www.mangataisho.com/archives/2009.html","2009","2026-08-26","C:\Toys\konocomics\data\staging\catalog-expansion\canonical-mapping.csv;C:\Toys\konocomics\data\staging\catalog-expansion\batches\batch-014\frozen-work-set.csv","생활의 샘 만화 리뷰;쿠라시노 이즈미 리뷰","https://bookmeter.com/search?keyword=%E3%81%8F%E3%82%89%E3%81%97%E3%81%AE%E3%81%84%E3%81%9A%E3%81%BF;https://reviewne.jp/contents?query=%E3%81%8F%E3%82%89%E3%81%97%E3%81%AE%E3%81%84%E3%81%9A%E3%81%BF"
"17","work-3e53b1ceec0685dea35f","女の子がいる場所は","SOURCE_INFORMATION_UNAVAILABLE","공식 홍보/상품 또는 수상 페이지와 일본 독립 커뮤니티 평가 경로, 한국어 작품명·통용 표기 변형을 사용한 한국 커뮤니티 검색을 bounded하게 소진했으나 17 Axis·Genre·Theme 필수 coverage를 완전 승격할 신뢰 가능한 잔여 근거가 없다. quota stretching 없이 SOURCE_INFORMATION_UNAVAILABLE로 terminal 차단한다. Art is optional.","Official source listing + Rakuten representative product for 女の子がいる場所は; Rakuten product=https://books.rakuten.co.jp/rb/17131608/","https://sugoiweb.jp/column/4772/","2022-12-12","2026-08-26","C:\Toys\konocomics\data\staging\catalog-expansion\canonical-mapping.csv;C:\Toys\konocomics\data\staging\catalog-expansion\batches\batch-014\frozen-work-set.csv","여자아이가 있는 곳은 만화 리뷰;온나노코가 이루 바쇼와 리뷰","https://bookmeter.com/search?keyword=%E5%A5%B3%E3%81%AE%E5%AD%90%E3%81%8C%E3%81%84%E3%82%8B%E5%A0%B4%E6%89%80%E3%81%AF;https://reviewne.jp/contents?query=%E5%A5%B3%E3%81%AE%E5%AD%90%E3%81%8C%E3%81%84%E3%82%8B%E5%A0%B4%E6%89%80%E3%81%AF"
"18","work-3ea1531485fc3c8563ac","Qping","SOURCE_INFORMATION_UNAVAILABLE","공식 홍보/상품 또는 수상 페이지와 일본 독립 커뮤니티 평가 경로, 한국어 작품명·통용 표기 변형을 사용한 한국 커뮤니티 검색을 bounded하게 소진했으나 17 Axis·Genre·Theme 필수 coverage를 완전 승격할 신뢰 가능한 잔여 근거가 없다. quota stretching 없이 SOURCE_INFORMATION_UNAVAILABLE로 terminal 차단한다. Art is optional.","Official source listing + Rakuten representative product for Qping; Rakuten product=https://books.rakuten.co.jp/rb/4442314/","https://www.mangataisho.com/archives/2009.html","2009","2026-08-26","C:\Toys\konocomics\data\staging\catalog-expansion\canonical-mapping.csv;C:\Toys\konocomics\data\staging\catalog-expansion\batches\batch-014\frozen-work-set.csv","큐핑 만화 리뷰;큐핑 리뷰","https://bookmeter.com/search?keyword=Qping;https://reviewne.jp/contents?query=Qping"
"19","work-3f96705b3f33a3cd2667","カナン様はあくまでチョロい","SOURCE_INFORMATION_UNAVAILABLE","공식 홍보/상품 또는 수상 페이지와 일본 독립 커뮤니티 평가 경로, 한국어 작품명·통용 표기 변형을 사용한 한국 커뮤니티 검색을 bounded하게 소진했으나 17 Axis·Genre·Theme 필수 coverage를 완전 승격할 신뢰 가능한 잔여 근거가 없다. quota stretching 없이 SOURCE_INFORMATION_UNAVAILABLE로 terminal 차단한다. Art is optional.","Official source listing + Rakuten representative product for カナン様はあくまでチョロい; Rakuten product=https://books.rakuten.co.jp/rb/17198319/","https://tsugimanga.jp/winner/2023/comics","2023-08-31","2026-08-26","C:\Toys\konocomics\data\staging\catalog-expansion\canonical-mapping.csv;C:\Toys\konocomics\data\staging\catalog-expansion\batches\batch-014\frozen-work-set.csv","카난님은 어디까지나 쉽게 넘어가 만화 리뷰;카난사마 리뷰","https://bookmeter.com/search?keyword=%E3%82%AB%E3%83%8A%E3%83%B3%E6%A7%98%E3%81%AF%E3%81%82%E3%81%8F%E3%81%BE%E3%81%A7%E3%83%81%E3%83%A7%E3%83%AD%E3%81%84;https://reviewne.jp/contents?query=%E3%82%AB%E3%83%8A%E3%83%B3%E6%A7%98%E3%81%AF%E3%81%82%E3%81%8F%E3%81%BE%E3%81%A7%E3%83%81%E3%83%A7%E3%83%AD%E3%81%84"
"20","work-3ffe7b3ef96c694fe9d6","くるみのき！","SOURCE_INFORMATION_UNAVAILABLE","공식 홍보/상품 또는 수상 페이지와 일본 독립 커뮤니티 평가 경로, 한국어 작품명·통용 표기 변형을 사용한 한국 커뮤니티 검색을 bounded하게 소진했으나 17 Axis·Genre·Theme 필수 coverage를 완전 승격할 신뢰 가능한 잔여 근거가 없다. quota stretching 없이 SOURCE_INFORMATION_UNAVAILABLE로 terminal 차단한다. Art is optional.","Official source listing + Rakuten representative product for くるみのき！; Rakuten product=https://books.rakuten.co.jp/rb/11391136/","https://www.mangataisho.com/archives/2012.html","2012","2026-08-26","C:\Toys\konocomics\data\staging\catalog-expansion\canonical-mapping.csv;C:\Toys\konocomics\data\staging\catalog-expansion\batches\batch-014\frozen-work-set.csv","쿠루미의 나무 만화 리뷰;쿠루미노 키 리뷰","https://bookmeter.com/search?keyword=%E3%81%8F%E3%82%8B%E3%81%BF%E3%81%AE%E3%81%8D%EF%BC%81;https://reviewne.jp/contents?query=%E3%81%8F%E3%82%8B%E3%81%BF%E3%81%AE%E3%81%8D%EF%BC%81"
"21","work-4041eac49a3884db9248","天使な小生意気","SOURCE_INFORMATION_UNAVAILABLE","공식 홍보/상품 또는 수상 페이지와 일본 독립 커뮤니티 평가 경로, 한국어 작품명·통용 표기 변형을 사용한 한국 커뮤니티 검색을 bounded하게 소진했으나 17 Axis·Genre·Theme 필수 coverage를 완전 승격할 신뢰 가능한 잔여 근거가 없다. quota stretching 없이 SOURCE_INFORMATION_UNAVAILABLE로 terminal 차단한다. Art is optional.","Official source listing + Rakuten representative product for 天使な小生意気; Rakuten product=https://books.rakuten.co.jp/rb/1093030/","https://shogakukan-comic.jp/shogakukan-mangasho-archives","2000","2026-08-26","C:\Toys\konocomics\data\staging\catalog-expansion\canonical-mapping.csv;C:\Toys\konocomics\data\staging\catalog-expansion\batches\batch-014\frozen-work-set.csv","천사 같은 건방짐 만화 리뷰;텐시나 코나마이키 리뷰","https://bookmeter.com/search?keyword=%E5%A4%A9%E4%BD%BF%E3%81%AA%E5%B0%8F%E7%94%9F%E6%84%8F%E6%B0%97;https://reviewne.jp/contents?query=%E5%A4%A9%E4%BD%BF%E3%81%AA%E5%B0%8F%E7%94%9F%E6%84%8F%E6%B0%97"
"22","work-40ce339f7ba7a6e08167","カノジョは嘘を愛しすぎてる","SOURCE_INFORMATION_UNAVAILABLE","공식 홍보/상품 또는 수상 페이지와 일본 독립 커뮤니티 평가 경로, 한국어 작품명·통용 표기 변형을 사용한 한국 커뮤니티 검색을 bounded하게 소진했으나 17 Axis·Genre·Theme 필수 coverage를 완전 승격할 신뢰 가능한 잔여 근거가 없다. quota stretching 없이 SOURCE_INFORMATION_UNAVAILABLE로 terminal 차단한다. Art is optional.","Official source listing + Rakuten representative product for カノジョは嘘を愛しすぎてる; Rakuten product=https://books.rakuten.co.jp/rb/6149196/","https://shogakukan-comic.jp/shogakukan-mangasho-archives","2013","2026-08-26","C:\Toys\konocomics\data\staging\catalog-expansion\canonical-mapping.csv;C:\Toys\konocomics\data\staging\catalog-expansion\batches\batch-014\frozen-work-set.csv","그녀는 거짓말을 너무 사랑해 만화 리뷰;카노조와 우소오 아이시스기테루 리뷰","https://bookmeter.com/search?keyword=%E3%82%AB%E3%83%8E%E3%82%B8%E3%83%A7%E3%81%AF%E5%98%98%E3%82%92%E6%84%9B%E3%81%97%E3%81%99%E3%81%8E%E3%81%A6%E3%82%8B;https://reviewne.jp/contents?query=%E3%82%AB%E3%83%8E%E3%82%B8%E3%83%A7%E3%81%AF%E5%98%98%E3%82%92%E6%84%9B%E3%81%97%E3%81%99%E3%81%8E%E3%81%A6%E3%82%8B"
"23","work-40de71c8144aa7fbcdc2","荒ぶる季節の乙女どもよ。","SOURCE_INFORMATION_UNAVAILABLE","공식 홍보/상품 또는 수상 페이지와 일본 독립 커뮤니티 평가 경로, 한국어 작품명·통용 표기 변형을 사용한 한국 커뮤니티 검색을 bounded하게 소진했으나 17 Axis·Genre·Theme 필수 coverage를 완전 승격할 신뢰 가능한 잔여 근거가 없다. quota stretching 없이 SOURCE_INFORMATION_UNAVAILABLE로 terminal 차단한다. Art is optional.","Official source listing + Rakuten representative product for 荒ぶる季節の乙女どもよ。; Rakuten product=https://books.rakuten.co.jp/rb/14769641/","https://tsugimanga.jp/winner/2018/comics","2018-08-23","2026-08-26","C:\Toys\konocomics\data\staging\catalog-expansion\canonical-mapping.csv;C:\Toys\konocomics\data\staging\catalog-expansion\batches\batch-014\frozen-work-set.csv","거칠어진 계절의 소녀들이여 만화 리뷰;아라부루 키세츠노 오토메도모요 리뷰","https://bookmeter.com/search?keyword=%E8%8D%92%E3%81%B6%E3%82%8B%E5%AD%A3%E7%AF%80%E3%81%AE%E4%B9%99%E5%A5%B3%E3%81%A9%E3%82%82%E3%82%88%E3%80%82;https://reviewne.jp/contents?query=%E8%8D%92%E3%81%B6%E3%82%8B%E5%AD%A3%E7%AF%80%E3%81%AE%E4%B9%99%E5%A5%B3%E3%81%A9%E3%82%82%E3%82%88%E3%80%82"
