position,workId,canonicalTitle,blockerCode,blockerDetails,evidenceName,evidenceUrl,evidencePublishedAt,retrievedAt,recheckPath,koreanQueries,japaneseEvidenceUrls
"11","work-32488d82859f2f0b6fba","賢い犬リリエンタール","SOURCE_INFORMATION_UNAVAILABLE","Terminal promotionBlocked: official + independent JP + Korean-title KR routes exhausted for this finite pass; batch-013 selection packet is identity/selection only (ev-single) and annotation-status notes require downstream creation of 17 unknown Factor axes with no Theme rows. Final coverage: Genre 0/1; Theme 0; Narrative 0/6=0.000 (<0.600); Tone 0/7=0.000 (<0.600). Unknown was not converted to zero and no numeric cell or quota-fill was added. Art is optional and is not a blocker.","Official selection/award + Rakuten representative product for 賢い犬リリエンタール (ISBN 9784088700045; Rakuten https://books.rakuten.co.jp/rb/6314788/)","https://www.mangataisho.com/archives/2011.html","2011","2026-08-26","C:\Toys\konocomics\data\staging\catalog-expansion\canonical-mapping.csv;C:\Toys\konocomics\data\staging\catalog-expansion\batches\batch-013\frozen-work-set.csv;Recheck direct official volume 1-3/entry-range text and two independent JP plus two Korean-community reviews, then rerun Factor/Theme adjudication and the promotion gate.","현명한 개 릴리엔탈 만화 리뷰 / 영리한 개 릴리엔탈","https://www.cmoa.jp/title/60816/;https://www.niwakajikomi.com/entry/rilienthal/kanso"
"12","work-3278e6baf1b041f07a47","プリプリちぃちゃん！！","SOURCE_INFORMATION_UNAVAILABLE","Terminal promotionBlocked: official + independent JP + Korean-title KR routes exhausted for this finite pass; batch-013 selection packet is identity/selection only (ev-single) and annotation-status notes require downstream creation of 17 unknown Factor axes with no Theme rows. Final coverage: Genre 0/1; Theme 0; Narrative 0/6=0.000 (<0.600); Tone 0/7=0.000 (<0.600). Unknown was not converted to zero and no numeric cell or quota-fill was added. Art is optional and is not a blocker.","Official selection/award + Rakuten representative product for プリプリちぃちゃん！！ (ISBN 9784091378934; Rakuten https://books.rakuten.co.jp/rb/13457321/)","https://shogakukan-comic.jp/shogakukan-mangasho-archives","2017","2026-08-26","C:\Toys\konocomics\data\staging\catalog-expansion\canonical-mapping.csv;C:\Toys\konocomics\data\staging\catalog-expansion\batches\batch-013\frozen-work-set.csv;Recheck direct official volume 1-3/entry-range text and two independent JP plus two Korean-community reviews, then rerun Factor/Theme adjudication and the promotion gate.","프리프리 치이짱 만화 리뷰 / 프리프리 치짱 일본 만화","https://bookmeter.com/search?keyword=%E3%83%97%E3%83%AA%E3%83%97%E3%83%AA%E3%81%A1%E3%81%83%E3%81%A1%E3%82%83%E3%82%93%EF%BC%81%EF%BC%81;https://reviewne.jp/contents?query=%E3%83%97%E3%83%AA%E3%83%97%E3%83%AA%E3%81%A1%E3%81%83%E3%81%A1%E3%82%83%E3%82%93%EF%BC%81%EF%BC%81"
"13","work-32f3406fd7c8f2043c70","みどりの山田君","SOURCE_INFORMATION_UNAVAILABLE","Terminal promotionBlocked: official + independent JP + Korean-title KR routes exhausted for this finite pass; batch-013 selection packet is identity/selection only (ev-single) and annotation-status notes require downstream creation of 17 unknown Factor axes with no Theme rows. Final coverage: Genre 0/1; Theme 0; Narrative 0/6=0.000 (<0.600); Tone 0/7=0.000 (<0.600). Unknown was not converted to zero and no numeric cell or quota-fill was added. Art is optional and is not a blocker.","Official selection/award + Rakuten representative product for みどりの山田君 (ISBN 9784088467764; Rakuten https://books.rakuten.co.jp/rb/11658493/)","https://www.mangataisho.com/archives/2013.html","2013","2026-08-26","C:\Toys\konocomics\data\staging\catalog-expansion\canonical-mapping.csv;C:\Toys\konocomics\data\staging\catalog-expansion\batches\batch-013\frozen-work-set.csv;Recheck direct official volume 1-3/entry-range text and two independent JP plus two Korean-community reviews, then rerun Factor/Theme adjudication and the promotion gate.","미도리의 야마다군 만화 리뷰 / 초록의 야마다군","https://bookmeter.com/search?keyword=%E3%81%BF%E3%81%A9%E3%82%8A%E3%81%AE%E5%B1%B1%E7%94%B0%E5%90%9B;https://reviewne.jp/contents?query=%E3%81%BF%E3%81%A9%E3%82%8A%E3%81%AE%E5%B1%B1%E7%94%B0%E5%90%9B"
"14","work-335e47351a159b8445a3","BLEACH","SOURCE_INFORMATION_UNAVAILABLE","Terminal promotionBlocked: official + independent JP + Korean-title KR routes exhausted for this finite pass; batch-013 selection packet is identity/selection only (ev-single) and annotation-status notes require downstream creation of 17 unknown Factor axes with no Theme rows. Final coverage: Genre 0/1; Theme 0; Narrative 0/6=0.000 (<0.600); Tone 0/7=0.000 (<0.600). Unknown was not converted to zero and no numeric cell or quota-fill was added. Art is optional and is not a blocker.","Official selection/award + Rakuten representative product for BLEACH (ISBN 9784088743158; Rakuten https://books.rakuten.co.jp/rb/4271934/)","https://shogakukan-comic.jp/shogakukan-mangasho-archives","2004","2026-08-26","C:\Toys\konocomics\data\staging\catalog-expansion\canonical-mapping.csv;C:\Toys\konocomics\data\staging\catalog-expansion\batches\batch-013\frozen-work-set.csv;Recheck direct official volume 1-3/entry-range text and two independent JP plus two Korean-community reviews, then rerun Factor/Theme adjudication and the promotion gate.","블리치 만화 리뷰 / 블리치 일본 만화","https://reviewne.jp/contents/338/ratings;https://mixi.jp/view_community.pl?id=327"
"15","work-33a859f6f205410851ee","アネモネは熱を帯びる","SOURCE_INFORMATION_UNAVAILABLE","Terminal promotionBlocked: official + independent JP + Korean-title KR routes exhausted for this finite pass; batch-013 selection packet is identity/selection only (ev-single) and annotation-status notes require downstream creation of 17 unknown Factor axes with no Theme rows. Final coverage: Genre 0/1; Theme 0; Narrative 0/6=0.000 (<0.600); Tone 0/7=0.000 (<0.600). Unknown was not converted to zero and no numeric cell or quota-fill was added. Art is optional and is not a blocker.","Official selection/award + Rakuten representative product for アネモネは熱を帯びる (ISBN 9784832272828; Rakuten https://books.rakuten.co.jp/rb/16700266/)","https://tsugimanga.jp/winner/2023/comics","2023-08-31","2026-08-26","C:\Toys\konocomics\data\staging\catalog-expansion\canonical-mapping.csv;C:\Toys\konocomics\data\staging\catalog-expansion\batches\batch-013\frozen-work-set.csv;Recheck direct official volume 1-3/entry-range text and two independent JP plus two Korean-community reviews, then rerun Factor/Theme adjudication and the promotion gate.","아네모네는 열을 띠고 만화 리뷰 / 아네모네 열을 머금고","https://www.cmoa.jp/title/customer_review/title_id/223625/;https://bookmeter.com/search?keyword=%E3%82%A2%E3%83%8D%E3%83%A2%E3%83%8D%E3%81%AF%E7%86%B1%E3%82%92%E5%B8%AF%E3%81%B3%E3%82%8B"
"16","work-33d51b4d87937d96d74e","セントールの悩み","SOURCE_INFORMATION_UNAVAILABLE","Terminal promotionBlocked: official + independent JP + Korean-title KR routes exhausted for this finite pass; batch-013 selection packet is identity/selection only (ev-single) and annotation-status notes require downstream creation of 17 unknown Factor axes with no Theme rows. Final coverage: Genre 0/1; Theme 0; Narrative 0/6=0.000 (<0.600); Tone 0/7=0.000 (<0.600). Unknown was not converted to zero and no numeric cell or quota-fill was added. Art is optional and is not a blocker.","Official selection/award + Rakuten representative product for セントールの悩み (ISBN 9784199502743; Rakuten https://books.rakuten.co.jp/rb/11421841/)","https://www.mangataisho.com/archives/2012.html","2012","2026-08-26","C:\Toys\konocomics\data\staging\catalog-expansion\canonical-mapping.csv;C:\Toys\konocomics\data\staging\catalog-expansion\batches\batch-013\frozen-work-set.csv;Recheck direct official volume 1-3/entry-range text and two independent JP plus two Korean-community reviews, then rerun Factor/Theme adjudication and the promotion gate.","켄타우로스의 고민 만화 리뷰 / 켄타우로스 고민 일본 만화","https://manba.co.jp/topics/50711;https://www.iiisibumi.com/entry/2017/07/09/112610"
"17","work-33e6270fa16cb43e8efb","おじょじょじょ","SOURCE_INFORMATION_UNAVAILABLE","Terminal promotionBlocked: official + independent JP + Korean-title KR routes exhausted for this finite pass; batch-013 selection packet is identity/selection only (ev-single) and annotation-status notes require downstream creation of 17 unknown Factor axes with no Theme rows. Final coverage: Genre 0/1; Theme 0; Narrative 0/6=0.000 (<0.600); Tone 0/7=0.000 (<0.600). Unknown was not converted to zero and no numeric cell or quota-fill was added. Art is optional and is not a blocker.","Official selection/award + Rakuten representative product for おじょじょじょ (ISBN 9784812484012; Rakuten https://books.rakuten.co.jp/rb/12417316/)","https://www.mangataisho.com/archives/2014.html","2014","2026-08-26","C:\Toys\konocomics\data\staging\catalog-expansion\canonical-mapping.csv;C:\Toys\konocomics\data\staging\catalog-expansion\batches\batch-013\frozen-work-set.csv;Recheck direct official volume 1-3/entry-range text and two independent JP plus two Korean-community reviews, then rerun Factor/Theme adjudication and the promotion gate.","오죠죠죠 만화 리뷰 / 오죠죠죠 일본 만화","https://bookmeter.com/search?keyword=%E3%81%8A%E3%81%98%E3%82%87%E3%81%98%E3%82%87%E3%81%98%E3%82%87;https://reviewne.jp/contents?query=%E3%81%8A%E3%81%98%E3%82%87%E3%81%98%E3%82%87%E3%81%98%E3%82%87"
"18","work-3419e3c5c5983389c6cf","明治緋色綺譚","SOURCE_INFORMATION_UNAVAILABLE","Terminal promotionBlocked: official + independent JP + Korean-title KR routes exhausted for this finite pass; batch-013 selection packet is identity/selection only (ev-single) and annotation-status notes require downstream creation of 17 unknown Factor axes with no Theme rows. Final coverage: Genre 0/1; Theme 0; Narrative 0/6=0.000 (<0.600); Tone 0/7=0.000 (<0.600). Unknown was not converted to zero and no numeric cell or quota-fill was added. Art is optional and is not a blocker.","Official selection/award + Rakuten representative product for 明治緋色綺譚 (ISBN 9784063803259; Rakuten https://books.rakuten.co.jp/rb/11321964/)","https://www.mangataisho.com/archives/2013.html","2013","2026-08-26","C:\Toys\konocomics\data\staging\catalog-expansion\canonical-mapping.csv;C:\Toys\konocomics\data\staging\catalog-expansion\batches\batch-013\frozen-work-set.csv;Recheck direct official volume 1-3/entry-range text and two independent JP plus two Korean-community reviews, then rerun Factor/Theme adjudication and the promotion gate.","메이지 히이로 기담 만화 리뷰 / 메이지 비색 기담","https://reviewne.jp/reviews/28691;https://www.cmoa.jp/title/53120/"
"19","work-34401c80177ff546bb51","フダンシズム","SOURCE_INFORMATION_UNAVAILABLE","Terminal promotionBlocked: official + independent JP + Korean-title KR routes exhausted for this finite pass; batch-013 selection packet is identity/selection only (ev-single) and annotation-status notes require downstream creation of 17 unknown Factor axes with no Theme rows. Final coverage: Genre 0/1; Theme 0; Narrative 0/6=0.000 (<0.600); Tone 0/7=0.000 (<0.600). Unknown was not converted to zero and no numeric cell or quota-fill was added. Art is optional and is not a blocker.","Official selection/award + Rakuten representative product for フダンシズム (ISBN 9784757522268; Rakuten https://books.rakuten.co.jp/rb/5360990/)","https://www.mangataisho.com/archives/2010.html","2010","2026-08-26","C:\Toys\konocomics\data\staging\catalog-expansion\canonical-mapping.csv;C:\Toys\konocomics\data\staging\catalog-expansion\batches\batch-013\frozen-work-set.csv;Recheck direct official volume 1-3/entry-range text and two independent JP plus two Korean-community reviews, then rerun Factor/Theme adjudication and the promotion gate.","후단시즘 만화 리뷰 / 후단시즘 일본 만화","https://bookmeter.com/search?keyword=%E3%83%95%E3%83%80%E3%83%B3%E3%82%B7%E3%82%BA%E3%83%A0;https://reviewne.jp/contents?query=%E3%83%95%E3%83%80%E3%83%B3%E3%82%B7%E3%82%BA%E3%83%A0"
"20","work-34be6790e38e455a3f49","ZUCCA×ZUCA","SOURCE_INFORMATION_UNAVAILABLE","Terminal promotionBlocked: official + independent JP + Korean-title KR routes exhausted for this finite pass; batch-013 selection packet is identity/selection only (ev-single) and annotation-status notes require downstream creation of 17 unknown Factor axes with no Theme rows. Final coverage: Genre 0/1; Theme 0; Narrative 0/6=0.000 (<0.600); Tone 0/7=0.000 (<0.600). Unknown was not converted to zero and no numeric cell or quota-fill was added. Art is optional and is not a blocker.","Official selection/award + Rakuten representative product for ZUCCA×ZUCA (ISBN 9784063760972; Rakuten https://books.rakuten.co.jp/rb/11238117/)","https://www.mangataisho.com/archives/2012.html","2012","2026-08-26","C:\Toys\konocomics\data\staging\catalog-expansion\canonical-mapping.csv;C:\Toys\konocomics\data\staging\catalog-expansion\batches\batch-013\frozen-work-set.csv;Recheck direct official volume 1-3/entry-range text and two independent JP plus two Korean-community reviews, then rerun Factor/Theme adjudication and the promotion gate.","주카×주카 만화 리뷰 / 즈카×즈카 일본 만화","https://www.cmoa.jp/title/customer_review/title_id/62722/;https://manba.co.jp/topics/14729"
"21","work-353df9f584c34ab01b56","メジロバナの咲く","SOURCE_INFORMATION_UNAVAILABLE","Terminal promotionBlocked: official + independent JP + Korean-title KR routes exhausted for this finite pass; batch-013 selection packet is identity/selection only (ev-single) and annotation-status notes require downstream creation of 17 unknown Factor axes with no Theme rows. Final coverage: Genre 0/1; Theme 0; Narrative 0/6=0.000 (<0.600); Tone 0/7=0.000 (<0.600). Unknown was not converted to zero and no numeric cell or quota-fill was added. Art is optional and is not a blocker.","Official selection/award + Rakuten representative product for メジロバナの咲く (ISBN 9784592711568; Rakuten https://books.rakuten.co.jp/rb/16005355/)","https://sugoiweb.jp/column/4894/","2019-12-20","2026-08-26","C:\Toys\konocomics\data\staging\catalog-expansion\canonical-mapping.csv;C:\Toys\konocomics\data\staging\catalog-expansion\batches\batch-013\frozen-work-set.csv;Recheck direct official volume 1-3/entry-range text and two independent JP plus two Korean-community reviews, then rerun Factor/Theme adjudication and the promotion gate.","메지로바나가 피는 만화 리뷰 / 메지로바나가 피는 일본 만화","https://www.cmoa.jp/title/182177/;https://gomashelf.com/mejirobananosaku-review/"
"22","work-354c8e69d8a281712b7d","ドミトリーともきんす","SOURCE_INFORMATION_UNAVAILABLE","Terminal promotionBlocked: official + independent JP + Korean-title KR routes exhausted for this finite pass; batch-013 selection packet is identity/selection only (ev-single) and annotation-status notes require downstream creation of 17 unknown Factor axes with no Theme rows. Final coverage: Genre 0/1; Theme 0; Narrative 0/6=0.000 (<0.600); Tone 0/7=0.000 (<0.600). Unknown was not converted to zero and no numeric cell or quota-fill was added. Art is optional and is not a blocker.","Official selection/award + Rakuten representative product for ドミトリーともきんす (ISBN 9784120046575; Rakuten https://books.rakuten.co.jp/rb/12873014/)","https://www.mangataisho.com/archives/2015.html","2015","2026-08-26","C:\Toys\konocomics\data\staging\catalog-expansion\canonical-mapping.csv;C:\Toys\konocomics\data\staging\catalog-expansion\batches\batch-013\frozen-work-set.csv;Recheck direct official volume 1-3/entry-range text and two independent JP plus two Korean-community reviews, then rerun Factor/Theme adjudication and the promotion gate.","도미토리 토모킨스 만화 리뷰 / 기숙사 토모킨스","https://ebookstore.sony.jp/review/title/00439726/id/BT000043972600100101/;https://www.yomiho.jp/science/domitoritomokinsu"
