id,title,titleKana,creators,publisher,demographic,status,firstPublishedYear,genres,factorScope,onboardingEligible,recommendationEligible,libraryOnly,metadataConfidence,groupingConfidence,sourceAgreement,annotationReviewMethod,annotationReviewedAt,annotationReviewReference,evidenceId
my-brothers-husband,弟の夫,オトウトノオット,田亀源五郎,双葉社,seinen,completed,2014,sliceOfLife,entry_1_3_volumes,false,false,true,0.98,0.99,0.96,unreviewed,,,ev-g2-fresh-b-bib-my-brothers-husband
our-dreams-at-dusk,しまなみ誰そ彼,シマナミタソガレ,鎌谷悠希,小学館,seinen,completed,2015,sliceOfLife,entry_1_3_volumes,false,false,true,0.99,0.99,0.98,unreviewed,,,ev-g2-fresh-b-bib-our-dreams-at-dusk
nina-the-starry-bride,星降る王国のニナ,ホシフルオウコクノニナ,リカチ,講談社,josei,ongoing,2019,fantasy;romance,entry_1_3_volumes,false,false,true,0.99,0.99,0.98,unreviewed,,,ev-g2-fresh-b-bib-nina-the-starry-bride
baby-steps,ベイビーステップ,ベイビーステップ,勝木光,講談社,shonen,completed,2007,sports,entry_1_3_volumes,false,false,true,0.99,0.99,0.98,unreviewed,,,ev-g2-fresh-b-bib-baby-steps
capeta,ｃａｐｅｔａ,カペタ,曽田正人,講談社,shonen,completed,2003,sports,entry_1_3_volumes,false,false,true,0.99,0.99,0.98,unreviewed,,,ev-g2-fresh-b-bib-capeta
yowamushi-pedal,弱虫ペダル,ヨワムシペダル,渡辺航,秋田書店,shonen,ongoing,2008,sports,entry_1_3_volumes,false,false,true,0.99,0.99,0.98,unreviewed,,,ev-g2-fresh-b-bib-yowamushi-pedal
moon-land,ムーンランド,ムーンランド,山岸菜,集英社,shonen,completed,2018,sports,entry_1_3_volumes,false,false,true,0.99,0.99,0.98,unreviewed,,,ev-g2-fresh-b-bib-moon-land
giant-killing,GIANT KILLING,ジャイアントキリング,ツジトモ;綱本将也,講談社,seinen,ongoing,2007,sports,entry_1_3_volumes,false,false,true,0.99,0.99,0.98,unreviewed,,,ev-g2-fresh-b-bib-giant-killing
dragon-head,ドラゴンヘッド,ドラゴンヘッド,望月峯太郎,講談社,seinen,completed,1994,mystery;horror,entry_1_3_volumes,false,false,true,0.99,0.99,0.98,unreviewed,,,ev-g2-fresh-b-bib-dragon-head
kasane,累,カサネ,松浦だるま,講談社,seinen,completed,2013,fantasy;mystery;horror,entry_1_3_volumes,false,false,true,0.99,0.99,0.98,unreviewed,,,ev-g2-fresh-b-bib-kasane
homunculus,ホムンクルス,ホムンクルス,山本英夫,小学館,seinen,completed,2003,fantasy;mystery;horror,entry_1_3_volumes,false,false,true,0.99,0.99,0.98,unreviewed,,,ev-g2-fresh-b-bib-homunculus
fort-of-apocalypse,アポカリプスの砦,アポカリプスノトリデ,イナベカズ;蔵石ユウ,講談社,shonen,completed,2011,action;horror,entry_1_3_volumes,false,false,true,0.99,0.99,0.98,unreviewed,,,ev-g2-fresh-b-bib-fort-of-apocalypse
a-brides-story,乙嫁語り,オトヨメガタリ,森薫,KADOKAWA,seinen,ongoing,2008,historical;sliceOfLife;romance,entry_1_3_volumes,false,false,true,0.99,0.99,0.98,unreviewed,,,ev-g2-fresh-b-bib-a-brides-story
isabella-bird-in-wonderland,ふしぎの国のバード,フシギノクニノバード,佐々大河,KADOKAWA,seinen,ongoing,2015,historical;sliceOfLife,entry_1_3_volumes,false,false,true,0.99,0.99,0.98,unreviewed,,,ev-g2-fresh-b-bib-isabella-bird-in-wonderland
arte,アルテ,アルテ,大久保圭,コアミックス,seinen,ongoing,2013,historical;sliceOfLife,entry_1_3_volumes,false,false,true,0.98,0.99,0.96,unreviewed,,,ev-g2-fresh-b-bib-arte
thermae-romae,テルマエ・ロマエ,テルマエロマエ,ヤマザキマリ,KADOKAWA,seinen,completed,2008,historical;scienceFiction;comedy,entry_1_3_volumes,false,false,true,0.99,0.99,0.98,unreviewed,,,ev-g2-fresh-b-bib-thermae-romae
knights-of-sidonia,シドニアの騎士,シドニアノキシ,弐瓶勉,講談社,seinen,completed,2009,action;scienceFiction;romance,entry_1_3_volumes,false,false,true,0.99,0.99,0.98,unreviewed,,,ev-g2-fresh-b-bib-knights-of-sidonia
saturn-apartments,土星マンション,ドセイマンション,岩岡ヒサエ,小学館,seinen,completed,2005,scienceFiction;sliceOfLife,entry_1_3_volumes,false,false,true,0.99,0.99,0.98,unreviewed,,,ev-g2-fresh-b-bib-saturn-apartments
origin,ORIGIN,オリジン,Boichi,講談社,seinen,completed,2016,action;scienceFiction;mystery,entry_1_3_volumes,false,false,true,0.99,0.99,0.98,unreviewed,,,ev-g2-fresh-b-bib-origin
accomplishments-of-the-dukes-daughter,公爵令嬢の嗜み,コウシャクレイジョウノタシナミ,梅宮スキ;澪亜;双葉はづき,KADOKAWA,seinen,completed,2015,fantasy;romance,entry_1_3_volumes,false,false,true,0.99,0.99,0.98,unreviewed,,,ev-g2-fresh-b-bib-accomplishments-of-the-dukes-daughter
the-heroic-legend-of-arslan,アルスラーン戦記,アルスラーンセンキ,荒川弘;田中芳樹,講談社,shonen,ongoing,2013,action;fantasy;historical,entry_1_3_volumes,false,false,true,0.99,0.99,0.98,unreviewed,,,ev-g2-fresh-b-bib-the-heroic-legend-of-arslan
