workId,axisId,state,value,confidence,authorityClass,sourceType,sourceUrl,edition,scopeMapping,pageOrTimeRefs,sampleCount,contexts,observation,limitation,reviewStatus
penguin-and-house,visualSoftness,known,3,0.88,publisherAuthorizedPlatform,manual,https://kodansha.us/series/penguin-and-house/,licensed English digital Volume 1; ISBN 9781636996851,Publisher-authorized licensed English Volume 1 maps to the corresponding Japanese standard Volume 1 within entry_1_3_volumes; lettering was excluded from density judgment.,reader page 7; reader page 6; reader page 11; reader page 10; reader page 13; reader page 12,6,bathroom and hallway chores; kitchen cooking; meal and return home,Round forms and clean lines lean soft without eliminating harder household geometry.,Six or more distinct licensed interior pages across at least two contexts were inspected; translated lettering was excluded from density; panel or human review remains pending.,modelObservedPendingPanel
penguin-and-house,motionImpact,known,2,0.84,publisherAuthorizedPlatform,manual,https://kodansha.us/series/penguin-and-house/,licensed English digital Volume 1; ISBN 9781636996851,Publisher-authorized licensed English Volume 1 maps to the corresponding Japanese standard Volume 1 within entry_1_3_volumes; lettering was excluded from density judgment.,reader pages 10-11,6,bathroom and hallway chores; kitchen cooking; meal and return home,Food preparation is shown as a continuous multi-panel sequence with ordinary motion marks.,A continuous action sequence was inspected; panel or human review remains pending.,modelObservedPendingPanel
sheetas-little-big-world,artRealism,known,2,0.88,publisherAuthorizedPlatform,manual,https://kodansha.us/series/sheetas-little-big-world/,licensed English digital Volume 1; ISBN 9798894787046,Publisher-authorized licensed English Volume 1 maps to the corresponding Japanese standard Volume 1 within entry_1_3_volumes; lettering was excluded from density judgment.,reader page 9; reader page 8; reader page 17; reader page 16; reader page 25; reader page 24,6,forest acorn gathering; log village panorama; night interior conversation,Stylized child figures retain conventional functional anatomy within a fantasy scale.,Six or more distinct licensed interior pages across at least two contexts were inspected; translated lettering was excluded from density; panel or human review remains pending.,modelObservedPendingPanel
sheetas-little-big-world,artDensity,known,4,0.95,publisherAuthorizedPlatform,manual,https://kodansha.us/series/sheetas-little-big-world/,licensed English digital Volume 1; ISBN 9798894787046,Publisher-authorized licensed English Volume 1 maps to the corresponding Japanese standard Volume 1 within entry_1_3_volumes; lettering was excluded from density judgment.,reader page 9; reader page 8; reader page 17; reader page 16; reader page 25; reader page 24,6,forest acorn gathering; log village panorama; night interior conversation,"Forest, log-village, foliage, and interior textures use dense linework and crosshatching.",Six or more distinct licensed interior pages across at least two contexts were inspected; translated lettering was excluded from density; panel or human review remains pending.,modelObservedPendingPanel
sheetas-little-big-world,visualSoftness,known,2,0.84,publisherAuthorizedPlatform,manual,https://kodansha.us/series/sheetas-little-big-world/,licensed English digital Volume 1; ISBN 9798894787046,Publisher-authorized licensed English Volume 1 maps to the corresponding Japanese standard Volume 1 within entry_1_3_volumes; lettering was excluded from density judgment.,reader page 9; reader page 8; reader page 17; reader page 16; reader page 25; reader page 24,6,forest acorn gathering; log village panorama; night interior conversation,Organic scenery is balanced by substantial hatching and firm contour lines.,Six or more distinct licensed interior pages across at least two contexts were inspected; translated lettering was excluded from density; panel or human review remains pending.,modelObservedPendingPanel
sheetas-little-big-world,motionImpact,unknown,,,publisherAuthorizedPlatform,manual,https://kodansha.us/series/sheetas-little-big-world/,licensed English digital Volume 1; ISBN 9798894787046,Publisher-authorized licensed English Volume 1 maps to the corresponding Japanese standard Volume 1 within entry_1_3_volumes; lettering was excluded from density judgment.,reader page 9; reader page 8; reader page 17; reader page 16; reader page 25; reader page 24,6,forest acorn gathering; log village panorama; night interior conversation,"No dynamic scene occurs in the inspected gathering, panorama, or dialogue sample.",The Volume 1 sample does not establish that the complete entry_1_3_volumes range lacks dynamic scenes; no 0-4 value is assigned.,modelObservedPendingPanel
fairy-tail,artRealism,known,2,0.90,publisherAuthorizedPlatform,manual,https://kodansha.us/series/fairy-tail/,licensed English digital Volume 1; ISBN 9781612624600,Publisher-authorized licensed English Volume 1 maps to the corresponding Japanese standard Volume 1 within entry_1_3_volumes; lettering was excluded from density judgment.,reader page 17; reader page 16; reader page 25; reader page 24; reader page 33; reader page 32,6,magic shop and city street; station and train; restaurant and inn,Conventional shonen stylization and functional anatomy recur across city and travel scenes.,Six or more distinct licensed interior pages across at least two contexts were inspected; translated lettering was excluded from density; panel or human review remains pending.,modelObservedPendingPanel
fairy-tail,artDensity,known,3,0.90,publisherAuthorizedPlatform,manual,https://kodansha.us/series/fairy-tail/,licensed English digital Volume 1; ISBN 9781612624600,Publisher-authorized licensed English Volume 1 maps to the corresponding Japanese standard Volume 1 within entry_1_3_volumes; lettering was excluded from density judgment.,reader page 17; reader page 16; reader page 25; reader page 24; reader page 33; reader page 32,6,magic shop and city street; station and train; restaurant and inn,"Detailed shops, streets, stations, and interiors produce above-balanced information density.",Six or more distinct licensed interior pages across at least two contexts were inspected; translated lettering was excluded from density; panel or human review remains pending.,modelObservedPendingPanel
fairy-tail,visualSoftness,known,2,0.86,publisherAuthorizedPlatform,manual,https://kodansha.us/series/fairy-tail/,licensed English digital Volume 1; ISBN 9781612624600,Publisher-authorized licensed English Volume 1 maps to the corresponding Japanese standard Volume 1 within entry_1_3_volumes; lettering was excluded from density judgment.,reader page 17; reader page 16; reader page 25; reader page 24; reader page 33; reader page 32,6,magic shop and city street; station and train; restaurant and inn,Rounded comedy faces and firmer action contours remain balanced.,Six or more distinct licensed interior pages across at least two contexts were inspected; translated lettering was excluded from density; panel or human review remains pending.,modelObservedPendingPanel
fairy-tail,motionImpact,unknown,,,publisherAuthorizedPlatform,manual,https://kodansha.us/series/fairy-tail/,licensed English digital Volume 1; ISBN 9781612624600,Publisher-authorized licensed English Volume 1 maps to the corresponding Japanese standard Volume 1 within entry_1_3_volumes; lettering was excluded from density judgment.,reader page 17; reader page 16; reader page 25; reader page 24; reader page 33; reader page 32,6,magic shop and city street; station and train; restaurant and inn,The cited sample shows gestures and reactions but not a representative continuous action sequence.,The cited sample does not expose a sufficiently representative continuous action sequence; no 0-4 value is assigned.,modelObservedPendingPanel
fire-force,artRealism,known,2,0.90,publisherAuthorizedPlatform,manual,https://kodansha.us/series/fire-force/,licensed English digital Volume 1; ISBN 9781682335116,Publisher-authorized licensed English Volume 1 maps to the corresponding Japanese standard Volume 1 within entry_1_3_volumes; lettering was excluded from density judgment.,reader page 17; reader page 16; reader page 25; reader page 24; reader page 33; reader page 32,6,train and platform; burning city; fire brigade interior and suppression,"Stylized but grounded anatomy is consistent across transit, city, and brigade scenes.",Six or more distinct licensed interior pages across at least two contexts were inspected; translated lettering was excluded from density; panel or human review remains pending.,modelObservedPendingPanel
fire-force,artDensity,known,3,0.94,publisherAuthorizedPlatform,manual,https://kodansha.us/series/fire-force/,licensed English digital Volume 1; ISBN 9781682335116,Publisher-authorized licensed English Volume 1 maps to the corresponding Japanese standard Volume 1 within entry_1_3_volumes; lettering was excluded from density judgment.,reader page 17; reader page 16; reader page 25; reader page 24; reader page 33; reader page 32,6,train and platform; burning city; fire brigade interior and suppression,"Machinery, city structures, fire, smoke, and effects create above-balanced density.",Six or more distinct licensed interior pages across at least two contexts were inspected; translated lettering was excluded from density; panel or human review remains pending.,modelObservedPendingPanel
fire-force,visualSoftness,known,1,0.90,publisherAuthorizedPlatform,manual,https://kodansha.us/series/fire-force/,licensed English digital Volume 1; ISBN 9781682335116,Publisher-authorized licensed English Volume 1 maps to the corresponding Japanese standard Volume 1 within entry_1_3_volumes; lettering was excluded from density judgment.,reader page 17; reader page 16; reader page 25; reader page 24; reader page 33; reader page 32,6,train and platform; burning city; fire brigade interior and suppression,"Angular anatomy, industrial forms, and high-contrast fire effects lean hard.",Six or more distinct licensed interior pages across at least two contexts were inspected; translated lettering was excluded from density; panel or human review remains pending.,modelObservedPendingPanel
fire-force,motionImpact,known,4,0.92,publisherAuthorizedPlatform,manual,https://kodansha.us/series/fire-force/,licensed English digital Volume 1; ISBN 9781682335116,Publisher-authorized licensed English Volume 1 maps to the corresponding Japanese standard Volume 1 within entry_1_3_volumes; lettering was excluded from density judgment.,reader pages 24-25,6,train and platform; burning city; fire brigade interior and suppression,"A continuous suppression and blast sequence uses heavy speed lines, fire effects, and displaced figures.",A continuous action sequence was inspected; panel or human review remains pending.,modelObservedPendingPanel
the-seven-deadly-sins,artRealism,known,2,0.86,publisherAuthorizedPlatform,manual,https://kodansha.us/series/the-seven-deadly-sins/,licensed English digital Volume 1; ISBN 9781612629223,Publisher-authorized licensed English Volume 1 maps to the corresponding Japanese standard Volume 1 within entry_1_3_volumes; lettering was excluded from density judgment.,reader page 9; reader page 8; reader page 17; reader page 16; reader page 25; reader page 24,6,forest tavern exterior and kitchen; tavern bar fight; meal and dialogue,Conventional fantasy-shonen anatomy is mixed with deliberate comic exaggeration.,Six or more distinct licensed interior pages across at least two contexts were inspected; translated lettering was excluded from density; panel or human review remains pending.,modelObservedPendingPanel
the-seven-deadly-sins,artDensity,known,3,0.94,publisherAuthorizedPlatform,manual,https://kodansha.us/series/the-seven-deadly-sins/,licensed English digital Volume 1; ISBN 9781612629223,Publisher-authorized licensed English Volume 1 maps to the corresponding Japanese standard Volume 1 within entry_1_3_volumes; lettering was excluded from density judgment.,reader page 9; reader page 8; reader page 17; reader page 16; reader page 25; reader page 24,6,forest tavern exterior and kitchen; tavern bar fight; meal and dialogue,"Tavern, forest, armor, props, and hatching create above-balanced density.",Six or more distinct licensed interior pages across at least two contexts were inspected; translated lettering was excluded from density; panel or human review remains pending.,modelObservedPendingPanel
the-seven-deadly-sins,visualSoftness,known,1,0.88,publisherAuthorizedPlatform,manual,https://kodansha.us/series/the-seven-deadly-sins/,licensed English digital Volume 1; ISBN 9781612629223,Publisher-authorized licensed English Volume 1 maps to the corresponding Japanese standard Volume 1 within entry_1_3_volumes; lettering was excluded from density judgment.,reader page 9; reader page 8; reader page 17; reader page 16; reader page 25; reader page 24,6,forest tavern exterior and kitchen; tavern bar fight; meal and dialogue,"Angular faces, armor, and forceful ink treatment lean hard.",Six or more distinct licensed interior pages across at least two contexts were inspected; translated lettering was excluded from density; panel or human review remains pending.,modelObservedPendingPanel
the-seven-deadly-sins,motionImpact,unknown,,,publisherAuthorizedPlatform,manual,https://kodansha.us/series/the-seven-deadly-sins/,licensed English digital Volume 1; ISBN 9781612629223,Publisher-authorized licensed English Volume 1 maps to the corresponding Japanese standard Volume 1 within entry_1_3_volumes; lettering was excluded from density judgment.,reader page 9; reader page 8; reader page 17; reader page 16; reader page 25; reader page 24,6,forest tavern exterior and kitchen; tavern bar fight; meal and dialogue,The cited pages include conflict poses but do not establish a sufficiently representative continuous sequence.,The cited sample does not expose a sufficiently representative continuous action sequence; no 0-4 value is assigned.,modelObservedPendingPanel
tokyo-revengers,artRealism,known,3,0.92,publisherAuthorizedPlatform,manual,https://kodansha.us/series/tokyo-revengers/,licensed English digital Volume 1; ISBN 9781642125153,Publisher-authorized licensed English Volume 1 maps to the corresponding Japanese standard Volume 1 within entry_1_3_volumes; lettering was excluded from density judgment.,reader page 17; reader page 16; reader page 25; reader page 24; reader page 33; reader page 32,6,Shibuya station friend group; park gang gathering; assault site and aftermath,"Faces, bodies, clothing, and urban settings are more grounded than ordinary stylized manga.",Six or more distinct licensed interior pages across at least two contexts were inspected; translated lettering was excluded from density; panel or human review remains pending.,modelObservedPendingPanel
tokyo-revengers,artDensity,known,2,0.88,publisherAuthorizedPlatform,manual,https://kodansha.us/series/tokyo-revengers/,licensed English digital Volume 1; ISBN 9781642125153,Publisher-authorized licensed English Volume 1 maps to the corresponding Japanese standard Volume 1 within entry_1_3_volumes; lettering was excluded from density judgment.,reader page 17; reader page 16; reader page 25; reader page 24; reader page 33; reader page 32,6,Shibuya station friend group; park gang gathering; assault site and aftermath,"Urban, park, and interior context is readable but balanced against close-ups and open space.",Six or more distinct licensed interior pages across at least two contexts were inspected; translated lettering was excluded from density; panel or human review remains pending.,modelObservedPendingPanel
tokyo-revengers,visualSoftness,known,1,0.90,publisherAuthorizedPlatform,manual,https://kodansha.us/series/tokyo-revengers/,licensed English digital Volume 1; ISBN 9781642125153,Publisher-authorized licensed English Volume 1 maps to the corresponding Japanese standard Volume 1 within entry_1_3_volumes; lettering was excluded from density judgment.,reader page 17; reader page 16; reader page 25; reader page 24; reader page 33; reader page 32,6,Shibuya station friend group; park gang gathering; assault site and aftermath,"Angular faces, hard shadows, and tense close-ups create a hard presentation.",Six or more distinct licensed interior pages across at least two contexts were inspected; translated lettering was excluded from density; panel or human review remains pending.,modelObservedPendingPanel
tokyo-revengers,motionImpact,unknown,,,publisherAuthorizedPlatform,manual,https://kodansha.us/series/tokyo-revengers/,licensed English digital Volume 1; ISBN 9781642125153,Publisher-authorized licensed English Volume 1 maps to the corresponding Japanese standard Volume 1 within entry_1_3_volumes; lettering was excluded from density judgment.,reader page 17; reader page 16; reader page 25; reader page 24; reader page 33; reader page 32,6,Shibuya station friend group; park gang gathering; assault site and aftermath,"The cited pages emphasize gathering, dialogue, and aftermath rather than a continuous action sequence.",The cited sample does not expose a sufficiently representative continuous action sequence; no 0-4 value is assigned.,modelObservedPendingPanel
