sourceId,sourceKind,organization,title,url,publishedAt,retrievedAt,listNature,registryStatus,snapshotUrl,snapshotSha256,originalItemCount,japaneseMangaItemCount,excludedWebtoonCount,excludedAdultCount,excludedNonJapaneseCount,excludedNonMangaCount,duplicateCount,canonicalMappingCount,unresolvedCount,notes
mangataisho-2013,award,マンガ大賞実行委員会,マンガ大賞2013,https://www.mangataisho.com/archives/2013.html,2013,2026-08-22,공식 大賞·二次ノミネート·一次選考 작품 목록,adjudicating,https://www.mangataisho.com/archives/2013.html,87d8f03b2d44ee8c1457fd0995ee0f95f1b78106c75364f3a69120b9fc3c7428,233,,0,0,0,0,53,176,57,공식 HTML 추출; 大賞 1건·二次ノミネート 10건·一次選考作品リスト 222건; hash 범위는 official year/url과 section/rank/rawText/title/creator/detailUrl; 원문 중복을 합치지 않고 모두 unresolved 유지.
mangataisho-2014,award,マンガ大賞実行委員会,マンガ大賞2014,https://www.mangataisho.com/archives/2014.html,2014,2026-08-22,공식 大賞·二次ノミネート·一次選考 작품 목록,adjudicating,https://www.mangataisho.com/archives/2014.html,67736b796ceff45b77463db1c5ae0f603a91ab4fc41cff9a54dab069aa759bab,223,,0,0,0,0,70,170,53,공식 HTML 추출; 大賞 1건·二次ノミネート 9건·一次選考作品リスト 213건; hash 범위는 official year/url과 section/rank/rawText/title/creator/detailUrl; 원문 중복을 합치지 않고 모두 unresolved 유지.
mangataisho-2015,award,マンガ大賞実行委員会,マンガ大賞2015,https://www.mangataisho.com/archives/2015.html,2015,2026-08-22,공식 大賞·二次ノミネート·一次選考 작품 목록,adjudicating,https://www.mangataisho.com/archives/2015.html,5bdc5d85c90418570d8d6acdb2661a2f4eff84768087d582422b77e35152fdf8,233,,0,0,0,0,76,173,60,공식 HTML 추출; 大賞 1건·二次ノミネート 13건·一次選考作品リスト 219건; hash 범위는 official year/url과 section/rank/rawText/title/creator/detailUrl; 원문 중복을 합치지 않고 모두 unresolved 유지.
mangataisho-2020,award,マンガ大賞実行委員会,マンガ大賞2020,https://www.mangataisho.com/archives/2020.html,2020,2026-08-22,공식 大賞·二次ノミネート·一次選考 작품 목록,adjudicating,https://www.mangataisho.com/archives/2020.html,b67dafdbb26be84614abfa879817c8a37947013099980f3f1894fa816a65407d,238,,0,0,0,0,11,12,226,공식 HTML 추출; 大賞 1건·二次ノミネート 11건·一次選考作品リスト 226건; hash 범위는 official year/url과 section/rank/rawText/title/creator/detailUrl; 원문 중복을 합치지 않고 모두 unresolved 유지.
mangataisho-2021,award,マンガ大賞実行委員会,マンガ大賞2021,https://www.mangataisho.com/archives/2021.html,2021,2026-08-22,공식 大賞·二次ノミネート·一次選考 작품 목록,adjudicating,https://www.mangataisho.com/archives/2021.html,5fba3fb368911118774bf4668693de9686a7623f6079aef92457e24ea6b0aec5,216,,0,0,0,0,9,9,207,공식 HTML 추출; 大賞 1건·二次ノミネート 9건·一次選考作品リスト 206건; hash 범위는 official year/url과 section/rank/rawText/title/creator/detailUrl; 원문 중복을 합치지 않고 모두 unresolved 유지.
mangataisho-2022,award,マンガ大賞実行委員会,マンガ大賞2022,https://www.mangataisho.com/archives/2022.html,2022,2026-08-22,공식 大賞·二次ノミネート·一次選考 작품 목록,adjudicating,https://www.mangataisho.com/archives/2022.html,5b972ae00ac9ae82bb192a271ff8c97394f48d42c7c4dc43f5889b619ecb1cef,233,,1,0,0,0,7,8,224,공식 HTML 추출; 大賞 1건·二次ノミネート 9건·一次選考作品リスト 223건; hash 범위는 official year/url과 section/rank/rawText/title/creator/detailUrl; 원문 중복을 합치지 않고 모두 unresolved 유지.
mangataisho-2023,award,マンガ大賞実行委員会,マンガ大賞2023,https://www.mangataisho.com/archives/2023.html,2023,2026-08-22,공식 大賞·二次ノミネート·一次選考 작품 목록,adjudicating,https://www.mangataisho.com/archives/2023.html,4c717469e8b9122981ac35d109130c91024412c9ee4ef273e80deafdd71c1100,242,,0,0,0,0,10,11,231,공식 HTML 추출; 大賞 1건·二次ノミネート 10건·一次選考作品リスト 231건; hash 범위는 official year/url과 section/rank/rawText/title/creator/detailUrl; 원문 중복을 합치지 않고 모두 unresolved 유지.
mangataisho-2024,award,マンガ大賞実行委員会,マンガ大賞2024,https://www.mangataisho.com/archives/2024.html,2024,2026-08-22,공식 大賞·二次ノミネート·一次選考 작품 목록,adjudicating,https://www.mangataisho.com/archives/2024.html,166b258e3071cd11f9e04125a3d1d4b663ee0ffdf1fe898530b4ef55979ba777,257,,1,0,0,0,8,9,247,공식 HTML 추출; 大賞 1건·二次ノミネート 9건·一次選考作品リスト 247건; hash 범위는 official year/url과 section/rank/rawText/title/creator/detailUrl; 원문 중복을 합치지 않고 모두 unresolved 유지.
mangataisho-2025,award,マンガ大賞実行委員会,マンガ大賞2025,https://www.mangataisho.com/archives/index.html,2025,2026-08-22,공식 大賞·二次ノミネート·一次選考 작품 목록,adjudicating,https://www.mangataisho.com/archives/index.html,64e7dcf6c53979bf9193ee75d27faa30fba4acdcb14ffa071c1317d5eb47aa52,238,,0,0,0,0,5,9,229,공식 HTML 추출; 大賞 1건·二次ノミネート 9건·一次選考作品リスト 228건; hash 범위는 official year/url과 section/rank/rawText/title/creator/detailUrl; 원문 중복을 합치지 않고 모두 unresolved 유지.
mangataisho-2026,award,マンガ大賞実行委員会,マンガ大賞2026,https://www.mangataisho.com/,2026,2026-08-22,공식 大賞·二次ノミネート·一次選考 작품 목록,adjudicating,https://www.mangataisho.com/,1212e6c4d02b0b7458d36dbe1096582cd6f123d655fa283e4fbb04b961cb6981,249,,0,0,0,0,4,10,239,공식 HTML 추출; 大賞 1건·二次ノミネート 11건·一次選考作品リスト 237건; hash 범위는 official year/url과 section/rank/rawText/title/creator/detailUrl; 원문 중복을 합치지 않고 모두 unresolved 유지.
nippan-bookseller-recommendations-2008,bookseller,日本出版販売「全国書店員が選んだおすすめコミック」,全国書店員が選んだおすすめコミック2008,https://hon-hikidashi.jp/event/104752/,2008,2026-08-22,공식 일반 부문 추천 결과,adjudicating,https://hon-hikidashi.jp/event/104752/,2a90d9837124d4462a5cadbbac78a04d8ffea219ea1e32a56841503a33dac7ad,4,,0,0,0,0,2,3,1,2026 공식 페이지의 역대 링크에서 발견한 일반 부문 결과만 수집; 공식 표에 순위가 없어 selected로 보존; 출판사 담당 별도 부문 제외; snapshot hash 범위는 2008 canonical extracted payload; 저자가 HTML에 없으면 추측하지 않고 빈 값으로 보존.
nippan-bookseller-recommendations-2010,bookseller,日本出版販売「全国書店員が選んだおすすめコミック」,全国書店員が選んだおすすめコミック2010,https://hon-hikidashi.jp/event/104773/,2010,2026-08-22,공식 일반 부문 추천 결과,adjudicating,https://hon-hikidashi.jp/event/104773/,0737a41a49250ecc701011d1bd793fe1688e704ff6788408068472c82c3a3c9a,15,,0,0,0,0,10,14,1,2026 공식 페이지의 역대 링크에서 발견한 일반 부문 결과만 수집; 공식 순위를 보존; 출판사 담당 별도 부문 제외; snapshot hash 범위는 2010 canonical extracted payload; 저자가 HTML에 없으면 추측하지 않고 빈 값으로 보존.
nippan-bookseller-recommendations-2011,bookseller,日本出版販売「全国書店員が選んだおすすめコミック」,全国書店員が選んだおすすめコミック2011,https://hon-hikidashi.jp/event/105000/,2011,2026-08-22,공식 일반 부문 추천 결과,adjudicating,https://hon-hikidashi.jp/event/105000/,1fffdf160b271653fd2cf610a16ec87cf6fa6897d252febb7a4037825795b641,15,,0,0,0,0,11,13,2,2026 공식 페이지의 역대 링크에서 발견한 일반 부문 결과만 수집; 공식 순위를 보존; 출판사 담당 별도 부문 제외; snapshot hash 범위는 2011 canonical extracted payload; 저자가 HTML에 없으면 추측하지 않고 빈 값으로 보존.
nippan-bookseller-recommendations-2012,bookseller,日本出版販売「全国書店員が選んだおすすめコミック」,全国書店員が選んだおすすめコミック2012,https://hon-hikidashi.jp/event/105008/,2012,2026-08-22,공식 일반 부문 추천 결과,adjudicating,https://hon-hikidashi.jp/event/105008/,ab557a7b8060b4733abe65afe70f20a618bf7d29b854299323490938c9eede33,15,,0,0,0,0,11,14,1,2026 공식 페이지의 역대 링크에서 발견한 일반 부문 결과만 수집; 공식 순위를 보존; 출판사 담당 별도 부문 제외; snapshot hash 범위는 2012 canonical extracted payload; 저자가 HTML에 없으면 추측하지 않고 빈 값으로 보존.
nippan-bookseller-recommendations-2013,bookseller,日本出版販売「全国書店員が選んだおすすめコミック」,全国書店員が選んだおすすめコミック2013,https://www.honyaclub.com/shop/pages/osusume.aspx,2013,2026-08-22,공식 일반 부문 추천 결과,adjudicating,https://www.honyaclub.com/shop/pages/osusume.aspx,b067f0ec0ee96e00fc737c5687b009ea23d2990b1aa3feeb144d18a01aa422b9,15,,0,0,0,0,7,12,3,2026 공식 페이지의 역대 링크에서 발견한 일반 부문 결과만 수집; 공식 순위를 보존; 출판사 담당 별도 부문 제외; snapshot hash 범위는 2013 canonical extracted payload; 저자가 HTML에 없으면 추측하지 않고 빈 값으로 보존.
nippan-bookseller-recommendations-2014,bookseller,日本出版販売「全国書店員が選んだおすすめコミック」,全国書店員が選んだおすすめコミック2014,https://www.honyaclub.com/shop/pages/osusume_comic2014.aspx?affiliate=osusumec14,2014,2026-08-22,공식 일반 부문 추천 결과,adjudicating,https://www.honyaclub.com/shop/pages/osusume_comic2014.aspx?affiliate=osusumec14,b7f321101bbbf71edc08a638b7d3a5fdb3ead15c263d35caa9a2df003a0eee6e,15,,0,0,0,0,7,8,7,2026 공식 페이지의 역대 링크에서 발견한 일반 부문 결과만 수집; 공식 순위를 보존; 출판사 담당 별도 부문 제외; snapshot hash 범위는 2014 canonical extracted payload; 저자가 HTML에 없으면 추측하지 않고 빈 값으로 보존.
nippan-bookseller-recommendations-2015,bookseller,日本出版販売「全国書店員が選んだおすすめコミック」,全国書店員が選んだおすすめコミック2015,https://www.honyaclub.com/shop/pages/osusume_comic2015.aspx?affiliate=osusumec,2015,2026-08-22,공식 일반 부문 추천 결과,adjudicating,https://www.honyaclub.com/shop/pages/osusume_comic2015.aspx?affiliate=osusumec,3d3eb43fd7709dd0c7e1930f0571a8e3b5ba1fa898b43b9f2a995e63692944c8,15,,1,0,0,0,7,11,3,2026 공식 페이지의 역대 링크에서 발견한 일반 부문 결과만 수집; 공식 순위를 보존; 출판사 담당 별도 부문 제외; snapshot hash 범위는 2015 canonical extracted payload; 저자가 HTML에 없으면 추측하지 않고 빈 값으로 보존.
nippan-bookseller-recommendations-2016,bookseller,日本出版販売「全国書店員が選んだおすすめコミック」,全国書店員が選んだおすすめコミック2016,https://www.honyaclub.com/shop/pages/osusumecomic2016.aspx?affiliate=osusumec16,2016,2026-08-22,공식 일반 부문 추천 결과,adjudicating,https://www.honyaclub.com/shop/pages/osusumecomic2016.aspx?affiliate=osusumec16,6472a9c053c5dc7ce69f7cb29163b7cb56483ce77fb2303e21a9ee49ebb82c18,15,,0,0,0,0,11,13,2,2026 공식 페이지의 역대 링크에서 발견한 일반 부문 결과만 수집; 공식 순위를 보존; 출판사 담당 별도 부문 제외; snapshot hash 범위는 2016 canonical extracted payload; 저자가 HTML에 없으면 추측하지 않고 빈 값으로 보존.
nippan-bookseller-recommendations-2017,bookseller,日本出版販売「全国書店員が選んだおすすめコミック」,全国書店員が選んだおすすめコミック2017,https://www.honyaclub.com/shop/pages/osusumecomic2017.aspx?affiliate=osusumec17,2017,2026-08-22,공식 일반 부문 추천 결과,adjudicating,https://www.honyaclub.com/shop/pages/osusumecomic2017.aspx?affiliate=osusumec17,9ed3b3628f3ea5fbf5313f599973b0501e99d7a6985aa874417c9e4bbe3d8711,15,,0,0,0,0,5,10,5,2026 공식 페이지의 역대 링크에서 발견한 일반 부문 결과만 수집; 공식 순위를 보존; 출판사 담당 별도 부문 제외; snapshot hash 범위는 2017 canonical extracted payload; 저자가 HTML에 없으면 추측하지 않고 빈 값으로 보존.
nippan-bookseller-recommendations-2018,bookseller,日本出版販売「全国書店員が選んだおすすめコミック」,全国書店員が選んだおすすめコミック2018,https://www.honyaclub.com/shop/pages/osusumecomic2018.aspx?affiliate=osusumec18,2018,2026-08-22,공식 일반 부문 추천 결과,adjudicating,https://www.honyaclub.com/shop/pages/osusumecomic2018.aspx?affiliate=osusumec18,5be25b7a99987fe404be3249011b4681c9bd6dcc333b69e23c80a6b70fe8fd3e,15,,0,0,0,0,6,14,1,2026 공식 페이지의 역대 링크에서 발견한 일반 부문 결과만 수집; 공식 순위를 보존; 출판사 담당 별도 부문 제외; snapshot hash 범위는 2018 canonical extracted payload; 저자가 HTML에 없으면 추측하지 않고 빈 값으로 보존.
nippan-bookseller-recommendations-2019,bookseller,日本出版販売「全国書店員が選んだおすすめコミック」,全国書店員が選んだおすすめコミック2019,https://www.honyaclub.com/shop/pages/osusumecomic2019.aspx,2019,2026-08-22,공식 일반 부문 추천 결과,adjudicating,https://www.honyaclub.com/shop/pages/osusumecomic2019.aspx,7ce13e58446f4a904d5697876ca202d7639084e66af50eb8bb7200c44d2a1667,15,,0,0,0,0,5,9,6,2026 공식 페이지의 역대 링크에서 발견한 일반 부문 결과만 수집; 공식 순위를 보존; 출판사 담당 별도 부문 제외; snapshot hash 범위는 2019 canonical extracted payload; 저자가 HTML에 없으면 추측하지 않고 빈 값으로 보존.
nippan-bookseller-recommendations-2020,bookseller,日本出版販売「全国書店員が選んだおすすめコミック」,全国書店員が選んだおすすめコミック2020,https://hon-hikidashi.jp/event/105418/,2020,2026-08-22,공식 일반 부문 추천 결과,adjudicating,https://hon-hikidashi.jp/event/105418/,9b4c1bfc2f17c2d9d0b482b2bfb74bba7fad3e5c29a21ca7f52fb7633e00eba0,15,,0,0,0,0,10,14,1,2026 공식 페이지의 역대 링크에서 발견한 일반 부문 결과만 수집; 공식 순위를 보존; 출판사 담당 별도 부문 제외; snapshot hash 범위는 2020 canonical extracted payload; 저자가 HTML에 없으면 추측하지 않고 빈 값으로 보존.
nippan-bookseller-recommendations-2021,bookseller,日本出版販売「全国書店員が選んだおすすめコミック」,全国書店員が選んだおすすめコミック2021,https://hon-hikidashi.jp/event/105449/,2021,2026-08-22,공식 일반 부문 추천 결과,adjudicating,https://hon-hikidashi.jp/event/105449/,3aca739be58d9b71d9522294249afbca547e8ec211bdaedf17b1c740562f01f9,15,,0,0,0,0,9,10,5,2026 공식 페이지의 역대 링크에서 발견한 일반 부문 결과만 수집; 공식 순위를 보존; 출판사 담당 별도 부문 제외; snapshot hash 범위는 2021 canonical extracted payload; 저자가 HTML에 없으면 추측하지 않고 빈 값으로 보존.
nippan-bookseller-recommendations-2024,bookseller,日本出版販売「全国書店員が選んだおすすめコミック」,全国書店員が選んだおすすめコミック2024,https://hon-hikidashi.jp/event/28229/,2024,2026-08-22,공식 일반 부문 추천 결과,adjudicating,https://hon-hikidashi.jp/event/28229/,351efccb6bc3a6285f8a0a821a7af85ad322bcbe4930d5b49926ce1b5c713773,15,,1,0,0,0,5,7,7,2026 공식 페이지의 역대 링크에서 발견한 일반 부문 결과만 수집; 공식 순위를 보존; 출판사 담당 별도 부문 제외; snapshot hash 범위는 2024 canonical extracted payload; 저자가 HTML에 없으면 추측하지 않고 빈 값으로 보존.
nippan-bookseller-recommendations-2025,bookseller,日本出版販売「全国書店員が選んだおすすめコミック」,全国書店員が選んだおすすめコミック2025,https://hon-hikidashi.jp/event/51345/,2025,2026-08-22,공식 일반 부문 추천 결과,adjudicating,https://hon-hikidashi.jp/event/51345/,9afaaf48cea1f42ae09d1c56d27d41d425e817c7b8595f42ad96be368fbec64a,15,,0,0,0,0,10,12,3,2026 공식 페이지의 역대 링크에서 발견한 일반 부문 결과만 수집; 공식 순위를 보존; 출판사 담당 별도 부문 제외; snapshot hash 범위는 2025 canonical extracted payload; 저자가 HTML에 없으면 추측하지 않고 빈 값으로 보존.
nippan-bookseller-recommendations-2026,bookseller,日本出版販売「全国書店員が選んだおすすめコミック」,全国書店員が選んだおすすめコミック2026,https://hon-hikidashi.jp/news/107527/,2026,2026-08-22,공식 일반 부문 추천 결과,adjudicating,https://hon-hikidashi.jp/event/95563/,ab9d4cc620e610ed5346f839b3b15fcbccbb5e12c7b6493963b352ca11690239,15,,0,0,0,0,6,12,3,2026 공식 페이지의 역대 링크에서 발견한 일반 부문 결과만 수집; 공식 순위를 보존; 출판사 담당 별도 부문 제외; snapshot hash 범위는 2026 canonical extracted payload; 저자가 HTML에 없으면 추측하지 않고 빈 값으로 보존.
shogakukan-manga-award-61,award,小学館「小学館漫画賞」,第61回 小学館漫画賞受賞作品,https://shogakukan-comic.jp/shogakukan-mangasho-archives,2015,2026-08-22,공식 수상 기록,adjudicating,https://shogakukan-comic.jp/shogakukan-mangasho-archives,bc0f54ca38042a2c801edfcc35c353e64fa084254771066a3c20b7443ce07588,5,,0,0,0,0,3,4,1,공식 역대 수상 HTML의 회차별 li를 문서 순서대로 보존; snapshot hash 범위는 제1~70회 전체 canonical extracted payload; 비작품 특별상과 該当者なし도 unresolved raw로 보존.
shogakukan-manga-award-63,award,小学館「小学館漫画賞」,第63回 小学館漫画賞受賞作品,https://shogakukan-comic.jp/shogakukan-mangasho-archives,2017,2026-08-22,공식 수상 기록,adjudicating,https://shogakukan-comic.jp/shogakukan-mangasho-archives,bc0f54ca38042a2c801edfcc35c353e64fa084254771066a3c20b7443ce07588,5,,0,0,0,0,3,5,0,공식 역대 수상 HTML의 회차별 li를 문서 순서대로 보존; snapshot hash 범위는 제1~70회 전체 canonical extracted payload; 비작품 특별상과 該当者なし도 unresolved raw로 보존.
tsugimanga-2015-comics,award,KADOKAWA「次にくるマンガ大賞」,次にくるマンガ大賞 2015 コミックス部門,https://tsugimanga.jp/winner/2015/comics,2015-02-06,2026-08-22,공식 후보·최종 순위,adjudicating,https://tsugimanga.jp/winner/2015/comics,c5f5e8e269bb0094df99134bcddc60652039aff6cf5ffc057b3c6bcb1c233322,50,,1,0,0,0,0,42,7,공식 __NEXT_DATA__ 추출; hash 범위는 details와 id/title/author/rank/point/award; Web 부문도 형식 판정 전에는 unresolved 유지.
tsugimanga-2016-comics,award,KADOKAWA「次にくるマンガ大賞」,次にくるマンガ大賞 2016 コミックス部門,https://tsugimanga.jp/winner/2016/comics,2016-02-04,2026-08-22,공식 후보·최종 순위,adjudicating,https://tsugimanga.jp/winner/2016/comics,497ad254e79ba11d1fe5dd72534b0136842056c03f9e0f0cdd8ad2a2e144dd81,50,,0,0,0,0,5,39,11,공식 __NEXT_DATA__ 추출; hash 범위는 details와 id/title/author/rank/point/award; Web 부문도 형식 판정 전에는 unresolved 유지.
tsugimanga-2017-comics,award,KADOKAWA「次にくるマンガ大賞」,次にくるマンガ大賞 2017 コミックス部門,https://tsugimanga.jp/winner/2017/comics,2017-08-23,2026-08-22,공식 후보·최종 순위,adjudicating,https://tsugimanga.jp/winner/2017/comics,a0129c3b70f9a6c9c88b675ef51fa9ab746e3a33a80d0a2414dd74b016c547c0,50,,0,0,0,0,0,48,2,공식 __NEXT_DATA__ 추출; hash 범위는 details와 id/title/author/rank/point/award; Web 부문도 형식 판정 전에는 unresolved 유지.
tsugimanga-2018-comics,award,KADOKAWA「次にくるマンガ大賞」,次にくるマンガ大賞 2018 コミックス部門,https://tsugimanga.jp/winner/2018/comics,2018-08-23,2026-08-22,공식 후보·최종 순위,adjudicating,https://tsugimanga.jp/winner/2018/comics,1a46d683127cea6a486f7db82b805e30ed4f826140ab04b0fd3ea02fabc58239,50,,0,0,0,0,5,47,3,공식 __NEXT_DATA__ 추출; hash 범위는 details와 id/title/author/rank/point/award; Web 부문도 형식 판정 전에는 unresolved 유지.
tsugimanga-2020-comics,award,KADOKAWA「次にくるマンガ大賞」,次にくるマンガ大賞 2020 コミックス部門,https://tsugimanga.jp/winner/2020/comics,2020-08-19,2026-08-22,공식 후보·최종 순위,adjudicating,https://tsugimanga.jp/winner/2020/comics,3972e139b2daf07b3eaf88ea36520d925478ccd58d26ec1d8f205faf9d972b1e,50,,0,0,0,0,4,47,3,공식 __NEXT_DATA__ 추출; hash 범위는 details와 id/title/author/rank/point/award; Web 부문도 형식 판정 전에는 unresolved 유지.
tsugimanga-2021-comics,award,KADOKAWA「次にくるマンガ大賞」,次にくるマンガ大賞 2021 コミックス部門,https://tsugimanga.jp/winner/2021/comics,2021-08-24,2026-08-22,공식 후보·최종 순위,adjudicating,https://tsugimanga.jp/winner/2021/comics,7128cdbe28966d76f5dcf1b1c7c2892dc43f42e0cb82cf954612bfad9b44e137,40,,0,0,0,0,6,35,5,공식 __NEXT_DATA__ 추출; hash 범위는 details와 id/title/author/rank/point/award; Web 부문도 형식 판정 전에는 unresolved 유지.
tsugimanga-2023-comics,award,KADOKAWA「次にくるマンガ大賞」,次にくるマンガ大賞 2023 コミックス部門,https://tsugimanga.jp/winner/2023/comics,2023-08-31,2026-08-22,공식 후보·최종 순위,adjudicating,https://tsugimanga.jp/winner/2023/comics,8ee40595744ed029839f058ba668dd4cc8d7af5113031c4621884dbbbfe79eaf,40,,0,0,0,0,12,37,3,공식 __NEXT_DATA__ 추출; hash 범위는 details와 id/title/author/rank/point/award; Web 부문도 형식 판정 전에는 unresolved 유지.
tsugimanga-2024-comics,award,KADOKAWA「次にくるマンガ大賞」,次にくるマンガ大賞 2024 コミックス部門,https://tsugimanga.jp/winner/2024/comics,2024-08-28,2026-08-22,공식 후보·최종 순위,adjudicating,https://tsugimanga.jp/winner/2024/comics,51397a5e7338e823d3aa003aefb7e6cbb255b0044ab37de48cc7294b1c95eb9e,40,,0,0,0,0,5,37,3,공식 __NEXT_DATA__ 추출; hash 범위는 details와 id/title/author/rank/point/award; Web 부문도 형식 판정 전에는 unresolved 유지.
tsugimanga-2025-comics,award,KADOKAWA「次にくるマンガ大賞」,次にくるマンガ大賞 2025 コミックス部門,https://tsugimanga.jp/winner/2025/comics,2025-09-18,2026-08-22,공식 후보·최종 순위,adjudicating,https://tsugimanga.jp/winner/2025/comics,d42c3febebed1e69a1317ee8b26fff29854aa39459be56fc7a9882c4f4b9cf7e,40,,0,0,0,0,11,39,1,공식 __NEXT_DATA__ 추출; hash 범위는 details와 id/title/author/rank/point/award; Web 부문도 형식 판정 전에는 unresolved 유지.
