mappingId,sourceItemId,candidateId,workId,mappingType,canonicalTitleJa,confidence,evidenceName,evidenceUrl,evidencePublishedAt,retrievedAt,notes
mapping-c557b84e22cc60e1a8c2,nippan-bookseller-recommendations-2025-010,candidate-025c8ab93483a39c9330,work-025c8ab93483a39c9330,duplicate,ホストと社畜,1,日本出版販売「全国書店員が選んだおすすめコミック」 official selection + Rakuten Books exact product match,https://hon-hikidashi.jp/event/51345/,2025,2026-08-22,sourceOfficialUrl=https://hon-hikidashi.jp/event/51345/; rakutenProductUrl=https://books.rakuten.co.jp/rb/17888858/; normalizedTitle=ほすとと社畜; matchedRakutenAuthor=河尻みつる; isbn=9784575860016.
mapping-9229ccbb00c26c177ac4,mangataisho-2015-134,candidate-132ce7172750a3b1fa53,work-132ce7172750a3b1fa53,duplicate,ヒナまつり,1,マンガ大賞実行委員会 official selection + Rakuten Books exact product match,https://www.mangataisho.com/archives/2015.html,2015,2026-08-22,sourceOfficialUrl=https://www.mangataisho.com/archives/2015.html; rakutenProductUrl=https://books.rakuten.co.jp/rb/11229227/; normalizedTitle=ひなまつり; matchedRakutenAuthor=大武政夫; isbn=9784047273818.
mapping-2172cd04e5198c833b5d,mangataisho-2008-096,candidate-15dba4fdb46308ab45d7,work-15dba4fdb46308ab45d7,included,駅から5分,1,マンガ大賞実行委員会 official selection + Rakuten Books exact product match,https://www.mangataisho.com/archives/2008.html,2008,2026-08-22,sourceOfficialUrl=https://www.mangataisho.com/archives/2008.html; rakutenProductUrl=https://books.rakuten.co.jp/rb/4969576/; normalizedTitle=駅から5分; matchedRakutenAuthor=くらもちふさこ; isbn=9784088654393.
mapping-888b98944953f60be976,mangataisho-2009-115,candidate-15dba4fdb46308ab45d7,work-15dba4fdb46308ab45d7,duplicate,駅から5分,1,マンガ大賞実行委員会 official selection + Rakuten Books exact product match,https://www.mangataisho.com/archives/2009.html,2009,2026-08-22,sourceOfficialUrl=https://www.mangataisho.com/archives/2009.html; rakutenProductUrl=https://books.rakuten.co.jp/rb/4969576/; normalizedTitle=駅から5分; matchedRakutenAuthor=くらもちふさこ; isbn=9784088654393.
mapping-1f1777c95c80f6d3eb1d,mangataisho-2010-068,candidate-15dba4fdb46308ab45d7,work-15dba4fdb46308ab45d7,duplicate,駅から5分,1,マンガ大賞実行委員会 official selection + Rakuten Books exact product match,https://www.mangataisho.com/archives/2010.html,2010,2026-08-22,sourceOfficialUrl=https://www.mangataisho.com/archives/2010.html; rakutenProductUrl=https://books.rakuten.co.jp/rb/4969576/; normalizedTitle=駅から5分; matchedRakutenAuthor=くらもちふさこ; isbn=9784088654393.
mapping-e806a5e06c0a0f0a4f0d,mangataisho-2011-158,candidate-188ba092c6195603bb3f,work-188ba092c6195603bb3f,included,つらつらわらじ,1,マンガ大賞実行委員会 official selection + Rakuten Books exact product match,https://www.mangataisho.com/archives/2011.html,2011,2026-08-22,sourceOfficialUrl=https://www.mangataisho.com/archives/2011.html; rakutenProductUrl=https://books.rakuten.co.jp/rb/6707522/; normalizedTitle=つらつらわらじ; matchedRakutenAuthor=オノ・ナツメ; isbn=9784063729443.
mapping-bf404b93671809f74713,mangataisho-2013-216,candidate-188ba092c6195603bb3f,work-188ba092c6195603bb3f,duplicate,つらつらわらじ,1,マンガ大賞実行委員会 official selection + Rakuten Books exact product match,https://www.mangataisho.com/archives/2013.html,2013,2026-08-22,sourceOfficialUrl=https://www.mangataisho.com/archives/2013.html; rakutenProductUrl=https://books.rakuten.co.jp/rb/6707522/; normalizedTitle=つらつらわらじ; matchedRakutenAuthor=オノ・ナツメ; isbn=9784063729443.
mapping-798166f0cb0818bc13f9,mangataisho-2014-114,candidate-188ba092c6195603bb3f,work-188ba092c6195603bb3f,duplicate,つらつらわらじ,1,マンガ大賞実行委員会 official selection + Rakuten Books exact product match,https://www.mangataisho.com/archives/2014.html,2014,2026-08-22,sourceOfficialUrl=https://www.mangataisho.com/archives/2014.html; rakutenProductUrl=https://books.rakuten.co.jp/rb/6707522/; normalizedTitle=つらつらわらじ; matchedRakutenAuthor=オノ・ナツメ; isbn=9784063729443.
mapping-983680b891fc8a98eb7f,mangataisho-2011-131,candidate-19c2017b33c07f48634e,work-19c2017b33c07f48634e,included,ふうらい姉妹,1,マンガ大賞実行委員会 official selection + Rakuten Books exact product match,https://www.mangataisho.com/archives/2011.html,2011,2026-08-22,sourceOfficialUrl=https://www.mangataisho.com/archives/2011.html; rakutenProductUrl=https://books.rakuten.co.jp/rb/6796833/; normalizedTitle=ふうらい姉妹; matchedRakutenAuthor=長崎　ライチ; isbn=9784047268685.
mapping-5df2e6a2126fc62d58d4,mangataisho-2012-051,candidate-19c2017b33c07f48634e,work-19c2017b33c07f48634e,duplicate,ふうらい姉妹,1,マンガ大賞実行委員会 official selection + Rakuten Books exact product match,https://www.mangataisho.com/archives/2012.html,2012,2026-08-22,sourceOfficialUrl=https://www.mangataisho.com/archives/2012.html; rakutenProductUrl=https://books.rakuten.co.jp/rb/6796833/; normalizedTitle=ふうらい姉妹; matchedRakutenAuthor=長崎　ライチ; isbn=9784047268685.
mapping-da188d70750faa955eb0,mangataisho-2013-060,candidate-19c2017b33c07f48634e,work-19c2017b33c07f48634e,duplicate,ふうらい姉妹,1,マンガ大賞実行委員会 official selection + Rakuten Books exact product match,https://www.mangataisho.com/archives/2013.html,2013,2026-08-22,sourceOfficialUrl=https://www.mangataisho.com/archives/2013.html; rakutenProductUrl=https://books.rakuten.co.jp/rb/6796833/; normalizedTitle=ふうらい姉妹; matchedRakutenAuthor=長崎　ライチ; isbn=9784047268685.
mapping-2d042c4a344d49cda40d,mangataisho-2008-102,candidate-1a6ad6771865b43c8516,work-1a6ad6771865b43c8516,included,それでも町は廻っている,1,マンガ大賞実行委員会 official selection + Rakuten Books exact product match,https://www.mangataisho.com/archives/2008.html,2008,2026-08-22,sourceOfficialUrl=https://www.mangataisho.com/archives/2008.html; rakutenProductUrl=https://books.rakuten.co.jp/rb/3701295/; normalizedTitle=それでも町は廻っている; matchedRakutenAuthor=石黒正数; isbn=9784785926045.
mapping-5b9abac38940b4dfdb67,mangataisho-2009-157,candidate-1a6ad6771865b43c8516,work-1a6ad6771865b43c8516,duplicate,それでも町は廻っている,1,マンガ大賞実行委員会 official selection + Rakuten Books exact product match,https://www.mangataisho.com/archives/2009.html,2009,2026-08-22,sourceOfficialUrl=https://www.mangataisho.com/archives/2009.html; rakutenProductUrl=https://books.rakuten.co.jp/rb/3701295/; normalizedTitle=それでも町は廻っている; matchedRakutenAuthor=石黒正数; isbn=9784785926045.
mapping-adf8e974ed7fec6aa877,mangataisho-2010-130,candidate-1a6ad6771865b43c8516,work-1a6ad6771865b43c8516,duplicate,それでも町は廻っている,1,マンガ大賞実行委員会 official selection + Rakuten Books exact product match,https://www.mangataisho.com/archives/2010.html,2010,2026-08-22,sourceOfficialUrl=https://www.mangataisho.com/archives/2010.html; rakutenProductUrl=https://books.rakuten.co.jp/rb/3701295/; normalizedTitle=それでも町は廻っている; matchedRakutenAuthor=石黒正数; isbn=9784785926045.
mapping-6d782c143375fdfbcb80,mangataisho-2011-029,candidate-1cdc6c5cca7c33fafe51,work-1cdc6c5cca7c33fafe51,included,青空にとおく酒浸り,1,マンガ大賞実行委員会 official selection + Rakuten Books exact product match,https://www.mangataisho.com/archives/2011.html,2011,2026-08-22,sourceOfficialUrl=https://www.mangataisho.com/archives/2011.html; rakutenProductUrl=https://books.rakuten.co.jp/rb/6414362/; normalizedTitle=青空にとおく酒浸り; matchedRakutenAuthor=安永航一郎; isbn=9784199501746.
mapping-450085f6097c3fa801ed,mangataisho-2012-178,candidate-1cdc6c5cca7c33fafe51,work-1cdc6c5cca7c33fafe51,duplicate,青空にとおく酒浸り,1,マンガ大賞実行委員会 official selection + Rakuten Books exact product match,https://www.mangataisho.com/archives/2012.html,2012,2026-08-22,sourceOfficialUrl=https://www.mangataisho.com/archives/2012.html; rakutenProductUrl=https://books.rakuten.co.jp/rb/6414362/; normalizedTitle=青空にとおく酒浸り; matchedRakutenAuthor=安永航一郎; isbn=9784199501746.
mapping-9a0c8533abb0f7ef2252,mangataisho-2013-185,candidate-1cdc6c5cca7c33fafe51,work-1cdc6c5cca7c33fafe51,duplicate,青空にとおく酒浸り,1,マンガ大賞実行委員会 official selection + Rakuten Books exact product match,https://www.mangataisho.com/archives/2013.html,2013,2026-08-22,sourceOfficialUrl=https://www.mangataisho.com/archives/2013.html; rakutenProductUrl=https://books.rakuten.co.jp/rb/6414362/; normalizedTitle=青空にとおく酒浸り; matchedRakutenAuthor=安永航一郎; isbn=9784199501746.
mapping-0f77ad10b4e18af51127,mangataisho-2013-109,candidate-23077ad33a2066bef5a6,work-23077ad33a2066bef5a6,included,Sunny,1,マンガ大賞実行委員会 official selection + Rakuten Books exact product match,https://www.mangataisho.com/archives/2013.html,2013,2026-08-22,sourceOfficialUrl=https://www.mangataisho.com/archives/2013.html; rakutenProductUrl=https://books.rakuten.co.jp/rb/11338500/; normalizedTitle=sunny; matchedRakutenAuthor=松本大洋; isbn=9784091885579.
mapping-552d25c31f1b2b79bd08,mangataisho-2014-082,candidate-23077ad33a2066bef5a6,work-23077ad33a2066bef5a6,duplicate,Sunny,1,マンガ大賞実行委員会 official selection + Rakuten Books exact product match,https://www.mangataisho.com/archives/2014.html,2014,2026-08-22,sourceOfficialUrl=https://www.mangataisho.com/archives/2014.html; rakutenProductUrl=https://books.rakuten.co.jp/rb/11338500/; normalizedTitle=sunny; matchedRakutenAuthor=松本大洋; isbn=9784091885579.
mapping-8012d40639d3ad3c1557,shogakukan-manga-award-61-005,candidate-23077ad33a2066bef5a6,work-23077ad33a2066bef5a6,duplicate,Sunny,1,小学館「小学館漫画賞」 official selection + Rakuten Books exact product match,https://shogakukan-comic.jp/shogakukan-mangasho-archives,2015,2026-08-22,sourceOfficialUrl=https://shogakukan-comic.jp/shogakukan-mangasho-archives; rakutenProductUrl=https://books.rakuten.co.jp/rb/11338500/; normalizedTitle=sunny; matchedRakutenAuthor=松本大洋; isbn=9784091885579.
mapping-a341a73b6349c3758b94,mangataisho-2013-112,candidate-2356050c72240569e1c5,work-2356050c72240569e1c5,included,すみれファンファーレ,1,マンガ大賞実行委員会 official selection + Rakuten Books exact product match,https://www.mangataisho.com/archives/2013.html,2013,2026-08-22,sourceOfficialUrl=https://www.mangataisho.com/archives/2013.html; rakutenProductUrl=https://books.rakuten.co.jp/rb/11536708/; normalizedTitle=すみれふぁんふぁーれ; matchedRakutenAuthor=松島 直子; isbn=9784091885791.
mapping-baaa529a2cbb045e6e14,mangataisho-2014-101,candidate-2356050c72240569e1c5,work-2356050c72240569e1c5,duplicate,すみれファンファーレ,1,マンガ大賞実行委員会 official selection + Rakuten Books exact product match,https://www.mangataisho.com/archives/2014.html,2014,2026-08-22,sourceOfficialUrl=https://www.mangataisho.com/archives/2014.html; rakutenProductUrl=https://books.rakuten.co.jp/rb/11536708/; normalizedTitle=すみれふぁんふぁーれ; matchedRakutenAuthor=松島 直子; isbn=9784091885791.
mapping-7ce9b94734f5f9c54980,mangataisho-2015-111,candidate-2356050c72240569e1c5,work-2356050c72240569e1c5,duplicate,すみれファンファーレ,1,マンガ大賞実行委員会 official selection + Rakuten Books exact product match,https://www.mangataisho.com/archives/2015.html,2015,2026-08-22,sourceOfficialUrl=https://www.mangataisho.com/archives/2015.html; rakutenProductUrl=https://books.rakuten.co.jp/rb/11536708/; normalizedTitle=すみれふぁんふぁーれ; matchedRakutenAuthor=松島 直子; isbn=9784091885791.
mapping-ebdf076642fc378fcfbe,mangataisho-2013-049,candidate-2c4fe00df5255fc082f9,work-2c4fe00df5255fc082f9,included,ヒーローカンパニー,1,マンガ大賞実行委員会 official selection + Rakuten Books exact product match,https://www.mangataisho.com/archives/2013.html,2013,2026-08-22,sourceOfficialUrl=https://www.mangataisho.com/archives/2013.html; rakutenProductUrl=https://books.rakuten.co.jp/rb/11842652/; normalizedTitle=ひーろーかんぱにー; matchedRakutenAuthor=島本和彦; isbn=9784864683043.
mapping-6998524e2aec41ed01a7,mangataisho-2014-059,candidate-2c4fe00df5255fc082f9,work-2c4fe00df5255fc082f9,duplicate,ヒーローカンパニー,1,マンガ大賞実行委員会 official selection + Rakuten Books exact product match,https://www.mangataisho.com/archives/2014.html,2014,2026-08-22,sourceOfficialUrl=https://www.mangataisho.com/archives/2014.html; rakutenProductUrl=https://books.rakuten.co.jp/rb/11842652/; normalizedTitle=ひーろーかんぱにー; matchedRakutenAuthor=島本和彦; isbn=9784864683043.
mapping-e163397269693555797f,mangataisho-2015-168,candidate-2c4fe00df5255fc082f9,work-2c4fe00df5255fc082f9,duplicate,ヒーローカンパニー,1,マンガ大賞実行委員会 official selection + Rakuten Books exact product match,https://www.mangataisho.com/archives/2015.html,2015,2026-08-22,sourceOfficialUrl=https://www.mangataisho.com/archives/2015.html; rakutenProductUrl=https://books.rakuten.co.jp/rb/11842652/; normalizedTitle=ひーろーかんぱにー; matchedRakutenAuthor=島本和彦; isbn=9784864683043.
mapping-a2738f8c3b887031854a,nippan-bookseller-recommendations-2025-008,candidate-2d385ad0525742330e70,work-2d385ad0525742330e70,duplicate,ねずみの初恋,1,日本出版販売「全国書店員が選んだおすすめコミック」 official selection + Rakuten Books exact product match,https://hon-hikidashi.jp/event/51345/,2025,2026-08-22,sourceOfficialUrl=https://hon-hikidashi.jp/event/51345/; rakutenProductUrl=https://books.rakuten.co.jp/rb/17695666/; normalizedTitle=ねずみの初恋; matchedRakutenAuthor=大瀬戸 陸; isbn=9784065344231.
mapping-f639c8214496baa5c358,tsugimanga-2024-comics-025,candidate-2d385ad0525742330e70,work-2d385ad0525742330e70,included,ねずみの初恋,1,KADOKAWA「次にくるマンガ大賞」 official selection + Rakuten Books exact product match,https://tsugimanga.jp/winner/2024/comics,2024-08-28,2026-08-22,sourceOfficialUrl=https://tsugimanga.jp/winner/2024/comics; rakutenProductUrl=https://books.rakuten.co.jp/rb/17695666/; normalizedTitle=ねずみの初恋; matchedRakutenAuthor=大瀬戸 陸; isbn=9784065344231.
mapping-e9b516ef92259721c64b,nippan-bookseller-recommendations-2024-007,candidate-2df743e085adef5e9bd3,work-2df743e085adef5e9bd3,duplicate,キルアオ,1,日本出版販売「全国書店員が選んだおすすめコミック」 official selection + Rakuten Books exact product match,https://hon-hikidashi.jp/event/28229/,2024,2026-08-22,sourceOfficialUrl=https://hon-hikidashi.jp/event/28229/; rakutenProductUrl=https://books.rakuten.co.jp/rb/17577205/; normalizedTitle=きるあお; matchedRakutenAuthor=藤巻 忠俊; isbn=9784088836867.
mapping-f3d3bccf75630434463f,tsugimanga-2024-comics-008,candidate-2df743e085adef5e9bd3,work-2df743e085adef5e9bd3,included,キルアオ,1,KADOKAWA「次にくるマンガ大賞」 official selection + Rakuten Books exact product match,https://tsugimanga.jp/winner/2024/comics,2024-08-28,2026-08-22,sourceOfficialUrl=https://tsugimanga.jp/winner/2024/comics; rakutenProductUrl=https://books.rakuten.co.jp/rb/17577205/; normalizedTitle=きるあお; matchedRakutenAuthor=藤巻 忠俊; isbn=9784088836867.
mapping-69ee0201c6cf38dbf94a,nippan-bookseller-recommendations-2025-011,candidate-2f1d1c3ad0f943f1562f,work-2f1d1c3ad0f943f1562f,duplicate,尾守つみきと奇日常。,1,日本出版販売「全国書店員が選んだおすすめコミック」 official selection + Rakuten Books exact product match,https://hon-hikidashi.jp/event/51345/,2025,2026-08-22,sourceOfficialUrl=https://hon-hikidashi.jp/event/51345/; rakutenProductUrl=https://books.rakuten.co.jp/rb/17770015/; normalizedTitle=尾守つみきと奇日常。; matchedRakutenAuthor=森下 みゆ; isbn=9784098531820.
mapping-2d280ed0e5fd5ca84133,tsugimanga-2024-comics-002,candidate-2f1d1c3ad0f943f1562f,work-2f1d1c3ad0f943f1562f,included,尾守つみきと奇日常。,1,KADOKAWA「次にくるマンガ大賞」 official selection + Rakuten Books exact product match,https://tsugimanga.jp/winner/2024/comics,2024-08-28,2026-08-22,sourceOfficialUrl=https://tsugimanga.jp/winner/2024/comics; rakutenProductUrl=https://books.rakuten.co.jp/rb/17770015/; normalizedTitle=尾守つみきと奇日常。; matchedRakutenAuthor=森下 みゆ; isbn=9784098531820.
mapping-226ddfd56a0433ad2307,mangataisho-2014-053,candidate-3713ab561de583d709bc,work-3713ab561de583d709bc,duplicate,アリスと蔵六,1,マンガ大賞実行委員会 official selection + Rakuten Books exact product match,https://www.mangataisho.com/archives/2014.html,2014,2026-08-22,sourceOfficialUrl=https://www.mangataisho.com/archives/2014.html; rakutenProductUrl=https://books.rakuten.co.jp/rb/12199896/; normalizedTitle=ありすと蔵六; matchedRakutenAuthor=今井哲也; isbn=9784199503375.
mapping-7fe3180e04c855d09127,mangataisho-2015-081,candidate-3713ab561de583d709bc,work-3713ab561de583d709bc,duplicate,アリスと蔵六,1,マンガ大賞実行委員会 official selection + Rakuten Books exact product match,https://www.mangataisho.com/archives/2015.html,2015,2026-08-22,sourceOfficialUrl=https://www.mangataisho.com/archives/2015.html; rakutenProductUrl=https://books.rakuten.co.jp/rb/12199896/; normalizedTitle=ありすと蔵六; matchedRakutenAuthor=今井哲也; isbn=9784199503375.
mapping-10dff6126f827d73cc1f,tsugimanga-2015-comics-021,candidate-3713ab561de583d709bc,work-3713ab561de583d709bc,included,アリスと蔵六,1,KADOKAWA「次にくるマンガ大賞」 official selection + Rakuten Books exact product match,https://tsugimanga.jp/winner/2015/comics,2015-02-06,2026-08-22,sourceOfficialUrl=https://tsugimanga.jp/winner/2015/comics; rakutenProductUrl=https://books.rakuten.co.jp/rb/12199896/; normalizedTitle=ありすと蔵六; matchedRakutenAuthor=今井哲也; isbn=9784199503375.
mapping-147b466728adbca0ad10,mangataisho-2010-116,candidate-39c1a2b6791238827ed5,work-39c1a2b6791238827ed5,included,とろける鉄工所,1,マンガ大賞実行委員会 official selection + Rakuten Books exact product match,https://www.mangataisho.com/archives/2010.html,2010,2026-08-22,sourceOfficialUrl=https://www.mangataisho.com/archives/2010.html; rakutenProductUrl=https://books.rakuten.co.jp/rb/5897708/; normalizedTitle=とろける鉄工所; matchedRakutenAuthor=野村宗弘; isbn=9784063522471.
mapping-7bf67f4bfa726db55f5a,mangataisho-2011-116,candidate-39c1a2b6791238827ed5,work-39c1a2b6791238827ed5,duplicate,とろける鉄工所,1,マンガ大賞実行委員会 official selection + Rakuten Books exact product match,https://www.mangataisho.com/archives/2011.html,2011,2026-08-22,sourceOfficialUrl=https://www.mangataisho.com/archives/2011.html; rakutenProductUrl=https://books.rakuten.co.jp/rb/5897708/; normalizedTitle=とろける鉄工所; matchedRakutenAuthor=野村宗弘; isbn=9784063522471.
mapping-f203146960f4c2192f8e,mangataisho-2012-077,candidate-39c1a2b6791238827ed5,work-39c1a2b6791238827ed5,duplicate,とろける鉄工所,1,マンガ大賞実行委員会 official selection + Rakuten Books exact product match,https://www.mangataisho.com/archives/2012.html,2012,2026-08-22,sourceOfficialUrl=https://www.mangataisho.com/archives/2012.html; rakutenProductUrl=https://books.rakuten.co.jp/rb/5897708/; normalizedTitle=とろける鉄工所; matchedRakutenAuthor=野村宗弘; isbn=9784063522471.
mapping-d80f808396c4eacd616d,konomanga-2020-ranking-33,candidate-3ad85a2ffdc026007d61,work-3ad85a2ffdc026007d61,included,新しい上司はど天然,1,宝島社「このマンガがすごい！」編集部 official selection + Rakuten Books exact product match,https://sugoiweb.jp/column/4894/,2019-12-20,2026-08-22,sourceOfficialUrl=https://sugoiweb.jp/column/4894/; rakutenProductUrl=https://books.rakuten.co.jp/rb/15940866/; normalizedTitle=新しい上司はど天然; matchedRakutenAuthor=いちかわ暖; isbn=9784253142311.
mapping-4c85af7ea692f69d5d79,nippan-bookseller-recommendations-2020-004,candidate-3ad85a2ffdc026007d61,work-3ad85a2ffdc026007d61,duplicate,新しい上司はど天然,1,日本出版販売「全国書店員が選んだおすすめコミック」 official selection + Rakuten Books exact product match,https://hon-hikidashi.jp/event/105418/,2020,2026-08-22,sourceOfficialUrl=https://hon-hikidashi.jp/event/105418/; rakutenProductUrl=https://books.rakuten.co.jp/rb/15940866/; normalizedTitle=新しい上司はど天然; matchedRakutenAuthor=いちかわ暖; isbn=9784253142311.
mapping-7f8c45d3a3739357fed1,konomanga-2025-ranking-02,candidate-44d0000353478596369e,work-44d0000353478596369e,included,環と周,1,宝島社「このマンガがすごい！」編集部 official selection + Rakuten Books exact product match,https://sugoiweb.jp/column/4251/,2024-12-13,2026-08-22,sourceOfficialUrl=https://sugoiweb.jp/column/4251/; rakutenProductUrl=https://books.rakuten.co.jp/rb/17608162/; normalizedTitle=環と周; matchedRakutenAuthor=よしなが ふみ; isbn=9784088448398.
mapping-562cdcf66a785f919405,mangataisho-2024-008,candidate-44d0000353478596369e,work-44d0000353478596369e,duplicate,環と周,1,マンガ大賞実行委員会 official selection + Rakuten Books exact product match,https://www.mangataisho.com/archives/2024.html,2024,2026-08-22,sourceOfficialUrl=https://www.mangataisho.com/archives/2024.html; rakutenProductUrl=https://books.rakuten.co.jp/rb/17608162/; normalizedTitle=環と周; matchedRakutenAuthor=よしなが ふみ; isbn=9784088448398.
mapping-bbb1cdd9e9026e1c8cc2,nippan-bookseller-recommendations-2021-006,candidate-53fb816835ab36e40a1f,work-53fb816835ab36e40a1f,duplicate,アンデッドアンラック,1,日本出版販売「全国書店員が選んだおすすめコミック」 official selection + Rakuten Books exact product match,https://hon-hikidashi.jp/event/105449/,2021,2026-08-22,sourceOfficialUrl=https://hon-hikidashi.jp/event/105449/; rakutenProductUrl=https://books.rakuten.co.jp/rb/16234574/; normalizedTitle=あんでっどあんらっく; matchedRakutenAuthor=戸塚 慶文; isbn=9784088823102.
