position,workId,canonicalTitle,blockerCode,blockerDetails,evidenceName,evidenceUrl,evidencePublishedAt,retrievedAt,recheckPath,koreanQueries,japaneseEvidenceUrls
"11","work-a873bcfd6bb2d1a5a693","おとめ妖怪ざくろ","SOURCE_INFORMATION_UNAVAILABLE","Terminal promotionBlocked: official promotional/product route + independent Japanese community route + Korean-title community route exhausted in this finite pass; batch-023 selection packet is identity/selection only (ev-single) and annotation-status notes require downstream creation of 17 unknown Factor axes with no Theme rows. Final coverage: Genre 0/1; Theme 0; Narrative 0/6=0.000 (<0.600); Tone 0/7=0.000 (<0.600). Unknown was not converted to zero and no numeric cell or quota-fill was added. Art is optional and is not a blocker.","Official selection/award record + Rakuten volume 1 product for おとめ妖怪ざくろ (ISBN 9784344811874; Rakuten https://books.rakuten.co.jp/rb/5246298/)","https://www.mangataisho.com/archives/2009.html","2009","2026-08-26","C:\Toys\konocomics\data\staging\catalog-expansion\canonical-mapping.csv;C:\Toys\konocomics\data\staging\catalog-expansion\batches\batch-023\frozen-work-set.csv;Recheck direct official volume 1-3 or entry-range text and two independent JP plus two Korean-community reviews, then rerun Factor/Theme adjudication and the promotion gate.","소녀 요괴 자쿠로 만화 리뷰 / 오토메 요괴 자쿠로","https://www.cmoa.jp/title/customer_review/title_id/36520/;https://aaa.freetls.fastly.net/series_list/review/3102/1"
"12","work-a88b0770799bfa9159c8","FLIP-FLAP","SOURCE_INFORMATION_UNAVAILABLE","Terminal promotionBlocked: official promotional/product route + independent Japanese community route + Korean-title community route exhausted in this finite pass; batch-023 selection packet is identity/selection only (ev-single) and annotation-status notes require downstream creation of 17 unknown Factor axes with no Theme rows. Final coverage: Genre 0/1; Theme 0; Narrative 0/6=0.000 (<0.600); Tone 0/7=0.000 (<0.600). Unknown was not converted to zero and no numeric cell or quota-fill was added. Art is optional and is not a blocker.","Official selection/award record + Rakuten volume 1 product for FLIP-FLAP (ISBN 9784063145137; Rakuten https://books.rakuten.co.jp/rb/5719581/)","https://www.mangataisho.com/archives/2009.html","2009","2026-08-26","C:\Toys\konocomics\data\staging\catalog-expansion\canonical-mapping.csv;C:\Toys\konocomics\data\staging\catalog-expansion\batches\batch-023\frozen-work-set.csv;Recheck direct official volume 1-3 or entry-range text and two independent JP plus two Korean-community reviews, then rerun Factor/Theme adjudication and the promotion gate.","플립 플랩 만화 리뷰 / FLIP-FLAP 일본 만화","https://manba.co.jp/topics/59480;https://www.arukoji.com/entry/2018/03/19/123240"
"13","work-a8e87996ef571a3bad4d","ミスミソウ","SOURCE_INFORMATION_UNAVAILABLE","Terminal promotionBlocked: official promotional/product route + independent Japanese community route + Korean-title community route exhausted in this finite pass; batch-023 selection packet is identity/selection only (ev-single) and annotation-status notes require downstream creation of 17 unknown Factor axes with no Theme rows. Final coverage: Genre 0/1; Theme 0; Narrative 0/6=0.000 (<0.600); Tone 0/7=0.000 (<0.600). Unknown was not converted to zero and no numeric cell or quota-fill was added. Art is optional and is not a blocker.","Official selection/award record + Rakuten volume 1 product for ミスミソウ (ISBN 9784821185757; Rakuten https://books.rakuten.co.jp/rb/5478096/)","https://www.mangataisho.com/archives/2009.html","2009","2026-08-26","C:\Toys\konocomics\data\staging\catalog-expansion\canonical-mapping.csv;C:\Toys\konocomics\data\staging\catalog-expansion\batches\batch-023\frozen-work-set.csv;Recheck direct official volume 1-3 or entry-range text and two independent JP plus two Korean-community reviews, then rerun Factor/Theme adjudication and the promotion gate.","미스미소우 만화 리뷰 / 미스미소우 일본 만화","https://reviewne.jp/contents/4185/reviews;https://bookmeter.com/search?keyword=%E3%83%9F%E3%82%B9%E3%83%9F%E3%82%BD%E3%82%A6"
"14","work-a96d64f7be96aacf16b3","リィンカーネーションの花弁","SOURCE_INFORMATION_UNAVAILABLE","Terminal promotionBlocked: official promotional/product route + independent Japanese community route + Korean-title community route exhausted in this finite pass; batch-023 selection packet is identity/selection only (ev-single) and annotation-status notes require downstream creation of 17 unknown Factor axes with no Theme rows. Final coverage: Genre 0/1; Theme 0; Narrative 0/6=0.000 (<0.600); Tone 0/7=0.000 (<0.600). Unknown was not converted to zero and no numeric cell or quota-fill was added. Art is optional and is not a blocker.","Official selection/award record + Rakuten volume 1 product for リィンカーネーションの花弁 (ISBN 9784800003768; Rakuten https://books.rakuten.co.jp/rb/12961764/)","https://www.mangataisho.com/archives/2015.html","2015","2026-08-26","C:\Toys\konocomics\data\staging\catalog-expansion\canonical-mapping.csv;C:\Toys\konocomics\data\staging\catalog-expansion\batches\batch-023\frozen-work-set.csv;Recheck direct official volume 1-3 or entry-range text and two independent JP plus two Korean-community reviews, then rerun Factor/Theme adjudication and the promotion gate.","환생의 꽃잎 만화 리뷰 / 린카네이션노 카벤","https://mangayoshiashi.com/manga/d94048df-a251-4471-8052-f71e9d6018b8;https://the-buchiblo.com/2020/01/07/post-7907/"
"15","work-a988c9cf85bf7ea7a957","KEYMAN","SOURCE_INFORMATION_UNAVAILABLE","Terminal promotionBlocked: official promotional/product route + independent Japanese community route + Korean-title community route exhausted in this finite pass; batch-023 selection packet is identity/selection only (ev-single) and annotation-status notes require downstream creation of 17 unknown Factor axes with no Theme rows. Final coverage: Genre 0/1; Theme 0; Narrative 0/6=0.000 (<0.600); Tone 0/7=0.000 (<0.600). Unknown was not converted to zero and no numeric cell or quota-fill was added. Art is optional and is not a blocker.","Official selection/award record + Rakuten volume 1 product for KEYMAN (ISBN 9784199502736; Rakuten https://books.rakuten.co.jp/rb/11421840/)","https://www.mangataisho.com/archives/2012.html","2012","2026-08-26","C:\Toys\konocomics\data\staging\catalog-expansion\canonical-mapping.csv;C:\Toys\konocomics\data\staging\catalog-expansion\batches\batch-023\frozen-work-set.csv;Recheck direct official volume 1-3 or entry-range text and two independent JP plus two Korean-community reviews, then rerun Factor/Theme adjudication and the promotion gate.","키맨 만화 리뷰 / KEYMAN 일본 만화","https://bookmeter.com/search?keyword=KEYMAN;https://reviewne.jp/contents?query=KEYMAN"
"16","work-a9a854e6a05c6f444428","こっちむいて！みい子","SOURCE_INFORMATION_UNAVAILABLE","Terminal promotionBlocked: official promotional/product route + independent Japanese community route + Korean-title community route exhausted in this finite pass; batch-023 selection packet is identity/selection only (ev-single) and annotation-status notes require downstream creation of 17 unknown Factor axes with no Theme rows. Final coverage: Genre 0/1; Theme 0; Narrative 0/6=0.000 (<0.600); Tone 0/7=0.000 (<0.600). Unknown was not converted to zero and no numeric cell or quota-fill was added. Art is optional and is not a blocker.","Official selection/award record + Rakuten volume 1 product for こっちむいて！みい子 (ISBN 9784091365712; Rakuten https://books.rakuten.co.jp/rb/742615/)","https://shogakukan-comic.jp/shogakukan-mangasho-archives","1995","2026-08-26","C:\Toys\konocomics\data\staging\catalog-expansion\canonical-mapping.csv;C:\Toys\konocomics\data\staging\catalog-expansion\batches\batch-023\frozen-work-set.csv;Recheck direct official volume 1-3 or entry-range text and two independent JP plus two Korean-community reviews, then rerun Factor/Theme adjudication and the promotion gate.","이쪽 봐 미이코 만화 리뷰 / 콧치 무이테 미이코","https://manba.co.jp/topics/44537;https://www.cmoa.jp/title/71270/"
"17","work-aa1653001088732a33e0","るみちゃんの事象","SOURCE_INFORMATION_UNAVAILABLE","Terminal promotionBlocked: official promotional/product route + independent Japanese community route + Korean-title community route exhausted in this finite pass; batch-023 selection packet is identity/selection only (ev-single) and annotation-status notes require downstream creation of 17 unknown Factor axes with no Theme rows. Final coverage: Genre 0/1; Theme 0; Narrative 0/6=0.000 (<0.600); Tone 0/7=0.000 (<0.600). Unknown was not converted to zero and no numeric cell or quota-fill was added. Art is optional and is not a blocker.","Official selection/award record + Rakuten volume 1 product for るみちゃんの事象 (ISBN 9784091841940; Rakuten https://books.rakuten.co.jp/rb/11442199/)","https://www.mangataisho.com/archives/2013.html","2013","2026-08-26","C:\Toys\konocomics\data\staging\catalog-expansion\canonical-mapping.csv;C:\Toys\konocomics\data\staging\catalog-expansion\batches\batch-023\frozen-work-set.csv;Recheck direct official volume 1-3 or entry-range text and two independent JP plus two Korean-community reviews, then rerun Factor/Theme adjudication and the promotion gate.","루미짱의 사상 만화 리뷰 / 루미짱노 지쇼","https://www.cmoa.jp/title/customer_review/title_id/69719/?site_kbn=1;https://bookmeter.com/books/4349533"
"18","work-aa4bc2aeff6c6d0369f4","トラウマイスタ","SOURCE_INFORMATION_UNAVAILABLE","Terminal promotionBlocked: official promotional/product route + independent Japanese community route + Korean-title community route exhausted in this finite pass; batch-023 selection packet is identity/selection only (ev-single) and annotation-status notes require downstream creation of 17 unknown Factor axes with no Theme rows. Final coverage: Genre 0/1; Theme 0; Narrative 0/6=0.000 (<0.600); Tone 0/7=0.000 (<0.600). Unknown was not converted to zero and no numeric cell or quota-fill was added. Art is optional and is not a blocker.","Official selection/award record + Rakuten volume 1 product for トラウマイスタ (ISBN 9784091215093; Rakuten https://books.rakuten.co.jp/rb/5894827/)","https://www.mangataisho.com/archives/2010.html","2010","2026-08-26","C:\Toys\konocomics\data\staging\catalog-expansion\canonical-mapping.csv;C:\Toys\konocomics\data\staging\catalog-expansion\batches\batch-023\frozen-work-set.csv;Recheck direct official volume 1-3 or entry-range text and two independent JP plus two Korean-community reviews, then rerun Factor/Theme adjudication and the promotion gate.","트라우마이스트 만화 리뷰 / 트라우마이스타","https://manba.co.jp/topics/15471;https://nakano-laboratory.hatenablog.com/entry/2014/02/13/150807"
"19","work-aaff4781a48734c79cdb","おのぼり物語","SOURCE_INFORMATION_UNAVAILABLE","Terminal promotionBlocked: official promotional/product route + independent Japanese community route + Korean-title community route exhausted in this finite pass; batch-023 selection packet is identity/selection only (ev-single) and annotation-status notes require downstream creation of 17 unknown Factor axes with no Theme rows. Final coverage: Genre 0/1; Theme 0; Narrative 0/6=0.000 (<0.600); Tone 0/7=0.000 (<0.600). Unknown was not converted to zero and no numeric cell or quota-fill was added. Art is optional and is not a blocker.","Official selection/award record + Rakuten volume 1 product for おのぼり物語 (ISBN 9784812468739; Rakuten https://books.rakuten.co.jp/rb/5834647/)","https://www.mangataisho.com/archives/2009.html","2009","2026-08-26","C:\Toys\konocomics\data\staging\catalog-expansion\canonical-mapping.csv;C:\Toys\konocomics\data\staging\catalog-expansion\batches\batch-023\frozen-work-set.csv;Recheck direct official volume 1-3 or entry-range text and two independent JP plus two Korean-community reviews, then rerun Factor/Theme adjudication and the promotion gate.","상경 이야기 만화 리뷰 / 오노보리 모노가타리","https://bookmeter.com/search?keyword=%E3%81%8A%E3%81%AE%E3%81%BC%E3%82%8A%E7%89%A9%E8%AA%9E;https://reviewne.jp/contents?query=%E3%81%8A%E3%81%AE%E3%81%BC%E3%82%8A%E7%89%A9%E8%AA%9E"
"20","work-ab3d5b23fb97624a6aa4","イキガミ","SOURCE_INFORMATION_UNAVAILABLE","Terminal promotionBlocked: official promotional/product route + independent Japanese community route + Korean-title community route exhausted in this finite pass; batch-023 selection packet is identity/selection only (ev-single) and annotation-status notes require downstream creation of 17 unknown Factor axes with no Theme rows. Final coverage: Genre 0/1; Theme 0; Narrative 0/6=0.000 (<0.600); Tone 0/7=0.000 (<0.600). Unknown was not converted to zero and no numeric cell or quota-fill was added. Art is optional and is not a blocker.","Official selection/award record + Rakuten volume 1 product for イキガミ (ISBN 9784091532817; Rakuten https://books.rakuten.co.jp/rb/3598040/)","https://www.mangataisho.com/archives/2008.html","2008","2026-08-26","C:\Toys\konocomics\data\staging\catalog-expansion\canonical-mapping.csv;C:\Toys\konocomics\data\staging\catalog-expansion\batches\batch-023\frozen-work-set.csv;Recheck direct official volume 1-3 or entry-range text and two independent JP plus two Korean-community reviews, then rerun Factor/Theme adjudication and the promotion gate.","이키가미 만화 리뷰 / 이키가미 일본 만화","https://my-manga-log.com/detail/ikigami/;https://manga-reviews.net/ikigami/"
"21","work-ab44ee168274f2a74ed1","しばたベーカリー","SOURCE_INFORMATION_UNAVAILABLE","Terminal promotionBlocked: official promotional/product route + independent Japanese community route + Korean-title community route exhausted in this finite pass; batch-023 selection packet is identity/selection only (ev-single) and annotation-status notes require downstream creation of 17 unknown Factor axes with no Theme rows. Final coverage: Genre 0/1; Theme 0; Narrative 0/6=0.000 (<0.600); Tone 0/7=0.000 (<0.600). Unknown was not converted to zero and no numeric cell or quota-fill was added. Art is optional and is not a blocker.","Official selection/award record + Rakuten volume 1 product for しばたベーカリー (ISBN 9784063872507; Rakuten https://books.rakuten.co.jp/rb/12443111/)","https://www.mangataisho.com/archives/2014.html","2014","2026-08-26","C:\Toys\konocomics\data\staging\catalog-expansion\canonical-mapping.csv;C:\Toys\konocomics\data\staging\catalog-expansion\batches\batch-023\frozen-work-set.csv;Recheck direct official volume 1-3 or entry-range text and two independent JP plus two Korean-community reviews, then rerun Factor/Theme adjudication and the promotion gate.","시바타 베이커리 만화 리뷰 / 시바타 베이커리","https://bookmeter.com/search?keyword=%E3%81%97%E3%81%B0%E3%81%9F%E3%83%99%E3%83%BC%E3%82%AB%E3%83%AA%E3%83%BC;https://reviewne.jp/contents?query=%E3%81%97%E3%81%B0%E3%81%9F%E3%83%99%E3%83%BC%E3%82%AB%E3%83%AA%E3%83%BC"
"22","work-ab51f5d655622c574dce","熱帯魚は雪に焦がれる","SOURCE_INFORMATION_UNAVAILABLE","Terminal promotionBlocked: official promotional/product route + independent Japanese community route + Korean-title community route exhausted in this finite pass; batch-023 selection packet is identity/selection only (ev-single) and annotation-status notes require downstream creation of 17 unknown Factor axes with no Theme rows. Final coverage: Genre 0/1; Theme 0; Narrative 0/6=0.000 (<0.600); Tone 0/7=0.000 (<0.600). Unknown was not converted to zero and no numeric cell or quota-fill was added. Art is optional and is not a blocker.","Official selection/award record + Rakuten volume 1 product for 熱帯魚は雪に焦がれる (ISBN 9784048934701; Rakuten https://books.rakuten.co.jp/rb/15214584/)","https://tsugimanga.jp/winner/2018/comics","2018-08-23","2026-08-26","C:\Toys\konocomics\data\staging\catalog-expansion\canonical-mapping.csv;C:\Toys\konocomics\data\staging\catalog-expansion\batches\batch-023\frozen-work-set.csv;Recheck direct official volume 1-3 or entry-range text and two independent JP plus two Korean-community reviews, then rerun Factor/Theme adjudication and the promotion gate.","열대어는 눈에 그리워한다 만화 리뷰 / 네타이교와 유키니 코가레루","https://note.com/k_m04/n/nfb7cf41dcb9f;https://hyakuhon.com/manga/tropical-fish/"
