workId,axisId,state,value,confidence,authorityClass,sourceType,sourceUrl,edition,scopeMapping,pageOrTimeRefs,sampleCount,contexts,observation,limitation,reviewStatus
fullmetal-alchemist,visualSoftness,known,1,0.86,originalPublisher,publisher,https://magazine.jp.square-enix.com/gangan/tcym/hagaren_01/index.html,standard Volume 1; ISBN 9784757506206; released 2002-01-22,The official Volume 1 or first chapter is within original volumes 1-3 and maps directly to entry_1_3_volumes.,Square Enix viewer frame 4 left page; Square Enix viewer frame 4 right page; Square Enix viewer frame 7 left page; Square Enix viewer frame 7 right page; Square Enix viewer frame 10 left page; Square Enix viewer frame 10 right page,6,alchemy incident; church interior and dialogue,Mostly hard linework recurs with limited neutral softness.,Six or more distinct official interior pages across at least two contexts were inspected; translated lettering was excluded from artDensity; panel approval remains pending.,modelObservedPendingPanel
fullmetal-alchemist,motionImpact,known,4,0.94,originalPublisher,publisher,https://magazine.jp.square-enix.com/gangan/tcym/hagaren_01/index.html,standard Volume 1; ISBN 9784757506206; released 2002-01-22,The official Volume 1 or first chapter is within original volumes 1-3 and maps directly to entry_1_3_volumes.,Square Enix viewer frame 4 left page; Square Enix viewer frame 4 right page; Square Enix viewer frame 7 left page; Square Enix viewer frame 7 right page; Square Enix viewer frame 10 left page; Square Enix viewer frame 10 right page; consecutive panels 1-7 across viewer frame 4 spread,6,alchemy incident; church interior and dialogue,"The cited continuous sequence strongly emphasizes speed, collision, debris, or body reaction.",The cited alchemy and impact sequence is continuous within the official first chapter.,modelObservedPendingPanel
death-note,artRealism,known,4,0.95,originalPublisher,publisher,https://shonenjumpplus.com/episode/10833519556325021815,standard Volume 1; ISBN 9784088736211; released 2004-04-02,The official Volume 1 or first chapter is within original volumes 1-3 and maps directly to entry_1_3_volumes.,Jump Plus turn 4 left page; Jump Plus turn 4 right page; Jump Plus turn 8 left page; Jump Plus turn 8 right page; Jump Plus turn 12 left page; Jump Plus turn 12 right page,6,notebook discovery and Ryuk; home and school investigation,"Realistic anatomy, objects, and spatial perspective recur across the cited pages.",Six or more distinct official interior pages across at least two contexts were inspected; translated lettering was excluded from artDensity; panel approval remains pending.,modelObservedPendingPanel
death-note,artDensity,known,3,0.88,originalPublisher,publisher,https://shonenjumpplus.com/episode/10833519556325021815,standard Volume 1; ISBN 9784088736211; released 2004-04-02,The official Volume 1 or first chapter is within original volumes 1-3 and maps directly to entry_1_3_volumes.,Jump Plus turn 4 left page; Jump Plus turn 4 right page; Jump Plus turn 8 left page; Jump Plus turn 8 right page; Jump Plus turn 12 left page; Jump Plus turn 12 right page,6,notebook discovery and Ryuk; home and school investigation,Layered backgrounds and hatching produce above-balanced density; translated lettering was excluded.,Six or more distinct official interior pages across at least two contexts were inspected; translated lettering was excluded from artDensity; panel approval remains pending.,modelObservedPendingPanel
death-note,visualSoftness,known,1,0.87,originalPublisher,publisher,https://shonenjumpplus.com/episode/10833519556325021815,standard Volume 1; ISBN 9784088736211; released 2004-04-02,The official Volume 1 or first chapter is within original volumes 1-3 and maps directly to entry_1_3_volumes.,Jump Plus turn 4 left page; Jump Plus turn 4 right page; Jump Plus turn 8 left page; Jump Plus turn 8 right page; Jump Plus turn 12 left page; Jump Plus turn 12 right page,6,notebook discovery and Ryuk; home and school investigation,Mostly hard linework recurs with limited neutral softness.,Six or more distinct official interior pages across at least two contexts were inspected; translated lettering was excluded from artDensity; panel approval remains pending.,modelObservedPendingPanel
death-note,motionImpact,unknown,,,originalPublisher,publisher,https://shonenjumpplus.com/episode/10833519556325021815,standard Volume 1; ISBN 9784088736211; released 2004-04-02,The official Volume 1 or first chapter is within original volumes 1-3 and maps directly to entry_1_3_volumes.,Jump Plus turn 4 left page; Jump Plus turn 4 right page; Jump Plus turn 8 left page; Jump Plus turn 8 right page; Jump Plus turn 12 left page; Jump Plus turn 12 right page,6,notebook discovery and Ryuk; home and school investigation,No supported value was inferred for this axis from the cited official sample.,The official first chapter remains dominated by static psychological scenes through the inspected range; no continuous action sequence was exposed.,modelObservedPendingPanel
spy-family,artRealism,known,2,0.88,originalPublisher,publisher,https://shonenjumpplus.com/episode/10834108156648240735,standard Volume 1; ISBN 9784088820118; released 2019-07-04,The official Volume 1 or first chapter is within original volumes 1-3 and maps directly to entry_1_3_volumes.,Jump Plus turn 4 left page; Jump Plus turn 4 right page; Jump Plus turn 8 left page; Jump Plus turn 8 right page; Jump Plus turn 12 left page; Jump Plus turn 12 right page,6,spy mission briefing; orphanage and family interior,Conventional manga stylization and stable functional anatomy recur across the cited pages.,Six or more distinct official interior pages across at least two contexts were inspected; translated lettering was excluded from artDensity; panel approval remains pending.,modelObservedPendingPanel
spy-family,artDensity,known,2,0.88,originalPublisher,publisher,https://shonenjumpplus.com/episode/10834108156648240735,standard Volume 1; ISBN 9784088820118; released 2019-07-04,The official Volume 1 or first chapter is within original volumes 1-3 and maps directly to entry_1_3_volumes.,Jump Plus turn 4 left page; Jump Plus turn 4 right page; Jump Plus turn 8 left page; Jump Plus turn 8 right page; Jump Plus turn 12 left page; Jump Plus turn 12 right page,6,spy mission briefing; orphanage and family interior,Background detail and whitespace are balanced; translated lettering was excluded.,Six or more distinct official interior pages across at least two contexts were inspected; translated lettering was excluded from artDensity; panel approval remains pending.,modelObservedPendingPanel
spy-family,visualSoftness,known,3,0.87,originalPublisher,publisher,https://shonenjumpplus.com/episode/10834108156648240735,standard Volume 1; ISBN 9784088820118; released 2019-07-04,The official Volume 1 or first chapter is within original volumes 1-3 and maps directly to entry_1_3_volumes.,Jump Plus turn 4 left page; Jump Plus turn 4 right page; Jump Plus turn 8 left page; Jump Plus turn 8 right page; Jump Plus turn 12 left page; Jump Plus turn 12 right page,6,spy mission briefing; orphanage and family interior,Mostly smooth curves and light tonal treatment recur with limited hard contrast.,Six or more distinct official interior pages across at least two contexts were inspected; translated lettering was excluded from artDensity; panel approval remains pending.,modelObservedPendingPanel
spy-family,motionImpact,unknown,,,originalPublisher,publisher,https://shonenjumpplus.com/episode/10834108156648240735,standard Volume 1; ISBN 9784088820118; released 2019-07-04,The official Volume 1 or first chapter is within original volumes 1-3 and maps directly to entry_1_3_volumes.,Jump Plus turn 4 left page; Jump Plus turn 4 right page; Jump Plus turn 8 left page; Jump Plus turn 8 right page; Jump Plus turn 12 left page; Jump Plus turn 12 right page,6,spy mission briefing; orphanage and family interior,No supported value was inferred for this axis from the cited official sample.,The inspected range does not expose a representative continuous action sequence; motion remains unknown.,modelObservedPendingPanel
frieren,artRealism,known,2,0.91,originalPublisher,publisher,https://e-comi.shogakukan.co.jp/viewer/speedreader?cid=098501800000d0000000&u0=1,standard Volume 1; ISBN 9784098501809; released 2020-08-18,The official Volume 1 or first chapter is within original volumes 1-3 and maps directly to entry_1_3_volumes.,official e-comi viewer p4; official e-comi viewer p5; official e-comi viewer p6; official e-comi viewer p7; official e-comi viewer p8; official e-comi viewer p9,6,funeral and party recollection; town and meteor observation,Conventional manga stylization and stable functional anatomy recur across the cited pages.,Six or more distinct official interior pages across at least two contexts were inspected; translated lettering was excluded from artDensity; panel approval remains pending.,modelObservedPendingPanel
frieren,artDensity,known,2,0.89,originalPublisher,publisher,https://e-comi.shogakukan.co.jp/viewer/speedreader?cid=098501800000d0000000&u0=1,standard Volume 1; ISBN 9784098501809; released 2020-08-18,The official Volume 1 or first chapter is within original volumes 1-3 and maps directly to entry_1_3_volumes.,official e-comi viewer p4; official e-comi viewer p5; official e-comi viewer p6; official e-comi viewer p7; official e-comi viewer p8; official e-comi viewer p9,6,funeral and party recollection; town and meteor observation,Background detail and whitespace are balanced; translated lettering was excluded.,Six or more distinct official interior pages across at least two contexts were inspected; translated lettering was excluded from artDensity; panel approval remains pending.,modelObservedPendingPanel
frieren,visualSoftness,known,3,0.92,originalPublisher,publisher,https://e-comi.shogakukan.co.jp/viewer/speedreader?cid=098501800000d0000000&u0=1,standard Volume 1; ISBN 9784098501809; released 2020-08-18,The official Volume 1 or first chapter is within original volumes 1-3 and maps directly to entry_1_3_volumes.,official e-comi viewer p4; official e-comi viewer p5; official e-comi viewer p6; official e-comi viewer p7; official e-comi viewer p8; official e-comi viewer p9,6,funeral and party recollection; town and meteor observation,Mostly smooth curves and light tonal treatment recur with limited hard contrast.,Six or more distinct official interior pages across at least two contexts were inspected; translated lettering was excluded from artDensity; panel approval remains pending.,modelObservedPendingPanel
frieren,motionImpact,unknown,,,originalPublisher,publisher,https://e-comi.shogakukan.co.jp/viewer/speedreader?cid=098501800000d0000000&u0=1,standard Volume 1; ISBN 9784098501809; released 2020-08-18,The official Volume 1 or first chapter is within original volumes 1-3 and maps directly to entry_1_3_volumes.,official e-comi viewer p4; official e-comi viewer p5; official e-comi viewer p6; official e-comi viewer p7; official e-comi viewer p8; official e-comi viewer p9,6,funeral and party recollection; town and meteor observation,No supported value was inferred for this axis from the cited official sample.,"The official preview contains travel and dialogue but no continuous action sequence, so the prior low motion value is not retained.",modelObservedPendingPanel
chainsaw-man,artRealism,known,2,0.91,originalPublisher,publisher,https://shonenjumpplus.com/episode/10834108156650024834,standard Volume 1; ISBN 9784088817804; released 2019-03-04,The official Volume 1 or first chapter is within original volumes 1-3 and maps directly to entry_1_3_volumes.,Jump Plus turn 4 left page; Jump Plus turn 4 right page; Jump Plus turn 8 left page; Jump Plus turn 8 right page; Jump Plus turn 12 left page; Jump Plus turn 12 right page,6,debt and Pochita domestic scenes; rural exterior and devil encounter,Conventional manga stylization and stable functional anatomy recur across the cited pages.,Six or more distinct official interior pages across at least two contexts were inspected; translated lettering was excluded from artDensity; panel approval remains pending.,modelObservedPendingPanel
chainsaw-man,artDensity,known,2,0.91,originalPublisher,publisher,https://shonenjumpplus.com/episode/10834108156650024834,standard Volume 1; ISBN 9784088817804; released 2019-03-04,The official Volume 1 or first chapter is within original volumes 1-3 and maps directly to entry_1_3_volumes.,Jump Plus turn 4 left page; Jump Plus turn 4 right page; Jump Plus turn 8 left page; Jump Plus turn 8 right page; Jump Plus turn 12 left page; Jump Plus turn 12 right page,6,debt and Pochita domestic scenes; rural exterior and devil encounter,Background detail and whitespace are balanced; translated lettering was excluded.,Six or more distinct official interior pages across at least two contexts were inspected; translated lettering was excluded from artDensity; panel approval remains pending.,modelObservedPendingPanel
chainsaw-man,visualSoftness,known,0,0.98,originalPublisher,publisher,https://shonenjumpplus.com/episode/10834108156650024834,standard Volume 1; ISBN 9784088817804; released 2019-03-04,The official Volume 1 or first chapter is within original volumes 1-3 and maps directly to entry_1_3_volumes.,Jump Plus turn 4 left page; Jump Plus turn 4 right page; Jump Plus turn 8 left page; Jump Plus turn 8 right page; Jump Plus turn 12 left page; Jump Plus turn 12 right page,6,debt and Pochita domestic scenes; rural exterior and devil encounter,"Hard angles, coarse marks, or strong black masses dominate the cited pages.",Six or more distinct official interior pages across at least two contexts were inspected; translated lettering was excluded from artDensity; panel approval remains pending.,modelObservedPendingPanel
chainsaw-man,motionImpact,known,4,0.99,originalPublisher,publisher,https://shonenjumpplus.com/episode/10834108156650024834,standard Volume 1; ISBN 9784088817804; released 2019-03-04,The official Volume 1 or first chapter is within original volumes 1-3 and maps directly to entry_1_3_volumes.,Jump Plus turn 4 left page; Jump Plus turn 4 right page; Jump Plus turn 8 left page; Jump Plus turn 8 right page; Jump Plus turn 12 left page; Jump Plus turn 12 right page; consecutive pages 40-44; consecutive panels 1-10,6,debt and Pochita domestic scenes; rural exterior and devil encounter,"The cited continuous sequence strongly emphasizes speed, collision, debris, or body reaction.",The directly observed transformation fight supplies a continuous high-impact sequence.,modelObservedPendingPanel
blue-lock,artRealism,known,3,0.94,originalPublisher,publisher,https://pocket.shonenmagazine.com/title/00617/episode/213491,standard Volume 1; ISBN 9784065134009; released 2018-11-16,The official Volume 1 or first chapter is within original volumes 1-3 and maps directly to entry_1_3_volumes.,Magapoke viewer p5; Magapoke viewer p6; Magapoke viewer p7; Magapoke viewer p8; Magapoke viewer p9; Magapoke viewer p10; Magapoke viewer p11; Magapoke viewer p12,8,selection facility and player discussion; football match,Mostly realistic anatomy and space recur with limited stylization.,Six or more distinct official interior pages across at least two contexts were inspected; translated lettering was excluded from artDensity; panel approval remains pending.,modelObservedPendingPanel
blue-lock,artDensity,known,3,0.96,originalPublisher,publisher,https://pocket.shonenmagazine.com/title/00617/episode/213491,standard Volume 1; ISBN 9784065134009; released 2018-11-16,The official Volume 1 or first chapter is within original volumes 1-3 and maps directly to entry_1_3_volumes.,Magapoke viewer p5; Magapoke viewer p6; Magapoke viewer p7; Magapoke viewer p8; Magapoke viewer p9; Magapoke viewer p10; Magapoke viewer p11; Magapoke viewer p12,8,selection facility and player discussion; football match,Layered backgrounds and hatching produce above-balanced density; translated lettering was excluded.,Six or more distinct official interior pages across at least two contexts were inspected; translated lettering was excluded from artDensity; panel approval remains pending.,modelObservedPendingPanel
blue-lock,visualSoftness,known,0,0.98,originalPublisher,publisher,https://pocket.shonenmagazine.com/title/00617/episode/213491,standard Volume 1; ISBN 9784065134009; released 2018-11-16,The official Volume 1 or first chapter is within original volumes 1-3 and maps directly to entry_1_3_volumes.,Magapoke viewer p5; Magapoke viewer p6; Magapoke viewer p7; Magapoke viewer p8; Magapoke viewer p9; Magapoke viewer p10; Magapoke viewer p11; Magapoke viewer p12,8,selection facility and player discussion; football match,"Hard angles, coarse marks, or strong black masses dominate the cited pages.",Six or more distinct official interior pages across at least two contexts were inspected; translated lettering was excluded from artDensity; panel approval remains pending.,modelObservedPendingPanel
blue-lock,motionImpact,known,4,0.99,originalPublisher,publisher,https://pocket.shonenmagazine.com/title/00617/episode/213491,standard Volume 1; ISBN 9784065134009; released 2018-11-16,The official Volume 1 or first chapter is within original volumes 1-3 and maps directly to entry_1_3_volumes.,Magapoke viewer p5; Magapoke viewer p6; Magapoke viewer p7; Magapoke viewer p8; Magapoke viewer p9; Magapoke viewer p10; Magapoke viewer p11; Magapoke viewer p12; consecutive pages 8-12; consecutive panels 1-8,8,selection facility and player discussion; football match,"The cited continuous sequence strongly emphasizes speed, collision, debris, or body reaction.",The directly observed football sequence exposes continuous ball and body movement.,modelObservedPendingPanel
monster,artRealism,known,4,0.99,originalPublisher,publisher,https://e-comi.shogakukan.co.jp/viewer/speedreader?cid=091836510000d0000000&u0=1,standard Volume 1; ISBN 9784091836519; released 1995-06-30,The official Volume 1 or first chapter is within original volumes 1-3 and maps directly to entry_1_3_volumes.,official e-comi viewer p6; official e-comi viewer p7; official e-comi viewer p8; official e-comi viewer p9; official e-comi viewer p10; official e-comi viewer p11,6,hospital surgery and staff; office and city exterior,"Realistic anatomy, objects, and spatial perspective recur across the cited pages.",Six or more distinct official interior pages across at least two contexts were inspected; translated lettering was excluded from artDensity; panel approval remains pending.,modelObservedPendingPanel
monster,artDensity,known,3,0.97,originalPublisher,publisher,https://e-comi.shogakukan.co.jp/viewer/speedreader?cid=091836510000d0000000&u0=1,standard Volume 1; ISBN 9784091836519; released 1995-06-30,The official Volume 1 or first chapter is within original volumes 1-3 and maps directly to entry_1_3_volumes.,official e-comi viewer p6; official e-comi viewer p7; official e-comi viewer p8; official e-comi viewer p9; official e-comi viewer p10; official e-comi viewer p11,6,hospital surgery and staff; office and city exterior,Layered backgrounds and hatching produce above-balanced density; translated lettering was excluded.,Six or more distinct official interior pages across at least two contexts were inspected; translated lettering was excluded from artDensity; panel approval remains pending.,modelObservedPendingPanel
monster,visualSoftness,known,1,0.95,originalPublisher,publisher,https://e-comi.shogakukan.co.jp/viewer/speedreader?cid=091836510000d0000000&u0=1,standard Volume 1; ISBN 9784091836519; released 1995-06-30,The official Volume 1 or first chapter is within original volumes 1-3 and maps directly to entry_1_3_volumes.,official e-comi viewer p6; official e-comi viewer p7; official e-comi viewer p8; official e-comi viewer p9; official e-comi viewer p10; official e-comi viewer p11,6,hospital surgery and staff; office and city exterior,Mostly hard linework recurs with limited neutral softness.,Six or more distinct official interior pages across at least two contexts were inspected; translated lettering was excluded from artDensity; panel approval remains pending.,modelObservedPendingPanel
monster,motionImpact,unknown,,,originalPublisher,publisher,https://e-comi.shogakukan.co.jp/viewer/speedreader?cid=091836510000d0000000&u0=1,standard Volume 1; ISBN 9784091836519; released 1995-06-30,The official Volume 1 or first chapter is within original volumes 1-3 and maps directly to entry_1_3_volumes.,official e-comi viewer p6; official e-comi viewer p7; official e-comi viewer p8; official e-comi viewer p9; official e-comi viewer p10; official e-comi viewer p11,6,hospital surgery and staff; office and city exterior,No supported value was inferred for this axis from the cited official sample.,"The official preview contains hospital and suspense scenes but no continuous action sequence, so the prior low motion value is not retained.",modelObservedPendingPanel
yotsuba-to,artRealism,known,3,0.97,originalPublisher,publisher,https://comic-walker.com/detail/KC_003331_S/episodes/KC_0033310000100011_E?episodeType=first,standard Volume 1; ISBN 9784048690669; released 2003-08-27,The official Volume 1 or first chapter is within original volumes 1-3 and maps directly to entry_1_3_volumes.,Kadocomi viewer p1; Kadocomi viewer p2; Kadocomi viewer p3; Kadocomi viewer p4; Kadocomi viewer p5; Kadocomi viewer p6; Kadocomi viewer p7; Kadocomi viewer p8,8,moving truck and neighborhood; family and home scenes,Mostly realistic anatomy and space recur with limited stylization.,Six or more distinct official interior pages across at least two contexts were inspected; translated lettering was excluded from artDensity; panel approval remains pending.,modelObservedPendingPanel
yotsuba-to,artDensity,known,2,0.95,originalPublisher,publisher,https://comic-walker.com/detail/KC_003331_S/episodes/KC_0033310000100011_E?episodeType=first,standard Volume 1; ISBN 9784048690669; released 2003-08-27,The official Volume 1 or first chapter is within original volumes 1-3 and maps directly to entry_1_3_volumes.,Kadocomi viewer p1; Kadocomi viewer p2; Kadocomi viewer p3; Kadocomi viewer p4; Kadocomi viewer p5; Kadocomi viewer p6; Kadocomi viewer p7; Kadocomi viewer p8,8,moving truck and neighborhood; family and home scenes,Background detail and whitespace are balanced; translated lettering was excluded.,Six or more distinct official interior pages across at least two contexts were inspected; translated lettering was excluded from artDensity; panel approval remains pending.,modelObservedPendingPanel
yotsuba-to,visualSoftness,known,3,0.98,originalPublisher,publisher,https://comic-walker.com/detail/KC_003331_S/episodes/KC_0033310000100011_E?episodeType=first,standard Volume 1; ISBN 9784048690669; released 2003-08-27,The official Volume 1 or first chapter is within original volumes 1-3 and maps directly to entry_1_3_volumes.,Kadocomi viewer p1; Kadocomi viewer p2; Kadocomi viewer p3; Kadocomi viewer p4; Kadocomi viewer p5; Kadocomi viewer p6; Kadocomi viewer p7; Kadocomi viewer p8,8,moving truck and neighborhood; family and home scenes,Mostly smooth curves and light tonal treatment recur with limited hard contrast.,Six or more distinct official interior pages across at least two contexts were inspected; translated lettering was excluded from artDensity; panel approval remains pending.,modelObservedPendingPanel
yotsuba-to,motionImpact,known,2,0.92,originalPublisher,publisher,https://comic-walker.com/detail/KC_003331_S/episodes/KC_0033310000100011_E?episodeType=first,standard Volume 1; ISBN 9784048690669; released 2003-08-27,The official Volume 1 or first chapter is within original volumes 1-3 and maps directly to entry_1_3_volumes.,Kadocomi viewer p1; Kadocomi viewer p2; Kadocomi viewer p3; Kadocomi viewer p4; Kadocomi viewer p5; Kadocomi viewer p6; Kadocomi viewer p7; Kadocomi viewer p8; consecutive pages 17-20; consecutive panels 1-10,8,moving truck and neighborhood; family and home scenes,"The cited continuous sequence uses moderate speed, reaction, and impact emphasis.",The running and physical-comedy sequence is continuous across the cited official pages.,modelObservedPendingPanel
blame,artRealism,known,3,0.91,originalPublisher,publisher,https://comic-days.com/episode/13932016480029861973,standard Volume 1; ISBN 9784063141825; released 1998-06-20,The official Volume 1 or first chapter is within original volumes 1-3 and maps directly to entry_1_3_volumes.,Comic Days viewer p3; Comic Days viewer p4; Comic Days viewer p5; Comic Days viewer p6; Comic Days viewer p7; Comic Days viewer p8,6,megastructure travel; character encounter and threat,Mostly realistic anatomy and space recur with limited stylization.,Six or more distinct official interior pages across at least two contexts were inspected; translated lettering was excluded from artDensity; panel approval remains pending.,modelObservedPendingPanel
blame,artDensity,known,4,0.99,originalPublisher,publisher,https://comic-days.com/episode/13932016480029861973,standard Volume 1; ISBN 9784063141825; released 1998-06-20,The official Volume 1 or first chapter is within original volumes 1-3 and maps directly to entry_1_3_volumes.,Comic Days viewer p3; Comic Days viewer p4; Comic Days viewer p5; Comic Days viewer p6; Comic Days viewer p7; Comic Days viewer p8,6,megastructure travel; character encounter and threat,"High background, object, and line density recurs; translated lettering was excluded.",Six or more distinct official interior pages across at least two contexts were inspected; translated lettering was excluded from artDensity; panel approval remains pending.,modelObservedPendingPanel
