"position","workId","canonicalTitle","blockerCode","blockerDetails","evidenceName","evidenceUrl","evidencePublishedAt","retrievedAt","recheckPath","koreanQueries","japaneseEvidenceUrls"
"11","work-e74460a914133493e11e","ことりサラリーマン 鳥川さん","SOURCE_INFORMATION_UNAVAILABLE","Official + JP + Korean paths exhausted for bounded entry-volume 1-3 review. 공식 홍보/상품 또는 수상 페이지와 일본 독립 커뮤니티 평가 경로, 한국어 작품명·통용 표기 변형을 사용한 한국 커뮤니티 검색을 bounded하게 소진했으나 17 Axis·Genre·Theme 필수 coverage를 완전 승격할 신뢰 가능한 잔여 근거가 없다. Existing source coverage leaves all 17 Axis cells, Genre, and Theme unreviewed/unknown; no reproducible 0/2/4 promotions were accepted, so recommendationVerified is not defensible. Unknown was not converted to low; selection labels, ratings, popularity, and silence were not used. Duplicate/syndicated retailer reviews were not treated as independent evidence. Art is optional.","Official award/publisher/product source; independent Japanese review/community search; Korean-title community search","https://www.mangataisho.com/archives/2014.html","2014","2026-08-26","C:\Toys\konocomics\data\staging\catalog-expansion\source-registry.csv;C:\Toys\konocomics\data\staging\catalog-expansion\batches\batch-028\frozen-work-set.csv; Reopen only with edition-bound official volume 1-3 copy/trial or at least two independent non-syndicated JP/KR entry-range reviews establishing concrete 0/2/4 cells. Art is optional and never a blocker.","코토리 샐러리맨 토리카와 씨;코토리사라리만;토리카와 씨 만화","https://bookmeter.com/search?keyword=%E3%81%93%E3%81%A8%E3%82%8A%E3%82%B5%E3%83%A9%E3%83%AA%E3%83%BC%E3%83%9E%E3%83%B3%20%E9%B3%A5%E5%B7%9D%E3%81%95%E3%82%93"
"12","work-e7654f6737cf01051e67","薔薇のために","SOURCE_INFORMATION_UNAVAILABLE","Official + JP + Korean paths exhausted for bounded entry-volume 1-3 review. 공식 홍보/상품 또는 수상 페이지와 일본 독립 커뮤니티 평가 경로, 한국어 작품명·통용 표기 변형을 사용한 한국 커뮤니티 검색을 bounded하게 소진했으나 17 Axis·Genre·Theme 필수 coverage를 완전 승격할 신뢰 가능한 잔여 근거가 없다. Existing source coverage leaves all 17 Axis cells, Genre, and Theme unreviewed/unknown; no reproducible 0/2/4 promotions were accepted, so recommendationVerified is not defensible. Unknown was not converted to low; selection labels, ratings, popularity, and silence were not used. Duplicate/syndicated retailer reviews were not treated as independent evidence. Art is optional.","Official award/publisher/product source; independent Japanese review/community search; Korean-title community search","https://shogakukan-comic.jp/shogakukan-mangasho-archives","1993","2026-08-26","C:\Toys\konocomics\data\staging\catalog-expansion\source-registry.csv;C:\Toys\konocomics\data\staging\catalog-expansion\batches\batch-028\frozen-work-set.csv; Reopen only with edition-bound official volume 1-3 copy/trial or at least two independent non-syndicated JP/KR entry-range reviews establishing concrete 0/2/4 cells. Art is optional and never a blocker.","장미를 위하여 만화;장미를위하여;바라를 위해 만화","https://reviewne.jp/contents/5048"
"13","work-e77bba43057fae9a479b","アニマル横町","SOURCE_INFORMATION_UNAVAILABLE","Official + JP + Korean paths exhausted for bounded entry-volume 1-3 review. 공식 홍보/상품 또는 수상 페이지와 일본 독립 커뮤니티 평가 경로, 한국어 작품명·통용 표기 변형을 사용한 한국 커뮤니티 검색을 bounded하게 소진했으나 17 Axis·Genre·Theme 필수 coverage를 완전 승격할 신뢰 가능한 잔여 근거가 없다. Existing source coverage leaves all 17 Axis cells, Genre, and Theme unreviewed/unknown; no reproducible 0/2/4 promotions were accepted, so recommendationVerified is not defensible. Unknown was not converted to low; selection labels, ratings, popularity, and silence were not used. Duplicate/syndicated retailer reviews were not treated as independent evidence. Art is optional.","Official award/publisher/product source; independent Japanese review/community search; Korean-title community search","https://shogakukan-comic.jp/shogakukan-mangasho-archives","2005","2026-08-26","C:\Toys\konocomics\data\staging\catalog-expansion\source-registry.csv;C:\Toys\konocomics\data\staging\catalog-expansion\batches\batch-028\frozen-work-set.csv; Reopen only with edition-bound official volume 1-3 copy/trial or at least two independent non-syndicated JP/KR entry-range reviews establishing concrete 0/2/4 cells. Art is optional and never a blocker.","애니멀 요코초 만화;애니멀요코초;동물 요코초","https://www.cmoa.jp/title/customer_review/title_id/63890/"
"14","work-e7adc74b361fe17f18c2","魔法使いの娘","SOURCE_INFORMATION_UNAVAILABLE","Official + JP + Korean paths exhausted for bounded entry-volume 1-3 review. 공식 홍보/상품 또는 수상 페이지와 일본 독립 커뮤니티 평가 경로, 한국어 작품명·통용 표기 변형을 사용한 한국 커뮤니티 검색을 bounded하게 소진했으나 17 Axis·Genre·Theme 필수 coverage를 완전 승격할 신뢰 가능한 잔여 근거가 없다. Existing source coverage leaves all 17 Axis cells, Genre, and Theme unreviewed/unknown; no reproducible 0/2/4 promotions were accepted, so recommendationVerified is not defensible. Unknown was not converted to low; selection labels, ratings, popularity, and silence were not used. Duplicate/syndicated retailer reviews were not treated as independent evidence. Art is optional.","Official award/publisher/product source; independent Japanese review/community search; Korean-title community search","https://www.mangataisho.com/archives/2011.html","2011","2026-08-26","C:\Toys\konocomics\data\staging\catalog-expansion\source-registry.csv;C:\Toys\konocomics\data\staging\catalog-expansion\batches\batch-028\frozen-work-set.csv; Reopen only with edition-bound official volume 1-3 copy/trial or at least two independent non-syndicated JP/KR entry-range reviews establishing concrete 0/2/4 cells. Art is optional and never a blocker.","마법사의 딸 만화;마법사의딸;마호츠카이노 무스메","https://manga-blog.net/mahoutsukai-no-musume/"
"15","work-e7ef16104220e2ab2e6b","アホリズム","SOURCE_INFORMATION_UNAVAILABLE","Official + JP + Korean paths exhausted for bounded entry-volume 1-3 review. 공식 홍보/상품 또는 수상 페이지와 일본 독립 커뮤니티 평가 경로, 한국어 작품명·통용 표기 변형을 사용한 한국 커뮤니티 검색을 bounded하게 소진했으나 17 Axis·Genre·Theme 필수 coverage를 완전 승격할 신뢰 가능한 잔여 근거가 없다. Existing source coverage leaves all 17 Axis cells, Genre, and Theme unreviewed/unknown; no reproducible 0/2/4 promotions were accepted, so recommendationVerified is not defensible. Unknown was not converted to low; selection labels, ratings, popularity, and silence were not used. Duplicate/syndicated retailer reviews were not treated as independent evidence. Art is optional.","Official award/publisher/product source; independent Japanese review/community search; Korean-title community search","https://www.mangataisho.com/archives/2010.html","2010","2026-08-26","C:\Toys\konocomics\data\staging\catalog-expansion\source-registry.csv;C:\Toys\konocomics\data\staging\catalog-expansion\batches\batch-028\frozen-work-set.csv; Reopen only with edition-bound official volume 1-3 copy/trial or at least two independent non-syndicated JP/KR entry-range reviews establishing concrete 0/2/4 cells. Art is optional and never a blocker.","아호리즘 만화;아포리즘 만화;아호리즘 리뷰","https://reviewne.jp/contents/5523"
"16","work-e7f930a01c7c9fa5d9e9","かわいそうな真弓さん","SOURCE_INFORMATION_UNAVAILABLE","Official + JP + Korean paths exhausted for bounded entry-volume 1-3 review. 공식 홍보/상품 또는 수상 페이지와 일본 독립 커뮤니티 평가 경로, 한국어 작품명·통용 표기 변형을 사용한 한국 커뮤니티 검색을 bounded하게 소진했으나 17 Axis·Genre·Theme 필수 coverage를 완전 승격할 신뢰 가능한 잔여 근거가 없다. Existing source coverage leaves all 17 Axis cells, Genre, and Theme unreviewed/unknown; no reproducible 0/2/4 promotions were accepted, so recommendationVerified is not defensible. Unknown was not converted to low; selection labels, ratings, popularity, and silence were not used. Duplicate/syndicated retailer reviews were not treated as independent evidence. Art is optional.","Official award/publisher/product source; independent Japanese review/community search; Korean-title community search","https://www.mangataisho.com/archives/2012.html","2012","2026-08-26","C:\Toys\konocomics\data\staging\catalog-expansion\source-registry.csv;C:\Toys\konocomics\data\staging\catalog-expansion\batches\batch-028\frozen-work-set.csv; Reopen only with edition-bound official volume 1-3 copy/trial or at least two independent non-syndicated JP/KR entry-range reviews establishing concrete 0/2/4 cells. Art is optional and never a blocker.","불쌍한 마유미 씨 만화;가엾은 마유미;카와이소나 마유미상","https://manba.co.jp/free_spaces/482/comments/21479"
"17","work-e83b8d9f87953ddd20fd","無能なナナ","SOURCE_INFORMATION_UNAVAILABLE","Official + JP + Korean paths exhausted for bounded entry-volume 1-3 review. 공식 홍보/상품 또는 수상 페이지와 일본 독립 커뮤니티 평가 경로, 한국어 작품명·통용 표기 변형을 사용한 한국 커뮤니티 검색을 bounded하게 소진했으나 17 Axis·Genre·Theme 필수 coverage를 완전 승격할 신뢰 가능한 잔여 근거가 없다. Existing source coverage leaves all 17 Axis cells, Genre, and Theme unreviewed/unknown; no reproducible 0/2/4 promotions were accepted, so recommendationVerified is not defensible. Unknown was not converted to low; selection labels, ratings, popularity, and silence were not used. Duplicate/syndicated retailer reviews were not treated as independent evidence. Art is optional.","Official award/publisher/product source; independent Japanese review/community search; Korean-title community search","https://tsugimanga.jp/winner/2017/comics","2017-08-23","2026-08-26","C:\Toys\konocomics\data\staging\catalog-expansion\source-registry.csv;C:\Toys\konocomics\data\staging\catalog-expansion\batches\batch-028\frozen-work-set.csv; Reopen only with edition-bound official volume 1-3 copy/trial or at least two independent non-syndicated JP/KR entry-range reviews establishing concrete 0/2/4 cells. Art is optional and never a blocker.","무능한 나나 만화;무능한나나;무능한 나나 리뷰","https://bambam-comic.com/munounanana-1/"
"18","work-e846148224265dc2cd39","にゃん天堂","SOURCE_INFORMATION_UNAVAILABLE","Official + JP + Korean paths exhausted for bounded entry-volume 1-3 review. 공식 홍보/상품 또는 수상 페이지와 일본 독립 커뮤니티 평가 경로, 한국어 작품명·통용 표기 변형을 사용한 한국 커뮤니티 검색을 bounded하게 소진했으나 17 Axis·Genre·Theme 필수 coverage를 완전 승격할 신뢰 가능한 잔여 근거가 없다. Existing source coverage leaves all 17 Axis cells, Genre, and Theme unreviewed/unknown; no reproducible 0/2/4 promotions were accepted, so recommendationVerified is not defensible. Unknown was not converted to low; selection labels, ratings, popularity, and silence were not used. Duplicate/syndicated retailer reviews were not treated as independent evidence. Art is optional.","Official award/publisher/product source; independent Japanese review/community search; Korean-title community search","https://www.mangataisho.com/archives/2015.html","2015","2026-08-26","C:\Toys\konocomics\data\staging\catalog-expansion\source-registry.csv;C:\Toys\konocomics\data\staging\catalog-expansion\batches\batch-028\frozen-work-set.csv; Reopen only with edition-bound official volume 1-3 copy/trial or at least two independent non-syndicated JP/KR entry-range reviews establishing concrete 0/2/4 cells. Art is optional and never a blocker.","냥텐도 만화;냥텐도;냐앙텐도","https://bookmeter.com/search?keyword=%E3%81%AB%E3%82%83%E3%82%93%E5%A4%A9%E5%A0%82"
"19","work-e86a34fbbb38ce4293a7","テンペスト","SOURCE_INFORMATION_UNAVAILABLE","Official + JP + Korean paths exhausted for bounded entry-volume 1-3 review. 공식 홍보/상품 또는 수상 페이지와 일본 독립 커뮤니티 평가 경로, 한국어 작품명·통용 표기 변형을 사용한 한국 커뮤니티 검색을 bounded하게 소진했으나 17 Axis·Genre·Theme 필수 coverage를 완전 승격할 신뢰 가능한 잔여 근거가 없다. Existing source coverage leaves all 17 Axis cells, Genre, and Theme unreviewed/unknown; no reproducible 0/2/4 promotions were accepted, so recommendationVerified is not defensible. Unknown was not converted to low; selection labels, ratings, popularity, and silence were not used. Duplicate/syndicated retailer reviews were not treated as independent evidence. Art is optional.","Official award/publisher/product source; independent Japanese review/community search; Korean-title community search","https://www.mangataisho.com/archives/2014.html","2014","2026-08-26","C:\Toys\konocomics\data\staging\catalog-expansion\source-registry.csv;C:\Toys\konocomics\data\staging\catalog-expansion\batches\batch-028\frozen-work-set.csv; Reopen only with edition-bound official volume 1-3 copy/trial or at least two independent non-syndicated JP/KR entry-range reviews establishing concrete 0/2/4 cells. Art is optional and never a blocker.","템페스트 만화;템페스트;텐페스트 만화","https://bookmeter.com/search?keyword=%E3%83%86%E3%83%B3%E3%83%9A%E3%82%B9%E3%83%88"
"20","work-e8d29ca977ebb296d54b","オトメン（乙男）","SOURCE_INFORMATION_UNAVAILABLE","Official + JP + Korean paths exhausted for bounded entry-volume 1-3 review. 공식 홍보/상품 또는 수상 페이지와 일본 독립 커뮤니티 평가 경로, 한국어 작품명·통용 표기 변형을 사용한 한국 커뮤니티 검색을 bounded하게 소진했으나 17 Axis·Genre·Theme 필수 coverage를 완전 승격할 신뢰 가능한 잔여 근거가 없다. Existing source coverage leaves all 17 Axis cells, Genre, and Theme unreviewed/unknown; no reproducible 0/2/4 promotions were accepted, so recommendationVerified is not defensible. Unknown was not converted to low; selection labels, ratings, popularity, and silence were not used. Duplicate/syndicated retailer reviews were not treated as independent evidence. Art is optional.","Official award/publisher/product source; independent Japanese review/community search; Korean-title community search","https://hon-hikidashi.jp/event/104752/","2008","2026-08-26","C:\Toys\konocomics\data\staging\catalog-expansion\source-registry.csv;C:\Toys\konocomics\data\staging\catalog-expansion\batches\batch-028\frozen-work-set.csv; Reopen only with edition-bound official volume 1-3 copy/trial or at least two independent non-syndicated JP/KR entry-range reviews establishing concrete 0/2/4 cells. Art is optional and never a blocker.","오토멘 을남 만화;오토멘(을남);오토멘 만화 리뷰","https://nakano-laboratory.hatenablog.com/entry/2014/07/18/210627"
"21","work-e90794db2fd0302e0eec","犬と猫どっちも飼ってると毎日たのしい","SOURCE_INFORMATION_UNAVAILABLE","Official + JP + Korean paths exhausted for bounded entry-volume 1-3 review. 공식 홍보/상품 또는 수상 페이지와 일본 독립 커뮤니티 평가 경로, 한국어 작품명·통용 표기 변형을 사용한 한국 커뮤니티 검색을 bounded하게 소진했으나 17 Axis·Genre·Theme 필수 coverage를 완전 승격할 신뢰 가능한 잔여 근거가 없다. Existing source coverage leaves all 17 Axis cells, Genre, and Theme unreviewed/unknown; no reproducible 0/2/4 promotions were accepted, so recommendationVerified is not defensible. Unknown was not converted to low; selection labels, ratings, popularity, and silence were not used. Duplicate/syndicated retailer reviews were not treated as independent evidence. Art is optional.","Official award/publisher/product source; independent Japanese review/community search; Korean-title community search","https://www.honyaclub.com/shop/pages/osusumecomic2019.aspx","2019","2026-08-26","C:\Toys\konocomics\data\staging\catalog-expansion\source-registry.csv;C:\Toys\konocomics\data\staging\catalog-expansion\batches\batch-028\frozen-work-set.csv; Reopen only with edition-bound official volume 1-3 copy/trial or at least two independent non-syndicated JP/KR entry-range reviews establishing concrete 0/2/4 cells. Art is optional and never a blocker.","개와 고양이 둘 다 키우면 매일이 즐거워 만화;개와고양이 둘다 키우면 매일 즐거워;개와 고양이 만화","https://www.cmoa.jp/title/customer_review/title_id/150813/?site_kbn=1"
