workId,batchId,batchType,status,selectionReason,methodPolicy,panelPolicy,lastUpdatedAt
work-a25bac53b4757f13f21a,batch-003,batch,frozen,era-2010s;audience-seinen;genre-unknown;ev-multi,promotion-evidence-v2,art-local-codex+gemini-3.7-flash-high;grok-art-abstain;muse-conditional,2026-08-23
work-a4ca6e21e97927928e1a,batch-003,batch,frozen,era-2010s;audience-seinen;genre-unknown;ev-rich,promotion-evidence-v2,art-local-codex+gemini-3.7-flash-high;grok-art-abstain;muse-conditional,2026-08-23
work-a7413b6e35e0d316a538,batch-003,batch,frozen,era-2000s;audience-shojo;genre-unknown;ev-rich,promotion-evidence-v2,art-local-codex+gemini-3.7-flash-high;grok-art-abstain;muse-conditional,2026-08-23
work-a7e0062c7153978fc6fe,batch-003,batch,frozen,era-2000s;audience-unknown;genre-unknown;ev-rich,promotion-evidence-v2,art-local-codex+gemini-3.7-flash-high;grok-art-abstain;muse-conditional,2026-08-23
work-a960372ed5efa4031896,batch-003,batch,frozen,era-2020s;audience-shonen;genre-unknown;ev-multi,promotion-evidence-v2,art-local-codex+gemini-3.7-flash-high;grok-art-abstain;muse-conditional,2026-08-23
work-aa6d796e2e04a55b94b1,batch-003,batch,frozen,era-2000s;audience-seinen;genre-unknown;ev-rich,promotion-evidence-v2,art-local-codex+gemini-3.7-flash-high;grok-art-abstain;muse-conditional,2026-08-23
work-ae0ac8a5acfc5fbb7dd6,batch-003,batch,frozen,era-2010s;audience-seinen;genre-unknown;ev-multi,promotion-evidence-v2,art-local-codex+gemini-3.7-flash-high;grok-art-abstain;muse-conditional,2026-08-23
work-b2be97620643b3342637,batch-003,batch,frozen,era-2000s;audience-seinen;genre-unknown;ev-rich,promotion-evidence-v2,art-local-codex+gemini-3.7-flash-high;grok-art-abstain;muse-conditional,2026-08-23
work-b708734262fb9b67f948,batch-003,batch,frozen,era-unknown;audience-seinen;genre-unknown;ev-rich,promotion-evidence-v2,art-local-codex+gemini-3.7-flash-high;grok-art-abstain;muse-conditional,2026-08-23
work-bd42208a660912d9d95d,batch-003,batch,frozen,era-2010s;audience-seinen;genre-unknown;ev-multi,promotion-evidence-v2,art-local-codex+gemini-3.7-flash-high;grok-art-abstain;muse-conditional,2026-08-23
work-c5e8c957903bf1832dc5,batch-003,batch,frozen,era-2010s;audience-seinen;genre-unknown;ev-rich,promotion-evidence-v2,art-local-codex+gemini-3.7-flash-high;grok-art-abstain;muse-conditional,2026-08-23
work-c805c5b70111f75d6fb5,batch-003,batch,frozen,era-2000s;audience-seinen;genre-unknown;ev-rich,promotion-evidence-v2,art-local-codex+gemini-3.7-flash-high;grok-art-abstain;muse-conditional,2026-08-23
work-c9e32218e26c6c6292f9,batch-003,batch,frozen,era-2020s;audience-shonen;genre-unknown;ev-multi,promotion-evidence-v2,art-local-codex+gemini-3.7-flash-high;grok-art-abstain;muse-conditional,2026-08-23
work-d655ea1cfb913f33cc9a,batch-003,batch,frozen,era-2010s;audience-shonen;genre-unknown;ev-multi,promotion-evidence-v2,art-local-codex+gemini-3.7-flash-high;grok-art-abstain;muse-conditional,2026-08-23
work-d735187a8421d0d33399,batch-003,batch,frozen,era-2010s;audience-unknown;genre-unknown;ev-rich,promotion-evidence-v2,art-local-codex+gemini-3.7-flash-high;grok-art-abstain;muse-conditional,2026-08-23
work-da98a01b4d345bd9c415,batch-003,batch,frozen,era-2000s;audience-seinen;genre-unknown;ev-multi,promotion-evidence-v2,art-local-codex+gemini-3.7-flash-high;grok-art-abstain;muse-conditional,2026-08-23
work-df29832c2155775e0e7c,batch-003,batch,frozen,era-2010s;audience-seinen;genre-unknown;ev-multi,promotion-evidence-v2,art-local-codex+gemini-3.7-flash-high;grok-art-abstain;muse-conditional,2026-08-23
work-ea41ee65245a0dbdc4a8,batch-003,batch,frozen,era-2010s;audience-shonen;genre-unknown;ev-multi,promotion-evidence-v2,art-local-codex+gemini-3.7-flash-high;grok-art-abstain;muse-conditional,2026-08-23
work-f1d22b68efa7fbd501ee,batch-003,batch,frozen,era-2000s;audience-seinen;genre-unknown;ev-rich,promotion-evidence-v2,art-local-codex+gemini-3.7-flash-high;grok-art-abstain;muse-conditional,2026-08-23
work-f59be454d59478f33914,batch-003,batch,frozen,era-2010s;audience-seinen;genre-unknown;ev-rich,promotion-evidence-v2,art-local-codex+gemini-3.7-flash-high;grok-art-abstain;muse-conditional,2026-08-23
work-f6cddc6b36f20bd0cc74,batch-003,batch,frozen,era-2010s;audience-seinen;genre-unknown;ev-multi,promotion-evidence-v2,art-local-codex+gemini-3.7-flash-high;grok-art-abstain;muse-conditional,2026-08-23
work-f6fa4c2d3a7e1dc5257b,batch-003,batch,frozen,era-2010s;audience-seinen;genre-unknown;ev-multi,promotion-evidence-v2,art-local-codex+gemini-3.7-flash-high;grok-art-abstain;muse-conditional,2026-08-23
