id,workId,volumeNumber,isbn,releaseDate,editionKind,isRepresentative,evidenceId
work-9bd00739b995d84e2494-representative,work-9bd00739b995d84e2494,1,9784778323011,2019-06-14,standard,true,ev-rakuten-library-work-9bd00739b995d84e2494
work-a3d922576a1a1ecc8e3e-representative,work-a3d922576a1a1ecc8e3e,1,9784592160311,2024-10-29,standard,true,ev-rakuten-library-work-a3d922576a1a1ecc8e3e
work-aa85b65d02f367e76a07-representative,work-aa85b65d02f367e76a07,1,9784065398043,2025-08-22,standard,true,ev-rakuten-library-work-aa85b65d02f367e76a07
work-af3443bab1c30d470a76-representative,work-af3443bab1c30d470a76,1,9784047286337,,standard,true,ev-rakuten-library-work-af3443bab1c30d470a76
work-bd5c323a3dbc9f3a04d4-representative,work-bd5c323a3dbc9f3a04d4,1,9784065103760,,standard,true,ev-rakuten-library-work-bd5c323a3dbc9f3a04d4
work-c2df32661c0b925ff74f-representative,work-c2df32661c0b925ff74f,,9784047361515,2020-09-12,standard,true,ev-rakuten-library-work-c2df32661c0b925ff74f
work-c2f3864045578cebb590-representative,work-c2f3864045578cebb590,1,9784757591264,2024-03-25,standard,true,ev-rakuten-library-work-c2f3864045578cebb590
work-c5c2695ad33fd05af945-representative,work-c5c2695ad33fd05af945,1,9784065193808,2020-05-15,standard,true,ev-rakuten-library-work-c5c2695ad33fd05af945
work-c7280f9dcc2754d3f864-representative,work-c7280f9dcc2754d3f864,1,9784088836874,2023-10-04,standard,true,ev-rakuten-library-work-c7280f9dcc2754d3f864
work-d63a83030a8819ff553c-representative,work-d63a83030a8819ff553c,1,9784063522594,,standard,true,ev-rakuten-library-work-d63a83030a8819ff553c
work-d8a87d01c1f35d58e791-representative,work-d8a87d01c1f35d58e791,1,9784757551107,,standard,true,ev-rakuten-library-work-d8a87d01c1f35d58e791
work-e2f095e08fc5e08d5a2b-representative,work-e2f095e08fc5e08d5a2b,1,9784592213512,,standard,true,ev-rakuten-library-work-e2f095e08fc5e08d5a2b
work-e81955a9fc5c4d84580f-representative,work-e81955a9fc5c4d84580f,1,9784088907918,2017-11-22,standard,true,ev-rakuten-library-work-e81955a9fc5c4d84580f
work-eef84d07d90ba2b040cf-representative,work-eef84d07d90ba2b040cf,,9784088831671,2022-07-04,standard,true,ev-rakuten-library-work-eef84d07d90ba2b040cf
work-f8cb26831612e0c6ece5-representative,work-f8cb26831612e0c6ece5,1,9784088827407,2022-11-04,standard,true,ev-rakuten-library-work-f8cb26831612e0c6ece5
work-fc53cb5669aa4099ee4a-representative,work-fc53cb5669aa4099ee4a,1,9784088466477,2011-04-13,standard,true,ev-rakuten-library-work-fc53cb5669aa4099ee4a
work-fd2a957c501c36047ed0-representative,work-fd2a957c501c36047ed0,1,9784088747095,2009-08-04,standard,true,ev-rakuten-library-work-fd2a957c501c36047ed0
work-ff9b025f58d7e12f3cb1-representative,work-ff9b025f58d7e12f3cb1,1,9784592187349,,standard,true,ev-rakuten-library-work-ff9b025f58d7e12f3cb1
