sourceItemId,sourceId,status,candidateId,workId,decisionRef
mangataisho-2011-022,mangataisho-2011,duplicate,candidate-12b484cd79bfe6852ea1,work-12b484cd79bfe6852ea1,mapping-3f825b1b7aa69f6d8dfe
mangataisho-2008-083,mangataisho-2008,included,candidate-151b456508f78852b002,work-151b456508f78852b002,mapping-2293d4029aebb973c7e1
mangataisho-2010-072,mangataisho-2010,duplicate,candidate-151b456508f78852b002,work-151b456508f78852b002,mapping-fe5f9a33d617950f634f
mangataisho-2010-139,mangataisho-2010,included,candidate-1550d4a52c3fe6d9f94c,work-1550d4a52c3fe6d9f94c,mapping-14f09e8c85ce0ed5e981
mangataisho-2011-135,mangataisho-2011,duplicate,candidate-1550d4a52c3fe6d9f94c,work-1550d4a52c3fe6d9f94c,mapping-2714e58fb5323446f8c4
mangataisho-2008-113,mangataisho-2008,included,candidate-15d6508605fbd4a266fc,work-15d6508605fbd4a266fc,mapping-51821eb9cda50cd197f9
mangataisho-2009-166,mangataisho-2009,duplicate,candidate-15d6508605fbd4a266fc,work-15d6508605fbd4a266fc,mapping-1cc04462601740525111
tsugimanga-2023-comics-026,tsugimanga-2023-comics,included,candidate-18e08fe95968a6537773,work-18e08fe95968a6537773,mapping-46fb3b7f38df8a263c6e
tsugimanga-2024-comics-022,tsugimanga-2024-comics,duplicate,candidate-18e08fe95968a6537773,work-18e08fe95968a6537773,mapping-fea3baa75c61a46cf0ff
mangataisho-2009-041,mangataisho-2009,included,candidate-19b578d0e828242f14f3,work-19b578d0e828242f14f3,mapping-4712608622e8a81a2c70
mangataisho-2010-052,mangataisho-2010,duplicate,candidate-19b578d0e828242f14f3,work-19b578d0e828242f14f3,mapping-3357038d2a20227e92fe
mangataisho-2013-116,mangataisho-2013,included,candidate-1b3afe12c434a9cf7603,work-1b3afe12c434a9cf7603,mapping-3f3610bb83147a599fc2
mangataisho-2014-099,mangataisho-2014,duplicate,candidate-1b3afe12c434a9cf7603,work-1b3afe12c434a9cf7603,mapping-bead8cf1d1d51f5fc71d
mangataisho-2009-163,mangataisho-2009,included,candidate-1b7c4ed54d7761cd242b,work-1b7c4ed54d7761cd242b,mapping-828f7f7a2e2bba099207
mangataisho-2010-200,mangataisho-2010,duplicate,candidate-1b7c4ed54d7761cd242b,work-1b7c4ed54d7761cd242b,mapping-100a4c2871868a62be23
mangataisho-2014-165,mangataisho-2014,included,candidate-1bce95b6c02673e59bcf,work-1bce95b6c02673e59bcf,mapping-112c7f0042ad2a8e823c
mangataisho-2015-173,mangataisho-2015,duplicate,candidate-1bce95b6c02673e59bcf,work-1bce95b6c02673e59bcf,mapping-65e4a985664781b0c4e3
mangataisho-2012-149,mangataisho-2012,included,candidate-1d5a3158e78e639f1973,work-1d5a3158e78e639f1973,mapping-a7a153f866838ec84406
mangataisho-2013-070,mangataisho-2013,duplicate,candidate-1d5a3158e78e639f1973,work-1d5a3158e78e639f1973,mapping-9eea60c15988f73c5cfa
mangataisho-2015-165,mangataisho-2015,duplicate,candidate-1e9c4852863a22bba058,work-1e9c4852863a22bba058,mapping-7119cfee2bee288ba4ad
tsugimanga-2015-comics-007,tsugimanga-2015-comics,included,candidate-1e9c4852863a22bba058,work-1e9c4852863a22bba058,mapping-6bd83829c11c4c03c234
mangataisho-2010-005,mangataisho-2010,included,candidate-1ec3d48e64b228bb8a92,work-1ec3d48e64b228bb8a92,mapping-0fa4bdb5c1c0571ea7a2
mangataisho-2013-088,mangataisho-2013,duplicate,candidate-1ec3d48e64b228bb8a92,work-1ec3d48e64b228bb8a92,mapping-a6c3e153cc1b931d38a3
mangataisho-2011-046,mangataisho-2011,included,candidate-238c04ae3a3a61451078,work-238c04ae3a3a61451078,mapping-43b7edba422e99799ab6
mangataisho-2012-021,mangataisho-2012,duplicate,candidate-238c04ae3a3a61451078,work-238c04ae3a3a61451078,mapping-206b53d30e0d6fd4eeef
mangataisho-2013-053,mangataisho-2013,included,candidate-43ebf010a490cfd4bb50,work-43ebf010a490cfd4bb50,mapping-6934340ecba311706d41
mangataisho-2014-160,mangataisho-2014,duplicate,candidate-43ebf010a490cfd4bb50,work-43ebf010a490cfd4bb50,mapping-d3635cdf7ba6ea126467
mangataisho-2015-144,mangataisho-2015,duplicate,candidate-43ebf010a490cfd4bb50,work-43ebf010a490cfd4bb50,mapping-41789e40fe9083d74e70
mangataisho-2009-051,mangataisho-2009,included,candidate-4b4bbe8c10859c46e726,work-4b4bbe8c10859c46e726,mapping-61a34d6ce1f7aaf9a079
mangataisho-2010-018,mangataisho-2010,duplicate,candidate-4b4bbe8c10859c46e726,work-4b4bbe8c10859c46e726,mapping-19919df2ca2354bf5f96
mangataisho-2013-123,mangataisho-2013,duplicate,candidate-4b4bbe8c10859c46e726,work-4b4bbe8c10859c46e726,mapping-86a0eea2bc57e700f17f
mangataisho-2011-083,mangataisho-2011,included,candidate-5ad62e6413f67d351f1d,work-5ad62e6413f67d351f1d,mapping-290c55ed07b62332f061
mangataisho-2013-191,mangataisho-2013,duplicate,candidate-5ad62e6413f67d351f1d,work-5ad62e6413f67d351f1d,mapping-ceeee161c510628fbba2
mangataisho-2014-145,mangataisho-2014,duplicate,candidate-5ad62e6413f67d351f1d,work-5ad62e6413f67d351f1d,mapping-aa043b34f36c6e4c1110
mangataisho-2014-184,mangataisho-2014,duplicate,candidate-5b7cf2105a4bc6f6b46c,work-5b7cf2105a4bc6f6b46c,mapping-8eeaf32216e285fff514
mangataisho-2015-226,mangataisho-2015,duplicate,candidate-5b7cf2105a4bc6f6b46c,work-5b7cf2105a4bc6f6b46c,mapping-ec775900b4d9093b852b
tsugimanga-2015-comics-026,tsugimanga-2015-comics,included,candidate-5b7cf2105a4bc6f6b46c,work-5b7cf2105a4bc6f6b46c,mapping-3af9c56523dd35e00c8f
mangataisho-2011-017,mangataisho-2011,included,candidate-5e30ab3c7e3fb43e51f2,work-5e30ab3c7e3fb43e51f2,mapping-d72daf69942f238f7524
mangataisho-2014-173,mangataisho-2014,duplicate,candidate-5e30ab3c7e3fb43e51f2,work-5e30ab3c7e3fb43e51f2,mapping-bcc06c1fa6f6dcff9536
shogakukan-manga-award-60-003,shogakukan-manga-award-60,duplicate,candidate-5e30ab3c7e3fb43e51f2,work-5e30ab3c7e3fb43e51f2,mapping-247c4b08262806745dc3
mangataisho-2012-096,mangataisho-2012,included,candidate-62fb5d8e9f6c6bbbeba9,work-62fb5d8e9f6c6bbbeba9,mapping-cba9d2166a48334553a6
mangataisho-2013-186,mangataisho-2013,duplicate,candidate-62fb5d8e9f6c6bbbeba9,work-62fb5d8e9f6c6bbbeba9,mapping-86f423f883a558657402
mangataisho-2014-133,mangataisho-2014,duplicate,candidate-62fb5d8e9f6c6bbbeba9,work-62fb5d8e9f6c6bbbeba9,mapping-025d18281b7a030d532d
mangataisho-2012-089,mangataisho-2012,included,candidate-6c6341781c12b590864f,work-6c6341781c12b590864f,mapping-3ee324745d94a08a69e9
mangataisho-2013-135,mangataisho-2013,duplicate,candidate-6c6341781c12b590864f,work-6c6341781c12b590864f,mapping-76175ac745643e877167
mangataisho-2014-123,mangataisho-2014,duplicate,candidate-6c6341781c12b590864f,work-6c6341781c12b590864f,mapping-068585dea912ad41473b
mangataisho-2012-118,mangataisho-2012,included,candidate-77008e04537e3fd889e2,work-77008e04537e3fd889e2,mapping-5b966222ac28dc8b7101
mangataisho-2013-144,mangataisho-2013,duplicate,candidate-77008e04537e3fd889e2,work-77008e04537e3fd889e2,mapping-2f429e1ec3ddc99a0134
mangataisho-2014-139,mangataisho-2014,duplicate,candidate-77008e04537e3fd889e2,work-77008e04537e3fd889e2,mapping-1b5818671a98debfb12d
mangataisho-2013-141,mangataisho-2013,included,candidate-79c18b26dfde8a532f73,work-79c18b26dfde8a532f73,mapping-d64c750213fb3dccaf91
mangataisho-2014-188,mangataisho-2014,duplicate,candidate-79c18b26dfde8a532f73,work-79c18b26dfde8a532f73,mapping-75ae7bc83565945981b8
mangataisho-2015-220,mangataisho-2015,duplicate,candidate-79c18b26dfde8a532f73,work-79c18b26dfde8a532f73,mapping-c8268d88e5154bdab5c6
mangataisho-2012-026,mangataisho-2012,included,candidate-7b6eb2b48ac06ffa26eb,work-7b6eb2b48ac06ffa26eb,mapping-2298f2fbf24871da6ae4
mangataisho-2013-124,mangataisho-2013,duplicate,candidate-7b6eb2b48ac06ffa26eb,work-7b6eb2b48ac06ffa26eb,mapping-75620d5098005dc2bf41
mangataisho-2014-190,mangataisho-2014,duplicate,candidate-7b6eb2b48ac06ffa26eb,work-7b6eb2b48ac06ffa26eb,mapping-e7fd5782392b8dc31eaf
mangataisho-2008-041,mangataisho-2008,included,candidate-8037856e7703fdaf4324,work-8037856e7703fdaf4324,mapping-f10ca3eb6666e4d4cc3c
mangataisho-2009-033,mangataisho-2009,duplicate,candidate-8037856e7703fdaf4324,work-8037856e7703fdaf4324,mapping-e9d31ce714533d72f135
mangataisho-2010-025,mangataisho-2010,duplicate,candidate-8037856e7703fdaf4324,work-8037856e7703fdaf4324,mapping-2dafa13ebd60691c540c
mangataisho-2022-003,mangataisho-2022,included,candidate-88cb26a0229ad7b83263,work-88cb26a0229ad7b83263,mapping-2d26e0d06a242e4af03d
mangataisho-2024-009,mangataisho-2024,duplicate,candidate-88cb26a0229ad7b83263,work-88cb26a0229ad7b83263,mapping-82ebcab60a20701ad259
shogakukan-manga-award-71-005,shogakukan-manga-award-71,duplicate,candidate-88cb26a0229ad7b83263,work-88cb26a0229ad7b83263,mapping-ccdc6140443b4a7fb3d8
mangataisho-2013-004,mangataisho-2013,included,candidate-8a7846af8ead1797e6a2,work-8a7846af8ead1797e6a2,mapping-a34885d18177e40f2b59
mangataisho-2014-198,mangataisho-2014,duplicate,candidate-8a7846af8ead1797e6a2,work-8a7846af8ead1797e6a2,mapping-f7e9b586c93023354bc9
mangataisho-2017-009,mangataisho-2017,duplicate,candidate-8a7846af8ead1797e6a2,work-8a7846af8ead1797e6a2,mapping-f72a39d780e1da31185a
mangataisho-2011-189,mangataisho-2011,included,candidate-8ff141505b0a27f8d630,work-8ff141505b0a27f8d630,mapping-b19e402aab9c85d6bfdd
mangataisho-2012-185,mangataisho-2012,duplicate,candidate-8ff141505b0a27f8d630,work-8ff141505b0a27f8d630,mapping-e0fae95d1e931253c1f3
mangataisho-2014-071,mangataisho-2014,duplicate,candidate-8ff141505b0a27f8d630,work-8ff141505b0a27f8d630,mapping-b74a8863ab0bf73684b3
mangataisho-2009-008,mangataisho-2009,included,candidate-982bb79e03193ebbafcd,work-982bb79e03193ebbafcd,mapping-522595551e59551708be
mangataisho-2010-144,mangataisho-2010,duplicate,candidate-982bb79e03193ebbafcd,work-982bb79e03193ebbafcd,mapping-060a989a4c60e1835bb2
mangataisho-2011-122,mangataisho-2011,duplicate,candidate-982bb79e03193ebbafcd,work-982bb79e03193ebbafcd,mapping-58747b6bb3352f872d3c
mangataisho-2012-042,mangataisho-2012,included,candidate-9e98119539f60465ce66,work-9e98119539f60465ce66,mapping-67054d4be1cea1730890
mangataisho-2014-207,mangataisho-2014,duplicate,candidate-9e98119539f60465ce66,work-9e98119539f60465ce66,mapping-4b8a0d017a241eb92f86
mangataisho-2015-193,mangataisho-2015,duplicate,candidate-9e98119539f60465ce66,work-9e98119539f60465ce66,mapping-305b66638e3e0ce3ca6a
mangataisho-2008-119,mangataisho-2008,included,candidate-aa6018249b7fe7e92d95,work-aa6018249b7fe7e92d95,mapping-2c1268f9db7ca7c71afd
mangataisho-2010-190,mangataisho-2010,duplicate,candidate-aa6018249b7fe7e92d95,work-aa6018249b7fe7e92d95,mapping-2209d1d40dacc9662dba
mangataisho-2012-152,mangataisho-2012,duplicate,candidate-aa6018249b7fe7e92d95,work-aa6018249b7fe7e92d95,mapping-1c8414b7620f4623155f
mangataisho-2012-067,mangataisho-2012,included,candidate-ab9331f7fed1990f7dc6,work-ab9331f7fed1990f7dc6,mapping-d7519a9007d34ecf9d2b
mangataisho-2013-098,mangataisho-2013,duplicate,candidate-ab9331f7fed1990f7dc6,work-ab9331f7fed1990f7dc6,mapping-2414419793ee4154136c
mangataisho-2014-070,mangataisho-2014,duplicate,candidate-ab9331f7fed1990f7dc6,work-ab9331f7fed1990f7dc6,mapping-e704473a873d6307822b
mangataisho-2013-163,mangataisho-2013,included,candidate-c50ea94bb66f72c679a2,work-c50ea94bb66f72c679a2,mapping-d4c56718ca3912f72668
mangataisho-2014-075,mangataisho-2014,duplicate,candidate-c50ea94bb66f72c679a2,work-c50ea94bb66f72c679a2,mapping-b725bbd35a97f77b2c6e
mangataisho-2015-122,mangataisho-2015,duplicate,candidate-c50ea94bb66f72c679a2,work-c50ea94bb66f72c679a2,mapping-8e026245ed10516c0da4
mangataisho-2008-065,mangataisho-2008,included,candidate-c7e065f61bb7a176ee56,work-c7e065f61bb7a176ee56,mapping-8a8c66a738e5827b508b
mangataisho-2009-037,mangataisho-2009,duplicate,candidate-c7e065f61bb7a176ee56,work-c7e065f61bb7a176ee56,mapping-1727c3fbe0f1b0b40c81
mangataisho-2015-100,mangataisho-2015,duplicate,candidate-c7e065f61bb7a176ee56,work-c7e065f61bb7a176ee56,mapping-085237a87cb27bd91764
mangataisho-2008-036,mangataisho-2008,included,candidate-c8243866b7c8a6d9a2f8,work-c8243866b7c8a6d9a2f8,mapping-9a14be53da1c727fdfb1
mangataisho-2009-014,mangataisho-2009,duplicate,candidate-c8243866b7c8a6d9a2f8,work-c8243866b7c8a6d9a2f8,mapping-2b3eca6890613e87c44f
shogakukan-manga-award-55-003,shogakukan-manga-award-55,duplicate,candidate-c8243866b7c8a6d9a2f8,work-c8243866b7c8a6d9a2f8,mapping-f2996ebbb5cd0b470d06
mangataisho-2008-121,mangataisho-2008,included,candidate-db4a0ec451d7f4ffd8b8,work-db4a0ec451d7f4ffd8b8,mapping-74608d1e0deb49f26039
mangataisho-2009-044,mangataisho-2009,duplicate,candidate-db4a0ec451d7f4ffd8b8,work-db4a0ec451d7f4ffd8b8,mapping-5e2f0e1765b5c637fae4
mangataisho-2010-045,mangataisho-2010,duplicate,candidate-db4a0ec451d7f4ffd8b8,work-db4a0ec451d7f4ffd8b8,mapping-ab1388a1ca50e37634c7
mangataisho-2013-100,mangataisho-2013,duplicate,candidate-e658d3aee2e33c17aa38,work-e658d3aee2e33c17aa38,mapping-6d8fe1f41e1b204b23d1
mangataisho-2015-051,mangataisho-2015,duplicate,candidate-e658d3aee2e33c17aa38,work-e658d3aee2e33c17aa38,mapping-3f80e403bfb0d358bd10
tsugimanga-2015-comics-032,tsugimanga-2015-comics,included,candidate-e658d3aee2e33c17aa38,work-e658d3aee2e33c17aa38,mapping-9506dd1d5c9d05623314
mangataisho-2022-006,mangataisho-2022,duplicate,candidate-e906b3eaa9ef9eafe23c,work-e906b3eaa9ef9eafe23c,mapping-a29cbc29287f55eb82ae
shogakukan-manga-award-69-004,shogakukan-manga-award-69,duplicate,candidate-e906b3eaa9ef9eafe23c,work-e906b3eaa9ef9eafe23c,mapping-3208f8c54b2a97a47734
tsugimanga-2021-comics-027,tsugimanga-2021-comics,included,candidate-e906b3eaa9ef9eafe23c,work-e906b3eaa9ef9eafe23c,mapping-b784243f7603ecd42495
mangataisho-2015-224,mangataisho-2015,duplicate,candidate-f31a42ea4ad724acefa5,work-f31a42ea4ad724acefa5,mapping-dc7520f53be080ff1fc5
shogakukan-manga-award-66-006,shogakukan-manga-award-66,duplicate,candidate-f31a42ea4ad724acefa5,work-f31a42ea4ad724acefa5,mapping-82df7eb7768e2787dc4e
tsugimanga-2015-comics-037,tsugimanga-2015-comics,included,candidate-f31a42ea4ad724acefa5,work-f31a42ea4ad724acefa5,mapping-485528ee438efd63dfe1
mangataisho-2015-215,mangataisho-2015,duplicate,candidate-f4bfc29a5e0a9b5148d0,work-f4bfc29a5e0a9b5148d0,mapping-7504258543b161e87123
tsugimanga-2015-comics-036,tsugimanga-2015-comics,included,candidate-f4bfc29a5e0a9b5148d0,work-f4bfc29a5e0a9b5148d0,mapping-099d023b7c6790ac40ae
tsugimanga-2016-comics-026,tsugimanga-2016-comics,duplicate,candidate-f4bfc29a5e0a9b5148d0,work-f4bfc29a5e0a9b5148d0,mapping-b197e7eb56f77ed4a4b3
mangataisho-2012-202,mangataisho-2012,included,candidate-fb89f119251610cf1648,work-fb89f119251610cf1648,mapping-d9ef93e6aea753eed013
mangataisho-2013-067,mangataisho-2013,duplicate,candidate-fb89f119251610cf1648,work-fb89f119251610cf1648,mapping-254b7610c7b2123385ad
mangataisho-2014-130,mangataisho-2014,duplicate,candidate-fb89f119251610cf1648,work-fb89f119251610cf1648,mapping-4a3c137de82ecb08d696
mangataisho-2010-126,mangataisho-2010,included,candidate-fe35a5f01946f5153eb4,work-fe35a5f01946f5153eb4,mapping-e8ddcda8561df656665c
mangataisho-2012-125,mangataisho-2012,duplicate,candidate-fe35a5f01946f5153eb4,work-fe35a5f01946f5153eb4,mapping-7ffed8d0850af449c58f
mangataisho-2013-183,mangataisho-2013,duplicate,candidate-fe35a5f01946f5153eb4,work-fe35a5f01946f5153eb4,mapping-8f486a874fd3e0ce79c7
