id,workId,volumeNumber,isbn,releaseDate,editionKind,isRepresentative,evidenceId
my-happy-marriage-v1,my-happy-marriage,1,9784757562936,2019-09-12,standard,true,ev-g2-fresh-a-bib-my-happy-marriage
my-next-life-as-a-villainess-v1,my-next-life-as-a-villainess,1,9784758033381,2018-03-24,standard,true,ev-g2-fresh-a-bib-my-next-life-as-a-villainess
how-a-realist-hero-rebuilt-the-kingdom-v1,how-a-realist-hero-rebuilt-the-kingdom,1,9784865543216,2018-02-25,standard,true,ev-g2-fresh-a-bib-how-a-realist-hero-rebuilt-the-kingdom
boys-run-the-riot-v1,boys-run-the-riot,1,9784065199961,2020-07-06,standard,true,ev-g2-fresh-a-bib-boys-run-the-riot
blue-box-v1,blue-box,1,9784088827315,2021-08-04,standard,true,ev-g2-fresh-a-bib-blue-box
the-darwin-incident-v1,the-darwin-incident,1,9784065213988,2020-11-20,standard,true,ev-g2-fresh-a-bib-the-darwin-incident
requiem-of-the-rose-king-v1,requiem-of-the-rose-king,1,9784253271813,2014-03-14,standard,true,ev-g2-fresh-a-bib-requiem-of-the-rose-king
i-think-our-son-is-gay-v1,i-think-our-son-is-gay,1,9784757562332,2019-08-22,standard,true,ev-g2-fresh-a-bib-i-think-our-son-is-gay
fruits-basket-v1,fruits-basket,1,9784592171614,1999-01-19,standard,true,ev-g2-fresh-b-bib-fruits-basket
inuyasha-v1,inuyasha,1,9784091252012,,standard,true,ev-g2-fresh-b-bib-inuyasha
space-brothers-v1,space-brothers,1,9784063726749,2008-03-21,standard,true,ev-g2-fresh-b-bib-space-brothers
blue-giant-v1,blue-giant,1,9784091856784,2013-11-29,standard,true,ev-g2-fresh-b-bib-blue-giant
blue-period-v1,blue-period,1,9784065105863,2017-12-22,standard,true,ev-g2-fresh-b-bib-blue-period
the-apothecary-diaries-v1,the-apothecary-diaries,1,9784757554894,2017-09-25,standard,true,ev-g2-fresh-b-bib-the-apothecary-diaries
dorohedoro-v1,dorohedoro,1,9784091882714,2002-01-30,standard,true,ev-g2-fresh-b-bib-dorohedoro
sweat-and-soap-v1,sweat-and-soap,1,9784065133422,2018-10-10,standard,true,ev-g2-fresh-b-bib-sweat-and-soap
a-condition-called-love-v1,a-condition-called-love,1,9784065114698,2018-05-11,standard,true,ev-g2-fresh-b-bib-a-condition-called-love
she-loves-to-cook-and-she-loves-to-eat-v1,she-loves-to-cook-and-she-loves-to-eat,1,9784049136517,2021-06-15,standard,true,ev-g2-fresh-b-bib-she-loves-to-cook-and-she-loves-to-eat
my-brothers-husband-v1,my-brothers-husband,1,9784575846256,,standard,true,ev-g2-fresh-b-bib-my-brothers-husband
our-dreams-at-dusk-v1,our-dreams-at-dusk,1,9784091874191,2015-12-11,standard,true,ev-g2-fresh-b-bib-our-dreams-at-dusk
nina-the-starry-bride-v1,nina-the-starry-bride,1,9784065187173,2020-03-13,standard,true,ev-g2-fresh-b-bib-nina-the-starry-bride
baby-steps-v1,baby-steps,1,9784063639575,2008-02-15,standard,true,ev-g2-fresh-b-bib-baby-steps
capeta-v1,capeta,1,9784063347852,2003-10-16,standard,true,ev-g2-fresh-b-bib-capeta
yowamushi-pedal-v1,yowamushi-pedal,1,9784253214513,2008-07-08,standard,true,ev-g2-fresh-b-bib-yowamushi-pedal
moon-land-v1,moon-land,1,9784088817828,2019-03-04,standard,true,ev-g2-fresh-b-bib-moon-land
giant-killing-v1,giant-killing,1,9784063725933,2007-04-23,standard,true,ev-g2-fresh-b-bib-giant-killing
dragon-head-v1,dragon-head,1,9784063235197,1995-03-01,standard,true,ev-g2-fresh-b-bib-dragon-head
kasane-v1,kasane,1,9784063524857,2013-10-23,standard,true,ev-g2-fresh-b-bib-kasane
homunculus-v1,homunculus,1,9784091870711,,standard,true,ev-g2-fresh-b-bib-homunculus
fort-of-apocalypse-v1,fort-of-apocalypse,1,9784063802078,2012-03-02,standard,true,ev-g2-fresh-b-bib-fort-of-apocalypse
a-brides-story-v1,a-brides-story,1,9784047260764,2009-10-15,standard,true,ev-g2-fresh-b-bib-a-brides-story
isabella-bird-in-wonderland-v1,isabella-bird-in-wonderland,1,9784047305137,2015-05-15,standard,true,ev-g2-fresh-b-bib-isabella-bird-in-wonderland
arte-v1,arte,1,9784199802034,,standard,true,ev-g2-fresh-b-bib-arte
thermae-romae-v1,thermae-romae,1,9784047261273,2009-11-26,standard,true,ev-g2-fresh-b-bib-thermae-romae
knights-of-sidonia-v1,knights-of-sidonia,1,9784063145977,2009-09-23,standard,true,ev-g2-fresh-b-bib-knights-of-sidonia
saturn-apartments-v1,saturn-apartments,1,9784091883391,,standard,true,ev-g2-fresh-b-bib-saturn-apartments
origin-v1,origin,1,9784063829082,2017-01-06,standard,true,ev-g2-fresh-b-bib-origin
accomplishments-of-the-dukes-daughter-v1,accomplishments-of-the-dukes-daughter,1,9784041048023,2016-09-10,standard,true,ev-g2-fresh-b-bib-accomplishments-of-the-dukes-daughter
the-heroic-legend-of-arslan-v1,the-heroic-legend-of-arslan,1,9784063950502,2014-04-09,standard,true,ev-g2-fresh-b-bib-the-heroic-legend-of-arslan
cardcaptor-sakura-v1,cardcaptor-sakura,1,9784063197433,1996-11-20,standard,true,ev-g2-fresh-c-bib-cardcaptor-sakura
initial-d-v1,initial-d,1,9784063235678,1995-11-02,standard,true,ev-g2-fresh-c-bib-initial-d
cells-at-work-v1,cells-at-work,1,9784063765601,2015-07-09,standard,true,ev-g2-fresh-c-bib-cells-at-work
xxxholic-v1,xxxholic,1,9784063347524,2003-07-24,standard,true,ev-g2-fresh-c-bib-xxxholic
sailor-moon-v1,sailor-moon,1,9784061787216,1992-07-01,standard,true,ev-g2-fresh-c-bib-sailor-moon
showa-genroku-rakugo-shinju-v1,showa-genroku-rakugo-shinju,1,9784063805147,2011-07-07,standard,true,ev-g2-fresh-c-bib-showa-genroku-rakugo-shinju
wave-listen-to-me-v1,wave-listen-to-me,1,9784063880588,2015-05-22,standard,true,ev-g2-fresh-c-bib-wave-listen-to-me
police-in-a-pod-v1,police-in-a-pod,1,9784065113226,2018-04-23,standard,true,ev-g2-fresh-c-bib-police-in-a-pod
the-fable-v1,the-fable,1,9784063825633,2015-03-06,standard,true,ev-g2-fresh-c-bib-the-fable
ace-of-the-diamond-v1,ace-of-the-diamond,1,9784063637281,2006-09-15,standard,true,ev-g2-fresh-c-bib-ace-of-the-diamond
days-v1,days,1,9784063848984,2013-07-17,standard,true,ev-g2-fresh-c-bib-days
all-rounder-meguru-v1,all-rounder-meguru,1,9784063522648,2009-04-23,standard,true,ev-g2-fresh-c-bib-all-rounder-meguru
perfect-world-v1,perfect-world,1,9784063409482,2015-02-13,standard,true,ev-g2-fresh-c-bib-perfect-world
tokyo-tarareba-girls-v1,tokyo-tarareba-girls,1,9784063409352,2014-09-12,standard,true,ev-g2-fresh-c-bib-tokyo-tarareba-girls
flying-witch-v1,flying-witch,1,9784063949926,2013-12-09,standard,true,ev-g2-fresh-c-bib-flying-witch
witchcraft-works-v1,witchcraft-works,1,9784063107135,2010-11-05,standard,true,ev-g2-fresh-c-bib-witchcraft-works
my-home-hero-v1,my-home-hero,1,9784065101391,2017-09-06,standard,true,ev-g2-fresh-c-bib-my-home-hero
beck-v1,beck,1,9784063342789,2000-02-15,standard,true,ev-g2-fresh-c-bib-beck
gto-v1,gto,1,9784063124118,1997-05-14,standard,true,ev-g2-fresh-c-bib-gto
tomorrows-joe-v1,tomorrows-joe,1,9784061090804,1970-03-07,standard,true,ev-g2-fresh-c-bib-tomorrows-joe
parasyte-v1,parasyte,1,9784063140262,1990-07-20,standard,true,ev-g2-fresh-c-bib-parasyte
princess-jellyfish-v1,princess-jellyfish,1,9784063407440,2009-03-13,standard,true,ev-g2-fresh-c-bib-princess-jellyfish
life-lessons-with-uramichi-oniisan-v1,life-lessons-with-uramichi-oniisan,1,9784758015752,2017-09-27,standard,true,ev-g2-fresh-c-bib-life-lessons-with-uramichi-oniisan
shangri-la-frontier-v1,shangri-la-frontier,1,9784065212325,2020-10-16,standard,true,ev-g2-fresh-c-bib-shangri-la-frontier
rent-a-girlfriend-v1,rent-a-girlfriend,1,9784065102213,2017-10-17,standard,true,ev-g2-fresh-c-bib-rent-a-girlfriend
inuyashiki-v1,inuyashiki,1,9784063545173,2014-05-23,standard,true,ev-g2-fresh-c-bib-inuyashiki
island-in-a-puddle-v1,island-in-a-puddle,1,9784065188583,2020-03-23,standard,true,ev-g2-fresh-c-bib-island-in-a-puddle
mf-ghost-v1,mf-ghost,1,9784065107072,2018-01-05,standard,true,ev-g2-fresh-c-bib-mf-ghost
my-dearest-self-with-malice-aforethought-v1,my-dearest-self-with-malice-aforethought,1,9784065128077,2018-09-06,standard,true,ev-g2-fresh-c-bib-my-dearest-self-with-malice-aforethought
the-golden-sheep-v1,the-golden-sheep,1,9784065111260,2018-03-23,standard,true,ev-g2-fresh-c-bib-the-golden-sheep
