rakutenMatchId,candidateId,matchStatus,isbn,matchedTitle,editionKind,isRepresentative,sourceUrl,checkedAt,notes
rakuten-match-9036a98c069b5ef8cd54,candidate-9036a98c069b5ef8cd54,matched,9784091294920,よふかしのうた（1）,standard,true,https://books.rakuten.co.jp/rb/16090200/,2026-08-22,"Exact normalized title, creator overlap, valid ISBN, standard edition, and Rakuten manga genre 001001001009."
rakuten-match-98637340992f2f50107d,candidate-98637340992f2f50107d,matched,9784107716774,いつかティファニーで朝食を（1）,standard,true,https://books.rakuten.co.jp/rb/11842218/,2026-08-22,"Exact normalized title, creator overlap, valid ISBN, standard edition, and Rakuten manga genre 001001003022."
rakuten-match-a25bac53b4757f13f21a,candidate-a25bac53b4757f13f21a,matched,9784063870176,鬼灯の冷徹（1）,standard,true,https://books.rakuten.co.jp/rb/11169419/,2026-08-22,"Exact normalized title, creator overlap, valid ISBN, standard edition, and Rakuten manga genre 001001003004."
rakuten-match-a4ca6e21e97927928e1a,candidate-a4ca6e21e97927928e1a,matched,9784199801198,喰う寝るふたり住むふたり（1）,standard,true,https://books.rakuten.co.jp/rb/11939449/,2026-08-22,"Exact normalized title, creator overlap, valid ISBN, standard edition, and Rakuten manga genre 001001003052."
rakuten-match-a7413b6e35e0d316a538,candidate-a7413b6e35e0d316a538,matched,9784063655407,となりの怪物くん（1）,standard,true,https://books.rakuten.co.jp/rb/5929284/,2026-08-22,"Exact normalized title, creator overlap, valid ISBN, standard edition, and Rakuten manga genre 001001002019/001001002014."
rakuten-match-a7e0062c7153978fc6fe,candidate-a7e0062c7153978fc6fe,matched,9784091322609,失恋ショコラティエ（1）,standard,true,https://books.rakuten.co.jp/rb/5945029/,2026-08-22,"Exact normalized title, creator overlap, valid ISBN, standard edition, and Rakuten manga genre 001001004006/001001002008."
rakuten-match-a960372ed5efa4031896,candidate-a960372ed5efa4031896,matched,9784098542420,シルバーマウンテン（1）,standard,true,https://books.rakuten.co.jp/rb/18321508/,2026-08-22,"Exact normalized title, creator overlap, valid ISBN, standard edition, and Rakuten manga genre 001001001009."
rakuten-match-aa6d796e2e04a55b94b1,candidate-aa6d796e2e04a55b94b1,matched,9784785926052,惑星のさみだれ（1）,standard,true,https://books.rakuten.co.jp/rb/3701296/,2026-08-22,"Exact normalized title, creator overlap, valid ISBN, standard edition, and Rakuten manga genre 001001003049/001001003017."
rakuten-match-ae0ac8a5acfc5fbb7dd6,candidate-ae0ac8a5acfc5fbb7dd6,matched,9784199804953,終末のワルキューレ　1,standard,true,https://books.rakuten.co.jp/rb/15439988/,2026-08-22,"Exact normalized title, creator overlap, valid ISBN, standard edition, and Rakuten manga genre 001001003052."
rakuten-match-b2be97620643b3342637,candidate-b2be97620643b3342637,matched,9784091512680,アオイホノオ（1）,standard,true,https://books.rakuten.co.jp/rb/5247037/,2026-08-22,"Exact normalized title, creator overlap, valid ISBN, standard edition, and Rakuten manga genre 001001003008."
rakuten-match-b708734262fb9b67f948,candidate-b708734262fb9b67f948,matched,9784063728262,ねこだらけ,standard,true,https://books.rakuten.co.jp/rb/6136115/,2026-08-22,"Exact normalized title, creator overlap, valid ISBN, standard edition, and Rakuten manga genre 001001003004."
rakuten-match-bd42208a660912d9d95d,candidate-bd42208a660912d9d95d,matched,9784063106282,路地恋花（1）,standard,true,https://books.rakuten.co.jp/rb/6314666/,2026-08-22,"Exact normalized title, creator overlap, valid ISBN, standard edition, and Rakuten manga genre 001001003015."
rakuten-match-c5e8c957903bf1832dc5,candidate-c5e8c957903bf1832dc5,matched,9784088790343,日々ロック（1）,standard,true,https://books.rakuten.co.jp/rb/6737129/,2026-08-22,"Exact normalized title, creator overlap, valid ISBN, standard edition, and Rakuten manga genre 001001003005."
rakuten-match-c805c5b70111f75d6fb5,candidate-c805c5b70111f75d6fb5,matched,9784091883681,海獣の子供（1）,standard,true,https://books.rakuten.co.jp/rb/4427362/,2026-08-22,"Exact normalized title, creator overlap, valid ISBN, standard edition, and Rakuten manga genre 001001003041."
rakuten-match-c9e32218e26c6c6292f9,candidate-c9e32218e26c6c6292f9,matched,9784088837246,ファントムバスターズ 1,standard,true,https://books.rakuten.co.jp/rb/17678007/,2026-08-22,"Exact normalized title, creator overlap, valid ISBN, standard edition, and Rakuten manga genre 001001001008."
rakuten-match-d655ea1cfb913f33cc9a,candidate-d655ea1cfb913f33cc9a,matched,9784091240200,湯神くんには友達がいない（1）,standard,true,https://books.rakuten.co.jp/rb/11941957/,2026-08-22,"Exact normalized title, creator overlap, valid ISBN, standard edition, and Rakuten manga genre 001001001009."
rakuten-match-d735187a8421d0d33399,candidate-d735187a8421d0d33399,matched,9784091338099,姉の結婚（1）,standard,true,https://books.rakuten.co.jp/rb/11144446/,2026-08-22,"Exact normalized title, creator overlap, valid ISBN, standard edition, and Rakuten manga genre 001001004006/001001002008."
rakuten-match-da98a01b4d345bd9c415,candidate-da98a01b4d345bd9c415,matched,9784091884664,放課後のカリスマ（1）,standard,true,https://books.rakuten.co.jp/rb/6057566/,2026-08-22,"Exact normalized title, creator overlap, valid ISBN, standard edition, and Rakuten manga genre 001001003041."
rakuten-match-df29832c2155775e0e7c,candidate-df29832c2155775e0e7c,matched,9784040665177,となりの関くん　1,standard,true,https://books.rakuten.co.jp/rb/12666671/,2026-08-22,"Exact normalized title, creator overlap, valid ISBN, standard edition, and Rakuten manga genre 001001003016."
rakuten-match-ea41ee65245a0dbdc4a8,candidate-ea41ee65245a0dbdc4a8,matched,9784757528062,男子高校生の日常（1）,standard,true,https://books.rakuten.co.jp/rb/6315051/,2026-08-22,"Exact normalized title, creator overlap, valid ISBN, standard edition, and Rakuten manga genre 001001001002."
rakuten-match-f1d22b68efa7fbd501ee,candidate-f1d22b68efa7fbd501ee,matched,9784063754179,僕の小規模な生活（1）,standard,true,https://books.rakuten.co.jp/rb/5215326/,2026-08-22,"Exact normalized title, creator overlap, valid ISBN, standard edition, and Rakuten manga genre 001001003004."
rakuten-match-f59be454d59478f33914,candidate-f59be454d59478f33914,matched,9784047286344,ハクメイとミコチ（1）,standard,true,https://books.rakuten.co.jp/rb/12127523/,2026-08-22,"Exact normalized title, creator overlap, valid ISBN, standard edition, and Rakuten manga genre 001001003023."
rakuten-match-f6cddc6b36f20bd0cc74,candidate-f6cddc6b36f20bd0cc74,matched,9784063882049,空挺ドラゴンズ（1）,standard,true,https://books.rakuten.co.jp/rb/14496587/,2026-08-22,"Exact normalized title, creator overlap, valid ISBN, standard edition, and Rakuten manga genre 001001003015."
rakuten-match-f6fa4c2d3a7e1dc5257b,candidate-f6fa4c2d3a7e1dc5257b,matched,9784199801457,ワカコ酒（1）,standard,true,https://books.rakuten.co.jp/rb/12270968/,2026-08-22,"Exact normalized title, creator overlap, valid ISBN, standard edition, and Rakuten manga genre 001001003052."
