candidateId,safetyStatus,evidenceName,evidenceUrl,evidencePublishedAt,retrievedAt,reviewedAt,notes
candidate-29806fe5f9633b940747,safe,マンガ大賞実行委員会 mainstream selection + Rakuten Books manga category,https://www.mangataisho.com/archives/2013.html,2013,2026-08-22,2026-08-22,No explicit adult/TL marker in matched source or product; Rakuten booksGenreId=001001001008; rakutenProductUrl=https://books.rakuten.co.jp/rb/11941886/.
candidate-319e39a597d16251efc9,safe,マンガ大賞実行委員会 mainstream selection + Rakuten Books manga category,https://www.mangataisho.com/archives/2010.html,2010,2026-08-22,2026-08-22,No explicit adult/TL marker in matched source or product; Rakuten booksGenreId=001001003023; rakutenProductUrl=https://books.rakuten.co.jp/rb/6219401/.
candidate-3ba6e8e3cfdec674eae3,safe,宝島社「このマンガがすごい！」編集部 mainstream selection + Rakuten Books manga category,https://sugoiweb.jp/column/4772/,2022-12-12,2026-08-22,2026-08-22,No explicit adult/TL marker in matched source or product; Rakuten booksGenreId=001001003009; rakutenProductUrl=https://books.rakuten.co.jp/rb/17114814/.
candidate-40ea287aae6305289cf6,safe,宝島社「このマンガがすごい！」編集部 mainstream selection + Rakuten Books manga category,https://sugoiweb.jp/column/4894/,2019-12-20,2026-08-22,2026-08-22,No explicit adult/TL marker in matched source or product; Rakuten booksGenreId=001001003018; rakutenProductUrl=https://books.rakuten.co.jp/rb/15658806/.
candidate-550854424fc9cc94d585,safe,マンガ大賞実行委員会 mainstream selection + Rakuten Books manga category,https://www.mangataisho.com/archives/2011.html,2011,2026-08-22,2026-08-22,No explicit adult/TL marker in matched source or product; Rakuten booksGenreId=001001012; rakutenProductUrl=https://books.rakuten.co.jp/rb/17971343/.
candidate-5baea1ce0e7e74df34b9,safe,マンガ大賞実行委員会 mainstream selection + Rakuten Books manga category,https://www.mangataisho.com/archives/2010.html,2010,2026-08-22,2026-08-22,No explicit adult/TL marker in matched source or product; Rakuten booksGenreId=001001003004; rakutenProductUrl=https://books.rakuten.co.jp/rb/6144821/.
candidate-672862529a341488245b,safe,マンガ大賞実行委員会 mainstream selection + Rakuten Books manga category,https://www.mangataisho.com/archives/2011.html,2011,2026-08-22,2026-08-22,No explicit adult/TL marker in matched source or product; Rakuten booksGenreId=001001003015; rakutenProductUrl=https://books.rakuten.co.jp/rb/6508769/.
candidate-680837b0db4ec9d2932c,safe,KADOKAWA「次にくるマンガ大賞」 mainstream selection + Rakuten Books manga category,https://tsugimanga.jp/winner/2016/comics,2016-02-04,2026-08-22,2026-08-22,No explicit adult/TL marker in matched source or product; Rakuten booksGenreId=001001003009; rakutenProductUrl=https://books.rakuten.co.jp/rb/12961494/.
candidate-724c064d491faf4c7414,safe,マンガ大賞実行委員会 mainstream selection + Rakuten Books manga category,https://www.mangataisho.com/archives/2008.html,2008,2026-08-22,2026-08-22,No explicit adult/TL marker in matched source or product; Rakuten booksGenreId=001001003021; rakutenProductUrl=https://books.rakuten.co.jp/rb/3566736/.
candidate-78d44d381562e37dd94a,safe,マンガ大賞実行委員会 mainstream selection + Rakuten Books manga category,https://www.mangataisho.com/archives/2013.html,2013,2026-08-22,2026-08-22,No explicit adult/TL marker in matched source or product; Rakuten booksGenreId=001001002006; rakutenProductUrl=https://books.rakuten.co.jp/rb/11603974/.
candidate-7a4e7ba45413e1b8af34,safe,マンガ大賞実行委員会 mainstream selection + Rakuten Books manga category,https://www.mangataisho.com/archives/2009.html,2009,2026-08-22,2026-08-22,No explicit adult/TL marker in matched source or product; Rakuten booksGenreId=001001002006; rakutenProductUrl=https://books.rakuten.co.jp/rb/5922968/.
candidate-7abb6e8396c5e1252173,safe,KADOKAWA「次にくるマンガ大賞」 mainstream selection + Rakuten Books manga category,https://tsugimanga.jp/winner/2015/comics,2015-02-06,2026-08-22,2026-08-22,No explicit adult/TL marker in matched source or product; Rakuten booksGenreId=001001003015; rakutenProductUrl=https://books.rakuten.co.jp/rb/12417050/.
candidate-81c561ca6bb74a301cf8,safe,宝島社「このマンガがすごい！」編集部 mainstream selection + Rakuten Books manga category,https://sugoiweb.jp/column/4894/,2019-12-20,2026-08-22,2026-08-22,No explicit adult/TL marker in matched source or product; Rakuten booksGenreId=001001003047; rakutenProductUrl=https://books.rakuten.co.jp/rb/15740016/.
candidate-83510afea8d961aec880,safe,マンガ大賞実行委員会 mainstream selection + Rakuten Books manga category,https://www.mangataisho.com/archives/2008.html,2008,2026-08-22,2026-08-22,No explicit adult/TL marker in matched source or product; Rakuten booksGenreId=001001012; rakutenProductUrl=https://books.rakuten.co.jp/rb/4512345/.
candidate-84a6a139c55f2760544e,safe,宝島社「このマンガがすごい！」編集部 mainstream selection + Rakuten Books manga category,https://sugoiweb.jp/column/4894/,2019-12-20,2026-08-22,2026-08-22,No explicit adult/TL marker in matched source or product; Rakuten booksGenreId=001001001001; rakutenProductUrl=https://books.rakuten.co.jp/rb/15700939/.
candidate-88e75622b83b794c03ac,safe,マンガ大賞実行委員会 mainstream selection + Rakuten Books manga category,https://www.mangataisho.com/archives/2012.html,2012,2026-08-22,2026-08-22,No explicit adult/TL marker in matched source or product; Rakuten booksGenreId=001001003021; rakutenProductUrl=https://books.rakuten.co.jp/rb/11467757/.
candidate-9036a98c069b5ef8cd54,safe,KADOKAWA「次にくるマンガ大賞」 mainstream selection + Rakuten Books manga category,https://tsugimanga.jp/winner/2020/comics,2020-08-19,2026-08-22,2026-08-22,No explicit adult/TL marker in matched source or product; Rakuten booksGenreId=001001001009; rakutenProductUrl=https://books.rakuten.co.jp/rb/16090200/.
candidate-98637340992f2f50107d,safe,マンガ大賞実行委員会 mainstream selection + Rakuten Books manga category,https://www.mangataisho.com/archives/2013.html,2013,2026-08-22,2026-08-22,No explicit adult/TL marker in matched source or product; Rakuten booksGenreId=001001003022; rakutenProductUrl=https://books.rakuten.co.jp/rb/11842218/.
candidate-a25bac53b4757f13f21a,safe,マンガ大賞実行委員会 mainstream selection + Rakuten Books manga category,https://www.mangataisho.com/archives/2012.html,2012,2026-08-22,2026-08-22,No explicit adult/TL marker in matched source or product; Rakuten booksGenreId=001001003004; rakutenProductUrl=https://books.rakuten.co.jp/rb/11169419/.
candidate-a4ca6e21e97927928e1a,safe,マンガ大賞実行委員会 mainstream selection + Rakuten Books manga category,https://www.mangataisho.com/archives/2013.html,2013,2026-08-22,2026-08-22,No explicit adult/TL marker in matched source or product; Rakuten booksGenreId=001001003052; rakutenProductUrl=https://books.rakuten.co.jp/rb/11939449/.
candidate-a7413b6e35e0d316a538,safe,マンガ大賞実行委員会 mainstream selection + Rakuten Books manga category,https://www.mangataisho.com/archives/2010.html,2010,2026-08-22,2026-08-22,No explicit adult/TL marker in matched source or product; Rakuten booksGenreId=001001002019/001001002014; rakutenProductUrl=https://books.rakuten.co.jp/rb/5929284/.
candidate-a7e0062c7153978fc6fe,safe,マンガ大賞実行委員会 mainstream selection + Rakuten Books manga category,https://www.mangataisho.com/archives/2010.html,2010,2026-08-22,2026-08-22,No explicit adult/TL marker in matched source or product; Rakuten booksGenreId=001001004006/001001002008; rakutenProductUrl=https://books.rakuten.co.jp/rb/5945029/.
candidate-a960372ed5efa4031896,safe,KADOKAWA「次にくるマンガ大賞」 mainstream selection + Rakuten Books manga category,https://tsugimanga.jp/winner/2025/comics,2025-09-18,2026-08-22,2026-08-22,No explicit adult/TL marker in matched source or product; Rakuten booksGenreId=001001001009; rakutenProductUrl=https://books.rakuten.co.jp/rb/18321508/.
candidate-aa6d796e2e04a55b94b1,safe,マンガ大賞実行委員会 mainstream selection + Rakuten Books manga category,https://www.mangataisho.com/archives/2008.html,2008,2026-08-22,2026-08-22,No explicit adult/TL marker in matched source or product; Rakuten booksGenreId=001001003049/001001003017; rakutenProductUrl=https://books.rakuten.co.jp/rb/3701296/.
candidate-ae0ac8a5acfc5fbb7dd6,safe,KADOKAWA「次にくるマンガ大賞」 mainstream selection + Rakuten Books manga category,https://tsugimanga.jp/winner/2018/comics,2018-08-23,2026-08-22,2026-08-22,No explicit adult/TL marker in matched source or product; Rakuten booksGenreId=001001003052; rakutenProductUrl=https://books.rakuten.co.jp/rb/15439988/.
candidate-b2be97620643b3342637,safe,マンガ大賞実行委員会 mainstream selection + Rakuten Books manga category,https://www.mangataisho.com/archives/2009.html,2009,2026-08-22,2026-08-22,No explicit adult/TL marker in matched source or product; Rakuten booksGenreId=001001003008; rakutenProductUrl=https://books.rakuten.co.jp/rb/5247037/.
candidate-b708734262fb9b67f948,safe,マンガ大賞実行委員会 mainstream selection + Rakuten Books manga category,https://www.mangataisho.com/archives/2010.html,2010,2026-08-22,2026-08-22,No explicit adult/TL marker in matched source or product; Rakuten booksGenreId=001001003004; rakutenProductUrl=https://books.rakuten.co.jp/rb/6136115/.
candidate-bd42208a660912d9d95d,safe,マンガ大賞実行委員会 mainstream selection + Rakuten Books manga category,https://www.mangataisho.com/archives/2012.html,2012,2026-08-22,2026-08-22,No explicit adult/TL marker in matched source or product; Rakuten booksGenreId=001001003015; rakutenProductUrl=https://books.rakuten.co.jp/rb/6314666/.
candidate-c5e8c957903bf1832dc5,safe,マンガ大賞実行委員会 mainstream selection + Rakuten Books manga category,https://www.mangataisho.com/archives/2011.html,2011,2026-08-22,2026-08-22,No explicit adult/TL marker in matched source or product; Rakuten booksGenreId=001001003005; rakutenProductUrl=https://books.rakuten.co.jp/rb/6737129/.
candidate-c805c5b70111f75d6fb5,safe,マンガ大賞実行委員会 mainstream selection + Rakuten Books manga category,https://www.mangataisho.com/archives/2008.html,2008,2026-08-22,2026-08-22,No explicit adult/TL marker in matched source or product; Rakuten booksGenreId=001001003041; rakutenProductUrl=https://books.rakuten.co.jp/rb/4427362/.
candidate-c9e32218e26c6c6292f9,safe,KADOKAWA「次にくるマンガ大賞」 mainstream selection + Rakuten Books manga category,https://tsugimanga.jp/winner/2024/comics,2024-08-28,2026-08-22,2026-08-22,No explicit adult/TL marker in matched source or product; Rakuten booksGenreId=001001001008; rakutenProductUrl=https://books.rakuten.co.jp/rb/17678007/.
candidate-d655ea1cfb913f33cc9a,safe,マンガ大賞実行委員会 mainstream selection + Rakuten Books manga category,https://www.mangataisho.com/archives/2014.html,2014,2026-08-22,2026-08-22,No explicit adult/TL marker in matched source or product; Rakuten booksGenreId=001001001009; rakutenProductUrl=https://books.rakuten.co.jp/rb/11941957/.
candidate-d735187a8421d0d33399,safe,マンガ大賞実行委員会 mainstream selection + Rakuten Books manga category,https://www.mangataisho.com/archives/2012.html,2012,2026-08-22,2026-08-22,No explicit adult/TL marker in matched source or product; Rakuten booksGenreId=001001004006/001001002008; rakutenProductUrl=https://books.rakuten.co.jp/rb/11144446/.
candidate-da98a01b4d345bd9c415,safe,マンガ大賞実行委員会 mainstream selection + Rakuten Books manga category,https://www.mangataisho.com/archives/2010.html,2010,2026-08-22,2026-08-22,No explicit adult/TL marker in matched source or product; Rakuten booksGenreId=001001003041; rakutenProductUrl=https://books.rakuten.co.jp/rb/6057566/.
candidate-df29832c2155775e0e7c,safe,マンガ大賞実行委員会 mainstream selection + Rakuten Books manga category,https://www.mangataisho.com/archives/2012.html,2012,2026-08-22,2026-08-22,No explicit adult/TL marker in matched source or product; Rakuten booksGenreId=001001003016; rakutenProductUrl=https://books.rakuten.co.jp/rb/12666671/.
candidate-ea41ee65245a0dbdc4a8,safe,マンガ大賞実行委員会 mainstream selection + Rakuten Books manga category,https://www.mangataisho.com/archives/2011.html,2011,2026-08-22,2026-08-22,No explicit adult/TL marker in matched source or product; Rakuten booksGenreId=001001001002; rakutenProductUrl=https://books.rakuten.co.jp/rb/6315051/.
candidate-f1d22b68efa7fbd501ee,safe,マンガ大賞実行委員会 mainstream selection + Rakuten Books manga category,https://www.mangataisho.com/archives/2008.html,2008,2026-08-22,2026-08-22,No explicit adult/TL marker in matched source or product; Rakuten booksGenreId=001001003004; rakutenProductUrl=https://books.rakuten.co.jp/rb/5215326/.
candidate-f59be454d59478f33914,safe,KADOKAWA「次にくるマンガ大賞」 mainstream selection + Rakuten Books manga category,https://tsugimanga.jp/winner/2015/comics,2015-02-06,2026-08-22,2026-08-22,No explicit adult/TL marker in matched source or product; Rakuten booksGenreId=001001003023; rakutenProductUrl=https://books.rakuten.co.jp/rb/12127523/.
candidate-f6cddc6b36f20bd0cc74,safe,KADOKAWA「次にくるマンガ大賞」 mainstream selection + Rakuten Books manga category,https://tsugimanga.jp/winner/2017/comics,2017-08-23,2026-08-22,2026-08-22,No explicit adult/TL marker in matched source or product; Rakuten booksGenreId=001001003015; rakutenProductUrl=https://books.rakuten.co.jp/rb/14496587/.
candidate-f6fa4c2d3a7e1dc5257b,safe,マンガ大賞実行委員会 mainstream selection + Rakuten Books manga category,https://www.mangataisho.com/archives/2014.html,2014,2026-08-22,2026-08-22,No explicit adult/TL marker in matched source or product; Rakuten booksGenreId=001001003052; rakutenProductUrl=https://books.rakuten.co.jp/rb/12270968/.
