mappingId,sourceItemId,candidateId,workId,mappingType,canonicalTitleJa,confidence,evidenceName,evidenceUrl,evidencePublishedAt,retrievedAt,notes
mapping-c70561f9b04ac5cee307,konomanga-2022-ranking-07,candidate-0029e59a039dce3f6e74,work-0029e59a039dce3f6e74,included,【推しの子】,1,宝島社「このマンガがすごい！」編集部 official selection + Rakuten Books exact product match,https://sugoiweb.jp/column/4815/,2021-12-07,2026-08-22,sourceOfficialUrl=https://sugoiweb.jp/column/4815/; rakutenProductUrl=https://books.rakuten.co.jp/rb/16373626/; normalizedTitle=【推しの子】; matchedRakutenAuthor=赤坂 アカ × 横槍 メンゴ; isbn=9784088916507.
mapping-20d7127d0cfc7e35470a,shogakukan-manga-award-71-002,candidate-064c0062e7a8e29cfbed,work-064c0062e7a8e29cfbed,duplicate,COSMOS,1,小学館「小学館漫画賞」 official selection + Rakuten Books exact product match,https://shogakukan-comic.jp/news/65082,2026-01-14,2026-08-22,sourceOfficialUrl=https://shogakukan-comic.jp/news/65082; rakutenProductUrl=https://books.rakuten.co.jp/rb/17655999/; normalizedTitle=cosmos; matchedRakutenAuthor=田村 隆平; isbn=9784091577849.
mapping-0db7c67182f8872a1771,tsugimanga-2024-comics-013,candidate-064c0062e7a8e29cfbed,work-064c0062e7a8e29cfbed,included,COSMOS,1,KADOKAWA「次にくるマンガ大賞」 official selection + Rakuten Books exact product match,https://tsugimanga.jp/winner/2024/comics,2024-08-28,2026-08-22,sourceOfficialUrl=https://tsugimanga.jp/winner/2024/comics; rakutenProductUrl=https://books.rakuten.co.jp/rb/17655999/; normalizedTitle=cosmos; matchedRakutenAuthor=田村 隆平; isbn=9784091577849.
mapping-85839efd034636b51f69,tsugimanga-2025-comics-012,candidate-064c0062e7a8e29cfbed,work-064c0062e7a8e29cfbed,duplicate,COSMOS,1,KADOKAWA「次にくるマンガ大賞」 official selection + Rakuten Books exact product match,https://tsugimanga.jp/winner/2025/comics,2025-09-18,2026-08-22,sourceOfficialUrl=https://tsugimanga.jp/winner/2025/comics; rakutenProductUrl=https://books.rakuten.co.jp/rb/17655999/; normalizedTitle=cosmos; matchedRakutenAuthor=田村 隆平; isbn=9784091577849.
mapping-7e5c4ff0485393a744c6,mangataisho-2017-011,candidate-07faf4019b12de5e877d,work-07faf4019b12de5e877d,duplicate,私の少年,1,マンガ大賞実行委員会 official selection + Rakuten Books exact product match,https://www.mangataisho.com/archives/2017.html,2017,2026-08-22,sourceOfficialUrl=https://www.mangataisho.com/archives/2017.html; rakutenProductUrl=https://books.rakuten.co.jp/rb/14161248/; normalizedTitle=私の少年; matchedRakutenAuthor=高野　ひと深; isbn=9784575848106.
mapping-9b8324ab4bd5b0dd9740,nippan-bookseller-recommendations-2017-006,candidate-07faf4019b12de5e877d,work-07faf4019b12de5e877d,duplicate,私の少年,1,日本出版販売「全国書店員が選んだおすすめコミック」 official selection + Rakuten Books exact product match,https://www.honyaclub.com/shop/pages/osusumecomic2017.aspx?affiliate=osusumec17,2017,2026-08-22,sourceOfficialUrl=https://www.honyaclub.com/shop/pages/osusumecomic2017.aspx?affiliate=osusumec17; rakutenProductUrl=https://books.rakuten.co.jp/rb/14161248/; normalizedTitle=私の少年; matchedRakutenAuthor=高野　ひと深; isbn=9784575848106.
mapping-4f1380b642b7d6c15fce,tsugimanga-2017-comics-049,candidate-07faf4019b12de5e877d,work-07faf4019b12de5e877d,included,私の少年,1,KADOKAWA「次にくるマンガ大賞」 official selection + Rakuten Books exact product match,https://tsugimanga.jp/winner/2017/comics,2017-08-23,2026-08-22,sourceOfficialUrl=https://tsugimanga.jp/winner/2017/comics; rakutenProductUrl=https://books.rakuten.co.jp/rb/14161248/; normalizedTitle=私の少年; matchedRakutenAuthor=高野　ひと深; isbn=9784575848106.
mapping-d8d4b5d9f63c4a3ca446,nippan-bookseller-recommendations-2025-014,candidate-131ba7a362fa9e38a10a,work-131ba7a362fa9e38a10a,duplicate,超巡！超条先輩,1,日本出版販売「全国書店員が選んだおすすめコミック」 official selection + Rakuten Books exact product match,https://hon-hikidashi.jp/event/51345/,2025,2026-08-22,sourceOfficialUrl=https://hon-hikidashi.jp/event/51345/; rakutenProductUrl=https://books.rakuten.co.jp/rb/17856922/; normalizedTitle=超巡!超条先輩; matchedRakutenAuthor=沼 駿; isbn=9784088841083.
mapping-ab6432d2f3cb42bc5d78,tsugimanga-2024-comics-020,candidate-131ba7a362fa9e38a10a,work-131ba7a362fa9e38a10a,included,超巡！超条先輩,1,KADOKAWA「次にくるマンガ大賞」 official selection + Rakuten Books exact product match,https://tsugimanga.jp/winner/2024/comics,2024-08-28,2026-08-22,sourceOfficialUrl=https://tsugimanga.jp/winner/2024/comics; rakutenProductUrl=https://books.rakuten.co.jp/rb/17856922/; normalizedTitle=超巡!超条先輩; matchedRakutenAuthor=沼 駿; isbn=9784088841083.
mapping-821a52eb76639751b394,tsugimanga-2025-comics-019,candidate-131ba7a362fa9e38a10a,work-131ba7a362fa9e38a10a,duplicate,超巡！超条先輩,1,KADOKAWA「次にくるマンガ大賞」 official selection + Rakuten Books exact product match,https://tsugimanga.jp/winner/2025/comics,2025-09-18,2026-08-22,sourceOfficialUrl=https://tsugimanga.jp/winner/2025/comics; rakutenProductUrl=https://books.rakuten.co.jp/rb/17856922/; normalizedTitle=超巡!超条先輩; matchedRakutenAuthor=沼 駿; isbn=9784088841083.
mapping-120ce00f34230f8c874e,mangataisho-2011-010,candidate-171b262b7ad72871f795,work-171b262b7ad72871f795,included,ドリフターズ,1,マンガ大賞実行委員会 official selection + Rakuten Books exact product match,https://www.mangataisho.com/archives/2011.html,2011,2026-08-22,sourceOfficialUrl=https://www.mangataisho.com/archives/2011.html; rakutenProductUrl=https://books.rakuten.co.jp/rb/6484005/; normalizedTitle=どりふたーず; matchedRakutenAuthor=平野耕太; isbn=9784785934071.
mapping-f914b5aaf6fe6595808b,mangataisho-2012-006,candidate-171b262b7ad72871f795,work-171b262b7ad72871f795,duplicate,ドリフターズ,1,マンガ大賞実行委員会 official selection + Rakuten Books exact product match,https://www.mangataisho.com/archives/2012.html,2012,2026-08-22,sourceOfficialUrl=https://www.mangataisho.com/archives/2012.html; rakutenProductUrl=https://books.rakuten.co.jp/rb/6484005/; normalizedTitle=どりふたーず; matchedRakutenAuthor=平野耕太; isbn=9784785934071.
mapping-8b0c0c367321ba5c2c8e,mangataisho-2013-028,candidate-171b262b7ad72871f795,work-171b262b7ad72871f795,duplicate,ドリフターズ,1,マンガ大賞実行委員会 official selection + Rakuten Books exact product match,https://www.mangataisho.com/archives/2013.html,2013,2026-08-22,sourceOfficialUrl=https://www.mangataisho.com/archives/2013.html; rakutenProductUrl=https://books.rakuten.co.jp/rb/6484005/; normalizedTitle=どりふたーず; matchedRakutenAuthor=平野耕太; isbn=9784785934071.
mapping-be978e4edcb64879f661,mangataisho-2015-183,candidate-171b262b7ad72871f795,work-171b262b7ad72871f795,duplicate,ドリフターズ,1,マンガ大賞実行委員会 official selection + Rakuten Books exact product match,https://www.mangataisho.com/archives/2015.html,2015,2026-08-22,sourceOfficialUrl=https://www.mangataisho.com/archives/2015.html; rakutenProductUrl=https://books.rakuten.co.jp/rb/6484005/; normalizedTitle=どりふたーず; matchedRakutenAuthor=平野耕太; isbn=9784785934071.
mapping-444453635dbcc9552e54,mangataisho-2015-189,candidate-174e7603bb0e71bb62ab,work-174e7603bb0e71bb62ab,duplicate,からかい上手の高木さん,1,マンガ大賞実行委員会 official selection + Rakuten Books exact product match,https://www.mangataisho.com/archives/2015.html,2015,2026-08-22,sourceOfficialUrl=https://www.mangataisho.com/archives/2015.html; rakutenProductUrl=https://books.rakuten.co.jp/rb/12753325/; normalizedTitle=からかい上手の高木さん; matchedRakutenAuthor=山本 崇一朗; isbn=9784091250155.
mapping-6d263e93acf3b3bc3f0e,mangataisho-2017-010,candidate-174e7603bb0e71bb62ab,work-174e7603bb0e71bb62ab,duplicate,からかい上手の高木さん,1,マンガ大賞実行委員会 official selection + Rakuten Books exact product match,https://www.mangataisho.com/archives/2017.html,2017,2026-08-22,sourceOfficialUrl=https://www.mangataisho.com/archives/2017.html; rakutenProductUrl=https://books.rakuten.co.jp/rb/12753325/; normalizedTitle=からかい上手の高木さん; matchedRakutenAuthor=山本 崇一朗; isbn=9784091250155.
mapping-e3a0b4b77b6cb0f959d9,nippan-bookseller-recommendations-2017-001,candidate-174e7603bb0e71bb62ab,work-174e7603bb0e71bb62ab,duplicate,からかい上手の高木さん,1,日本出版販売「全国書店員が選んだおすすめコミック」 official selection + Rakuten Books exact product match,https://www.honyaclub.com/shop/pages/osusumecomic2017.aspx?affiliate=osusumec17,2017,2026-08-22,sourceOfficialUrl=https://www.honyaclub.com/shop/pages/osusumecomic2017.aspx?affiliate=osusumec17; rakutenProductUrl=https://books.rakuten.co.jp/rb/12753325/; normalizedTitle=からかい上手の高木さん; matchedRakutenAuthor=山本 崇一朗; isbn=9784091250155.
mapping-a49e076a384a540b8b00,shogakukan-manga-award-66-003,candidate-174e7603bb0e71bb62ab,work-174e7603bb0e71bb62ab,duplicate,からかい上手の高木さん,1,小学館「小学館漫画賞」 official selection + Rakuten Books exact product match,https://shogakukan-comic.jp/shogakukan-mangasho-archives,2020,2026-08-22,sourceOfficialUrl=https://shogakukan-comic.jp/shogakukan-mangasho-archives; rakutenProductUrl=https://books.rakuten.co.jp/rb/12753325/; normalizedTitle=からかい上手の高木さん; matchedRakutenAuthor=山本 崇一朗; isbn=9784091250155.
mapping-cd78ca78e6825caa47e5,tsugimanga-2015-comics-025,candidate-174e7603bb0e71bb62ab,work-174e7603bb0e71bb62ab,included,からかい上手の高木さん,1,KADOKAWA「次にくるマンガ大賞」 official selection + Rakuten Books exact product match,https://tsugimanga.jp/winner/2015/comics,2015-02-06,2026-08-22,sourceOfficialUrl=https://tsugimanga.jp/winner/2015/comics; rakutenProductUrl=https://books.rakuten.co.jp/rb/12753325/; normalizedTitle=からかい上手の高木さん; matchedRakutenAuthor=山本 崇一朗; isbn=9784091250155.
mapping-3fc31cf489cca3a9bdca,tsugimanga-2016-comics-007,candidate-174e7603bb0e71bb62ab,work-174e7603bb0e71bb62ab,duplicate,からかい上手の高木さん,1,KADOKAWA「次にくるマンガ大賞」 official selection + Rakuten Books exact product match,https://tsugimanga.jp/winner/2016/comics,2016-02-04,2026-08-22,sourceOfficialUrl=https://tsugimanga.jp/winner/2016/comics; rakutenProductUrl=https://books.rakuten.co.jp/rb/12753325/; normalizedTitle=からかい上手の高木さん; matchedRakutenAuthor=山本 崇一朗; isbn=9784091250155.
mapping-f8ccf868a48b3169b07a,konomanga-2023-ranking-19,candidate-197089286d30de82f9e9,work-197089286d30de82f9e9,included,多聞くん今どっち!?,1,宝島社「このマンガがすごい！」編集部 official selection + Rakuten Books exact product match,https://sugoiweb.jp/column/4772/,2022-12-12,2026-08-22,sourceOfficialUrl=https://sugoiweb.jp/column/4772/; rakutenProductUrl=https://books.rakuten.co.jp/rb/16995781/; normalizedTitle=多聞くん今どっち!?; matchedRakutenAuthor=師走 ゆき; isbn=9784592224266.
mapping-d2b040c180f452d8c064,tsugimanga-2022-comics-022,candidate-197089286d30de82f9e9,work-197089286d30de82f9e9,duplicate,多聞くん今どっち!?,1,KADOKAWA「次にくるマンガ大賞」 official selection + Rakuten Books exact product match,https://tsugimanga.jp/winner/2022/comics,2022-08-31,2026-08-22,sourceOfficialUrl=https://tsugimanga.jp/winner/2022/comics; rakutenProductUrl=https://books.rakuten.co.jp/rb/16995781/; normalizedTitle=多聞くん今どっち!?; matchedRakutenAuthor=師走 ゆき; isbn=9784592224266.
mapping-76b3ab157c45cc34e073,tsugimanga-2023-comics-021,candidate-197089286d30de82f9e9,work-197089286d30de82f9e9,duplicate,多聞くん今どっち!?,1,KADOKAWA「次にくるマンガ大賞」 official selection + Rakuten Books exact product match,https://tsugimanga.jp/winner/2023/comics,2023-08-31,2026-08-22,sourceOfficialUrl=https://tsugimanga.jp/winner/2023/comics; rakutenProductUrl=https://books.rakuten.co.jp/rb/16995781/; normalizedTitle=多聞くん今どっち!?; matchedRakutenAuthor=師走 ゆき; isbn=9784592224266.
mapping-0fd7e43da7183e5d6748,mangataisho-2015-158,candidate-1d447cc9026b530fb53d,work-1d447cc9026b530fb53d,duplicate,だがしかし,1,マンガ大賞実行委員会 official selection + Rakuten Books exact product match,https://www.mangataisho.com/archives/2015.html,2015,2026-08-22,sourceOfficialUrl=https://www.mangataisho.com/archives/2015.html; rakutenProductUrl=https://books.rakuten.co.jp/rb/12866156/; normalizedTitle=だがしかし; matchedRakutenAuthor=コトヤマ; isbn=9784091251251.
mapping-82292ef1560e0e6b7e8e,nippan-bookseller-recommendations-2015-015,candidate-1d447cc9026b530fb53d,work-1d447cc9026b530fb53d,duplicate,だがしかし,1,日本出版販売「全国書店員が選んだおすすめコミック」 official selection + Rakuten Books exact product match,https://www.honyaclub.com/shop/pages/osusume_comic2015.aspx?affiliate=osusumec,2015,2026-08-22,sourceOfficialUrl=https://www.honyaclub.com/shop/pages/osusume_comic2015.aspx?affiliate=osusumec; rakutenProductUrl=https://books.rakuten.co.jp/rb/12866156/; normalizedTitle=だがしかし; matchedRakutenAuthor=コトヤマ; isbn=9784091251251.
mapping-bdfbca3e9d8b24c5affa,nippan-bookseller-recommendations-2016-005,candidate-1d447cc9026b530fb53d,work-1d447cc9026b530fb53d,duplicate,だがしかし,1,日本出版販売「全国書店員が選んだおすすめコミック」 official selection + Rakuten Books exact product match,https://www.honyaclub.com/shop/pages/osusumecomic2016.aspx?affiliate=osusumec16,2016,2026-08-22,sourceOfficialUrl=https://www.honyaclub.com/shop/pages/osusumecomic2016.aspx?affiliate=osusumec16; rakutenProductUrl=https://books.rakuten.co.jp/rb/12866156/; normalizedTitle=だがしかし; matchedRakutenAuthor=コトヤマ; isbn=9784091251251.
mapping-710f5acfcc1697e96628,tsugimanga-2015-comics-034,candidate-1d447cc9026b530fb53d,work-1d447cc9026b530fb53d,included,だがしかし,1,KADOKAWA「次にくるマンガ大賞」 official selection + Rakuten Books exact product match,https://tsugimanga.jp/winner/2015/comics,2015-02-06,2026-08-22,sourceOfficialUrl=https://tsugimanga.jp/winner/2015/comics; rakutenProductUrl=https://books.rakuten.co.jp/rb/12866156/; normalizedTitle=だがしかし; matchedRakutenAuthor=コトヤマ; isbn=9784091251251.
mapping-e4ba4c221c83bd358aed,mangataisho-2013-006,candidate-29806fe5f9633b940747,work-29806fe5f9633b940747,included,暗殺教室,1,マンガ大賞実行委員会 official selection + Rakuten Books exact product match,https://www.mangataisho.com/archives/2013.html,2013,2026-08-22,sourceOfficialUrl=https://www.mangataisho.com/archives/2013.html; rakutenProductUrl=https://books.rakuten.co.jp/rb/11941886/; normalizedTitle=暗殺教室; matchedRakutenAuthor=松井優征; isbn=9784088705965.
mapping-8851265494ebe1a5d542,mangataisho-2014-200,candidate-29806fe5f9633b940747,work-29806fe5f9633b940747,duplicate,暗殺教室,1,マンガ大賞実行委員会 official selection + Rakuten Books exact product match,https://www.mangataisho.com/archives/2014.html,2014,2026-08-22,sourceOfficialUrl=https://www.mangataisho.com/archives/2014.html; rakutenProductUrl=https://books.rakuten.co.jp/rb/11941886/; normalizedTitle=暗殺教室; matchedRakutenAuthor=松井優征; isbn=9784088705965.
mapping-df334772d2b0a89dae38,nippan-bookseller-recommendations-2013-001,candidate-29806fe5f9633b940747,work-29806fe5f9633b940747,duplicate,暗殺教室,1,日本出版販売「全国書店員が選んだおすすめコミック」 official selection + Rakuten Books exact product match,https://www.honyaclub.com/shop/pages/osusume.aspx,2013,2026-08-22,sourceOfficialUrl=https://www.honyaclub.com/shop/pages/osusume.aspx; rakutenProductUrl=https://books.rakuten.co.jp/rb/11941886/; normalizedTitle=暗殺教室; matchedRakutenAuthor=松井優征; isbn=9784088705965.
mapping-1d32b44ba99e6b4d5abd,mangataisho-2010-050,candidate-319e39a597d16251efc9,work-319e39a597d16251efc9,included,乱と灰色の世界,1,マンガ大賞実行委員会 official selection + Rakuten Books exact product match,https://www.mangataisho.com/archives/2010.html,2010,2026-08-22,sourceOfficialUrl=https://www.mangataisho.com/archives/2010.html; rakutenProductUrl=https://books.rakuten.co.jp/rb/6219401/; normalizedTitle=乱と灰色の世界; matchedRakutenAuthor=入江　亜季; isbn=9784047261457.
mapping-a9c3833f15084003b1c3,mangataisho-2012-023,candidate-319e39a597d16251efc9,work-319e39a597d16251efc9,duplicate,乱と灰色の世界,1,マンガ大賞実行委員会 official selection + Rakuten Books exact product match,https://www.mangataisho.com/archives/2012.html,2012,2026-08-22,sourceOfficialUrl=https://www.mangataisho.com/archives/2012.html; rakutenProductUrl=https://books.rakuten.co.jp/rb/6219401/; normalizedTitle=乱と灰色の世界; matchedRakutenAuthor=入江　亜季; isbn=9784047261457.
mapping-d8b3bb027ca9ddcd1082,mangataisho-2013-037,candidate-319e39a597d16251efc9,work-319e39a597d16251efc9,duplicate,乱と灰色の世界,1,マンガ大賞実行委員会 official selection + Rakuten Books exact product match,https://www.mangataisho.com/archives/2013.html,2013,2026-08-22,sourceOfficialUrl=https://www.mangataisho.com/archives/2013.html; rakutenProductUrl=https://books.rakuten.co.jp/rb/6219401/; normalizedTitle=乱と灰色の世界; matchedRakutenAuthor=入江　亜季; isbn=9784047261457.
mapping-7d2ce680ffea80eab92f,mangataisho-2014-021,candidate-319e39a597d16251efc9,work-319e39a597d16251efc9,duplicate,乱と灰色の世界,1,マンガ大賞実行委員会 official selection + Rakuten Books exact product match,https://www.mangataisho.com/archives/2014.html,2014,2026-08-22,sourceOfficialUrl=https://www.mangataisho.com/archives/2014.html; rakutenProductUrl=https://books.rakuten.co.jp/rb/6219401/; normalizedTitle=乱と灰色の世界; matchedRakutenAuthor=入江　亜季; isbn=9784047261457.
mapping-fb9989dc4ffc363b7f15,nippan-bookseller-recommendations-2011-012,candidate-319e39a597d16251efc9,work-319e39a597d16251efc9,duplicate,乱と灰色の世界,1,日本出版販売「全国書店員が選んだおすすめコミック」 official selection + Rakuten Books exact product match,https://hon-hikidashi.jp/event/105000/,2011,2026-08-22,sourceOfficialUrl=https://hon-hikidashi.jp/event/105000/; rakutenProductUrl=https://books.rakuten.co.jp/rb/6219401/; normalizedTitle=乱と灰色の世界; matchedRakutenAuthor=入江　亜季; isbn=9784047261457.
mapping-dc30a7643e58a0a52201,konomanga-2023-ranking-05,candidate-3ba6e8e3cfdec674eae3,work-3ba6e8e3cfdec674eae3,included,劇光仮面,1,宝島社「このマンガがすごい！」編集部 official selection + Rakuten Books exact product match,https://sugoiweb.jp/column/4772/,2022-12-12,2026-08-22,sourceOfficialUrl=https://sugoiweb.jp/column/4772/; rakutenProductUrl=https://books.rakuten.co.jp/rb/17114814/; normalizedTitle=劇光仮面; matchedRakutenAuthor=山口 貴由; isbn=9784098613632.
mapping-35fb9d9fffdfd5360335,mangataisho-2023-009,candidate-3ba6e8e3cfdec674eae3,work-3ba6e8e3cfdec674eae3,duplicate,劇光仮面,1,マンガ大賞実行委員会 official selection + Rakuten Books exact product match,https://www.mangataisho.com/archives/2023.html,2023,2026-08-22,sourceOfficialUrl=https://www.mangataisho.com/archives/2023.html; rakutenProductUrl=https://books.rakuten.co.jp/rb/17114814/; normalizedTitle=劇光仮面; matchedRakutenAuthor=山口 貴由; isbn=9784098613632.
mapping-518708e037135d1689d2,tsugimanga-2024-comics-010,candidate-3ba6e8e3cfdec674eae3,work-3ba6e8e3cfdec674eae3,duplicate,劇光仮面,1,KADOKAWA「次にくるマンガ大賞」 official selection + Rakuten Books exact product match,https://tsugimanga.jp/winner/2024/comics,2024-08-28,2026-08-22,sourceOfficialUrl=https://tsugimanga.jp/winner/2024/comics; rakutenProductUrl=https://books.rakuten.co.jp/rb/17114814/; normalizedTitle=劇光仮面; matchedRakutenAuthor=山口 貴由; isbn=9784098613632.
mapping-da32a48789a09240db19,konomanga-2020-ranking-16,candidate-40ea287aae6305289cf6,work-40ea287aae6305289cf6,included,その着せ替え人形は恋をする,1,宝島社「このマンガがすごい！」編集部 official selection + Rakuten Books exact product match,https://sugoiweb.jp/column/4894/,2019-12-20,2026-08-22,sourceOfficialUrl=https://sugoiweb.jp/column/4894/; rakutenProductUrl=https://books.rakuten.co.jp/rb/15658806/; normalizedTitle=その着せ替え人形は恋をする; matchedRakutenAuthor=福田晋一; isbn=9784757559202.
mapping-6690c0b14b9a6f550d2a,nippan-bookseller-recommendations-2020-003,candidate-40ea287aae6305289cf6,work-40ea287aae6305289cf6,duplicate,その着せ替え人形は恋をする,1,日本出版販売「全国書店員が選んだおすすめコミック」 official selection + Rakuten Books exact product match,https://hon-hikidashi.jp/event/105418/,2020,2026-08-22,sourceOfficialUrl=https://hon-hikidashi.jp/event/105418/; rakutenProductUrl=https://books.rakuten.co.jp/rb/15658806/; normalizedTitle=その着せ替え人形は恋をする; matchedRakutenAuthor=福田晋一; isbn=9784757559202.
mapping-9b5f339377a241658026,tsugimanga-2019-comics-023,candidate-40ea287aae6305289cf6,work-40ea287aae6305289cf6,duplicate,その着せ替え人形は恋をする,1,KADOKAWA「次にくるマンガ大賞」 official selection + Rakuten Books exact product match,https://tsugimanga.jp/winner/2019/comics,2019-08-22,2026-08-22,sourceOfficialUrl=https://tsugimanga.jp/winner/2019/comics; rakutenProductUrl=https://books.rakuten.co.jp/rb/15658806/; normalizedTitle=その着せ替え人形は恋をする; matchedRakutenAuthor=福田晋一; isbn=9784757559202.
