workId,batchId,batchType,status,selectionReason,methodPolicy,panelPolicy,lastUpdatedAt
work-440f93a4e60ef906685b,pilot-001,pilot,frozen,era-1990s;audience-shojo;genre-romance;ev-single,promotion-evidence-v2,art-local-codex+gemini-3.7-flash-high;grok-art-abstain;muse-conditional,2026-08-22
work-303d0a9d67a606a817af,pilot-001,pilot,frozen,era-1990s;audience-seinen;genre-workplace-art;ev-single,promotion-evidence-v2,art-local-codex+gemini-3.7-flash-high;grok-art-abstain;muse-conditional,2026-08-22
work-c4abbc1b44fa5706bce3,pilot-001,pilot,frozen,era-1990s;audience-cross;genre-historical;ev-single,promotion-evidence-v2,art-local-codex+gemini-3.7-flash-high;grok-art-abstain;muse-conditional,2026-08-22
work-76c038b398f4b28b7748,pilot-001,pilot,frozen,era-1990s;audience-cross;genre-fantasy-romance;ev-single,promotion-evidence-v2,art-local-codex+gemini-3.7-flash-high;grok-art-abstain;muse-conditional,2026-08-22
work-b4b21d2ebe5b8efc84ea,pilot-001,pilot,frozen,era-2000s;audience-seinen;genre-medical;ev-single,promotion-evidence-v2,art-local-codex+gemini-3.7-flash-high;grok-art-abstain;muse-conditional,2026-08-22
work-1fc61ddbeb429b4a2c15,pilot-001,pilot,frozen,era-2000s;audience-cross;genre-historical-romance;ev-single,promotion-evidence-v2,art-local-codex+gemini-3.7-flash-high;grok-art-abstain;muse-conditional,2026-08-22
work-0bec5d8d9474a2197312,pilot-001,pilot,frozen,era-2000s;audience-seinen;genre-coming-of-age;ev-multi,promotion-evidence-v2,art-local-codex+gemini-3.7-flash-high;grok-art-abstain;muse-conditional,2026-08-22
work-464322afcd10013437b9,pilot-001,pilot,frozen,era-2000s;audience-seinen;genre-historical;ev-rich,promotion-evidence-v2,art-local-codex+gemini-3.7-flash-high;grok-art-abstain;muse-conditional,2026-08-22
work-ebe399258f28460b8f9b,pilot-001,pilot,frozen,era-2000s;audience-cross;genre-school-social;ev-multi,promotion-evidence-v2,art-local-codex+gemini-3.7-flash-high;grok-art-abstain;muse-conditional,2026-08-22
work-f391e591282e435a3c1d,pilot-001,pilot,frozen,era-2000s;audience-seinen;genre-horror;ev-rich,promotion-evidence-v2,art-local-codex+gemini-3.7-flash-high;grok-art-abstain;muse-conditional,2026-08-22
work-205e576ef057e3aed1ab,pilot-001,pilot,frozen,era-2000s;audience-cross;genre-music-romance;ev-multi,promotion-evidence-v2,art-local-codex+gemini-3.7-flash-high;grok-art-abstain;muse-conditional,2026-08-22
work-f5f0ee0b0ff16bc146e0,pilot-001,pilot,frozen,era-2000s;audience-shonen;genre-comedy-slice-of-life;ev-rich,promotion-evidence-v2,art-local-codex+gemini-3.7-flash-high;grok-art-abstain;muse-conditional,2026-08-22
work-a7a1e0666169f1b2e8c0,pilot-001,pilot,frozen,era-2000s;audience-cross;genre-family-drama;ev-rich,promotion-evidence-v2,art-local-codex+gemini-3.7-flash-high;grok-art-abstain;muse-conditional,2026-08-22
work-d7e64b0b5479ca943edd,pilot-001,pilot,frozen,era-2000s;audience-seinen;genre-food-slice-of-life;ev-rich,promotion-evidence-v2,art-local-codex+gemini-3.7-flash-high;grok-art-abstain;muse-conditional,2026-08-22
work-3823ff0766f67c015c53,pilot-001,pilot,frozen,era-2010s;audience-shonen;genre-music;ev-rich,promotion-evidence-v2,art-local-codex+gemini-3.7-flash-high;grok-art-abstain;muse-conditional,2026-08-22
work-61f2b70ee9f8217b3604,pilot-001,pilot,frozen,era-2010s;audience-shonen;genre-agriculture;ev-multi,promotion-evidence-v2,art-local-codex+gemini-3.7-flash-high;grok-art-abstain;muse-conditional,2026-08-22
work-07b11ec79f10c7eb7e05,pilot-001,pilot,frozen,era-2010s;audience-cross;genre-autobiography-art;ev-multi,promotion-evidence-v2,art-local-codex+gemini-3.7-flash-high;grok-art-abstain;muse-conditional,2026-08-22
work-ef7106f6a387c9860877,pilot-001,pilot,frozen,era-2010s;audience-seinen;genre-social-drama;ev-multi,promotion-evidence-v2,art-local-codex+gemini-3.7-flash-high;grok-art-abstain;muse-conditional,2026-08-22
work-8716f80d9b988bd0d055,pilot-001,pilot,frozen,era-2010s;audience-seinen;genre-romance;ev-rich,promotion-evidence-v2,art-local-codex+gemini-3.7-flash-high;grok-art-abstain;muse-conditional,2026-08-22
work-11296a590b885cb73b66,pilot-001,pilot,frozen,era-2010s;audience-shojo;genre-medical-social;ev-single,promotion-evidence-v2,art-local-codex+gemini-3.7-flash-high;grok-art-abstain;muse-conditional,2026-08-22
work-5e7eef6cc23d9738e034,pilot-001,pilot,frozen,era-2010s;audience-seinen;genre-folklore-mystery;ev-multi,promotion-evidence-v2,art-local-codex+gemini-3.7-flash-high;grok-art-abstain;muse-conditional,2026-08-22
work-0153a125c5a56225b06c,pilot-001,pilot,frozen,era-2010s;audience-cross;genre-family-drama;ev-rich,promotion-evidence-v2,art-local-codex+gemini-3.7-flash-high;grok-art-abstain;muse-conditional,2026-08-22
work-34bba03e2a127ef29cd7,pilot-001,pilot,frozen,era-2010s;audience-cross;genre-mystery-travel;ev-multi,promotion-evidence-v2,art-local-codex+gemini-3.7-flash-high;grok-art-abstain;muse-conditional,2026-08-22
work-9d04c47e7efbbbd8aca6,pilot-001,pilot,frozen,era-2010s;audience-shojo;genre-performing-arts;ev-single,promotion-evidence-v2,art-local-codex+gemini-3.7-flash-high;grok-art-abstain;muse-conditional,2026-08-22
work-222504590507d3ab8093,pilot-001,pilot,frozen,era-2010s;audience-seinen;genre-fantasy;ev-single,promotion-evidence-v2,art-local-codex+gemini-3.7-flash-high;grok-art-abstain;muse-conditional,2026-08-22
work-07ff2a01ef593ce2f809,pilot-001,pilot,frozen,era-2010s;audience-shojo;genre-social-drama;ev-single,promotion-evidence-v2,art-local-codex+gemini-3.7-flash-high;grok-art-abstain;muse-conditional,2026-08-22
work-d489f5a2229689aa5115,pilot-001,pilot,frozen,era-2020s;audience-josei;genre-workplace-comedy;ev-rich,promotion-evidence-v2,art-local-codex+gemini-3.7-flash-high;grok-art-abstain;muse-conditional,2026-08-22
work-cdf549d4b1888153e146,pilot-001,pilot,frozen,era-2020s;audience-shonen;genre-occult-action;ev-rich,promotion-evidence-v2,art-local-codex+gemini-3.7-flash-high;grok-art-abstain;muse-conditional,2026-08-22
work-07dc759bd91e1cffb2df,pilot-001,pilot,frozen,era-2020s;audience-cross;genre-healing-slice-of-life;ev-single,promotion-evidence-v2,art-local-codex+gemini-3.7-flash-high;grok-art-abstain;muse-conditional,2026-08-22
work-3588928ab8f6a2520923,pilot-001,pilot,frozen,era-2020s;audience-cross;genre-later-life-drama;ev-multi,promotion-evidence-v2,art-local-codex+gemini-3.7-flash-high;grok-art-abstain;muse-conditional,2026-08-22
work-b2c37bdb52e2a78dfd41,pilot-001,pilot,frozen,era-2020s;audience-cross;genre-historical;ev-multi,promotion-evidence-v2,art-local-codex+gemini-3.7-flash-high;grok-art-abstain;muse-conditional,2026-08-22
work-e049c9aaf92ba31da8b0,pilot-001,pilot,frozen,era-2020s;audience-seinen;genre-art-school;ev-rich,promotion-evidence-v2,art-local-codex+gemini-3.7-flash-high;grok-art-abstain;muse-conditional,2026-08-22
work-081e75d8bbc53ac64713,pilot-001,pilot,frozen,era-2020s;audience-seinen;genre-sports;ev-rich,promotion-evidence-v2,art-local-codex+gemini-3.7-flash-high;grok-art-abstain;muse-conditional,2026-08-22
work-7730845c9cf7ba0cccc8,pilot-001,pilot,frozen,era-2020s;audience-seinen;genre-school-social;ev-multi,promotion-evidence-v2,art-local-codex+gemini-3.7-flash-high;grok-art-abstain;muse-conditional,2026-08-22
work-112589a161d1596ec97f,pilot-001,pilot,frozen,era-2020s;audience-shonen;genre-occult-comedy;ev-multi,promotion-evidence-v2,art-local-codex+gemini-3.7-flash-high;grok-art-abstain;muse-conditional,2026-08-22
work-268e1fa3599955359969,pilot-001,pilot,frozen,era-2020s;audience-shonen;genre-music-school;ev-single,promotion-evidence-v2,art-local-codex+gemini-3.7-flash-high;grok-art-abstain;muse-conditional,2026-08-22
work-192cbecc59e9c028142b,pilot-001,pilot,frozen,era-2020s;audience-cross;genre-books-workplace;ev-rich,promotion-evidence-v2,art-local-codex+gemini-3.7-flash-high;grok-art-abstain;muse-conditional,2026-08-22
work-37ecced0b2392d7af9b2,pilot-001,pilot,frozen,era-2020s;audience-seinen;genre-social-drama;ev-rich,promotion-evidence-v2,art-local-codex+gemini-3.7-flash-high;grok-art-abstain;muse-conditional,2026-08-22
work-017446dd1a9039d9839b,batch-002,batch,frozen,era-2020s;audience-unknown;genre-science-fiction;ev-single,promotion-evidence-v2,art-local-codex+gemini-3.7-flash-high;grok-art-abstain;muse-conditional,2026-08-23
work-02d5d329c9ef85e481cb,batch-002,batch,frozen,era-1970s;audience-seinen;genre-sports;ev-single,promotion-evidence-v2,art-local-codex+gemini-3.7-flash-high;grok-art-abstain;muse-conditional,2026-08-23
work-089947c5303024841fef,batch-002,batch,frozen,era-2000s;audience-shojo;genre-mystery;ev-single,promotion-evidence-v2,art-local-codex+gemini-3.7-flash-high;grok-art-abstain;muse-conditional,2026-08-23
work-0e036724913c69bb937a,batch-002,batch,frozen,era-2010s;audience-shonen;genre-horror;ev-multi,promotion-evidence-v2,art-local-codex+gemini-3.7-flash-high;grok-art-abstain;muse-conditional,2026-08-23
work-1012948f5de799831da4,batch-002,batch,frozen,era-1990s;audience-unknown;genre-action;ev-single,promotion-evidence-v2,art-local-codex+gemini-3.7-flash-high;grok-art-abstain;muse-conditional,2026-08-23
work-1088a1dc00a3b0d22201,batch-002,batch,frozen,era-unknown;audience-seinen;genre-horror;ev-single,promotion-evidence-v2,art-local-codex+gemini-3.7-flash-high;grok-art-abstain;muse-conditional,2026-08-23
work-19a26f01512166856a6a,batch-002,batch,frozen,era-1970s;audience-seinen;genre-science-fiction;ev-single,promotion-evidence-v2,art-local-codex+gemini-3.7-flash-high;grok-art-abstain;muse-conditional,2026-08-23
work-1e27731b880d0d9012f8,batch-002,batch,frozen,era-1980s;audience-unknown;genre-mystery;ev-single,promotion-evidence-v2,art-local-codex+gemini-3.7-flash-high;grok-art-abstain;muse-conditional,2026-08-23
work-207bb1ca28b7472fbe1d,batch-002,batch,frozen,era-1980s;audience-shonen;genre-sports;ev-single,promotion-evidence-v2,art-local-codex+gemini-3.7-flash-high;grok-art-abstain;muse-conditional,2026-08-23
work-23851cd7ccf1d0c676cc,batch-002,batch,frozen,era-2020s;audience-shonen;genre-action;ev-multi,promotion-evidence-v2,art-local-codex+gemini-3.7-flash-high;grok-art-abstain;muse-conditional,2026-08-23
work-29d4300ad9d3358fb67a,batch-002,batch,frozen,era-2000s;audience-unknown;genre-mystery;ev-single,promotion-evidence-v2,art-local-codex+gemini-3.7-flash-high;grok-art-abstain;muse-conditional,2026-08-23
work-3dfaf6231e21133620c6,batch-002,batch,frozen,era-2020s;audience-seinen;genre-action;ev-multi,promotion-evidence-v2,art-local-codex+gemini-3.7-flash-high;grok-art-abstain;muse-conditional,2026-08-23
work-3e725951eb9c49771087,batch-002,batch,frozen,era-2010s;audience-shojo;genre-mystery;ev-single,promotion-evidence-v2,art-local-codex+gemini-3.7-flash-high;grok-art-abstain;muse-conditional,2026-08-23
work-40b8c35b1d8c9a90144c,batch-002,batch,frozen,era-2010s;audience-shojo;genre-romance;ev-rich,promotion-evidence-v2,art-local-codex+gemini-3.7-flash-high;grok-art-abstain;muse-conditional,2026-08-23
work-4c784fc78dfd9b139c3f,batch-002,batch,frozen,era-2020s;audience-shonen;genre-romance;ev-rich,promotion-evidence-v2,art-local-codex+gemini-3.7-flash-high;grok-art-abstain;muse-conditional,2026-08-23
work-518d7ed42dd9253679c3,batch-002,batch,frozen,era-1990s;audience-seinen;genre-historical;ev-single,promotion-evidence-v2,art-local-codex+gemini-3.7-flash-high;grok-art-abstain;muse-conditional,2026-08-23
work-53e54c95f637b66c4fb2,batch-002,batch,frozen,era-1970s;audience-shonen;genre-sports;ev-single,promotion-evidence-v2,art-local-codex+gemini-3.7-flash-high;grok-art-abstain;muse-conditional,2026-08-23
work-5915d6d7601377fcc75f,batch-002,batch,frozen,era-2000s;audience-shojo;genre-fantasy;ev-single,promotion-evidence-v2,art-local-codex+gemini-3.7-flash-high;grok-art-abstain;muse-conditional,2026-08-23
work-5b4dc4e6e966436b2990,batch-002,batch,frozen,era-unknown;audience-shojo;genre-horror;ev-single,promotion-evidence-v2,art-local-codex+gemini-3.7-flash-high;grok-art-abstain;muse-conditional,2026-08-23
work-5b9a3ec60ac5fc90f444,batch-002,batch,frozen,era-2010s;audience-seinen;genre-fantasy;ev-multi,promotion-evidence-v2,art-local-codex+gemini-3.7-flash-high;grok-art-abstain;muse-conditional,2026-08-23
work-5cafd57db6b870a71a05,batch-002,batch,frozen,era-1980s;audience-shonen;genre-science-fiction;ev-single,promotion-evidence-v2,art-local-codex+gemini-3.7-flash-high;grok-art-abstain;muse-conditional,2026-08-23
work-5e20323e014d6d390aaf,batch-002,batch,frozen,era-2010s;audience-seinen;genre-sports;ev-multi,promotion-evidence-v2,art-local-codex+gemini-3.7-flash-high;grok-art-abstain;muse-conditional,2026-08-23
work-5ebbc9bede841d2faf7b,batch-002,batch,frozen,era-2010s;audience-shojo;genre-romance;ev-rich,promotion-evidence-v2,art-local-codex+gemini-3.7-flash-high;grok-art-abstain;muse-conditional,2026-08-23
work-6f849a8e785deee3d5dc,batch-002,batch,frozen,era-2010s;audience-shonen;genre-horror;ev-multi,promotion-evidence-v2,art-local-codex+gemini-3.7-flash-high;grok-art-abstain;muse-conditional,2026-08-23
work-71e824df2e6bc2125294,batch-002,batch,frozen,era-2020s;audience-shonen;genre-action;ev-multi,promotion-evidence-v2,art-local-codex+gemini-3.7-flash-high;grok-art-abstain;muse-conditional,2026-08-23
work-7975d62582a89492a35f,batch-002,batch,frozen,era-2010s;audience-seinen;genre-fantasy;ev-rich,promotion-evidence-v2,art-local-codex+gemini-3.7-flash-high;grok-art-abstain;muse-conditional,2026-08-23
work-7d259c925286a9f91310,batch-002,batch,frozen,era-2000s;audience-seinen;genre-comedy;ev-rich,promotion-evidence-v2,art-local-codex+gemini-3.7-flash-high;grok-art-abstain;muse-conditional,2026-08-23
work-8147aefccc365b0ecb4d,batch-002,batch,frozen,era-2000s;audience-seinen;genre-mystery;ev-multi,promotion-evidence-v2,art-local-codex+gemini-3.7-flash-high;grok-art-abstain;muse-conditional,2026-08-23
work-838a6f0ad2d1ef487588,batch-002,batch,frozen,era-2000s;audience-seinen;genre-historical;ev-rich,promotion-evidence-v2,art-local-codex+gemini-3.7-flash-high;grok-art-abstain;muse-conditional,2026-08-23
work-83fc3c4366e51b35b821,batch-002,batch,frozen,era-1970s;audience-unknown;genre-romance;ev-single,promotion-evidence-v2,art-local-codex+gemini-3.7-flash-high;grok-art-abstain;muse-conditional,2026-08-23
work-84b7c7d7720447075c25,batch-002,batch,frozen,era-2010s;audience-seinen;genre-historical;ev-rich,promotion-evidence-v2,art-local-codex+gemini-3.7-flash-high;grok-art-abstain;muse-conditional,2026-08-23
work-9072892a767332254f00,batch-002,batch,frozen,era-2000s;audience-seinen;genre-slice-of-life;ev-rich,promotion-evidence-v2,art-local-codex+gemini-3.7-flash-high;grok-art-abstain;muse-conditional,2026-08-23
work-98b7d2ef065bde405972,batch-002,batch,frozen,era-2020s;audience-unknown;genre-slice-of-life;ev-multi,promotion-evidence-v2,art-local-codex+gemini-3.7-flash-high;grok-art-abstain;muse-conditional,2026-08-23
work-a59481c00155de21d75f,batch-002,batch,frozen,era-1990s;audience-seinen;genre-comedy;ev-single,promotion-evidence-v2,art-local-codex+gemini-3.7-flash-high;grok-art-abstain;muse-conditional,2026-08-23
work-a8349445836546a82934,batch-002,batch,frozen,era-2000s;audience-shojo;genre-slice-of-life;ev-multi,promotion-evidence-v2,art-local-codex+gemini-3.7-flash-high;grok-art-abstain;muse-conditional,2026-08-23
work-ab95f4d4997113e0687a,batch-002,batch,frozen,era-2010s;audience-unknown;genre-comedy;ev-rich,promotion-evidence-v2,art-local-codex+gemini-3.7-flash-high;grok-art-abstain;muse-conditional,2026-08-23
work-ad32c71b07fd13c65a79,batch-002,batch,frozen,era-2020s;audience-shojo;genre-fantasy;ev-multi,promotion-evidence-v2,art-local-codex+gemini-3.7-flash-high;grok-art-abstain;muse-conditional,2026-08-23
work-bbeeaad9e37ab267dc29,batch-002,batch,frozen,era-2020s;audience-shonen;genre-comedy;ev-multi,promotion-evidence-v2,art-local-codex+gemini-3.7-flash-high;grok-art-abstain;muse-conditional,2026-08-23
work-c221a17d6b962b17c9f4,batch-002,batch,frozen,era-2000s;audience-shonen;genre-horror;ev-single,promotion-evidence-v2,art-local-codex+gemini-3.7-flash-high;grok-art-abstain;muse-conditional,2026-08-23
work-c55467873ec70e670484,batch-002,batch,frozen,era-2010s;audience-seinen;genre-science-fiction;ev-multi,promotion-evidence-v2,art-local-codex+gemini-3.7-flash-high;grok-art-abstain;muse-conditional,2026-08-23
work-ccf0ddff9c6410c4de14,batch-002,batch,frozen,era-2020s;audience-shonen;genre-sports;ev-multi,promotion-evidence-v2,art-local-codex+gemini-3.7-flash-high;grok-art-abstain;muse-conditional,2026-08-23
work-cdef8cfd678998a51447,batch-002,batch,frozen,era-2000s;audience-josei;genre-slice-of-life;ev-rich,promotion-evidence-v2,art-local-codex+gemini-3.7-flash-high;grok-art-abstain;muse-conditional,2026-08-23
work-ced7a8e6d9c3b8147702,batch-002,batch,frozen,era-2010s;audience-unknown;genre-slice-of-life;ev-rich,promotion-evidence-v2,art-local-codex+gemini-3.7-flash-high;grok-art-abstain;muse-conditional,2026-08-23
work-daf65c6f2cce3e076dfa,batch-002,batch,frozen,era-2010s;audience-josei;genre-romance;ev-rich,promotion-evidence-v2,art-local-codex+gemini-3.7-flash-high;grok-art-abstain;muse-conditional,2026-08-23
work-db80d94709b62aa8823f,batch-002,batch,frozen,era-2020s;audience-shonen;genre-historical;ev-multi,promotion-evidence-v2,art-local-codex+gemini-3.7-flash-high;grok-art-abstain;muse-conditional,2026-08-23
work-ef1bdac46a0956a87f7f,batch-002,batch,frozen,era-2020s;audience-shonen;genre-science-fiction;ev-multi,promotion-evidence-v2,art-local-codex+gemini-3.7-flash-high;grok-art-abstain;muse-conditional,2026-08-23
work-f5847c45d30753150364,batch-002,batch,frozen,era-1980s;audience-unknown;genre-fantasy;ev-single,promotion-evidence-v2,art-local-codex+gemini-3.7-flash-high;grok-art-abstain;muse-conditional,2026-08-23
work-fabc7f5d853e361acaf3,batch-002,batch,frozen,era-1980s;audience-shonen;genre-action;ev-single,promotion-evidence-v2,art-local-codex+gemini-3.7-flash-high;grok-art-abstain;muse-conditional,2026-08-23
work-fb7a0ed6a88db7d7bc71,batch-002,batch,frozen,era-1980s;audience-unknown;genre-historical;ev-single,promotion-evidence-v2,art-local-codex+gemini-3.7-flash-high;grok-art-abstain;muse-conditional,2026-08-23
work-fd88144bf7334c4aae39,batch-002,batch,frozen,era-1960s;audience-unknown;genre-comedy;ev-single,promotion-evidence-v2,art-local-codex+gemini-3.7-flash-high;grok-art-abstain;muse-conditional,2026-08-23
work-0029e59a039dce3f6e74,batch-003,batch,frozen,era-2020s;audience-seinen;genre-unknown;ev-rich,promotion-evidence-v2,art-local-codex+gemini-3.7-flash-high;grok-art-abstain;muse-conditional,2026-08-23
work-048a39f42bd18cb0823e,batch-003,batch,frozen,era-2000s;audience-seinen;genre-unknown;ev-rich,promotion-evidence-v2,art-local-codex+gemini-3.7-flash-high;grok-art-abstain;muse-conditional,2026-08-23
work-04f35b4c99514d50231d,batch-003,batch,frozen,era-2000s;audience-seinen;genre-unknown;ev-multi,promotion-evidence-v2,art-local-codex+gemini-3.7-flash-high;grok-art-abstain;muse-conditional,2026-08-23
work-064c0062e7a8e29cfbed,batch-003,batch,frozen,era-2020s;audience-seinen;genre-unknown;ev-rich,promotion-evidence-v2,art-local-codex+gemini-3.7-flash-high;grok-art-abstain;muse-conditional,2026-08-23
work-07faf4019b12de5e877d,batch-003,batch,frozen,era-2010s;audience-unknown;genre-unknown;ev-multi,promotion-evidence-v2,art-local-codex+gemini-3.7-flash-high;grok-art-abstain;muse-conditional,2026-08-23
work-131ba7a362fa9e38a10a,batch-003,batch,frozen,era-2020s;audience-shonen;genre-unknown;ev-multi,promotion-evidence-v2,art-local-codex+gemini-3.7-flash-high;grok-art-abstain;muse-conditional,2026-08-23
work-171b262b7ad72871f795,batch-003,batch,frozen,era-2010s;audience-seinen;genre-unknown;ev-rich,promotion-evidence-v2,art-local-codex+gemini-3.7-flash-high;grok-art-abstain;muse-conditional,2026-08-23
work-174e7603bb0e71bb62ab,batch-003,batch,frozen,era-2010s;audience-unknown;genre-unknown;ev-rich,promotion-evidence-v2,art-local-codex+gemini-3.7-flash-high;grok-art-abstain;muse-conditional,2026-08-23
work-197089286d30de82f9e9,batch-003,batch,frozen,era-2020s;audience-shojo;genre-unknown;ev-multi,promotion-evidence-v2,art-local-codex+gemini-3.7-flash-high;grok-art-abstain;muse-conditional,2026-08-23
work-1d447cc9026b530fb53d,batch-003,batch,frozen,era-2010s;audience-shonen;genre-unknown;ev-rich,promotion-evidence-v2,art-local-codex+gemini-3.7-flash-high;grok-art-abstain;muse-conditional,2026-08-23
work-29806fe5f9633b940747,batch-003,batch,frozen,era-2010s;audience-shonen;genre-unknown;ev-multi,promotion-evidence-v2,art-local-codex+gemini-3.7-flash-high;grok-art-abstain;muse-conditional,2026-08-23
work-319e39a597d16251efc9,batch-003,batch,frozen,era-2000s;audience-seinen;genre-unknown;ev-rich,promotion-evidence-v2,art-local-codex+gemini-3.7-flash-high;grok-art-abstain;muse-conditional,2026-08-23
work-3ba6e8e3cfdec674eae3,batch-003,batch,frozen,era-2020s;audience-seinen;genre-unknown;ev-multi,promotion-evidence-v2,art-local-codex+gemini-3.7-flash-high;grok-art-abstain;muse-conditional,2026-08-23
work-40ea287aae6305289cf6,batch-003,batch,frozen,era-2010s;audience-seinen;genre-unknown;ev-multi,promotion-evidence-v2,art-local-codex+gemini-3.7-flash-high;grok-art-abstain;muse-conditional,2026-08-23
work-550854424fc9cc94d585,batch-003,batch,frozen,era-2010s;audience-unknown;genre-unknown;ev-rich,promotion-evidence-v2,art-local-codex+gemini-3.7-flash-high;grok-art-abstain;muse-conditional,2026-08-23
work-5baea1ce0e7e74df34b9,batch-003,batch,frozen,era-2000s;audience-seinen;genre-unknown;ev-rich,promotion-evidence-v2,art-local-codex+gemini-3.7-flash-high;grok-art-abstain;muse-conditional,2026-08-23
work-672862529a341488245b,batch-003,batch,frozen,era-2010s;audience-seinen;genre-unknown;ev-rich,promotion-evidence-v2,art-local-codex+gemini-3.7-flash-high;grok-art-abstain;muse-conditional,2026-08-23
work-680837b0db4ec9d2932c,batch-003,batch,frozen,era-2010s;audience-seinen;genre-unknown;ev-multi,promotion-evidence-v2,art-local-codex+gemini-3.7-flash-high;grok-art-abstain;muse-conditional,2026-08-23
work-724c064d491faf4c7414,batch-003,batch,frozen,era-2000s;audience-seinen;genre-unknown;ev-multi,promotion-evidence-v2,art-local-codex+gemini-3.7-flash-high;grok-art-abstain;muse-conditional,2026-08-23
work-78d44d381562e37dd94a,batch-003,batch,frozen,era-2010s;audience-shojo;genre-unknown;ev-multi,promotion-evidence-v2,art-local-codex+gemini-3.7-flash-high;grok-art-abstain;muse-conditional,2026-08-23
work-7a4e7ba45413e1b8af34,batch-003,batch,frozen,era-2000s;audience-shojo;genre-unknown;ev-rich,promotion-evidence-v2,art-local-codex+gemini-3.7-flash-high;grok-art-abstain;muse-conditional,2026-08-23
work-7abb6e8396c5e1252173,batch-003,batch,frozen,era-2010s;audience-seinen;genre-unknown;ev-rich,promotion-evidence-v2,art-local-codex+gemini-3.7-flash-high;grok-art-abstain;muse-conditional,2026-08-23
work-81c561ca6bb74a301cf8,batch-003,batch,frozen,era-2010s;audience-seinen;genre-unknown;ev-multi,promotion-evidence-v2,art-local-codex+gemini-3.7-flash-high;grok-art-abstain;muse-conditional,2026-08-23
work-83510afea8d961aec880,batch-003,batch,frozen,era-2000s;audience-unknown;genre-unknown;ev-rich,promotion-evidence-v2,art-local-codex+gemini-3.7-flash-high;grok-art-abstain;muse-conditional,2026-08-23
work-84a6a139c55f2760544e,batch-003,batch,frozen,era-2010s;audience-shonen;genre-unknown;ev-rich,promotion-evidence-v2,art-local-codex+gemini-3.7-flash-high;grok-art-abstain;muse-conditional,2026-08-23
work-88e75622b83b794c03ac,batch-003,batch,frozen,era-2010s;audience-seinen;genre-unknown;ev-rich,promotion-evidence-v2,art-local-codex+gemini-3.7-flash-high;grok-art-abstain;muse-conditional,2026-08-23
work-9036a98c069b5ef8cd54,batch-003,batch,frozen,era-2010s;audience-shonen;genre-unknown;ev-multi,promotion-evidence-v2,art-local-codex+gemini-3.7-flash-high;grok-art-abstain;muse-conditional,2026-08-23
work-98637340992f2f50107d,batch-003,batch,frozen,era-2010s;audience-seinen;genre-unknown;ev-multi,promotion-evidence-v2,art-local-codex+gemini-3.7-flash-high;grok-art-abstain;muse-conditional,2026-08-23
