mappingId,sourceItemId,candidateId,workId,mappingType,canonicalTitleJa,confidence,evidenceName,evidenceUrl,evidencePublishedAt,retrievedAt,notes
mapping-b19e402aab9c85d6bfdd,mangataisho-2011-189,candidate-8ff141505b0a27f8d630,work-8ff141505b0a27f8d630,included,WOMBS,1,マンガ大賞実行委員会 official selection + Rakuten Books exact product match,https://www.mangataisho.com/archives/2011.html,2011,2026-08-22,sourceOfficialUrl=https://www.mangataisho.com/archives/2011.html; rakutenProductUrl=https://books.rakuten.co.jp/rb/6272735/; normalizedTitle=wombs; matchedRakutenAuthor=白井 弓子; isbn=9784091884947.
mapping-e30ae1fe932fdf297c8d,mangataisho-2011-192,candidate-de73c9ac1ab85512a559,work-de73c9ac1ab85512a559,included,誰が為に鋼は鳴る,1,マンガ大賞実行委員会 official selection + Rakuten Books exact product match,https://www.mangataisho.com/archives/2011.html,2011,2026-08-22,sourceOfficialUrl=https://www.mangataisho.com/archives/2011.html; rakutenProductUrl=https://books.rakuten.co.jp/rb/6573334/; normalizedTitle=誰が為に鋼は鳴る; matchedRakutenAuthor=天乃タカ; isbn=9784047267145.
mapping-f49720ae3b78633b0e03,mangataisho-2011-193,candidate-974a42056e7a969be948,work-974a42056e7a969be948,included,誰も知らない〜子不語〜,1,マンガ大賞実行委員会 official selection + Rakuten Books exact product match,https://www.mangataisho.com/archives/2011.html,2011,2026-08-22,sourceOfficialUrl=https://www.mangataisho.com/archives/2011.html; rakutenProductUrl=https://books.rakuten.co.jp/rb/6199897/; normalizedTitle=誰も知らない〜子不語〜; matchedRakutenAuthor=SUMEER/夏達; isbn=9784088777474.
mapping-0eca9c2d0248fb0d47a3,mangataisho-2011-194,candidate-60f1c8ea2e940287be9d,work-60f1c8ea2e940287be9d,included,薄命少女,1,マンガ大賞実行委員会 official selection + Rakuten Books exact product match,https://www.mangataisho.com/archives/2011.html,2011,2026-08-22,sourceOfficialUrl=https://www.mangataisho.com/archives/2011.html; rakutenProductUrl=https://books.rakuten.co.jp/rb/6483884/; normalizedTitle=薄命少女; matchedRakutenAuthor=あらい・まりこ; isbn=9784575942859.
mapping-b7858d421038045664ea,mangataisho-2012-001,candidate-61f2b70ee9f8217b3604,work-61f2b70ee9f8217b3604,included,銀の匙 Silver Spoon,1,マンガ大賞実行委員会 official selection + Rakuten Books exact product match,https://www.mangataisho.com/archives/2012.html,2012,2026-08-22,sourceOfficialUrl=https://www.mangataisho.com/archives/2012.html; rakutenProductUrl=https://books.rakuten.co.jp/rb/11229407/; normalizedTitle=銀の匙 silver spoon; matchedRakutenAuthor=荒川 弘; isbn=9784091231802.
mapping-5acc4e353d67125c3d10,mangataisho-2012-002,candidate-048a39f42bd18cb0823e,work-048a39f42bd18cb0823e,duplicate,大東京トイボックス,1,マンガ大賞実行委員会 official selection + Rakuten Books exact product match,https://www.mangataisho.com/archives/2012.html,2012,2026-08-22,sourceOfficialUrl=https://www.mangataisho.com/archives/2012.html; rakutenProductUrl=https://books.rakuten.co.jp/rb/4290644/; normalizedTitle=大東京といぼっくす; matchedRakutenAuthor=うめ; isbn=9784344809437.
mapping-6e01911a83828dec67fd,mangataisho-2012-003,candidate-838a6f0ad2d1ef487588,work-838a6f0ad2d1ef487588,duplicate,信長協奏曲,1,マンガ大賞実行委員会 official selection + Rakuten Books exact product match,https://www.mangataisho.com/archives/2012.html,2012,2026-08-22,sourceOfficialUrl=https://www.mangataisho.com/archives/2012.html; rakutenProductUrl=https://books.rakuten.co.jp/rb/6232105/; normalizedTitle=信長協奏曲; matchedRakutenAuthor=石井 あゆみ; isbn=9784091221001.
mapping-8b7062dee5efbe4142b6,mangataisho-2012-004,candidate-621170c75f41c495f8c0,showa-genroku-rakugo-shinju,included,昭和元禄落語心中,1,マンガ大賞実行委員会 official selection + Rakuten Books exact product match,https://www.mangataisho.com/archives/2012.html,2012,2026-08-22,sourceOfficialUrl=https://www.mangataisho.com/archives/2012.html; rakutenProductUrl=https://books.rakuten.co.jp/rb/11229309/; normalizedTitle=昭和元禄落語心中; matchedRakutenAuthor=雲田 はるこ; isbn=9784063805147.
mapping-f914b5aaf6fe6595808b,mangataisho-2012-006,candidate-171b262b7ad72871f795,work-171b262b7ad72871f795,duplicate,ドリフターズ,1,マンガ大賞実行委員会 official selection + Rakuten Books exact product match,https://www.mangataisho.com/archives/2012.html,2012,2026-08-22,sourceOfficialUrl=https://www.mangataisho.com/archives/2012.html; rakutenProductUrl=https://books.rakuten.co.jp/rb/6484005/; normalizedTitle=どりふたーず; matchedRakutenAuthor=平野耕太; isbn=9784785934071.
mapping-d374b0d85f919f50c2fb,mangataisho-2012-008,candidate-f391e591282e435a3c1d,work-f391e591282e435a3c1d,duplicate,アイアムアヒーロー,1,マンガ大賞実行委員会 official selection + Rakuten Books exact product match,https://www.mangataisho.com/archives/2012.html,2012,2026-08-22,sourceOfficialUrl=https://www.mangataisho.com/archives/2012.html; rakutenProductUrl=https://books.rakuten.co.jp/rb/6138909/; normalizedTitle=あいあむあひーろー; matchedRakutenAuthor=花沢健吾; isbn=9784091825803.
mapping-00cab12d30cfe96b1901,mangataisho-2012-009,candidate-29d4300ad9d3358fb67a,work-29d4300ad9d3358fb67a,included,外天楼,1,マンガ大賞実行委員会 official selection + Rakuten Books exact product match,https://www.mangataisho.com/archives/2012.html,2012,2026-08-22,sourceOfficialUrl=https://www.mangataisho.com/archives/2012.html; rakutenProductUrl=https://books.rakuten.co.jp/rb/11378102/; normalizedTitle=外天楼; matchedRakutenAuthor=石黒 正数; isbn=9784063761597.
mapping-9a4c6d2059b1a8047bd4,mangataisho-2012-010,candidate-550854424fc9cc94d585,work-550854424fc9cc94d585,duplicate,高杉さん家のおべんとう,1,マンガ大賞実行委員会 official selection + Rakuten Books exact product match,https://www.mangataisho.com/archives/2012.html,2012,2026-08-22,sourceOfficialUrl=https://www.mangataisho.com/archives/2012.html; rakutenProductUrl=https://books.rakuten.co.jp/rb/17971343/; normalizedTitle=高杉さん家のおべんとう; matchedRakutenAuthor=柳原　望; isbn=9784040661001.
mapping-9279785401352569c5db,mangataisho-2012-011,candidate-c5e8c957903bf1832dc5,work-c5e8c957903bf1832dc5,duplicate,日々ロック,1,マンガ大賞実行委員会 official selection + Rakuten Books exact product match,https://www.mangataisho.com/archives/2012.html,2012,2026-08-22,sourceOfficialUrl=https://www.mangataisho.com/archives/2012.html; rakutenProductUrl=https://books.rakuten.co.jp/rb/6737129/; normalizedTitle=日々ろっく; matchedRakutenAuthor=榎屋克優; isbn=9784088790343.
mapping-d62f6a385b9c5f4ea3fe,mangataisho-2012-013,candidate-49f89814d519971761f9,your-lie-in-april,included,四月は君の嘘,1,マンガ大賞実行委員会 official selection + Rakuten Books exact product match,https://www.mangataisho.com/archives/2012.html,2012,2026-08-22,sourceOfficialUrl=https://www.mangataisho.com/archives/2012.html; rakutenProductUrl=https://books.rakuten.co.jp/rb/11334463/; normalizedTitle=四月は君の嘘; matchedRakutenAuthor=新川 直司; isbn=9784063713015.
mapping-6dda43c018b18ffa676c,mangataisho-2012-014,candidate-a25bac53b4757f13f21a,work-a25bac53b4757f13f21a,included,鬼灯の冷徹,1,マンガ大賞実行委員会 official selection + Rakuten Books exact product match,https://www.mangataisho.com/archives/2012.html,2012,2026-08-22,sourceOfficialUrl=https://www.mangataisho.com/archives/2012.html; rakutenProductUrl=https://books.rakuten.co.jp/rb/11169419/; normalizedTitle=鬼灯の冷徹; matchedRakutenAuthor=江口夏実; isbn=9784063870176.
mapping-c8e7e12010547a2f3aed,mangataisho-2012-015,candidate-df29832c2155775e0e7c,work-df29832c2155775e0e7c,included,となりの関くん,1,マンガ大賞実行委員会 official selection + Rakuten Books exact product match,https://www.mangataisho.com/archives/2012.html,2012,2026-08-22,sourceOfficialUrl=https://www.mangataisho.com/archives/2012.html; rakutenProductUrl=https://books.rakuten.co.jp/rb/12666671/; normalizedTitle=となりの関くん; matchedRakutenAuthor=森繁拓真; isbn=9784040665177.
mapping-d85a45d9be8de436a881,mangataisho-2012-016,candidate-7afe8d2121f4b37e2bee,work-7afe8d2121f4b37e2bee,included,繕い裁つ人,1,マンガ大賞実行委員会 official selection + Rakuten Books exact product match,https://www.mangataisho.com/archives/2012.html,2012,2026-08-22,sourceOfficialUrl=https://www.mangataisho.com/archives/2012.html; rakutenProductUrl=https://books.rakuten.co.jp/rb/7000194/; normalizedTitle=繕い裁つ人; matchedRakutenAuthor=池辺葵; isbn=9784063760224.
mapping-95bd4d02ec62fef819e5,mangataisho-2012-017,candidate-019b6c97e23e7cd48e92,work-019b6c97e23e7cd48e92,included,私日和,1,マンガ大賞実行委員会 official selection + Rakuten Books exact product match,https://www.mangataisho.com/archives/2012.html,2012,2026-08-22,sourceOfficialUrl=https://www.mangataisho.com/archives/2012.html; rakutenProductUrl=https://books.rakuten.co.jp/rb/6078475/; normalizedTitle=私日和; matchedRakutenAuthor=羽柴麻央; isbn=9784088464213.
mapping-ae4ba1a4fc5aaeb92e60,mangataisho-2012-019,candidate-bd42208a660912d9d95d,work-bd42208a660912d9d95d,included,路地恋花,1,マンガ大賞実行委員会 official selection + Rakuten Books exact product match,https://www.mangataisho.com/archives/2012.html,2012,2026-08-22,sourceOfficialUrl=https://www.mangataisho.com/archives/2012.html; rakutenProductUrl=https://books.rakuten.co.jp/rb/6314666/; normalizedTitle=路地恋花; matchedRakutenAuthor=麻生みこと; isbn=9784063106282.
mapping-29a222a506acbbd9443a,mangataisho-2012-020,candidate-fbc2ca1b58e5ac9be00a,work-fbc2ca1b58e5ac9be00a,included,リンドバーグ,1,マンガ大賞実行委員会 official selection + Rakuten Books exact product match,https://www.mangataisho.com/archives/2012.html,2012,2026-08-22,sourceOfficialUrl=https://www.mangataisho.com/archives/2012.html; rakutenProductUrl=https://books.rakuten.co.jp/rb/6242964/; normalizedTitle=りんどばーぐ; matchedRakutenAuthor=アントンシク; isbn=9784091221056.
mapping-206b53d30e0d6fd4eeef,mangataisho-2012-021,candidate-238c04ae3a3a61451078,work-238c04ae3a3a61451078,duplicate,リューシカ・リューシカ,1,マンガ大賞実行委員会 official selection + Rakuten Books exact product match,https://www.mangataisho.com/archives/2012.html,2012,2026-08-22,sourceOfficialUrl=https://www.mangataisho.com/archives/2012.html; rakutenProductUrl=https://books.rakuten.co.jp/rb/6483933/; normalizedTitle=りゅーしか りゅーしか; matchedRakutenAuthor=安倍吉俊; isbn=9784757529083.
mapping-eccdaf12a949e41c0467,mangataisho-2012-022,candidate-fed2192d8e8359ba3ed4,work-fed2192d8e8359ba3ed4,included,竜の学校は山の上,1,マンガ大賞実行委員会 official selection + Rakuten Books exact product match,https://www.mangataisho.com/archives/2012.html,2012,2026-08-22,sourceOfficialUrl=https://www.mangataisho.com/archives/2012.html; rakutenProductUrl=https://books.rakuten.co.jp/rb/7000593/; normalizedTitle=竜の学校は山の上; matchedRakutenAuthor=九井諒子; isbn=9784781605456.
mapping-a9c3833f15084003b1c3,mangataisho-2012-023,candidate-319e39a597d16251efc9,work-319e39a597d16251efc9,duplicate,乱と灰色の世界,1,マンガ大賞実行委員会 official selection + Rakuten Books exact product match,https://www.mangataisho.com/archives/2012.html,2012,2026-08-22,sourceOfficialUrl=https://www.mangataisho.com/archives/2012.html; rakutenProductUrl=https://books.rakuten.co.jp/rb/6219401/; normalizedTitle=乱と灰色の世界; matchedRakutenAuthor=入江　亜季; isbn=9784047261457.
mapping-497322fa73c557f7d0c9,mangataisho-2012-024,candidate-d3d9940725172ca3edce,work-d3d9940725172ca3edce,included,淀川ベルトコンベア・ガール,1,マンガ大賞実行委員会 official selection + Rakuten Books exact product match,https://www.mangataisho.com/archives/2012.html,2012,2026-08-22,sourceOfficialUrl=https://www.mangataisho.com/archives/2012.html; rakutenProductUrl=https://books.rakuten.co.jp/rb/6418495/; normalizedTitle=淀川べるとこんべあ がーる; matchedRakutenAuthor=村上かつら; isbn=9784091831453.
mapping-432f189e69f641f4ac83,mangataisho-2012-025,candidate-6492acae38103c762359,work-6492acae38103c762359,included,夜明けの図書館,1,マンガ大賞実行委員会 official selection + Rakuten Books exact product match,https://www.mangataisho.com/archives/2012.html,2012,2026-08-22,sourceOfficialUrl=https://www.mangataisho.com/archives/2012.html; rakutenProductUrl=https://books.rakuten.co.jp/rb/11353798/; normalizedTitle=夜明けの図書館; matchedRakutenAuthor=埜納タオ; isbn=9784575334623.
mapping-2298f2fbf24871da6ae4,mangataisho-2012-026,candidate-7b6eb2b48ac06ffa26eb,work-7b6eb2b48ac06ffa26eb,included,夢の雫、黄金の鳥籠,1,マンガ大賞実行委員会 official selection + Rakuten Books exact product match,https://www.mangataisho.com/archives/2012.html,2012,2026-08-22,sourceOfficialUrl=https://www.mangataisho.com/archives/2012.html; rakutenProductUrl=https://books.rakuten.co.jp/rb/11322076/; normalizedTitle=夢の雫、黄金の鳥籠; matchedRakutenAuthor=篠原 千絵; isbn=9784091340108.
mapping-3e2445cb949b345d3cee,mangataisho-2012-027,candidate-8529fc4bf4898210cb2b,work-8529fc4bf4898210cb2b,included,幽麗塔,1,マンガ大賞実行委員会 official selection + Rakuten Books exact product match,https://www.mangataisho.com/archives/2012.html,2012,2026-08-22,sourceOfficialUrl=https://www.mangataisho.com/archives/2012.html; rakutenProductUrl=https://books.rakuten.co.jp/rb/11434286/; normalizedTitle=幽麗塔; matchedRakutenAuthor=乃木坂太郎; isbn=9784091841803.
mapping-8e75bd571a1615132ce0,mangataisho-2012-028,candidate-d291f3c96fa7be8e3b35,work-d291f3c96fa7be8e3b35,included,誘爆発作,1,マンガ大賞実行委員会 official selection + Rakuten Books exact product match,https://www.mangataisho.com/archives/2012.html,2012,2026-08-22,sourceOfficialUrl=https://www.mangataisho.com/archives/2012.html; rakutenProductUrl=https://books.rakuten.co.jp/rb/11229301/; normalizedTitle=誘爆発作; matchedRakutenAuthor=岡村 星; isbn=9784063762785.
mapping-41bc70237af4034d2cf3,mangataisho-2012-030,candidate-b0393a3f0573bf223d68,work-b0393a3f0573bf223d68,included,モンタージュ,1,マンガ大賞実行委員会 official selection + Rakuten Books exact product match,https://www.mangataisho.com/archives/2012.html,2012,2026-08-22,sourceOfficialUrl=https://www.mangataisho.com/archives/2012.html; rakutenProductUrl=https://books.rakuten.co.jp/rb/6737046/; normalizedTitle=もんたーじゅ; matchedRakutenAuthor=渡辺潤（漫画家）; isbn=9784063619492.
mapping-e86a91858faea1a6e4a6,mangataisho-2012-031,candidate-46388f0ed8f7a3b54289,work-46388f0ed8f7a3b54289,included,森のテグー,1,マンガ大賞実行委員会 official selection + Rakuten Books exact product match,https://www.mangataisho.com/archives/2012.html,2012,2026-08-22,sourceOfficialUrl=https://www.mangataisho.com/archives/2012.html; rakutenProductUrl=https://books.rakuten.co.jp/rb/6219332/; normalizedTitle=森のてぐー; matchedRakutenAuthor=施川ユウキ; isbn=9784253145930.
mapping-4e8380147093c463db25,mangataisho-2012-035,candidate-215b6936b93e452bb61e,work-215b6936b93e452bb61e,included,ミュジコフィリア,1,マンガ大賞実行委員会 official selection + Rakuten Books exact product match,https://www.mangataisho.com/archives/2012.html,2012,2026-08-22,sourceOfficialUrl=https://www.mangataisho.com/archives/2012.html; rakutenProductUrl=https://books.rakuten.co.jp/rb/11229571/; normalizedTitle=みゅじこふぃりあ; matchedRakutenAuthor=さそうあきら; isbn=9784575839364.
mapping-fa11a81791eac50856f8,mangataisho-2012-036,candidate-02821fe0321a4a15a9e3,work-02821fe0321a4a15a9e3,included,みそララ,1,マンガ大賞実行委員会 official selection + Rakuten Books exact product match,https://www.mangataisho.com/archives/2012.html,2012,2026-08-22,sourceOfficialUrl=https://www.mangataisho.com/archives/2012.html; rakutenProductUrl=https://books.rakuten.co.jp/rb/4512625/; normalizedTitle=みそらら; matchedRakutenAuthor=宮原るり; isbn=9784832265806.
mapping-64f69b1bce3abd3dfb15,mangataisho-2012-037,candidate-f6e3d44392f62cce9b80,work-f6e3d44392f62cce9b80,included,まんが親,1,マンガ大賞実行委員会 official selection + Rakuten Books exact product match,https://www.mangataisho.com/archives/2012.html,2012,2026-08-22,sourceOfficialUrl=https://www.mangataisho.com/archives/2012.html; rakutenProductUrl=https://books.rakuten.co.jp/rb/11456298/; normalizedTitle=まんが親; matchedRakutenAuthor=吉田 戦車; isbn=9784091838544.
mapping-0907e41745d63f90b2a2,mangataisho-2012-038,candidate-b5a9398b10375ab5e34a,work-b5a9398b10375ab5e34a,included,麻宮さんの妹,1,マンガ大賞実行委員会 official selection + Rakuten Books exact product match,https://www.mangataisho.com/archives/2012.html,2012,2026-08-22,sourceOfficialUrl=https://www.mangataisho.com/archives/2012.html; rakutenProductUrl=https://books.rakuten.co.jp/rb/11322386/; normalizedTitle=麻宮さんの妹; matchedRakutenAuthor=あさの; isbn=9784832240629.
mapping-f05646398495a0fc73c6,mangataisho-2012-039,candidate-cc2d5952736da056de67,work-cc2d5952736da056de67,included,ママゴト,1,マンガ大賞実行委員会 official selection + Rakuten Books exact product match,https://www.mangataisho.com/archives/2012.html,2012,2026-08-22,sourceOfficialUrl=https://www.mangataisho.com/archives/2012.html; rakutenProductUrl=https://books.rakuten.co.jp/rb/11259034/; normalizedTitle=ままごと; matchedRakutenAuthor=松田洋子; isbn=9784047274730.
mapping-d5c83b4a19f9b0de0b5d,mangataisho-2012-040,candidate-3823ff0766f67c015c53,work-3823ff0766f67c015c53,duplicate,ましろのおと,1,マンガ大賞実行委員会 official selection + Rakuten Books exact product match,https://www.mangataisho.com/archives/2012.html,2012,2026-08-22,sourceOfficialUrl=https://www.mangataisho.com/archives/2012.html; rakutenProductUrl=https://books.rakuten.co.jp/rb/6737067/; normalizedTitle=ましろのおと; matchedRakutenAuthor=羅川 真里茂; isbn=9784063712612.
mapping-67054d4be1cea1730890,mangataisho-2012-042,candidate-9e98119539f60465ce66,work-9e98119539f60465ce66,included,僕らはみんな河合荘,1,マンガ大賞実行委員会 official selection + Rakuten Books exact product match,https://www.mangataisho.com/archives/2012.html,2012,2026-08-22,sourceOfficialUrl=https://www.mangataisho.com/archives/2012.html; rakutenProductUrl=https://books.rakuten.co.jp/rb/11141971/; normalizedTitle=僕らはみんな河合荘; matchedRakutenAuthor=宮原るり; isbn=9784785936310.
mapping-99c8954280c9f256053e,mangataisho-2012-043,candidate-367954fd612f8bf56d06,work-367954fd612f8bf56d06,included,ぼくらのよあけ,1,マンガ大賞実行委員会 official selection + Rakuten Books exact product match,https://www.mangataisho.com/archives/2012.html,2012,2026-08-22,sourceOfficialUrl=https://www.mangataisho.com/archives/2012.html; rakutenProductUrl=https://books.rakuten.co.jp/rb/11234812/; normalizedTitle=ぼくらのよあけ; matchedRakutenAuthor=今井哲也; isbn=9784063107586.
mapping-b555f066c446486daca7,mangataisho-2012-044,candidate-595e4f93113111f5416a,work-595e4f93113111f5416a,included,僕はビートルズ,1,マンガ大賞実行委員会 official selection + Rakuten Books exact product match,https://www.mangataisho.com/archives/2012.html,2012,2026-08-22,sourceOfficialUrl=https://www.mangataisho.com/archives/2012.html; rakutenProductUrl=https://books.rakuten.co.jp/rb/6639669/; normalizedTitle=僕はびーとるず; matchedRakutenAuthor=かわぐちかいじ/藤井哲夫; isbn=9784063729320.
mapping-a5513cc986d7328ac321,mangataisho-2012-045,candidate-d268f50a5223d98d65ac,work-d268f50a5223d98d65ac,included,冒険エレキテ島,1,マンガ大賞実行委員会 official selection + Rakuten Books exact product match,https://www.mangataisho.com/archives/2012.html,2012,2026-08-22,sourceOfficialUrl=https://www.mangataisho.com/archives/2012.html; rakutenProductUrl=https://books.rakuten.co.jp/rb/11396997/; normalizedTitle=冒険えれきて島; matchedRakutenAuthor=鶴田謙二; isbn=9784063761467.
mapping-1b6120fbba4aa378af5a,mangataisho-2012-046,candidate-f1d22b68efa7fbd501ee,work-f1d22b68efa7fbd501ee,duplicate,僕の小規模な生活,1,マンガ大賞実行委員会 official selection + Rakuten Books exact product match,https://www.mangataisho.com/archives/2012.html,2012,2026-08-22,sourceOfficialUrl=https://www.mangataisho.com/archives/2012.html; rakutenProductUrl=https://books.rakuten.co.jp/rb/5215326/; normalizedTitle=僕の小規模な生活; matchedRakutenAuthor=福満しげゆき; isbn=9784063754179.
mapping-d301cf19b4eddb9d13cd,mangataisho-2012-048,candidate-1924e6c313fe8817ad37,work-1924e6c313fe8817ad37,included,プリンシパル,1,マンガ大賞実行委員会 official selection + Rakuten Books exact product match,https://www.mangataisho.com/archives/2012.html,2012,2026-08-22,sourceOfficialUrl=https://www.mangataisho.com/archives/2012.html; rakutenProductUrl=https://books.rakuten.co.jp/rb/11154999/; normalizedTitle=ぷりんしぱる; matchedRakutenAuthor=いくえみ綾; isbn=9784088466576.
mapping-e28701e660e03ddd179a,mangataisho-2012-050,candidate-2a73da617f89ddbe502d,work-2a73da617f89ddbe502d,included,＋チック姉さん,1,マンガ大賞実行委員会 official selection + Rakuten Books exact product match,https://www.mangataisho.com/archives/2012.html,2012,2026-08-22,sourceOfficialUrl=https://www.mangataisho.com/archives/2012.html; rakutenProductUrl=https://books.rakuten.co.jp/rb/11155191/; normalizedTitle=+ちっく姉さん; matchedRakutenAuthor=栗井茶; isbn=9784757532410.
mapping-5df2e6a2126fc62d58d4,mangataisho-2012-051,candidate-19c2017b33c07f48634e,work-19c2017b33c07f48634e,duplicate,ふうらい姉妹,1,マンガ大賞実行委員会 official selection + Rakuten Books exact product match,https://www.mangataisho.com/archives/2012.html,2012,2026-08-22,sourceOfficialUrl=https://www.mangataisho.com/archives/2012.html; rakutenProductUrl=https://books.rakuten.co.jp/rb/6796833/; normalizedTitle=ふうらい姉妹; matchedRakutenAuthor=長崎　ライチ; isbn=9784047268685.
mapping-6a7b550e92ca9de94792,mangataisho-2012-052,candidate-ee80fc6c6aa7d1271ace,work-ee80fc6c6aa7d1271ace,included,ふーふ,1,マンガ大賞実行委員会 official selection + Rakuten Books exact product match,https://www.mangataisho.com/archives/2012.html,2012,2026-08-22,sourceOfficialUrl=https://www.mangataisho.com/archives/2012.html; rakutenProductUrl=https://books.rakuten.co.jp/rb/7000137/; normalizedTitle=ふーふ; matchedRakutenAuthor=祥人; isbn=9784048703369.
mapping-bc3c21e4ba8b705bb844,mangataisho-2012-055,candidate-1e508cb5384fdea51776,work-1e508cb5384fdea51776,included,百器徒然袋 鳴釜 薔薇十字探偵の憂鬱,1,マンガ大賞実行委員会 official selection + Rakuten Books exact product match,https://www.mangataisho.com/archives/2012.html,2012,2026-08-22,sourceOfficialUrl=https://www.mangataisho.com/archives/2012.html; rakutenProductUrl=https://books.rakuten.co.jp/rb/6946870/; normalizedTitle=百器徒然袋 鳴釜 薔薇十字探偵の憂鬱; matchedRakutenAuthor=京極　夏彦/志水　アキ; isbn=9784048545976.
mapping-1296f46e36e5a831b47f,mangataisho-2012-057,candidate-ada7dc2c1ce53daf775f,historie,duplicate,ヒストリエ,1,マンガ大賞実行委員会 official selection + Rakuten Books exact product match,https://www.mangataisho.com/archives/2012.html,2012,2026-08-22,sourceOfficialUrl=https://www.mangataisho.com/archives/2012.html; rakutenProductUrl=https://books.rakuten.co.jp/rb/1723322/; normalizedTitle=ひすとりえ; matchedRakutenAuthor=岩明 均; isbn=9784063143584.
mapping-554d9d7a520db61c12a5,mangataisho-2012-058,candidate-132ce7172750a3b1fa53,work-132ce7172750a3b1fa53,included,ヒナまつり,1,マンガ大賞実行委員会 official selection + Rakuten Books exact product match,https://www.mangataisho.com/archives/2012.html,2012,2026-08-22,sourceOfficialUrl=https://www.mangataisho.com/archives/2012.html; rakutenProductUrl=https://books.rakuten.co.jp/rb/11229227/; normalizedTitle=ひなまつり; matchedRakutenAuthor=大武政夫; isbn=9784047273818.
mapping-6e1b356e90842243d382,mangataisho-2012-059,candidate-6740092206a6dfce7ebb,work-6740092206a6dfce7ebb,included,ピコピコ少年,1,マンガ大賞実行委員会 official selection + Rakuten Books exact product match,https://www.mangataisho.com/archives/2012.html,2012,2026-08-22,sourceOfficialUrl=https://www.mangataisho.com/archives/2012.html; rakutenProductUrl=https://books.rakuten.co.jp/rb/6186715/; normalizedTitle=ぴこぴこ少年; matchedRakutenAuthor=押切蓮介; isbn=9784778320980.
mapping-d7b6a683cef7ae262f91,mangataisho-2012-060,candidate-510920fd67d322029cad,work-510920fd67d322029cad,included,ハルシオン・ランチ,1,マンガ大賞実行委員会 official selection + Rakuten Books exact product match,https://www.mangataisho.com/archives/2012.html,2012,2026-08-22,sourceOfficialUrl=https://www.mangataisho.com/archives/2012.html; rakutenProductUrl=https://books.rakuten.co.jp/rb/6373949/; normalizedTitle=はるしおん らんち; matchedRakutenAuthor=沙村広明; isbn=9784063106367.
mapping-35864763ca19787e115d,mangataisho-2012-062,candidate-daf29296d526d675c31d,work-daf29296d526d675c31d,included,ハッピーエンドアパートメント,1,マンガ大賞実行委員会 official selection + Rakuten Books exact product match,https://www.mangataisho.com/archives/2012.html,2012,2026-08-22,sourceOfficialUrl=https://www.mangataisho.com/archives/2012.html; rakutenProductUrl=https://books.rakuten.co.jp/rb/11259670/; normalizedTitle=はっぴーえんどあぱーとめんと; matchedRakutenAuthor=えすとえむ; isbn=9784862639783.
mapping-445811aa24278a99342c,mangataisho-2012-064,candidate-32a296894fa823b70e71,noragami-stray-god,included,ノラガミ,1,マンガ大賞実行委員会 official selection + Rakuten Books exact product match,https://www.mangataisho.com/archives/2012.html,2012,2026-08-22,sourceOfficialUrl=https://www.mangataisho.com/archives/2012.html; rakutenProductUrl=https://books.rakuten.co.jp/rb/11233098/; normalizedTitle=のらがみ; matchedRakutenAuthor=あだちとか; isbn=9784063712940.
mapping-d7519a9007d34ecf9d2b,mangataisho-2012-067,candidate-ab9331f7fed1990f7dc6,work-ab9331f7fed1990f7dc6,included,脳内ポイズンベリー,1,マンガ大賞実行委員会 official selection + Rakuten Books exact product match,https://www.mangataisho.com/archives/2012.html,2012,2026-08-22,sourceOfficialUrl=https://www.mangataisho.com/archives/2012.html; rakutenProductUrl=https://books.rakuten.co.jp/rb/11155006/; normalizedTitle=脳内ぽいずんべりー; matchedRakutenAuthor=水城せとな; isbn=9784088656267.
mapping-b4d5c611b292084a022e,mangataisho-2012-069,candidate-b708734262fb9b67f948,work-b708734262fb9b67f948,duplicate,ねこだらけ,1,マンガ大賞実行委員会 official selection + Rakuten Books exact product match,https://www.mangataisho.com/archives/2012.html,2012,2026-08-22,sourceOfficialUrl=https://www.mangataisho.com/archives/2012.html; rakutenProductUrl=https://books.rakuten.co.jp/rb/6136115/; normalizedTitle=ねこだらけ; matchedRakutenAuthor=横山キムチ; isbn=9784063728262.
mapping-12891f7602211e8cf027,mangataisho-2012-070,candidate-df0d01575efd72712b2d,work-df0d01575efd72712b2d,included,日曜日はマルシェでボンボン,1,マンガ大賞実行委員会 official selection + Rakuten Books exact product match,https://www.mangataisho.com/archives/2012.html,2012,2026-08-22,sourceOfficialUrl=https://www.mangataisho.com/archives/2012.html; rakutenProductUrl=https://books.rakuten.co.jp/rb/6491302/; normalizedTitle=日曜日はまるしぇでぼんぼん; matchedRakutenAuthor=かわかみじゅんこ; isbn=9784087822755.
mapping-e5b4ffe132db6ba19a8a,mangataisho-2012-072,candidate-3a5840cbcd674ef84e3e,work-3a5840cbcd674ef84e3e,duplicate,にがくてあまい,1,マンガ大賞実行委員会 official selection + Rakuten Books exact product match,https://www.mangataisho.com/archives/2012.html,2012,2026-08-22,sourceOfficialUrl=https://www.mangataisho.com/archives/2012.html; rakutenProductUrl=https://books.rakuten.co.jp/rb/6573781/; normalizedTitle=にがくてあまい; matchedRakutenAuthor=小林ユミヲ; isbn=9784861277634.
