workId,axisId,state,value,confidence,refs,observation,limitation
work-5ebbc9bede841d2faf7b,visualSoftness,known,3,0.87,reader-step-05;reader-step-12;reader-step-19,Thin smooth contours rounded facial construction and soft tone halos recur across contexts,The rendering is clearly soft but the extreme anchor is not required
work-5ebbc9bede841d2faf7b,motionImpact,unknown,,,reader-step-05;reader-step-12;reader-step-19,No selected pages form an exact continuous action sequence,The motion sequence prerequisite is not met
work-6f849a8e785deee3d5dc,artRealism,known,2,0.86,reader-step-05;reader-step-12;reader-step-19,Readable anatomy and rural spaces remain conventionally stylized through large eyes spiky hair and exaggerated expressions,The sample matches the general-stylization anchor
work-6f849a8e785deee3d5dc,artDensity,known,2,0.84,reader-step-05;reader-step-12;reader-step-19,Vehicle rural landscape carcass and courtyard detail alternate with open face-led panels,The sample supports balanced information density
work-6f849a8e785deee3d5dc,visualSoftness,known,1,0.85,reader-step-05;reader-step-12;reader-step-19,Angular silhouettes heavy blacks jagged effects and sharp expression lines outweigh soft rendering,The sample lies between rough-angular and neutral anchors
work-6f849a8e785deee3d5dc,motionImpact,unknown,,,reader-step-05;reader-step-12;reader-step-19,The confrontation gesture is isolated and lacks exact continuous start impact and endpoint references,The motion sequence prerequisite is not met
work-71e824df2e6bc2125294,artRealism,known,3,0.88,p010-p011;p024-p025;p038-p039,Varied adult bodies grounded perspective and architecture approach realism while faces retain manga simplification,The sample supports a between-anchor value rather than the realistic extreme
work-71e824df2e6bc2125294,artDensity,known,3,0.87,p010-p011;p024-p025;p038-p039,Hallway architecture urban exteriors warehouse perspective and speed hatching create above-balanced information,The sample is consistently denser than the balanced anchor without reaching the maximum
work-71e824df2e6bc2125294,visualSoftness,known,1,0.86,p010-p011;p024-p025;p038-p039,Dry hatching hard angles heavy blacks and abrupt effects make the rendering hard-edged,The sample lies between rough-angular and neutral anchors
work-71e824df2e6bc2125294,motionImpact,known,4,0.92,p010-p011,Attackers fire then the target advances through a low-perspective speed-line panel before impact and visible aftermath,The exact bounded p010-p011 sequence strongly supports the high-impact extreme
work-7975d62582a89492a35f,artRealism,known,3,0.90,reader-step-05;reader-step-09;reader-step-12,Camel anatomy objects architecture and clothing are carefully observed while child faces remain stylized,The sample supports a between-anchor value rather than the realistic extreme
work-7975d62582a89492a35f,artDensity,known,4,0.95,reader-step-05;reader-step-09;reader-step-12,All three contexts sustain intricate textiles equipment architecture crowds and surface hatching,Repeated high detail across separate contexts strongly supports the density extreme
work-7975d62582a89492a35f,visualSoftness,known,2,0.84,reader-step-05;reader-step-09;reader-step-12,Fine polished character contours coexist with dense angular mechanical and architectural hatching,Soft and hard rendering remain balanced across the sample
work-7975d62582a89492a35f,motionImpact,unknown,,,reader-step-05;reader-step-09;reader-step-12,The boarding leap is isolated and lacks an exact bounded action sequence,The motion sequence prerequisite is not met
work-7d259c925286a9f91310,artRealism,known,2,0.86,reader-step-06;reader-step-08;reader-step-10,Adults use broadly natural body proportions but faces and expressions are clearly stylized and sometimes exaggerated,The sample matches the general-stylization anchor
work-7d259c925286a9f91310,artDensity,known,2,0.84,reader-step-06;reader-step-08;reader-step-10,Station market and train settings are drawn while face-led and white panels keep the page balanced,The sample supports balanced information density
work-7d259c925286a9f91310,visualSoftness,known,1,0.83,reader-step-06;reader-step-08;reader-step-10,Lean angular faces crisp contours and emphatic comic expression lines bias the rendering hard,The sample lies between rough-angular and neutral anchors
work-7d259c925286a9f91310,motionImpact,unknown,,,reader-step-06;reader-step-08;reader-step-10,Gestures and comic reactions do not form an exact continuous action sequence,The motion sequence prerequisite is not met
work-8147aefccc365b0ecb4d,artRealism,known,2,0.85,reader-control-04;reader-control-11;reader-control-18,Elongated faces large eyes and chibi inserts are conventional stylization despite grounded adult bodies,The sample matches the general-stylization anchor
work-8147aefccc365b0ecb4d,artDensity,known,2,0.82,reader-control-04;reader-control-11;reader-control-18,Costume and estate detail alternate with white decorative and face-led panels,The sample supports balanced information density
work-8147aefccc365b0ecb4d,visualSoftness,known,3,0.88,reader-control-04;reader-control-11;reader-control-18,Smooth fine contours polished hair and fabric shapes and decorative soft tones dominate,The rendering is clearly soft but the extreme anchor is not required
work-8147aefccc365b0ecb4d,motionImpact,unknown,,,reader-control-04;reader-control-11;reader-control-18,No selected pages form an exact continuous action sequence,The motion sequence prerequisite is not met
work-838a6f0ad2d1ef487588,artRealism,known,3,0.88,p006-p007;p020-p021;p034-p035,Anatomy facial variation historical clothing and natural spaces are grounded while still visibly stylized,The sample supports a between-anchor value rather than the realistic extreme
work-838a6f0ad2d1ef487588,artDensity,known,3,0.86,p006-p007;p020-p021;p034-p035,Landscape texture architecture forest depth and fight hatching keep information above balanced,The sample is consistently denser than the balanced anchor without reaching the maximum
work-838a6f0ad2d1ef487588,visualSoftness,known,1,0.87,p006-p007;p020-p021;p034-p035,Scratchy hatching hard foliage texture and angular action contours produce a rough edge,The sample lies between rough-angular and neutral anchors
work-838a6f0ad2d1ef487588,motionImpact,unknown,,,p006-p007;p020-p021;p034-p035,The p034-p035 fight has development and contact but no conclusively bounded endpoint,The exact motion sequence prerequisite is not met
work-83fc3c4366e51b35b821,artRealism,unknown,,,,No pixels were inspected because the official bunko volume is not bridged to the frozen Flower Comics edition,Edition prerequisite failed before sampling; unknown is not a low value or blocker
work-83fc3c4366e51b35b821,artDensity,unknown,,,,No pixels were inspected because the official bunko volume is not bridged to the frozen Flower Comics edition,Edition prerequisite failed before sampling; unknown is not a low value or blocker
work-83fc3c4366e51b35b821,visualSoftness,unknown,,,,No pixels were inspected because the official bunko volume is not bridged to the frozen Flower Comics edition,Edition prerequisite failed before sampling; unknown is not a low value or blocker
work-83fc3c4366e51b35b821,motionImpact,unknown,,,,No pixels were inspected because the official bunko volume is not bridged to the frozen Flower Comics edition,Edition prerequisite failed before sampling; unknown is not a low value or blocker
