workId,batchId,batchType,status,selectionReason,methodPolicy,panelPolicy,lastUpdatedAt
work-2f1d1c3ad0f943f1562f,batch-004,batch,frozen,era-2020s;audience-shonen;genre-unknown;ev-multi,promotion-evidence-v3,official+community-bounded;art-optional-peer;muse-conditional,2026-08-25
work-3713ab561de583d709bc,batch-004,batch,frozen,era-2010s;audience-unknown;genre-unknown;ev-multi,promotion-evidence-v3,official+community-bounded;art-optional-peer;muse-conditional,2026-08-25
work-39c1a2b6791238827ed5,batch-004,batch,frozen,era-2000s;audience-seinen;genre-unknown;ev-multi,promotion-evidence-v3,official+community-bounded;art-optional-peer;muse-conditional,2026-08-25
work-3ad85a2ffdc026007d61,batch-004,batch,frozen,era-2010s;audience-seinen;genre-unknown;ev-multi,promotion-evidence-v3,official+community-bounded;art-optional-peer;muse-conditional,2026-08-25
work-44d0000353478596369e,batch-004,batch,frozen,era-unknown;audience-shojo;genre-unknown;ev-multi,promotion-evidence-v3,official+community-bounded;art-optional-peer;muse-conditional,2026-08-25
work-53fb816835ab36e40a1f,batch-004,batch,frozen,era-2020s;audience-shonen;genre-unknown;ev-multi,promotion-evidence-v3,official+community-bounded;art-optional-peer;muse-conditional,2026-08-25
work-62fbc6b2253b895e3a66,batch-004,batch,frozen,era-2010s;audience-shojo;genre-unknown;ev-multi,promotion-evidence-v3,official+community-bounded;art-optional-peer;muse-conditional,2026-08-25
work-634f34830600e07d8f17,batch-004,batch,frozen,era-2000s;audience-shonen;genre-unknown;ev-multi,promotion-evidence-v3,official+community-bounded;art-optional-peer;muse-conditional,2026-08-25
work-65f856a6fa2078f21d2f,batch-004,batch,frozen,era-2020s;audience-unknown;genre-unknown;ev-multi,promotion-evidence-v3,official+community-bounded;art-optional-peer;muse-conditional,2026-08-25
work-741deb03d9f59e723929,batch-004,batch,frozen,era-unknown;audience-shonen;genre-unknown;ev-multi,promotion-evidence-v3,official+community-bounded;art-optional-peer;muse-conditional,2026-08-25
work-7c8931bc010e2f28f7ec,batch-004,batch,frozen,era-unknown;audience-seinen;genre-unknown;ev-multi,promotion-evidence-v3,official+community-bounded;art-optional-peer;muse-conditional,2026-08-25
work-7d4568dcc8e9175d35ba,batch-004,batch,frozen,era-2010s;audience-unknown;genre-unknown;ev-multi,promotion-evidence-v3,official+community-bounded;art-optional-peer;muse-conditional,2026-08-25
work-7f0f63c5d80083f2be7f,batch-004,batch,frozen,era-2010s;audience-shojo;genre-unknown;ev-multi,promotion-evidence-v3,official+community-bounded;art-optional-peer;muse-conditional,2026-08-25
work-80a2f62ce5073ade2ec2,batch-004,batch,frozen,era-unknown;audience-unknown;genre-unknown;ev-multi,promotion-evidence-v3,official+community-bounded;art-optional-peer;muse-conditional,2026-08-25
work-8733067e6afcaeadbd8d,batch-004,batch,frozen,era-2010s;audience-unknown;genre-unknown;ev-multi,promotion-evidence-v3,official+community-bounded;art-optional-peer;muse-conditional,2026-08-25
work-925f371723beac5227f7,batch-004,batch,frozen,era-2020s;audience-seinen;genre-unknown;ev-multi,promotion-evidence-v3,official+community-bounded;art-optional-peer;muse-conditional,2026-08-25
work-961a49798df191311f42,batch-004,batch,frozen,era-2010s;audience-seinen;genre-unknown;ev-multi,promotion-evidence-v3,official+community-bounded;art-optional-peer;muse-conditional,2026-08-25
work-9bd00739b995d84e2494,batch-004,batch,frozen,era-2010s;audience-unknown;genre-unknown;ev-multi,promotion-evidence-v3,official+community-bounded;art-optional-peer;muse-conditional,2026-08-25
work-a3d922576a1a1ecc8e3e,batch-004,batch,frozen,era-2020s;audience-seinen;genre-unknown;ev-multi,promotion-evidence-v3,official+community-bounded;art-optional-peer;muse-conditional,2026-08-25
work-aa85b65d02f367e76a07,batch-004,batch,frozen,era-2020s;audience-seinen;genre-unknown;ev-multi,promotion-evidence-v3,official+community-bounded;art-optional-peer;muse-conditional,2026-08-25
work-af3443bab1c30d470a76,batch-004,batch,frozen,era-2010s;audience-seinen;genre-unknown;ev-multi,promotion-evidence-v3,official+community-bounded;art-optional-peer;muse-conditional,2026-08-25
work-bd5c323a3dbc9f3a04d4,batch-004,batch,frozen,era-2010s;audience-seinen;genre-unknown;ev-multi,promotion-evidence-v3,official+community-bounded;art-optional-peer;muse-conditional,2026-08-25
work-c2df32661c0b925ff74f,batch-004,batch,frozen,era-unknown;audience-seinen;genre-unknown;ev-multi,promotion-evidence-v3,official+community-bounded;art-optional-peer;muse-conditional,2026-08-25
work-c2f3864045578cebb590,batch-004,batch,frozen,era-2020s;audience-unknown;genre-unknown;ev-multi,promotion-evidence-v3,official+community-bounded;art-optional-peer;muse-conditional,2026-08-25
work-c5c2695ad33fd05af945,batch-004,batch,frozen,era-2020s;audience-shonen;genre-unknown;ev-multi,promotion-evidence-v3,official+community-bounded;art-optional-peer;muse-conditional,2026-08-25
work-c7280f9dcc2754d3f864,batch-004,batch,frozen,era-2020s;audience-shonen;genre-unknown;ev-multi,promotion-evidence-v3,official+community-bounded;art-optional-peer;muse-conditional,2026-08-25
work-d63a83030a8819ff553c,batch-004,batch,frozen,era-2000s;audience-seinen;genre-unknown;ev-multi,promotion-evidence-v3,official+community-bounded;art-optional-peer;muse-conditional,2026-08-25
work-d8a87d01c1f35d58e791,batch-004,batch,frozen,era-2010s;audience-seinen;genre-unknown;ev-multi,promotion-evidence-v3,official+community-bounded;art-optional-peer;muse-conditional,2026-08-25
work-e2f095e08fc5e08d5a2b,batch-004,batch,frozen,era-2010s;audience-shojo;genre-unknown;ev-multi,promotion-evidence-v3,official+community-bounded;art-optional-peer;muse-conditional,2026-08-25
work-e81955a9fc5c4d84580f,batch-004,batch,frozen,era-2010s;audience-seinen;genre-unknown;ev-multi,promotion-evidence-v3,official+community-bounded;art-optional-peer;muse-conditional,2026-08-25
work-eef84d07d90ba2b040cf,batch-004,batch,frozen,era-unknown;audience-shonen;genre-unknown;ev-multi,promotion-evidence-v3,official+community-bounded;art-optional-peer;muse-conditional,2026-08-25
work-f8cb26831612e0c6ece5,batch-004,batch,frozen,era-2020s;audience-shonen;genre-unknown;ev-multi,promotion-evidence-v3,official+community-bounded;art-optional-peer;muse-conditional,2026-08-25
work-fc53cb5669aa4099ee4a,batch-004,batch,frozen,era-2010s;audience-shojo;genre-unknown;ev-multi,promotion-evidence-v3,official+community-bounded;art-optional-peer;muse-conditional,2026-08-25
work-fd2a957c501c36047ed0,batch-004,batch,frozen,era-2000s;audience-shonen;genre-unknown;ev-multi,promotion-evidence-v3,official+community-bounded;art-optional-peer;muse-conditional,2026-08-25
work-ff9b025f58d7e12f3cb1,batch-004,batch,frozen,era-2000s;audience-shojo;genre-unknown;ev-multi,promotion-evidence-v3,official+community-bounded;art-optional-peer;muse-conditional,2026-08-25
