id,workId,volumeNumber,isbn,releaseDate,editionKind,isRepresentative,evidenceId
work-1bce95b6c02673e59bcf-representative,work-1bce95b6c02673e59bcf,1,9784091856883,,standard,true,ev-rakuten-library-work-1bce95b6c02673e59bcf
work-1d5a3158e78e639f1973-representative,work-1d5a3158e78e639f1973,1,9784063728644,,standard,true,ev-rakuten-library-work-1d5a3158e78e639f1973
work-1e9c4852863a22bba058-representative,work-1e9c4852863a22bba058,1,9784063950717,,standard,true,ev-rakuten-library-work-1e9c4852863a22bba058
work-1ec3d48e64b228bb8a92-representative,work-1ec3d48e64b228bb8a92,1,9784091322692,,standard,true,ev-rakuten-library-work-1ec3d48e64b228bb8a92
work-238c04ae3a3a61451078-representative,work-238c04ae3a3a61451078,1,9784757529083,,standard,true,ev-rakuten-library-work-238c04ae3a3a61451078
work-43ebf010a490cfd4bb50-representative,work-43ebf010a490cfd4bb50,1,9784063805789,,standard,true,ev-rakuten-library-work-43ebf010a490cfd4bb50
work-4b4bbe8c10859c46e726-representative,work-4b4bbe8c10859c46e726,1,9784063145120,,standard,true,ev-rakuten-library-work-4b4bbe8c10859c46e726
work-5ad62e6413f67d351f1d-representative,work-5ad62e6413f67d351f1d,1,9784785932909,,standard,true,ev-rakuten-library-work-5ad62e6413f67d351f1d
work-5b7cf2105a4bc6f6b46c-representative,work-5b7cf2105a4bc6f6b46c,1,9784253261012,,standard,true,ev-rakuten-library-work-5b7cf2105a4bc6f6b46c
work-5e30ab3c7e3fb43e51f2-representative,work-5e30ab3c7e3fb43e51f2,1,9784091320094,2008-08-26,standard,true,ev-rakuten-library-work-5e30ab3c7e3fb43e51f2
work-62fb5d8e9f6c6bbbeba9-representative,work-62fb5d8e9f6c6bbbeba9,1,9784048860499,,standard,true,ev-rakuten-library-work-62fb5d8e9f6c6bbbeba9
work-6c6341781c12b590864f-representative,work-6c6341781c12b590864f,1,9784091234452,2011-10-12,standard,true,ev-rakuten-library-work-6c6341781c12b590864f
work-77008e04537e3fd889e2-representative,work-77008e04537e3fd889e2,1,9784088703114,,standard,true,ev-rakuten-library-work-77008e04537e3fd889e2
work-79c18b26dfde8a532f73-representative,work-79c18b26dfde8a532f73,1,9784091573254,2012-10-19,standard,true,ev-rakuten-library-work-79c18b26dfde8a532f73
work-7b6eb2b48ac06ffa26eb-representative,work-7b6eb2b48ac06ffa26eb,1,9784091340108,2011-09-09,standard,true,ev-rakuten-library-work-7b6eb2b48ac06ffa26eb
work-8037856e7703fdaf4324-representative,work-8037856e7703fdaf4324,1,9784047139497,2007-07-24,standard,true,ev-rakuten-library-work-8037856e7703fdaf4324
work-88cb26a0229ad7b83263-representative,work-88cb26a0229ad7b83263,1,9784098611188,2021-09-10,standard,true,ev-rakuten-library-work-88cb26a0229ad7b83263
work-8a7846af8ead1797e6a2-representative,work-8a7846af8ead1797e6a2,1,9784757535121,,standard,true,ev-rakuten-library-work-8a7846af8ead1797e6a2
work-8ff141505b0a27f8d630-representative,work-8ff141505b0a27f8d630,1,9784091884947,2010-01-29,standard,true,ev-rakuten-library-work-8ff141505b0a27f8d630
work-982bb79e03193ebbafcd-representative,work-982bb79e03193ebbafcd,1,9784087821888,,standard,true,ev-rakuten-library-work-982bb79e03193ebbafcd
work-9e98119539f60465ce66-representative,work-9e98119539f60465ce66,1,9784785936310,,standard,true,ev-rakuten-library-work-9e98119539f60465ce66
work-aa6018249b7fe7e92d95-representative,work-aa6018249b7fe7e92d95,1,9784812465752,,standard,true,ev-rakuten-library-work-aa6018249b7fe7e92d95
work-ab9331f7fed1990f7dc6-representative,work-ab9331f7fed1990f7dc6,1,9784088656267,,standard,true,ev-rakuten-library-work-ab9331f7fed1990f7dc6
work-c50ea94bb66f72c679a2-representative,work-c50ea94bb66f72c679a2,1,9784091846440,2012-07-30,standard,true,ev-rakuten-library-work-c50ea94bb66f72c679a2
work-c7e065f61bb7a176ee56-representative,work-c7e065f61bb7a176ee56,1,9784063144130,,standard,true,ev-rakuten-library-work-c7e065f61bb7a176ee56
work-c8243866b7c8a6d9a2f8-representative,work-c8243866b7c8a6d9a2f8,1,9784091313935,2007-12-21,standard,true,ev-rakuten-library-work-c8243866b7c8a6d9a2f8
work-db4a0ec451d7f4ffd8b8-representative,work-db4a0ec451d7f4ffd8b8,1,9784088653457,,standard,true,ev-rakuten-library-work-db4a0ec451d7f4ffd8b8
work-e658d3aee2e33c17aa38-representative,work-e658d3aee2e33c17aa38,1,9784785939830,,standard,true,ev-rakuten-library-work-e658d3aee2e33c17aa38
work-e906b3eaa9ef9eafe23c-representative,work-e906b3eaa9ef9eafe23c,1,9784098610105,,standard,true,ev-rakuten-library-work-e906b3eaa9ef9eafe23c
work-f31a42ea4ad724acefa5-representative,work-f31a42ea4ad724acefa5,1,9784091865007,,standard,true,ev-rakuten-library-work-f31a42ea4ad724acefa5
work-f4bfc29a5e0a9b5148d0-representative,work-f4bfc29a5e0a9b5148d0,1,9784063879704,,standard,true,ev-rakuten-library-work-f4bfc29a5e0a9b5148d0
work-fb89f119251610cf1648-representative,work-fb89f119251610cf1648,1,9784088701615,,standard,true,ev-rakuten-library-work-fb89f119251610cf1648
work-fe35a5f01946f5153eb4-representative,work-fe35a5f01946f5153eb4,1,9784091825292,2009-03-30,standard,true,ev-rakuten-library-work-fe35a5f01946f5153eb4
