workId,axisId,state,value,confidence,refs,observation,limitation
work-a59481c00155de21d75f,artDensity,unknown,,,none,The exact publisher-linked sample did not finish loading and no internal pixels were retained.,Evidence ART-B002-C04-34 closes unknown after access failure and no cover or remembered style was substituted.
work-a59481c00155de21d75f,visualSoftness,unknown,,,none,The exact publisher-linked sample did not finish loading and no internal pixels were retained.,Evidence ART-B002-C04-34 closes unknown after access failure and no cover or remembered style was substituted.
work-a59481c00155de21d75f,motionImpact,unknown,,,none,No exact continuous action sequence could be inspected because the official delegated viewer never became readable.,Evidence ART-B002-C04-34 closes unknown without a blocker and no genre expectation was used.
work-a8349445836546a82934,artRealism,known,0,0.95,p004-p005;p006-p007;p010-p011,Strongly simplified self-avatar animals and people with deliberately schematic anatomy dominate all three contexts and match deformation anchor 0.,Evidence ART-B002-C04-35 covers six official volume-one pages and does not use the product cover.
work-a8349445836546a82934,artDensity,known,1,0.88,p004-p005;p006-p007;p010-p011,Sparse backgrounds and simple figures dominate while repeated compact panels and occasional diagrams keep the sample above the emptiest anchor 0 but below balanced 2.,Evidence ART-B002-C04-35 excludes dialogue lettering from the density decision and is sample-bounded.
work-a8349445836546a82934,visualSoftness,known,2,0.84,p004-p005;p006-p007;p010-p011,Rounded cartoon forms and clean contours are offset by hard comic bursts heavy black silhouettes and schematic linework so the complete sample remains neutral at anchor 2.,Evidence ART-B002-C04-35 spans food dairy and purchasing contexts and supports neither softness extreme.
work-a8349445836546a82934,motionImpact,unknown,,,p004-p005;p006-p007;p010-p011,Comic poses and illustrative gestures appear without an exact continuous start-development-impact-end sequence.,Evidence ART-B002-C04-35 fails only the motion gate and unknown is not low motion.
work-ab95f4d4997113e0687a,artRealism,known,1,0.90,reader-step-01;reader-step-03;reader-step-06,Proportionate school figures recur but large-eye idealization frequent chibi changes and elastic expressions place the complete sample between strong deformation 0 and ordinary stylization 2.,Evidence ART-B002-C04-36 covers six official opening-chapter pages across three contexts.
work-ab95f4d4997113e0687a,artDensity,known,1,0.87,reader-step-01;reader-step-03;reader-step-06,Broad white fields minimal environments and regular four-panel spacing dominate while screentone and occasional room detail keep the sample above sparse anchor 0.,Evidence ART-B002-C04-36 excludes lettering and lies between anchors 0 and 2 across all selected pages.
work-ab95f4d4997113e0687a,visualSoftness,known,4,0.92,reader-step-01;reader-step-03;reader-step-06,Smooth thin contours rounded faces flowing hair and polished floral or screentone treatment repeatedly match the soft anchor 4.,Evidence ART-B002-C04-36 supports the extreme across confession and manga-work contexts rather than from genre expectation.
work-ab95f4d4997113e0687a,motionImpact,unknown,,,reader-step-01;reader-step-03;reader-step-06,One exaggerated leap and multiple gestures appear but the discontinuous refs do not preserve an exact action start through endpoint.,Evidence ART-B002-C04-36 fails only the exact sequence gate and unknown is not a score.
work-ad32c71b07fd13c65a79,artRealism,known,2,0.89,p008-p009;p010-p011;p018-p019,Normally proportioned school figures and coherent architecture coexist with idealized faces and comic deformation which supports ordinary stylization anchor 2.,Evidence ART-B002-C04-37 excludes the color title splash and covers six later opening-chapter pages.
work-ad32c71b07fd13c65a79,artDensity,known,3,0.91,p008-p009;p010-p011;p018-p019,Detailed uniforms architectural corridors patterned clothing compact paneling and layered screentone consistently exceed balanced density while some face panels retain open fields.,Evidence ART-B002-C04-37 places the three-context sample between anchors 2 and 4 rather than averaging isolated pages.
work-ad32c71b07fd13c65a79,visualSoftness,known,4,0.93,p008-p009;p010-p011;p018-p019,Thin flowing contours polished eyes graceful hair and consistently delicate figure rendering match the soft and polished anchor 4.,Evidence ART-B002-C04-37 supports the extreme across awakening courtyard and corridor contexts.
work-ad32c71b07fd13c65a79,motionImpact,unknown,,,p008-p009;p010-p011;p018-p019,Expressive approaches and reactions occur but the selected discontinuous spreads do not isolate one exact continuous action.,Evidence ART-B002-C04-37 fails only the motion sequence gate and unknown is not low motion.
work-bbeeaad9e37ab267dc29,artRealism,known,0,0.94,reader-step-05;reader-step-07;reader-step-09,Strongly deformed child and robot bodies oversized facial parts and persistent elastic expressions dominate all six pages and match anchor 0.,Evidence ART-B002-C04-38 excludes title and cover pages and spans three internal contexts.
work-bbeeaad9e37ab267dc29,artDensity,known,3,0.91,reader-step-05;reader-step-07;reader-step-09,Compact panels heavy blacks speed accents props buildings and repeated background cues keep information above balanced density while some reaction panels remain open.,Evidence ART-B002-C04-38 places the sample between anchors 2 and 4 and excludes lettering as density.
work-bbeeaad9e37ab267dc29,visualSoftness,known,1,0.86,reader-step-05;reader-step-07;reader-step-09,Round cartoon silhouettes are repeatedly cut by bold hard contours coarse comic hatching and angular impact expressions which place treatment between rough 0 and neutral 2.,Evidence ART-B002-C04-38 uses repeated line treatment rather than comedy genre as the basis.
work-bbeeaad9e37ab267dc29,motionImpact,unknown,,,reader-step-05;reader-step-07;reader-step-09,Motorcycle arrival and exaggerated reactions are visible but the selected refs do not preserve one exact continuous start-development-impact-end sequence.,Evidence ART-B002-C04-38 fails only the motion gate and unknown is not restrained motion.
work-c221a17d6b962b17c9f4,artRealism,known,2,0.88,reader-step-05;reader-step-09;reader-step-13,Credible buildings vehicles corpses and proportionate figures coexist with highly stylized angular faces hair and dramatic distortion which supports ordinary stylization anchor 2.,Evidence ART-B002-C04-39 is limited to six official original-volume digital pages under the paper-ISBN caveat.
work-c221a17d6b962b17c9f4,artDensity,known,4,0.95,reader-step-05;reader-step-09;reader-step-13,Architecture vehicles crowds corpse texture environmental marks layered panels and heavy blacks sustain high visual information across every sampled context.,Evidence ART-B002-C04-39 supports extreme anchor 4 across death roadside and village contexts rather than one gore panel.
work-c221a17d6b962b17c9f4,visualSoftness,known,0,0.94,reader-step-05;reader-step-09;reader-step-13,Sharp angular contours coarse texture spiked silhouettes harsh black masses and abrasive facial rendering repeatedly match rough anchor 0.,Evidence ART-B002-C04-39 derives the extreme from persistent line treatment rather than horror subject matter.
work-c221a17d6b962b17c9f4,motionImpact,unknown,,,reader-step-05;reader-step-09;reader-step-13,Running falling and vehicle-related moments are separated across refs and do not preserve one exact continuous action from start through endpoint.,Evidence ART-B002-C04-39 fails only the motion gate and unknown is not low motion.
work-c55467873ec70e670484,artRealism,known,3,0.91,p008-p009;p016-p017;p024-p025,Grounded anatomy equipment material texture and spatial construction exceed ordinary stylization while grotesque exaggeration and scratchy caricature keep the sample below fully realistic anchor 4.,Evidence ART-B002-C04-40 excludes covers color plates and tutorial-obscured frames and covers six body pages.
work-c55467873ec70e670484,artDensity,known,4,0.97,p008-p009;p016-p017;p024-p025,Dense crosshatching organic machinery damaged bodies packed environments and layered surface information persist throughout all three selected contexts.,Evidence ART-B002-C04-40 supports extreme anchor 4 across ship corpse and laboratory scenes and remains entry-sample bounded.
work-c55467873ec70e670484,visualSoftness,known,0,0.96,p008-p009;p016-p017;p024-p025,Coarse scratchy hatching hard irregular contours abrasive textures and deep black masses repeatedly match rough anchor 0.,Evidence ART-B002-C04-40 supports the extreme from exact line treatment rather than dark subject matter.
work-c55467873ec70e670484,motionImpact,unknown,,,p008-p009;p016-p017;p024-p025,Threats gestures and walking panels are present but no selected spread provides an exact continuous start-development-impact-end sequence.,Evidence ART-B002-C04-40 fails only the motion gate and unknown is not a restrained-motion value.
