workId,axisId,state,value,confidence,refs,observation,limitation
work-0f3a44f5dcab9623d1be,visualSoftness,unknown,,,"https://www.shinchosha.co.jp/book/771742/;no-retained-pixel","No eligible internal body-page pixels were retained for an Art call.","The exact Shinchosha volume 1 product and ISBN are resolved, but no work-specific official trial was exposed; the generic /tryme/ catalog was excluded."
work-0f3a44f5dcab9623d1be,motionImpact,unknown,,,"https://www.shinchosha.co.jp/book/771742/;no-retained-pixel","No eligible internal body-page pixels were retained for an Art call.","The exact Shinchosha volume 1 product and ISBN are resolved, but no work-specific official trial was exposed; the generic /tryme/ catalog was excluded."
work-11d23966f22f777e95d0,artRealism,known,1,0.94,"reader-step-07@c6bd0da753d2a25e9749ceb117e9d77341362cc5f16fd89f03f3497c8c907eff;reader-step-17@914cd62a97ba2aa76cd228d2b83952d7ac085ff87982661081655efdb1b84591;reader-step-27@cf85a391f2e06b9adf7aaa6bca6774c17540d7902849f1bcdfe756e1562551ea","Mascot bodies, simplified anatomy, and strongly caricatured human faces dominate even when the settings remain legible.","Static call uses six genuine body pages across five contexts; no cover or other excluded page type is cited."
work-11d23966f22f777e95d0,artDensity,known,2,0.91,"reader-step-08@b77652d14b34dc17e452a252d9a1a4207eaed13db16299896c63cf02e6db31cf;reader-step-12@e9ab295d61e803a82381afe353b140ff981e77d3fbf74e188d18c9d05eec2ebe;reader-step-27@cf85a391f2e06b9adf7aaa6bca6774c17540d7902849f1bcdfe756e1562551ea","Sparse character fields are offset by regular multi-panel layouts, tones, text, props, and occasional complete environments, yielding balanced density.","Static call uses six genuine body pages across five contexts; no cover or other excluded page type is cited."
work-11d23966f22f777e95d0,visualSoftness,known,2,0.90,"reader-step-07@c6bd0da753d2a25e9749ceb117e9d77341362cc5f16fd89f03f3497c8c907eff;reader-step-22@5dbb613dbf8923ec07b7d578f9d0552d3bd2754556cd100b1f9ca4e2e3fb86ec;reader-step-27@cf85a391f2e06b9adf7aaa6bca6774c17540d7902849f1bcdfe756e1562551ea","Rounded mascot shapes coexist with plain comedic faces, heavy contours, and scratchier emotional marks, keeping the overall treatment neutral.","Static call uses six genuine body pages across five contexts; no cover or other excluded page type is cited."
work-11d23966f22f777e95d0,motionImpact,unknown,,,"reader-step-08@b77652d14b34dc17e452a252d9a1a4207eaed13db16299896c63cf02e6db31cf;reader-step-27@cf85a391f2e06b9adf7aaa6bca6774c17540d7902849f1bcdfe756e1562551ea","Comedic movement and running imagery appear as isolated beats rather than one fully retained action sequence.","No exact start, development, impact, and resolved-end references for one continuous action were retained."
work-132ce7172750a3b1fa53,artRealism,known,4,0.92,"reader-step-05@68ee266ca3c178eb377df0425594adfead81e1c71b8493ce35554fc712210b6f;reader-step-08@6fc15120fb36e034199fb6d933426fe34e6092224ed9bc2b4d80eba328e30939;reader-step-11@05e6a3264f57bce06b3db97085b39eed420e919d34692ad61fdd89e321da22ea","Adult anatomy, hands, faces, clothing, interiors, and perspective are consistently realistic; the anomalous cocoon figure is a story object rather than the dominant drawing mode.","Static call uses six genuine body pages across two contexts; the chapter-title page was excluded before review."
work-132ce7172750a3b1fa53,artDensity,known,3,0.91,"reader-step-05@68ee266ca3c178eb377df0425594adfead81e1c71b8493ce35554fc712210b6f;reader-step-07@af17b8a0282cdb0c73e0ff861f92cd67fd2e6ee7e9ddc0e99f80a339dbebfe8f;reader-step-11@05e6a3264f57bce06b3db97085b39eed420e919d34692ad61fdd89e321da22ea","Detailed rooms, vehicles, cityscape, tonal modeling, debris, and effect lines keep the visual information above balanced density.","Static call uses six genuine body pages across two contexts; the chapter-title page was excluded before review."
work-132ce7172750a3b1fa53,visualSoftness,known,1,0.92,"reader-step-07@af17b8a0282cdb0c73e0ff861f92cd67fd2e6ee7e9ddc0e99f80a339dbebfe8f;reader-step-09@da1e722e7eefec9cd387af436fc6cec48549241782334b2c82ae68c0109ef6a4;reader-step-10@e21515e2200b3db38468e6e9f2160974b42b2b3374ca7614753ad1ada8a9f236","Angular faces, hard black contrast, coarse hatching, debris, and forceful impact marks produce a distinctly rough visual surface.","Static call uses six genuine body pages across two contexts; the chapter-title page was excluded before review."
work-132ce7172750a3b1fa53,motionImpact,unknown,,,"reader-step-07@af17b8a0282cdb0c73e0ff861f92cd67fd2e6ee7e9ddc0e99f80a339dbebfe8f;reader-step-09@da1e722e7eefec9cd387af436fc6cec48549241782334b2c82ae68c0109ef6a4","Pottery destruction supplies impact imagery but not exact retained start, development, impact, and resolved-end beats for one continuous action.","The motion sequence is incomplete under the stricter conditional gate, so motionImpact remains unknown."
work-15dba4fdb46308ab45d7,artRealism,unknown,,,"reader-step-07@e0c22d5d91b99bdac7844630cc5a71251372232b62465f2f58916e36c5e3ec40;reader-step-08@afc392f7a5537303747ba6dbea61a8dba58250ccc7951620dd216582d142c199;reader-step-09@db8029799a05d92008651b491d54968007864c01b7f0cf1cd23e3e80c55f1503;reader-step-10@23d23d26642c9488bf4224a47e3dfd8a11a9f89044b605a3ea3f7e731cb53188;reader-step-11@268d5190ef05fa3a1986949dfad395deb734e4f034efcd832f39fd7681ce9138;reader-step-12@da96feec198704252123c98aa0532584d8bead4d5e19e79cc91d2821bcfee3b3","Retained exact-edition diagnostic pixels are not eligible for a static Art call.","Six readable body pages were retained, but independent preflight QA accepted only one distinct scene context; the two-context static gate fails."
work-15dba4fdb46308ab45d7,artDensity,unknown,,,"reader-step-07@e0c22d5d91b99bdac7844630cc5a71251372232b62465f2f58916e36c5e3ec40;reader-step-08@afc392f7a5537303747ba6dbea61a8dba58250ccc7951620dd216582d142c199;reader-step-09@db8029799a05d92008651b491d54968007864c01b7f0cf1cd23e3e80c55f1503;reader-step-10@23d23d26642c9488bf4224a47e3dfd8a11a9f89044b605a3ea3f7e731cb53188;reader-step-11@268d5190ef05fa3a1986949dfad395deb734e4f034efcd832f39fd7681ce9138;reader-step-12@da96feec198704252123c98aa0532584d8bead4d5e19e79cc91d2821bcfee3b3","Retained exact-edition diagnostic pixels are not eligible for a static Art call.","Six readable body pages were retained, but independent preflight QA accepted only one distinct scene context; the two-context static gate fails."
work-15dba4fdb46308ab45d7,visualSoftness,unknown,,,"reader-step-07@e0c22d5d91b99bdac7844630cc5a71251372232b62465f2f58916e36c5e3ec40;reader-step-08@afc392f7a5537303747ba6dbea61a8dba58250ccc7951620dd216582d142c199;reader-step-09@db8029799a05d92008651b491d54968007864c01b7f0cf1cd23e3e80c55f1503;reader-step-10@23d23d26642c9488bf4224a47e3dfd8a11a9f89044b605a3ea3f7e731cb53188;reader-step-11@268d5190ef05fa3a1986949dfad395deb734e4f034efcd832f39fd7681ce9138;reader-step-12@da96feec198704252123c98aa0532584d8bead4d5e19e79cc91d2821bcfee3b3","Retained exact-edition diagnostic pixels are not eligible for a static Art call.","Six readable body pages were retained, but independent preflight QA accepted only one distinct scene context; the two-context static gate fails."
work-15dba4fdb46308ab45d7,motionImpact,unknown,,,"reader-step-07@e0c22d5d91b99bdac7844630cc5a71251372232b62465f2f58916e36c5e3ec40;reader-step-08@afc392f7a5537303747ba6dbea61a8dba58250ccc7951620dd216582d142c199;reader-step-09@db8029799a05d92008651b491d54968007864c01b7f0cf1cd23e3e80c55f1503;reader-step-10@23d23d26642c9488bf4224a47e3dfd8a11a9f89044b605a3ea3f7e731cb53188;reader-step-11@268d5190ef05fa3a1986949dfad395deb734e4f034efcd832f39fd7681ce9138;reader-step-12@da96feec198704252123c98aa0532584d8bead4d5e19e79cc91d2821bcfee3b3","Retained exact-edition diagnostic pixels do not establish a complete continuous action sequence.","No exact start, development, impact, and resolved-end references for one continuous action were retained."
work-188ba092c6195603bb3f,artRealism,unknown,,,"reader-step-05@3eb7627753cd4e557074da1f5d6644a6dbaf8b107edf43639d360e10c9f5ed30;reader-step-06@fc9e08ec9a0f74b30d2b44d2d743e581007ca60047502f530d836012cc04d818;reader-step-08@9181bd0a3e678e78807661083d165c95e2f6bafe0c35d1f813d018e27758d5ea;reader-step-09@d90531c352a595f197f06869083b661282787df4beded758ccc585072ccd059e;reader-step-10@c345e09770c02536436cb5a4caf9f19c3b033efc8dcf05acb87b4e0673e1d4c9","Retained exact-edition diagnostic pixels are below the static sample threshold.","The chapter-title/opening page was excluded, leaving five genuine body pages across two contexts; at least six are required."
work-188ba092c6195603bb3f,artDensity,unknown,,,"reader-step-05@3eb7627753cd4e557074da1f5d6644a6dbaf8b107edf43639d360e10c9f5ed30;reader-step-06@fc9e08ec9a0f74b30d2b44d2d743e581007ca60047502f530d836012cc04d818;reader-step-08@9181bd0a3e678e78807661083d165c95e2f6bafe0c35d1f813d018e27758d5ea;reader-step-09@d90531c352a595f197f06869083b661282787df4beded758ccc585072ccd059e;reader-step-10@c345e09770c02536436cb5a4caf9f19c3b033efc8dcf05acb87b4e0673e1d4c9","Retained exact-edition diagnostic pixels are below the static sample threshold.","The chapter-title/opening page was excluded, leaving five genuine body pages across two contexts; at least six are required."
work-188ba092c6195603bb3f,visualSoftness,unknown,,,"reader-step-05@3eb7627753cd4e557074da1f5d6644a6dbaf8b107edf43639d360e10c9f5ed30;reader-step-06@fc9e08ec9a0f74b30d2b44d2d743e581007ca60047502f530d836012cc04d818;reader-step-08@9181bd0a3e678e78807661083d165c95e2f6bafe0c35d1f813d018e27758d5ea;reader-step-09@d90531c352a595f197f06869083b661282787df4beded758ccc585072ccd059e;reader-step-10@c345e09770c02536436cb5a4caf9f19c3b033efc8dcf05acb87b4e0673e1d4c9","Retained exact-edition diagnostic pixels are below the static sample threshold.","The chapter-title/opening page was excluded, leaving five genuine body pages across two contexts; at least six are required."
work-188ba092c6195603bb3f,motionImpact,unknown,,,"reader-step-05@3eb7627753cd4e557074da1f5d6644a6dbaf8b107edf43639d360e10c9f5ed30;reader-step-06@fc9e08ec9a0f74b30d2b44d2d743e581007ca60047502f530d836012cc04d818;reader-step-08@9181bd0a3e678e78807661083d165c95e2f6bafe0c35d1f813d018e27758d5ea;reader-step-09@d90531c352a595f197f06869083b661282787df4beded758ccc585072ccd059e;reader-step-10@c345e09770c02536436cb5a4caf9f19c3b033efc8dcf05acb87b4e0673e1d4c9","Retained exact-edition diagnostic pixels do not establish a complete continuous action sequence.","No exact start, development, impact, and resolved-end references for one continuous action were retained."
work-19c2017b33c07f48634e,artRealism,unknown,,,"reader-step-06@93a9a7b01e2b46b1d53fd3b013eddcda0d65241d09a80044bd516c9845f651dd;reader-step-07@e9e26d74a7a80321bd3aab83d91a7c94d394300150b389d7b083bdbf86a06f3a;reader-step-08@0c39cce66c9678e4ca6e4e3655dc11fdb22f7ef9d4ff285bb1daf73fbf3a5597;reader-step-09@1330f2ad5e0ff5e8667960a936aa66e718bae0638805a4293480f6f8d039d898;reader-step-10@a8bd5b1dd21ac87094f3a2fa9f530312131bc7b77702592f2260b4379ec10b00","Retained exact-edition diagnostic pixels are below the static sample threshold.","The chapter-title/opening page was excluded, leaving five genuine body pages across three contexts; at least six are required."
work-19c2017b33c07f48634e,artDensity,unknown,,,"reader-step-06@93a9a7b01e2b46b1d53fd3b013eddcda0d65241d09a80044bd516c9845f651dd;reader-step-07@e9e26d74a7a80321bd3aab83d91a7c94d394300150b389d7b083bdbf86a06f3a;reader-step-08@0c39cce66c9678e4ca6e4e3655dc11fdb22f7ef9d4ff285bb1daf73fbf3a5597;reader-step-09@1330f2ad5e0ff5e8667960a936aa66e718bae0638805a4293480f6f8d039d898;reader-step-10@a8bd5b1dd21ac87094f3a2fa9f530312131bc7b77702592f2260b4379ec10b00","Retained exact-edition diagnostic pixels are below the static sample threshold.","The chapter-title/opening page was excluded, leaving five genuine body pages across three contexts; at least six are required."
work-19c2017b33c07f48634e,visualSoftness,unknown,,,"reader-step-06@93a9a7b01e2b46b1d53fd3b013eddcda0d65241d09a80044bd516c9845f651dd;reader-step-07@e9e26d74a7a80321bd3aab83d91a7c94d394300150b389d7b083bdbf86a06f3a;reader-step-08@0c39cce66c9678e4ca6e4e3655dc11fdb22f7ef9d4ff285bb1daf73fbf3a5597;reader-step-09@1330f2ad5e0ff5e8667960a936aa66e718bae0638805a4293480f6f8d039d898;reader-step-10@a8bd5b1dd21ac87094f3a2fa9f530312131bc7b77702592f2260b4379ec10b00","Retained exact-edition diagnostic pixels are below the static sample threshold.","The chapter-title/opening page was excluded, leaving five genuine body pages across three contexts; at least six are required."
work-19c2017b33c07f48634e,motionImpact,unknown,,,"reader-step-06@93a9a7b01e2b46b1d53fd3b013eddcda0d65241d09a80044bd516c9845f651dd;reader-step-07@e9e26d74a7a80321bd3aab83d91a7c94d394300150b389d7b083bdbf86a06f3a;reader-step-08@0c39cce66c9678e4ca6e4e3655dc11fdb22f7ef9d4ff285bb1daf73fbf3a5597;reader-step-09@1330f2ad5e0ff5e8667960a936aa66e718bae0638805a4293480f6f8d039d898;reader-step-10@a8bd5b1dd21ac87094f3a2fa9f530312131bc7b77702592f2260b4379ec10b00","Retained exact-edition diagnostic pixels do not establish a complete continuous action sequence.","No exact start, development, impact, and resolved-end references for one continuous action were retained."
work-1a6ad6771865b43c8516,artRealism,unknown,,,"https://www.shonengahosha.co.jp/book_Info.php?id=5944;no-retained-pixel","No eligible internal body-page pixels were retained for an Art call.","The exact Shonen Gahosha volume 1 product and ISBN are resolved, but no work-specific internal preview exists; synopsis and cover material were excluded."
work-1a6ad6771865b43c8516,artDensity,unknown,,,"https://www.shonengahosha.co.jp/book_Info.php?id=5944;no-retained-pixel","No eligible internal body-page pixels were retained for an Art call.","The exact Shonen Gahosha volume 1 product and ISBN are resolved, but no work-specific internal preview exists; synopsis and cover material were excluded."
work-1a6ad6771865b43c8516,visualSoftness,unknown,,,"https://www.shonengahosha.co.jp/book_Info.php?id=5944;no-retained-pixel","No eligible internal body-page pixels were retained for an Art call.","The exact Shonen Gahosha volume 1 product and ISBN are resolved, but no work-specific internal preview exists; synopsis and cover material were excluded."
work-1a6ad6771865b43c8516,motionImpact,unknown,,,"https://www.shonengahosha.co.jp/book_Info.php?id=5944;no-retained-pixel","No eligible internal body-page pixels were retained for an Art call.","The exact Shonen Gahosha volume 1 product and ISBN are resolved, but no work-specific internal preview exists; synopsis and cover material were excluded."
work-1cdc6c5cca7c33fafe51,artRealism,unknown,,,"https://books.rakuten.co.jp/rb/6414362/;no-retained-pixel","Identity evidence alone supplies no eligible internal body-page pixels for an Art call.","The licensed retailer record bridges the frozen ISBN, but no Tokuma publisher-specific official preview route was resolved in the bounded registry."
work-1cdc6c5cca7c33fafe51,artDensity,unknown,,,"https://books.rakuten.co.jp/rb/6414362/;no-retained-pixel","Identity evidence alone supplies no eligible internal body-page pixels for an Art call.","The licensed retailer record bridges the frozen ISBN, but no Tokuma publisher-specific official preview route was resolved in the bounded registry."
work-1cdc6c5cca7c33fafe51,visualSoftness,unknown,,,"https://books.rakuten.co.jp/rb/6414362/;no-retained-pixel","Identity evidence alone supplies no eligible internal body-page pixels for an Art call.","The licensed retailer record bridges the frozen ISBN, but no Tokuma publisher-specific official preview route was resolved in the bounded registry."
work-1cdc6c5cca7c33fafe51,motionImpact,unknown,,,"https://books.rakuten.co.jp/rb/6414362/;no-retained-pixel","Identity evidence alone supplies no eligible internal body-page pixels for an Art call.","The licensed retailer record bridges the frozen ISBN, but no Tokuma publisher-specific official preview route was resolved in the bounded registry."
