sourceId,sourceKind,organization,title,url,publishedAt,retrievedAt,listNature,registryStatus,snapshotUrl,snapshotSha256,originalItemCount,japaneseMangaItemCount,excludedWebtoonCount,excludedAdultCount,excludedNonJapaneseCount,excludedNonMangaCount,duplicateCount,canonicalMappingCount,unresolvedCount,notes
mangataisho-2011,award,マンガ大賞実行委員会,マンガ大賞2011,https://www.mangataisho.com/archives/2011.html,2011,2026-08-22,공식 大賞·二次ノミネート·一次選考 작품 목록,adjudicating,https://www.mangataisho.com/archives/2011.html,e3c8292c53d198e507eded1a8b70dcded4c3619b01ab19426855cce4dedb1fb8,210,,0,0,0,0,33,130,80,공식 HTML 추출; 大賞 1건·二次ノミネート 12건·一次選考作品リスト 197건; hash 범위는 official year/url과 section/rank/rawText/title/creator/detailUrl; 원문 중복을 합치지 않고 모두 unresolved 유지.
mangataisho-2012,award,マンガ大賞実行委員会,マンガ大賞2012,https://www.mangataisho.com/archives/2012.html,2012,2026-08-22,공식 大賞·二次ノミネート·一次選考 작품 목록,adjudicating,https://www.mangataisho.com/archives/2012.html,c6f9c3f5d96ef63ec13109105ed640439264f0701ecd80f04f24bbdd66205e0f,202,,0,0,0,0,39,150,52,공식 HTML 추출; 大賞 1건·二次ノミネート 14건·一次選考作品リスト 187건; hash 범위는 official year/url과 section/rank/rawText/title/creator/detailUrl; 원문 중복을 합치지 않고 모두 unresolved 유지.
mangataisho-2013,award,マンガ大賞実行委員会,マンガ大賞2013,https://www.mangataisho.com/archives/2013.html,2013,2026-08-22,공식 大賞·二次ノミネート·一次選考 작품 목록,adjudicating,https://www.mangataisho.com/archives/2013.html,87d8f03b2d44ee8c1457fd0995ee0f95f1b78106c75364f3a69120b9fc3c7428,233,,0,0,0,0,53,176,57,공식 HTML 추출; 大賞 1건·二次ノミネート 10건·一次選考作品リスト 222건; hash 범위는 official year/url과 section/rank/rawText/title/creator/detailUrl; 원문 중복을 합치지 않고 모두 unresolved 유지.
mangataisho-2014,award,マンガ大賞実行委員会,マンガ大賞2014,https://www.mangataisho.com/archives/2014.html,2014,2026-08-22,공식 大賞·二次ノミネート·一次選考 작품 목록,adjudicating,https://www.mangataisho.com/archives/2014.html,67736b796ceff45b77463db1c5ae0f603a91ab4fc41cff9a54dab069aa759bab,223,,0,0,0,0,70,170,53,공식 HTML 추출; 大賞 1건·二次ノミネート 9건·一次選考作品リスト 213건; hash 범위는 official year/url과 section/rank/rawText/title/creator/detailUrl; 원문 중복을 합치지 않고 모두 unresolved 유지.
mangataisho-2015,award,マンガ大賞実行委員会,マンガ大賞2015,https://www.mangataisho.com/archives/2015.html,2015,2026-08-22,공식 大賞·二次ノミネート·一次選考 작품 목록,adjudicating,https://www.mangataisho.com/archives/2015.html,5bdc5d85c90418570d8d6acdb2661a2f4eff84768087d582422b77e35152fdf8,233,,0,0,0,0,76,173,60,공식 HTML 추출; 大賞 1건·二次ノミネート 13건·一次選考作品リスト 219건; hash 범위는 official year/url과 section/rank/rawText/title/creator/detailUrl; 원문 중복을 합치지 않고 모두 unresolved 유지.
mangataisho-2016,award,マンガ大賞実行委員会,マンガ大賞2016,https://www.mangataisho.com/archives/2016.html,2016,2026-08-22,공식 大賞·二次ノミネート·一次選考 작품 목록,adjudicating,https://www.mangataisho.com/archives/2016.html,b20793f3e536a8c26cbd1fecd61967122d27ed81f10640df2c21fdd4df078d16,226,,0,0,0,0,8,8,218,공식 HTML 추출; 大賞 1건·二次ノミネート 10건·一次選考作品リスト 215건; hash 범위는 official year/url과 section/rank/rawText/title/creator/detailUrl; 원문 중복을 합치지 않고 모두 unresolved 유지.
mangataisho-2017,award,マンガ大賞実行委員会,マンガ大賞2017,https://www.mangataisho.com/archives/2017.html,2017,2026-08-22,공식 大賞·二次ノミネート·一次選考 작품 목록,adjudicating,https://www.mangataisho.com/archives/2017.html,4ef4b5f15af410c1f7c8b6950aff0692b4b52091c52b4c5c76ece9974f72a20e,248,,0,0,0,0,7,10,238,공식 HTML 추출; 大賞 1건·二次ノミネート 12건·一次選考作品リスト 235건; hash 범위는 official year/url과 section/rank/rawText/title/creator/detailUrl; 원문 중복을 합치지 않고 모두 unresolved 유지.
mangataisho-2018,award,マンガ大賞実行委員会,マンガ大賞2018,https://www.mangataisho.com/archives/2018.html,2018,2026-08-22,공식 大賞·二次ノミネート·一次選考 작품 목록,adjudicating,https://www.mangataisho.com/archives/2018.html,209427277e32de8a602579dcc5111bd253684e35df27a0cbb99ac57c1b66adbc,251,,0,0,0,0,9,11,240,공식 HTML 추출; 大賞 1건·二次ノミネート 11건·一次選考作品リスト 239건; hash 범위는 official year/url과 section/rank/rawText/title/creator/detailUrl; 원문 중복을 합치지 않고 모두 unresolved 유지.
mangataisho-2019,award,マンガ大賞実行委員会,マンガ大賞2019,https://www.mangataisho.com/archives/2019.html,2019,2026-08-22,공식 大賞·二次ノミネート·一次選考 작품 목록,adjudicating,https://www.mangataisho.com/archives/2019.html,5bb326c1cd98853ce96ff31f25b80ebff957d13f689a6eed24ffba1101f4e134,244,,0,0,0,0,8,13,231,공식 HTML 추출; 大賞 1건·二次ノミネート 12건·一次選考作品リスト 231건; hash 범위는 official year/url과 section/rank/rawText/title/creator/detailUrl; 원문 중복을 합치지 않고 모두 unresolved 유지.
mangataisho-2020,award,マンガ大賞実行委員会,マンガ大賞2020,https://www.mangataisho.com/archives/2020.html,2020,2026-08-22,공식 大賞·二次ノミネート·一次選考 작품 목록,adjudicating,https://www.mangataisho.com/archives/2020.html,b67dafdbb26be84614abfa879817c8a37947013099980f3f1894fa816a65407d,238,,0,0,0,0,11,12,226,공식 HTML 추출; 大賞 1건·二次ノミネート 11건·一次選考作品リスト 226건; hash 범위는 official year/url과 section/rank/rawText/title/creator/detailUrl; 원문 중복을 합치지 않고 모두 unresolved 유지.
mangataisho-2021,award,マンガ大賞実行委員会,マンガ大賞2021,https://www.mangataisho.com/archives/2021.html,2021,2026-08-22,공식 大賞·二次ノミネート·一次選考 작품 목록,adjudicating,https://www.mangataisho.com/archives/2021.html,5fba3fb368911118774bf4668693de9686a7623f6079aef92457e24ea6b0aec5,216,,0,0,0,0,9,9,207,공식 HTML 추출; 大賞 1건·二次ノミネート 9건·一次選考作品リスト 206건; hash 범위는 official year/url과 section/rank/rawText/title/creator/detailUrl; 원문 중복을 합치지 않고 모두 unresolved 유지.
mangataisho-2022,award,マンガ大賞実行委員会,マンガ大賞2022,https://www.mangataisho.com/archives/2022.html,2022,2026-08-22,공식 大賞·二次ノミネート·一次選考 작품 목록,adjudicating,https://www.mangataisho.com/archives/2022.html,5b972ae00ac9ae82bb192a271ff8c97394f48d42c7c4dc43f5889b619ecb1cef,233,,1,0,0,0,7,8,224,공식 HTML 추출; 大賞 1건·二次ノミネート 9건·一次選考作品リスト 223건; hash 범위는 official year/url과 section/rank/rawText/title/creator/detailUrl; 원문 중복을 합치지 않고 모두 unresolved 유지.
mangataisho-2023,award,マンガ大賞実行委員会,マンガ大賞2023,https://www.mangataisho.com/archives/2023.html,2023,2026-08-22,공식 大賞·二次ノミネート·一次選考 작품 목록,adjudicating,https://www.mangataisho.com/archives/2023.html,4c717469e8b9122981ac35d109130c91024412c9ee4ef273e80deafdd71c1100,242,,0,0,0,0,10,11,231,공식 HTML 추출; 大賞 1건·二次ノミネート 10건·一次選考作品リスト 231건; hash 범위는 official year/url과 section/rank/rawText/title/creator/detailUrl; 원문 중복을 합치지 않고 모두 unresolved 유지.
mangataisho-2024,award,マンガ大賞実行委員会,マンガ大賞2024,https://www.mangataisho.com/archives/2024.html,2024,2026-08-22,공식 大賞·二次ノミネート·一次選考 작품 목록,adjudicating,https://www.mangataisho.com/archives/2024.html,166b258e3071cd11f9e04125a3d1d4b663ee0ffdf1fe898530b4ef55979ba777,257,,1,0,0,0,8,9,247,공식 HTML 추출; 大賞 1건·二次ノミネート 9건·一次選考作品リスト 247건; hash 범위는 official year/url과 section/rank/rawText/title/creator/detailUrl; 원문 중복을 합치지 않고 모두 unresolved 유지.
mangataisho-2025,award,マンガ大賞実行委員会,マンガ大賞2025,https://www.mangataisho.com/archives/index.html,2025,2026-08-22,공식 大賞·二次ノミネート·一次選考 작품 목록,adjudicating,https://www.mangataisho.com/archives/index.html,64e7dcf6c53979bf9193ee75d27faa30fba4acdcb14ffa071c1317d5eb47aa52,238,,0,0,0,0,5,9,229,공식 HTML 추출; 大賞 1건·二次ノミネート 9건·一次選考作品リスト 228건; hash 범위는 official year/url과 section/rank/rawText/title/creator/detailUrl; 원문 중복을 합치지 않고 모두 unresolved 유지.
mangataisho-2026,award,マンガ大賞実行委員会,マンガ大賞2026,https://www.mangataisho.com/,2026,2026-08-22,공식 大賞·二次ノミネート·一次選考 작품 목록,adjudicating,https://www.mangataisho.com/,1212e6c4d02b0b7458d36dbe1096582cd6f123d655fa283e4fbb04b961cb6981,249,,0,0,0,0,4,10,239,공식 HTML 추출; 大賞 1건·二次ノミネート 11건·一次選考作品リスト 237건; hash 범위는 official year/url과 section/rank/rawText/title/creator/detailUrl; 원문 중복을 합치지 않고 모두 unresolved 유지.
nippan-bookseller-recommendations-2010,bookseller,日本出版販売「全国書店員が選んだおすすめコミック」,全国書店員が選んだおすすめコミック2010,https://hon-hikidashi.jp/event/104773/,2010,2026-08-22,공식 일반 부문 추천 결과,adjudicating,https://hon-hikidashi.jp/event/104773/,0737a41a49250ecc701011d1bd793fe1688e704ff6788408068472c82c3a3c9a,15,,0,0,0,0,10,14,1,2026 공식 페이지의 역대 링크에서 발견한 일반 부문 결과만 수집; 공식 순위를 보존; 출판사 담당 별도 부문 제외; snapshot hash 범위는 2010 canonical extracted payload; 저자가 HTML에 없으면 추측하지 않고 빈 값으로 보존.
nippan-bookseller-recommendations-2011,bookseller,日本出版販売「全国書店員が選んだおすすめコミック」,全国書店員が選んだおすすめコミック2011,https://hon-hikidashi.jp/event/105000/,2011,2026-08-22,공식 일반 부문 추천 결과,adjudicating,https://hon-hikidashi.jp/event/105000/,1fffdf160b271653fd2cf610a16ec87cf6fa6897d252febb7a4037825795b641,15,,0,0,0,0,11,13,2,2026 공식 페이지의 역대 링크에서 발견한 일반 부문 결과만 수집; 공식 순위를 보존; 출판사 담당 별도 부문 제외; snapshot hash 범위는 2011 canonical extracted payload; 저자가 HTML에 없으면 추측하지 않고 빈 값으로 보존.
nippan-bookseller-recommendations-2012,bookseller,日本出版販売「全国書店員が選んだおすすめコミック」,全国書店員が選んだおすすめコミック2012,https://hon-hikidashi.jp/event/105008/,2012,2026-08-22,공식 일반 부문 추천 결과,adjudicating,https://hon-hikidashi.jp/event/105008/,ab557a7b8060b4733abe65afe70f20a618bf7d29b854299323490938c9eede33,15,,0,0,0,0,11,14,1,2026 공식 페이지의 역대 링크에서 발견한 일반 부문 결과만 수집; 공식 순위를 보존; 출판사 담당 별도 부문 제외; snapshot hash 범위는 2012 canonical extracted payload; 저자가 HTML에 없으면 추측하지 않고 빈 값으로 보존.
nippan-bookseller-recommendations-2016,bookseller,日本出版販売「全国書店員が選んだおすすめコミック」,全国書店員が選んだおすすめコミック2016,https://www.honyaclub.com/shop/pages/osusumecomic2016.aspx?affiliate=osusumec16,2016,2026-08-22,공식 일반 부문 추천 결과,adjudicating,https://www.honyaclub.com/shop/pages/osusumecomic2016.aspx?affiliate=osusumec16,6472a9c053c5dc7ce69f7cb29163b7cb56483ce77fb2303e21a9ee49ebb82c18,15,,0,0,0,0,11,13,2,2026 공식 페이지의 역대 링크에서 발견한 일반 부문 결과만 수집; 공식 순위를 보존; 출판사 담당 별도 부문 제외; snapshot hash 범위는 2016 canonical extracted payload; 저자가 HTML에 없으면 추측하지 않고 빈 값으로 보존.
nippan-bookseller-recommendations-2017,bookseller,日本出版販売「全国書店員が選んだおすすめコミック」,全国書店員が選んだおすすめコミック2017,https://www.honyaclub.com/shop/pages/osusumecomic2017.aspx?affiliate=osusumec17,2017,2026-08-22,공식 일반 부문 추천 결과,adjudicating,https://www.honyaclub.com/shop/pages/osusumecomic2017.aspx?affiliate=osusumec17,9ed3b3628f3ea5fbf5313f599973b0501e99d7a6985aa874417c9e4bbe3d8711,15,,0,0,0,0,5,10,5,2026 공식 페이지의 역대 링크에서 발견한 일반 부문 결과만 수집; 공식 순위를 보존; 출판사 담당 별도 부문 제외; snapshot hash 범위는 2017 canonical extracted payload; 저자가 HTML에 없으면 추측하지 않고 빈 값으로 보존.
nippan-bookseller-recommendations-2018,bookseller,日本出版販売「全国書店員が選んだおすすめコミック」,全国書店員が選んだおすすめコミック2018,https://www.honyaclub.com/shop/pages/osusumecomic2018.aspx?affiliate=osusumec18,2018,2026-08-22,공식 일반 부문 추천 결과,adjudicating,https://www.honyaclub.com/shop/pages/osusumecomic2018.aspx?affiliate=osusumec18,5be25b7a99987fe404be3249011b4681c9bd6dcc333b69e23c80a6b70fe8fd3e,15,,0,0,0,0,6,14,1,2026 공식 페이지의 역대 링크에서 발견한 일반 부문 결과만 수집; 공식 순위를 보존; 출판사 담당 별도 부문 제외; snapshot hash 범위는 2018 canonical extracted payload; 저자가 HTML에 없으면 추측하지 않고 빈 값으로 보존.
nippan-bookseller-recommendations-2021,bookseller,日本出版販売「全国書店員が選んだおすすめコミック」,全国書店員が選んだおすすめコミック2021,https://hon-hikidashi.jp/event/105449/,2021,2026-08-22,공식 일반 부문 추천 결과,adjudicating,https://hon-hikidashi.jp/event/105449/,3aca739be58d9b71d9522294249afbca547e8ec211bdaedf17b1c740562f01f9,15,,0,0,0,0,9,10,5,2026 공식 페이지의 역대 링크에서 발견한 일반 부문 결과만 수집; 공식 순위를 보존; 출판사 담당 별도 부문 제외; snapshot hash 범위는 2021 canonical extracted payload; 저자가 HTML에 없으면 추측하지 않고 빈 값으로 보존.
nippan-bookseller-recommendations-2022,bookseller,日本出版販売「全国書店員が選んだおすすめコミック」,全国書店員が選んだおすすめコミック2022,https://hon-hikidashi.jp/event/10708/,2022,2026-08-22,공식 일반 부문 추천 결과,adjudicating,https://hon-hikidashi.jp/event/10708/,e143ca84a7cae4eb7740c20d6b88ffb60dfa7a27498f1022c8858e590eef4c5f,15,,0,0,0,0,8,9,6,2026 공식 페이지의 역대 링크에서 발견한 일반 부문 결과만 수집; 공식 순위를 보존; 출판사 담당 별도 부문 제외; snapshot hash 범위는 2022 canonical extracted payload; 저자가 HTML에 없으면 추측하지 않고 빈 값으로 보존.
nippan-bookseller-recommendations-2024,bookseller,日本出版販売「全国書店員が選んだおすすめコミック」,全国書店員が選んだおすすめコミック2024,https://hon-hikidashi.jp/event/28229/,2024,2026-08-22,공식 일반 부문 추천 결과,adjudicating,https://hon-hikidashi.jp/event/28229/,351efccb6bc3a6285f8a0a821a7af85ad322bcbe4930d5b49926ce1b5c713773,15,,1,0,0,0,5,7,7,2026 공식 페이지의 역대 링크에서 발견한 일반 부문 결과만 수집; 공식 순위를 보존; 출판사 담당 별도 부문 제외; snapshot hash 범위는 2024 canonical extracted payload; 저자가 HTML에 없으면 추측하지 않고 빈 값으로 보존.
nippan-bookseller-recommendations-2025,bookseller,日本出版販売「全国書店員が選んだおすすめコミック」,全国書店員が選んだおすすめコミック2025,https://hon-hikidashi.jp/event/51345/,2025,2026-08-22,공식 일반 부문 추천 결과,adjudicating,https://hon-hikidashi.jp/event/51345/,9afaaf48cea1f42ae09d1c56d27d41d425e817c7b8595f42ad96be368fbec64a,15,,0,0,0,0,10,12,3,2026 공식 페이지의 역대 링크에서 발견한 일반 부문 결과만 수집; 공식 순위를 보존; 출판사 담당 별도 부문 제외; snapshot hash 범위는 2025 canonical extracted payload; 저자가 HTML에 없으면 추측하지 않고 빈 값으로 보존.
nippan-bookseller-recommendations-2026,bookseller,日本出版販売「全国書店員が選んだおすすめコミック」,全国書店員が選んだおすすめコミック2026,https://hon-hikidashi.jp/news/107527/,2026,2026-08-22,공식 일반 부문 추천 결과,adjudicating,https://hon-hikidashi.jp/event/95563/,ab9d4cc620e610ed5346f839b3b15fcbccbb5e12c7b6493963b352ca11690239,15,,0,0,0,0,6,12,3,2026 공식 페이지의 역대 링크에서 발견한 일반 부문 결과만 수집; 공식 순위를 보존; 출판사 담당 별도 부문 제외; snapshot hash 범위는 2026 canonical extracted payload; 저자가 HTML에 없으면 추측하지 않고 빈 값으로 보존.
shogakukan-manga-award-20,award,小学館「小学館漫画賞」,第20回 小学館漫画賞受賞作品,https://shogakukan-comic.jp/shogakukan-mangasho-archives,1974,2026-08-22,공식 수상 기록,adjudicating,https://shogakukan-comic.jp/shogakukan-mangasho-archives,bc0f54ca38042a2c801edfcc35c353e64fa084254771066a3c20b7443ce07588,1,,0,0,0,0,0,1,0,공식 역대 수상 HTML의 회차별 li를 문서 순서대로 보존; snapshot hash 범위는 제1~70회 전체 canonical extracted payload; 비작품 특별상과 該当者なし도 unresolved raw로 보존.
shogakukan-manga-award-21,award,小学館「小学館漫画賞」,第21回 小学館漫画賞受賞作品,https://shogakukan-comic.jp/shogakukan-mangasho-archives,1975,2026-08-22,공식 수상 기록,adjudicating,https://shogakukan-comic.jp/shogakukan-mangasho-archives,bc0f54ca38042a2c801edfcc35c353e64fa084254771066a3c20b7443ce07588,3,,0,0,0,0,0,3,0,공식 역대 수상 HTML의 회차별 li를 문서 순서대로 보존; snapshot hash 범위는 제1~70회 전체 canonical extracted payload; 비작품 특별상과 該当者なし도 unresolved raw로 보존.
shogakukan-manga-award-26,award,小学館「小学館漫画賞」,第26回 小学館漫画賞受賞作品,https://shogakukan-comic.jp/shogakukan-mangasho-archives,1980,2026-08-22,공식 수상 기록,adjudicating,https://shogakukan-comic.jp/shogakukan-mangasho-archives,bc0f54ca38042a2c801edfcc35c353e64fa084254771066a3c20b7443ce07588,4,,0,0,0,0,0,2,2,공식 역대 수상 HTML의 회차별 li를 문서 순서대로 보존; snapshot hash 범위는 제1~70회 전체 canonical extracted payload; 비작품 특별상과 該当者なし도 unresolved raw로 보존.
shogakukan-manga-award-29,award,小学館「小学館漫画賞」,第29回 小学館漫画賞受賞作品,https://shogakukan-comic.jp/shogakukan-mangasho-archives,1983,2026-08-22,공식 수상 기록,adjudicating,https://shogakukan-comic.jp/shogakukan-mangasho-archives,bc0f54ca38042a2c801edfcc35c353e64fa084254771066a3c20b7443ce07588,5,,0,0,0,0,0,4,1,공식 역대 수상 HTML의 회차별 li를 문서 순서대로 보존; snapshot hash 범위는 제1~70회 전체 canonical extracted payload; 비작품 특별상과 該当者なし도 unresolved raw로 보존.
shogakukan-manga-award-35,award,小学館「小学館漫画賞」,第35回 小学館漫画賞受賞作品,https://shogakukan-comic.jp/shogakukan-mangasho-archives,1989,2026-08-22,공식 수상 기록,adjudicating,https://shogakukan-comic.jp/shogakukan-mangasho-archives,bc0f54ca38042a2c801edfcc35c353e64fa084254771066a3c20b7443ce07588,4,,0,0,0,0,0,3,1,공식 역대 수상 HTML의 회차별 li를 문서 순서대로 보존; snapshot hash 범위는 제1~70회 전체 canonical extracted payload; 비작품 특별상과 該当者なし도 unresolved raw로 보존.
shogakukan-manga-award-41,award,小学館「小学館漫画賞」,第41回 小学館漫画賞受賞作品,https://shogakukan-comic.jp/shogakukan-mangasho-archives,1995,2026-08-22,공식 수상 기록,adjudicating,https://shogakukan-comic.jp/shogakukan-mangasho-archives,bc0f54ca38042a2c801edfcc35c353e64fa084254771066a3c20b7443ce07588,6,,0,0,0,0,0,3,3,공식 역대 수상 HTML의 회차별 li를 문서 순서대로 보존; snapshot hash 범위는 제1~70회 전체 canonical extracted payload; 비작품 특별상과 該当者なし도 unresolved raw로 보존.
shogakukan-manga-award-43,award,小学館「小学館漫画賞」,第43回 小学館漫画賞受賞作品,https://shogakukan-comic.jp/shogakukan-mangasho-archives,1997,2026-08-22,공식 수상 기록,adjudicating,https://shogakukan-comic.jp/shogakukan-mangasho-archives,bc0f54ca38042a2c801edfcc35c353e64fa084254771066a3c20b7443ce07588,4,,0,0,0,0,0,3,1,공식 역대 수상 HTML의 회차별 li를 문서 순서대로 보존; snapshot hash 범위는 제1~70회 전체 canonical extracted payload; 비작품 특별상과 該当者なし도 unresolved raw로 보존.
shogakukan-manga-award-45,award,小学館「小学館漫画賞」,第45回 小学館漫画賞受賞作品,https://shogakukan-comic.jp/shogakukan-mangasho-archives,1999,2026-08-22,공식 수상 기록,adjudicating,https://shogakukan-comic.jp/shogakukan-mangasho-archives,bc0f54ca38042a2c801edfcc35c353e64fa084254771066a3c20b7443ce07588,6,,0,0,0,0,0,3,3,공식 역대 수상 HTML의 회차별 li를 문서 순서대로 보존; snapshot hash 범위는 제1~70회 전체 canonical extracted payload; 비작품 특별상과 該当者なし도 unresolved raw로 보존.
shogakukan-manga-award-46,award,小学館「小学館漫画賞」,第46回 小学館漫画賞受賞作品,https://shogakukan-comic.jp/shogakukan-mangasho-archives,2000,2026-08-22,공식 수상 기록,adjudicating,https://shogakukan-comic.jp/shogakukan-mangasho-archives,bc0f54ca38042a2c801edfcc35c353e64fa084254771066a3c20b7443ce07588,5,,0,0,0,0,0,4,1,공식 역대 수상 HTML의 회차별 li를 문서 순서대로 보존; snapshot hash 범위는 제1~70회 전체 canonical extracted payload; 비작품 특별상과 該当者なし도 unresolved raw로 보존.
shogakukan-manga-award-48,award,小学館「小学館漫画賞」,第48回 小学館漫画賞受賞作品,https://shogakukan-comic.jp/shogakukan-mangasho-archives,2002,2026-08-22,공식 수상 기록,adjudicating,https://shogakukan-comic.jp/shogakukan-mangasho-archives,bc0f54ca38042a2c801edfcc35c353e64fa084254771066a3c20b7443ce07588,5,,0,0,0,0,0,4,1,공식 역대 수상 HTML의 회차별 li를 문서 순서대로 보존; snapshot hash 범위는 제1~70회 전체 canonical extracted payload; 비작품 특별상과 該当者なし도 unresolved raw로 보존.
shogakukan-manga-award-49,award,小学館「小学館漫画賞」,第49回 小学館漫画賞受賞作品,https://shogakukan-comic.jp/shogakukan-mangasho-archives,2003,2026-08-22,공식 수상 기록,adjudicating,https://shogakukan-comic.jp/shogakukan-mangasho-archives,bc0f54ca38042a2c801edfcc35c353e64fa084254771066a3c20b7443ce07588,5,,0,0,0,0,0,4,1,공식 역대 수상 HTML의 회차별 li를 문서 순서대로 보존; snapshot hash 범위는 제1~70회 전체 canonical extracted payload; 비작품 특별상과 該当者なし도 unresolved raw로 보존.
