mappingId,sourceItemId,candidateId,workId,mappingType,canonicalTitleJa,confidence,evidenceName,evidenceUrl,evidencePublishedAt,retrievedAt,notes
mapping-c15fb26fb8dfa7309240,konomanga-2020-ranking-30,candidate-0153a125c5a56225b06c,work-0153a125c5a56225b06c,included,違国日記,1,宝島社「このマンガがすごい！」編集部 official selection + Rakuten Books exact product match,https://sugoiweb.jp/column/4894/,2019-12-20,2026-08-22,sourceOfficialUrl=https://sugoiweb.jp/column/4894/; rakutenProductUrl=https://books.rakuten.co.jp/rb/15182203/; normalizedTitle=違国日記; matchedRakutenAuthor=ヤマシタ トモコ; isbn=9784396767174.
mapping-411780b7037d03b4082a,konomanga-2024-ranking-01,candidate-081e75d8bbc53ac64713,work-081e75d8bbc53ac64713,included,ダイヤモンドの功罪,1,宝島社「このマンガがすごい！」編集部 official selection + Rakuten Books exact product match,https://sugoiweb.jp/column/4756/,2023-12-11,2026-08-22,sourceOfficialUrl=https://sugoiweb.jp/column/4756/; rakutenProductUrl=https://books.rakuten.co.jp/rb/17493969/; normalizedTitle=だいやもんどの功罪; matchedRakutenAuthor=平井 大橋; isbn=9784088927671.
mapping-b5c95afbbd853fd05e0c,mangataisho-2024-005,candidate-081e75d8bbc53ac64713,work-081e75d8bbc53ac64713,duplicate,ダイヤモンドの功罪,1,マンガ大賞実行委員会 official selection + Rakuten Books exact product match,https://www.mangataisho.com/archives/2024.html,2024,2026-08-22,sourceOfficialUrl=https://www.mangataisho.com/archives/2024.html; rakutenProductUrl=https://books.rakuten.co.jp/rb/17493969/; normalizedTitle=だいやもんどの功罪; matchedRakutenAuthor=平井 大橋; isbn=9784088927671.
mapping-63193edc90c1b3627abe,nippan-bookseller-recommendations-2024-004,candidate-081e75d8bbc53ac64713,work-081e75d8bbc53ac64713,duplicate,ダイヤモンドの功罪,1,日本出版販売「全国書店員が選んだおすすめコミック」 official selection + Rakuten Books exact product match,https://hon-hikidashi.jp/event/28229/,2024,2026-08-22,sourceOfficialUrl=https://hon-hikidashi.jp/event/28229/; rakutenProductUrl=https://books.rakuten.co.jp/rb/17493969/; normalizedTitle=だいやもんどの功罪; matchedRakutenAuthor=平井 大橋; isbn=9784088927671.
mapping-fbb46989099150dba40d,tsugimanga-2023-comics-020,candidate-081e75d8bbc53ac64713,work-081e75d8bbc53ac64713,duplicate,ダイヤモンドの功罪,1,KADOKAWA「次にくるマンガ大賞」 official selection + Rakuten Books exact product match,https://tsugimanga.jp/winner/2023/comics,2023-08-31,2026-08-22,sourceOfficialUrl=https://tsugimanga.jp/winner/2023/comics; rakutenProductUrl=https://books.rakuten.co.jp/rb/17493969/; normalizedTitle=だいやもんどの功罪; matchedRakutenAuthor=平井 大橋; isbn=9784088927671.
mapping-f075d0f2e89a8606819a,mangataisho-2008-057,candidate-0bec5d8d9474a2197312,work-0bec5d8d9474a2197312,included,放浪息子,1,マンガ大賞実行委員会 official selection + Rakuten Books exact product match,https://www.mangataisho.com/archives/2008.html,2008,2026-08-22,sourceOfficialUrl=https://www.mangataisho.com/archives/2008.html; rakutenProductUrl=https://books.rakuten.co.jp/rb/1579024/; normalizedTitle=放浪息子; matchedRakutenAuthor=志村貴子; isbn=9784757715226.
mapping-fe783d38d5e1ca0476ad,mangataisho-2009-054,candidate-0bec5d8d9474a2197312,work-0bec5d8d9474a2197312,duplicate,放浪息子,1,マンガ大賞実行委員会 official selection + Rakuten Books exact product match,https://www.mangataisho.com/archives/2009.html,2009,2026-08-22,sourceOfficialUrl=https://www.mangataisho.com/archives/2009.html; rakutenProductUrl=https://books.rakuten.co.jp/rb/1579024/; normalizedTitle=放浪息子; matchedRakutenAuthor=志村貴子; isbn=9784757715226.
mapping-87fe03d5597ad6e5e1c6,nippan-bookseller-recommendations-2025-015,candidate-112589a161d1596ec97f,work-112589a161d1596ec97f,duplicate,写らナイんです,1,日本出版販売「全国書店員が選んだおすすめコミック」 official selection + Rakuten Books exact product match,https://hon-hikidashi.jp/event/51345/,2025,2026-08-22,sourceOfficialUrl=https://hon-hikidashi.jp/event/51345/; rakutenProductUrl=https://books.rakuten.co.jp/rb/17926225/; normalizedTitle=写らないんです; matchedRakutenAuthor=コノシマ ルカ; isbn=9784098535439.
mapping-1ba9a09bfbd0f4a841b0,tsugimanga-2025-comics-004,candidate-112589a161d1596ec97f,work-112589a161d1596ec97f,included,写らナイんです,1,KADOKAWA「次にくるマンガ大賞」 official selection + Rakuten Books exact product match,https://tsugimanga.jp/winner/2025/comics,2025-09-18,2026-08-22,sourceOfficialUrl=https://tsugimanga.jp/winner/2025/comics; rakutenProductUrl=https://books.rakuten.co.jp/rb/17926225/; normalizedTitle=写らないんです; matchedRakutenAuthor=コノシマ ルカ; isbn=9784098535439.
mapping-526a451df3cfede0f323,nippan-bookseller-recommendations-2017-011,candidate-11296a590b885cb73b66,work-11296a590b885cb73b66,included,透明なゆりかご,1,日本出版販売「全国書店員が選んだおすすめコミック」 official selection + Rakuten Books exact product match,https://www.honyaclub.com/shop/pages/osusumecomic2017.aspx?affiliate=osusumec17,2017,2026-08-22,sourceOfficialUrl=https://www.honyaclub.com/shop/pages/osusumecomic2017.aspx?affiliate=osusumec17; rakutenProductUrl=https://books.rakuten.co.jp/rb/13204718/; normalizedTitle=透明なゆりかご; matchedRakutenAuthor=沖田 ×華; isbn=9784063409574.
mapping-5731dd2a98a4f0712af0,shogakukan-manga-award-35-004,candidate-14e489bf1afd1587c44a,work-14e489bf1afd1587c44a,included,YAWARA！,1,小学館「小学館漫画賞」 official selection + Rakuten Books exact product match,https://shogakukan-comic.jp/shogakukan-mangasho-archives,1989,2026-08-22,sourceOfficialUrl=https://shogakukan-comic.jp/shogakukan-mangasho-archives; rakutenProductUrl=https://books.rakuten.co.jp/rb/366092/; normalizedTitle=yawara!; matchedRakutenAuthor=浦沢直樹; isbn=9784091813411.
mapping-1d8fcafa64a57be914a4,konomanga-2026-ranking-01,candidate-192cbecc59e9c028142b,work-192cbecc59e9c028142b,included,本なら売るほど,1,宝島社「このマンガがすごい！」編集部 official selection + Rakuten Books exact product match,https://sugoiweb.jp/column/3590/,2025-12-10,2026-08-22,sourceOfficialUrl=https://sugoiweb.jp/column/3590/; rakutenProductUrl=https://books.rakuten.co.jp/rb/18076203/; normalizedTitle=本なら売るほど; matchedRakutenAuthor=児島　青; isbn=9784047381070.
mapping-ae3a4aa43d2765a4d9b5,mangataisho-2026-001,candidate-192cbecc59e9c028142b,work-192cbecc59e9c028142b,duplicate,本なら売るほど,1,マンガ大賞実行委員会 official selection + Rakuten Books exact product match,https://www.mangataisho.com/,2026,2026-08-22,sourceOfficialUrl=https://www.mangataisho.com/; rakutenProductUrl=https://books.rakuten.co.jp/rb/18076203/; normalizedTitle=本なら売るほど; matchedRakutenAuthor=児島　青; isbn=9784047381070.
mapping-368d17922d6afd3b993b,nippan-bookseller-recommendations-2026-002,candidate-192cbecc59e9c028142b,work-192cbecc59e9c028142b,duplicate,本なら売るほど,1,日本出版販売「全国書店員が選んだおすすめコミック」 official selection + Rakuten Books exact product match,https://hon-hikidashi.jp/news/107527/,2026,2026-08-22,sourceOfficialUrl=https://hon-hikidashi.jp/news/107527/; rakutenProductUrl=https://books.rakuten.co.jp/rb/18076203/; normalizedTitle=本なら売るほど; matchedRakutenAuthor=児島　青; isbn=9784047381070.
mapping-db1bb74c4b2ed6bbd196,tsugimanga-2025-comics-032,candidate-192cbecc59e9c028142b,work-192cbecc59e9c028142b,duplicate,本なら売るほど,1,KADOKAWA「次にくるマンガ大賞」 official selection + Rakuten Books exact product match,https://tsugimanga.jp/winner/2025/comics,2025-09-18,2026-08-22,sourceOfficialUrl=https://tsugimanga.jp/winner/2025/comics; rakutenProductUrl=https://books.rakuten.co.jp/rb/18076203/; normalizedTitle=本なら売るほど; matchedRakutenAuthor=児島　青; isbn=9784047381070.
mapping-b50005de144a3790d81f,shogakukan-manga-award-45-002,candidate-1cf7a0bb5f55e0d69b27,work-1cf7a0bb5f55e0d69b27,included,モンキーターン,1,小学館「小学館漫画賞」 official selection + Rakuten Books exact product match,https://shogakukan-comic.jp/shogakukan-mangasho-archives,1999,2026-08-22,sourceOfficialUrl=https://shogakukan-comic.jp/shogakukan-mangasho-archives; rakutenProductUrl=https://books.rakuten.co.jp/rb/862327/; normalizedTitle=もんきーたーん; matchedRakutenAuthor=河合克敏; isbn=9784091251619.
mapping-ed4a42995df0be57e7af,mangataisho-2008-111,candidate-1fc61ddbeb429b4a2c15,work-1fc61ddbeb429b4a2c15,included,エマ,1,マンガ大賞実行委員会 official selection + Rakuten Books exact product match,https://www.mangataisho.com/archives/2008.html,2008,2026-08-22,sourceOfficialUrl=https://www.mangataisho.com/archives/2008.html; rakutenProductUrl=https://books.rakuten.co.jp/rb/12869076/; normalizedTitle=えま; matchedRakutenAuthor=森　薫; isbn=9784047298804.
mapping-17f9844545193ecab4f3,mangataisho-2009-099,candidate-205e576ef057e3aed1ab,work-205e576ef057e3aed1ab,included,坂道のアポロン,1,マンガ大賞実行委員会 official selection + Rakuten Books exact product match,https://www.mangataisho.com/archives/2009.html,2009,2026-08-22,sourceOfficialUrl=https://www.mangataisho.com/archives/2009.html; rakutenProductUrl=https://books.rakuten.co.jp/rb/5547038/; normalizedTitle=坂道のあぽろん; matchedRakutenAuthor=小玉 ユキ; isbn=9784091316707.
mapping-9ab013420684602b82d5,mangataisho-2010-101,candidate-205e576ef057e3aed1ab,work-205e576ef057e3aed1ab,duplicate,坂道のアポロン,1,マンガ大賞実行委員会 official selection + Rakuten Books exact product match,https://www.mangataisho.com/archives/2010.html,2010,2026-08-22,sourceOfficialUrl=https://www.mangataisho.com/archives/2010.html; rakutenProductUrl=https://books.rakuten.co.jp/rb/5547038/; normalizedTitle=坂道のあぽろん; matchedRakutenAuthor=小玉 ユキ; isbn=9784091316707.
mapping-21e5638721e083ea4ca2,shogakukan-manga-award-57-004,candidate-205e576ef057e3aed1ab,work-205e576ef057e3aed1ab,duplicate,坂道のアポロン,1,小学館「小学館漫画賞」 official selection + Rakuten Books exact product match,https://shogakukan-comic.jp/shogakukan-mangasho-archives,2011,2026-08-22,sourceOfficialUrl=https://shogakukan-comic.jp/shogakukan-mangasho-archives; rakutenProductUrl=https://books.rakuten.co.jp/rb/5547038/; normalizedTitle=坂道のあぽろん; matchedRakutenAuthor=小玉 ユキ; isbn=9784091316707.
mapping-7b70ebfe73f18231b882,konomanga-2020-ranking-07,candidate-222504590507d3ab8093,work-222504590507d3ab8093,included,王様ランキング,1,宝島社「このマンガがすごい！」編集部 official selection + Rakuten Books exact product match,https://sugoiweb.jp/column/4894/,2019-12-20,2026-08-22,sourceOfficialUrl=https://sugoiweb.jp/column/4894/; rakutenProductUrl=https://books.rakuten.co.jp/rb/15721579/; normalizedTitle=王様らんきんぐ; matchedRakutenAuthor=十日　草輔; isbn=9784047355170.
mapping-b649d1175dc24a634cf8,mangataisho-2025-003,candidate-268e1fa3599955359969,work-268e1fa3599955359969,included,ふつうの軽音部,1,マンガ大賞実行委員会 official selection + Rakuten Books exact product match,https://www.mangataisho.com/archives/index.html,2025,2026-08-22,sourceOfficialUrl=https://www.mangataisho.com/archives/index.html; rakutenProductUrl=https://books.rakuten.co.jp/rb/17793418/; normalizedTitle=ふつうの軽音部; matchedRakutenAuthor=出内 テツオ/クワハリ; isbn=9784088840192.
mapping-98989b33564041234228,shogakukan-manga-award-43-004,candidate-2f39795212f5ad8db155,work-2f39795212f5ad8db155,included,あずみ,1,小学館「小学館漫画賞」 official selection + Rakuten Books exact product match,https://shogakukan-comic.jp/shogakukan-mangasho-archives,1997,2026-08-22,sourceOfficialUrl=https://shogakukan-comic.jp/shogakukan-mangasho-archives; rakutenProductUrl=https://books.rakuten.co.jp/rb/705871/; normalizedTitle=あずみ; matchedRakutenAuthor=小山 ゆう; isbn=9784091835413.
mapping-201bbc466dae6c1b4a7e,shogakukan-manga-award-41-004,candidate-303d0a9d67a606a817af,work-303d0a9d67a606a817af,included,ギャラリーフェイク,1,小学館「小学館漫画賞」 official selection + Rakuten Books exact product match,https://shogakukan-comic.jp/shogakukan-mangasho-archives,1995,2026-08-22,sourceOfficialUrl=https://shogakukan-comic.jp/shogakukan-mangasho-archives; rakutenProductUrl=https://books.rakuten.co.jp/rb/549696/; normalizedTitle=ぎゃらりーふぇいく; matchedRakutenAuthor=細野 不二彦; isbn=9784091830210.
mapping-db5dc09a684277455798,mangataisho-2019-006,candidate-34bba03e2a127ef29cd7,work-34bba03e2a127ef29cd7,included,北北西に曇と往け,1,マンガ大賞実行委員会 official selection + Rakuten Books exact product match,https://www.mangataisho.com/archives/2019.html,2019,2026-08-22,sourceOfficialUrl=https://www.mangataisho.com/archives/2019.html; rakutenProductUrl=https://books.rakuten.co.jp/rb/15120519/; normalizedTitle=北北西に曇と往け; matchedRakutenAuthor=入江　亜季; isbn=9784047348318.
mapping-cff8c58fe6678775454c,nippan-bookseller-recommendations-2018-012,candidate-34bba03e2a127ef29cd7,work-34bba03e2a127ef29cd7,duplicate,北北西に曇と往け,1,日本出版販売「全国書店員が選んだおすすめコミック」 official selection + Rakuten Books exact product match,https://www.honyaclub.com/shop/pages/osusumecomic2018.aspx?affiliate=osusumec18,2018,2026-08-22,sourceOfficialUrl=https://www.honyaclub.com/shop/pages/osusumecomic2018.aspx?affiliate=osusumec18; rakutenProductUrl=https://books.rakuten.co.jp/rb/15120519/; normalizedTitle=北北西に曇と往け; matchedRakutenAuthor=入江　亜季; isbn=9784047348318.
mapping-7dde7dc65baf0bfd7765,konomanga-2022-ranking-11,candidate-3588928ab8f6a2520923,work-3588928ab8f6a2520923,included,海が走るエンドロール,1,宝島社「このマンガがすごい！」編集部 official selection + Rakuten Books exact product match,https://sugoiweb.jp/column/4815/,2021-12-07,2026-08-22,sourceOfficialUrl=https://sugoiweb.jp/column/4815/; rakutenProductUrl=https://books.rakuten.co.jp/rb/16762995/; normalizedTitle=海が走るえんどろーる; matchedRakutenAuthor=たらちねジョン; isbn=9784253265218.
mapping-a4338750c62a866ab0cc,konomanga-2023-ranking-16,candidate-3588928ab8f6a2520923,work-3588928ab8f6a2520923,duplicate,海が走るエンドロール,1,宝島社「このマンガがすごい！」編集部 official selection + Rakuten Books exact product match,https://sugoiweb.jp/column/4772/,2022-12-12,2026-08-22,sourceOfficialUrl=https://sugoiweb.jp/column/4772/; rakutenProductUrl=https://books.rakuten.co.jp/rb/16762995/; normalizedTitle=海が走るえんどろーる; matchedRakutenAuthor=たらちねジョン; isbn=9784253265218.
mapping-04df2ddb689e7c9acc8f,mangataisho-2022-009,candidate-3588928ab8f6a2520923,work-3588928ab8f6a2520923,duplicate,海が走るエンドロール,1,マンガ大賞実行委員会 official selection + Rakuten Books exact product match,https://www.mangataisho.com/archives/2022.html,2022,2026-08-22,sourceOfficialUrl=https://www.mangataisho.com/archives/2022.html; rakutenProductUrl=https://books.rakuten.co.jp/rb/16762995/; normalizedTitle=海が走るえんどろーる; matchedRakutenAuthor=たらちねジョン; isbn=9784253265218.
mapping-08fc54650d265465f96a,mangataisho-2025-002,candidate-37ecced0b2392d7af9b2,work-37ecced0b2392d7af9b2,duplicate,路傍のフジイ,1,マンガ大賞実行委員会 official selection + Rakuten Books exact product match,https://www.mangataisho.com/archives/index.html,2025,2026-08-22,sourceOfficialUrl=https://www.mangataisho.com/archives/index.html; rakutenProductUrl=https://books.rakuten.co.jp/rb/17625877/; normalizedTitle=路傍のふじい; matchedRakutenAuthor=鍋 倉夫; isbn=9784098625420.
mapping-7c8ca1711bcad54413fb,mangataisho-2026-007,candidate-37ecced0b2392d7af9b2,work-37ecced0b2392d7af9b2,duplicate,路傍のフジイ,1,マンガ大賞実行委員会 official selection + Rakuten Books exact product match,https://www.mangataisho.com/,2026,2026-08-22,sourceOfficialUrl=https://www.mangataisho.com/; rakutenProductUrl=https://books.rakuten.co.jp/rb/17625877/; normalizedTitle=路傍のふじい; matchedRakutenAuthor=鍋 倉夫; isbn=9784098625420.
mapping-816ccb40b00b42319ada,nippan-bookseller-recommendations-2025-009,candidate-37ecced0b2392d7af9b2,work-37ecced0b2392d7af9b2,duplicate,路傍のフジイ,1,日本出版販売「全国書店員が選んだおすすめコミック」 official selection + Rakuten Books exact product match,https://hon-hikidashi.jp/event/51345/,2025,2026-08-22,sourceOfficialUrl=https://hon-hikidashi.jp/event/51345/; rakutenProductUrl=https://books.rakuten.co.jp/rb/17625877/; normalizedTitle=路傍のふじい; matchedRakutenAuthor=鍋 倉夫; isbn=9784098625420.
mapping-2425a706b7111c4a45fc,tsugimanga-2024-comics-040,candidate-37ecced0b2392d7af9b2,work-37ecced0b2392d7af9b2,included,路傍のフジイ,1,KADOKAWA「次にくるマンガ大賞」 official selection + Rakuten Books exact product match,https://tsugimanga.jp/winner/2024/comics,2024-08-28,2026-08-22,sourceOfficialUrl=https://tsugimanga.jp/winner/2024/comics; rakutenProductUrl=https://books.rakuten.co.jp/rb/17625877/; normalizedTitle=路傍のふじい; matchedRakutenAuthor=鍋 倉夫; isbn=9784098625420.
mapping-0ebf38904c41d570c2ba,mangataisho-2011-009,candidate-3823ff0766f67c015c53,work-3823ff0766f67c015c53,included,ましろのおと,1,マンガ大賞実行委員会 official selection + Rakuten Books exact product match,https://www.mangataisho.com/archives/2011.html,2011,2026-08-22,sourceOfficialUrl=https://www.mangataisho.com/archives/2011.html; rakutenProductUrl=https://books.rakuten.co.jp/rb/6737067/; normalizedTitle=ましろのおと; matchedRakutenAuthor=羅川 真里茂; isbn=9784063712612.
mapping-d5c83b4a19f9b0de0b5d,mangataisho-2012-040,candidate-3823ff0766f67c015c53,work-3823ff0766f67c015c53,duplicate,ましろのおと,1,マンガ大賞実行委員会 official selection + Rakuten Books exact product match,https://www.mangataisho.com/archives/2012.html,2012,2026-08-22,sourceOfficialUrl=https://www.mangataisho.com/archives/2012.html; rakutenProductUrl=https://books.rakuten.co.jp/rb/6737067/; normalizedTitle=ましろのおと; matchedRakutenAuthor=羅川 真里茂; isbn=9784063712612.
mapping-e3f502dc3dd584aa8064,mangataisho-2013-014,candidate-3823ff0766f67c015c53,work-3823ff0766f67c015c53,duplicate,ましろのおと,1,マンガ大賞実行委員会 official selection + Rakuten Books exact product match,https://www.mangataisho.com/archives/2013.html,2013,2026-08-22,sourceOfficialUrl=https://www.mangataisho.com/archives/2013.html; rakutenProductUrl=https://books.rakuten.co.jp/rb/6737067/; normalizedTitle=ましろのおと; matchedRakutenAuthor=羅川 真里茂; isbn=9784063712612.
mapping-f4d64d75a0f1bfa00424,nippan-bookseller-recommendations-2011-009,candidate-3823ff0766f67c015c53,work-3823ff0766f67c015c53,duplicate,ましろのおと,1,日本出版販売「全国書店員が選んだおすすめコミック」 official selection + Rakuten Books exact product match,https://hon-hikidashi.jp/event/105000/,2011,2026-08-22,sourceOfficialUrl=https://hon-hikidashi.jp/event/105000/; rakutenProductUrl=https://books.rakuten.co.jp/rb/6737067/; normalizedTitle=ましろのおと; matchedRakutenAuthor=羅川 真里茂; isbn=9784063712612.
mapping-ab9a86d5f3e483217347,nippan-bookseller-recommendations-2012-006,candidate-3823ff0766f67c015c53,work-3823ff0766f67c015c53,duplicate,ましろのおと,1,日本出版販売「全国書店員が選んだおすすめコミック」 official selection + Rakuten Books exact product match,https://hon-hikidashi.jp/event/105008/,2012,2026-08-22,sourceOfficialUrl=https://hon-hikidashi.jp/event/105008/; rakutenProductUrl=https://books.rakuten.co.jp/rb/6737067/; normalizedTitle=ましろのおと; matchedRakutenAuthor=羅川 真里茂; isbn=9784063712612.
mapping-1798f279ed292b869524,shogakukan-manga-award-46-002,candidate-39555fe7402dada0d79f,work-39555fe7402dada0d79f,included,名探偵コナン,1,小学館「小学館漫画賞」 official selection + Rakuten Books exact product match,https://shogakukan-comic.jp/shogakukan-mangasho-archives,2000,2026-08-22,sourceOfficialUrl=https://shogakukan-comic.jp/shogakukan-mangasho-archives; rakutenProductUrl=https://books.rakuten.co.jp/rb/664215/; normalizedTitle=名探偵こなん; matchedRakutenAuthor=青山 剛昌; isbn=9784091233714.
mapping-0808bf85bad80207699b,shogakukan-manga-award-45-004,candidate-440f93a4e60ef906685b,work-440f93a4e60ef906685b,included,バラ色の明日,1,小学館「小学館漫画賞」 official selection + Rakuten Books exact product match,https://shogakukan-comic.jp/shogakukan-mangasho-archives,1999,2026-08-22,sourceOfficialUrl=https://shogakukan-comic.jp/shogakukan-mangasho-archives; rakutenProductUrl=https://books.rakuten.co.jp/rb/917801/; normalizedTitle=ばら色の明日; matchedRakutenAuthor=いくえみ綾; isbn=9784088487090.
mapping-2148d50d7703e853f4cb,konomanga-2022-ranking-13,candidate-464322afcd10013437b9,work-464322afcd10013437b9,included,大奥,1,宝島社「このマンガがすごい！」編集部 official selection + Rakuten Books exact product match,https://sugoiweb.jp/column/4815/,2021-12-07,2026-08-22,sourceOfficialUrl=https://sugoiweb.jp/column/4815/; rakutenProductUrl=https://books.rakuten.co.jp/rb/3617377/; normalizedTitle=大奥; matchedRakutenAuthor=よしながふみ; isbn=9784592143017.
mapping-1b6221d98c779756615d,mangataisho-2008-006,candidate-464322afcd10013437b9,work-464322afcd10013437b9,duplicate,大奥,1,マンガ大賞実行委員会 official selection + Rakuten Books exact product match,https://www.mangataisho.com/archives/2008.html,2008,2026-08-22,sourceOfficialUrl=https://www.mangataisho.com/archives/2008.html; rakutenProductUrl=https://books.rakuten.co.jp/rb/3617377/; normalizedTitle=大奥; matchedRakutenAuthor=よしながふみ; isbn=9784592143017.
mapping-77302d0f631b9673d262,mangataisho-2009-012,candidate-464322afcd10013437b9,work-464322afcd10013437b9,duplicate,大奥,1,マンガ大賞実行委員会 official selection + Rakuten Books exact product match,https://www.mangataisho.com/archives/2009.html,2009,2026-08-22,sourceOfficialUrl=https://www.mangataisho.com/archives/2009.html; rakutenProductUrl=https://books.rakuten.co.jp/rb/3617377/; normalizedTitle=大奥; matchedRakutenAuthor=よしながふみ; isbn=9784592143017.
