sourceItemId,sourceId,status,candidateId,workId,decisionRef
konomanga-2022-ranking-17,konomanga-2022-ranking,included,candidate-9d04c47e7efbbbd8aca6,work-9d04c47e7efbbbd8aca6,mapping-04f89a55218adea8b8df
shogakukan-manga-award-21-001,shogakukan-manga-award-21,included,candidate-9d5d64262dbc2893acd4,work-9d5d64262dbc2893acd4,mapping-cf8e23384afa8a530316
shogakukan-manga-award-26-001,shogakukan-manga-award-26,included,candidate-a089c0eef91d1213da38,work-a089c0eef91d1213da38,mapping-6133bfa09897f0af4443
mangataisho-2009-101,mangataisho-2009,included,candidate-a7a1e0666169f1b2e8c0,work-a7a1e0666169f1b2e8c0,mapping-6f2b19e713af632d42b6
mangataisho-2010-064,mangataisho-2010,duplicate,candidate-a7a1e0666169f1b2e8c0,work-a7a1e0666169f1b2e8c0,mapping-183f51a154f957e4179d
mangataisho-2011-058,mangataisho-2011,duplicate,candidate-a7a1e0666169f1b2e8c0,work-a7a1e0666169f1b2e8c0,mapping-21aae1b69c585edac158
mangataisho-2013-001,mangataisho-2013,duplicate,candidate-a7a1e0666169f1b2e8c0,work-a7a1e0666169f1b2e8c0,mapping-6bb87ce279da74d331e8
shogakukan-manga-award-61-004,shogakukan-manga-award-61,duplicate,candidate-a7a1e0666169f1b2e8c0,work-a7a1e0666169f1b2e8c0,mapping-a6b3ec4688e7310d3b53
shogakukan-manga-award-35-003,shogakukan-manga-award-35,included,candidate-ad2b80b81b7bc9b602a3,work-ad2b80b81b7bc9b602a3,mapping-50636fccc84e607d9055
konomanga-2023-ranking-11,konomanga-2023-ranking,included,candidate-b2c37bdb52e2a78dfd41,work-b2c37bdb52e2a78dfd41,mapping-abcdf39c980e1a5c96b4
mangataisho-2023-005,mangataisho-2023,duplicate,candidate-b2c37bdb52e2a78dfd41,work-b2c37bdb52e2a78dfd41,mapping-1518c4e906ba13050393
mangataisho-2024-006,mangataisho-2024,duplicate,candidate-b2c37bdb52e2a78dfd41,work-b2c37bdb52e2a78dfd41,mapping-a88fb06038c35592b2af
shogakukan-manga-award-49-005,shogakukan-manga-award-49,included,candidate-b4b21d2ebe5b8efc84ea,work-b4b21d2ebe5b8efc84ea,mapping-3f9deeb16e5c5da02504
shogakukan-manga-award-48-004,shogakukan-manga-award-48,included,candidate-c4abbc1b44fa5706bce3,work-c4abbc1b44fa5706bce3,mapping-36cb494523b4d52c473a
konomanga-2022-ranking-04,konomanga-2022-ranking,included,candidate-cdf549d4b1888153e146,work-cdf549d4b1888153e146,mapping-faf086260d5cee4ecb9d
mangataisho-2022-007,mangataisho-2022,duplicate,candidate-cdf549d4b1888153e146,work-cdf549d4b1888153e146,mapping-aa230f2ba86ddaf0b4c7
nippan-bookseller-recommendations-2022-001,nippan-bookseller-recommendations-2022,duplicate,candidate-cdf549d4b1888153e146,work-cdf549d4b1888153e146,mapping-0063bb4f8c74ccf12e1b
shogakukan-manga-award-71-003,shogakukan-manga-award-71,duplicate,candidate-cdf549d4b1888153e146,work-cdf549d4b1888153e146,mapping-9fa8e89cd40c59e07e9f
konomanga-2021-ranking-11,konomanga-2021-ranking,included,candidate-d489f5a2229689aa5115,work-d489f5a2229689aa5115,mapping-27718ff00ad1dd193f00
konomanga-2022-ranking-15,konomanga-2022-ranking,duplicate,candidate-d489f5a2229689aa5115,work-d489f5a2229689aa5115,mapping-eb85375fa95fdccb5b3d
mangataisho-2021-007,mangataisho-2021,duplicate,candidate-d489f5a2229689aa5115,work-d489f5a2229689aa5115,mapping-10b1b27c2269cafb7ffd
mangataisho-2022-004,mangataisho-2022,duplicate,candidate-d489f5a2229689aa5115,work-d489f5a2229689aa5115,mapping-40534b6600d03efdc1bc
mangataisho-2023-003,mangataisho-2023,duplicate,candidate-d489f5a2229689aa5115,work-d489f5a2229689aa5115,mapping-de8a53400c45b3aaa1d1
mangataisho-2025-007,mangataisho-2025,duplicate,candidate-d489f5a2229689aa5115,work-d489f5a2229689aa5115,mapping-a03df695bbd83bd8430f
nippan-bookseller-recommendations-2021-012,nippan-bookseller-recommendations-2021,duplicate,candidate-d489f5a2229689aa5115,work-d489f5a2229689aa5115,mapping-9a82b8ee6789ad527c8a
nippan-bookseller-recommendations-2022-009,nippan-bookseller-recommendations-2022,duplicate,candidate-d489f5a2229689aa5115,work-d489f5a2229689aa5115,mapping-be59bb68085123e4aee1
tsugimanga-2021-comics-009,tsugimanga-2021-comics,duplicate,candidate-d489f5a2229689aa5115,work-d489f5a2229689aa5115,mapping-ae326754a148478c9b90
mangataisho-2008-029,mangataisho-2008,included,candidate-d7e64b0b5479ca943edd,work-d7e64b0b5479ca943edd,mapping-fe87a66504ff1ad63477
mangataisho-2009-004,mangataisho-2009,duplicate,candidate-d7e64b0b5479ca943edd,work-d7e64b0b5479ca943edd,mapping-585f56e3984fb24ccda4
mangataisho-2010-093,mangataisho-2010,duplicate,candidate-d7e64b0b5479ca943edd,work-d7e64b0b5479ca943edd,mapping-40bcb11d2328dfe94d2f
mangataisho-2011-036,mangataisho-2011,duplicate,candidate-d7e64b0b5479ca943edd,work-d7e64b0b5479ca943edd,mapping-9024e3d2242755975d85
shogakukan-manga-award-55-004,shogakukan-manga-award-55,duplicate,candidate-d7e64b0b5479ca943edd,work-d7e64b0b5479ca943edd,mapping-ab342c699053d20c03ad
konomanga-2023-ranking-06,konomanga-2023-ranking,included,candidate-e049c9aaf92ba31da8b0,work-e049c9aaf92ba31da8b0,mapping-91aadeb865b9b90b5bbe
mangataisho-2023-001,mangataisho-2023,duplicate,candidate-e049c9aaf92ba31da8b0,work-e049c9aaf92ba31da8b0,mapping-b68592616a9cffb6dc36
shogakukan-manga-award-70-001,shogakukan-manga-award-70,duplicate,candidate-e049c9aaf92ba31da8b0,work-e049c9aaf92ba31da8b0,mapping-5dc8870ac340bc240556
tsugimanga-2022-comics-014,tsugimanga-2022-comics,duplicate,candidate-e049c9aaf92ba31da8b0,work-e049c9aaf92ba31da8b0,mapping-f2dd831715962dc97d1a
mangataisho-2008-064,mangataisho-2008,included,candidate-ebe399258f28460b8f9b,work-ebe399258f28460b8f9b,mapping-cf7e929c00abdf52f015
mangataisho-2009-038,mangataisho-2009,duplicate,candidate-ebe399258f28460b8f9b,work-ebe399258f28460b8f9b,mapping-61fb83e0b211a6934143
mangataisho-2010-051,mangataisho-2010,duplicate,candidate-ebe399258f28460b8f9b,work-ebe399258f28460b8f9b,mapping-bdf184c8036b315926e3
mangataisho-2014-159,mangataisho-2014,included,candidate-ef7106f6a387c9860877,work-ef7106f6a387c9860877,mapping-fbb0d459467e177c009e
mangataisho-2015-209,mangataisho-2015,duplicate,candidate-ef7106f6a387c9860877,work-ef7106f6a387c9860877,mapping-0d7bc78f2b349c9e256a
mangataisho-2010-004,mangataisho-2010,included,candidate-f391e591282e435a3c1d,work-f391e591282e435a3c1d,mapping-3b93799e14a925a53ea2
mangataisho-2011-003,mangataisho-2011,duplicate,candidate-f391e591282e435a3c1d,work-f391e591282e435a3c1d,mapping-73074aa4fe85b8bd4635
mangataisho-2012-008,mangataisho-2012,duplicate,candidate-f391e591282e435a3c1d,work-f391e591282e435a3c1d,mapping-d374b0d85f919f50c2fb
nippan-bookseller-recommendations-2011-004,nippan-bookseller-recommendations-2011,duplicate,candidate-f391e591282e435a3c1d,work-f391e591282e435a3c1d,mapping-d9ffb2bf604bca46f77c
shogakukan-manga-award-58-004,shogakukan-manga-award-58,duplicate,candidate-f391e591282e435a3c1d,work-f391e591282e435a3c1d,mapping-594a37445626cb67da05
shogakukan-manga-award-21-002,shogakukan-manga-award-21,included,candidate-f50fa290eb4116a7078e,work-f50fa290eb4116a7078e,mapping-a4e26c437285da621a78
mangataisho-2010-150,mangataisho-2010,included,candidate-f5f0ee0b0ff16bc146e0,work-f5f0ee0b0ff16bc146e0,mapping-6765154d7b400ee3e51e
mangataisho-2011-104,mangataisho-2011,duplicate,candidate-f5f0ee0b0ff16bc146e0,work-f5f0ee0b0ff16bc146e0,mapping-3ebc28d39c45aee88a0c
mangataisho-2014-116,mangataisho-2014,duplicate,candidate-f5f0ee0b0ff16bc146e0,work-f5f0ee0b0ff16bc146e0,mapping-81803dd3d2efb5152746
nippan-bookseller-recommendations-2010-015,nippan-bookseller-recommendations-2010,duplicate,candidate-f5f0ee0b0ff16bc146e0,work-f5f0ee0b0ff16bc146e0,mapping-9dee10f9036afd2d04b0
nippan-bookseller-recommendations-2011-007,nippan-bookseller-recommendations-2011,duplicate,candidate-f5f0ee0b0ff16bc146e0,work-f5f0ee0b0ff16bc146e0,mapping-81588252f2a563ee93d2
nippan-bookseller-recommendations-2012-015,nippan-bookseller-recommendations-2012,duplicate,candidate-f5f0ee0b0ff16bc146e0,work-f5f0ee0b0ff16bc146e0,mapping-79fd0b2556e136e4fd6a
