rakutenMatchId,candidateId,matchStatus,isbn,matchedTitle,editionKind,isRepresentative,sourceUrl,checkedAt,notes
rakuten-match-192cbecc59e9c028142b,candidate-192cbecc59e9c028142b,matched,9784047381070,本なら売るほど 1,standard,true,https://books.rakuten.co.jp/rb/18076203/,2026-08-22,"Exact normalized title, creator overlap, valid ISBN, standard edition, and Rakuten manga genre 001001012."
rakuten-match-1cf7a0bb5f55e0d69b27,candidate-1cf7a0bb5f55e0d69b27,matched,9784091251619,モンキーターン（1）,standard,true,https://books.rakuten.co.jp/rb/862327/,2026-08-22,"Exact normalized title, creator overlap, valid ISBN, standard edition, and Rakuten manga genre 001001001009."
rakuten-match-1fc61ddbeb429b4a2c15,candidate-1fc61ddbeb429b4a2c15,matched,9784047298804,エマ　1,standard,true,https://books.rakuten.co.jp/rb/12869076/,2026-08-22,"Exact normalized title, creator overlap, valid ISBN, standard edition, and Rakuten manga genre 001001012."
rakuten-match-205e576ef057e3aed1ab,candidate-205e576ef057e3aed1ab,matched,9784091316707,坂道のアポロン（1）,standard,true,https://books.rakuten.co.jp/rb/5547038/,2026-08-22,"Exact normalized title, creator overlap, valid ISBN, standard edition, and Rakuten manga genre 001001004006/001001002008."
rakuten-match-222504590507d3ab8093,candidate-222504590507d3ab8093,matched,9784047355170,王様ランキング　1,standard,true,https://books.rakuten.co.jp/rb/15721579/,2026-08-22,"Exact normalized title, creator overlap, valid ISBN, standard edition, and Rakuten manga genre 001001003023."
rakuten-match-268e1fa3599955359969,candidate-268e1fa3599955359969,matched,9784088840192,ふつうの軽音部 1,standard,true,https://books.rakuten.co.jp/rb/17793418/,2026-08-22,"Exact normalized title, creator overlap, valid ISBN, standard edition, and Rakuten manga genre 001001001008."
rakuten-match-2f39795212f5ad8db155,candidate-2f39795212f5ad8db155,matched,9784091835413,あずみ（1）,standard,true,https://books.rakuten.co.jp/rb/705871/,2026-08-22,"Exact normalized title, creator overlap, valid ISBN, standard edition, and Rakuten manga genre 001001003009."
rakuten-match-303d0a9d67a606a817af,candidate-303d0a9d67a606a817af,matched,9784091830210,ギャラリーフェイク 1,standard,true,https://books.rakuten.co.jp/rb/549696/,2026-08-22,"Exact normalized title, creator overlap, valid ISBN, standard edition, and Rakuten manga genre 001001003009."
rakuten-match-34bba03e2a127ef29cd7,candidate-34bba03e2a127ef29cd7,matched,9784047348318,北北西に曇と往け　1,standard,true,https://books.rakuten.co.jp/rb/15120519/,2026-08-22,"Exact normalized title, creator overlap, valid ISBN, standard edition, and Rakuten manga genre 001001012."
rakuten-match-3588928ab8f6a2520923,candidate-3588928ab8f6a2520923,matched,9784253265218,海が走るエンドロール 1,standard,true,https://books.rakuten.co.jp/rb/16762995/,2026-08-22,"Exact normalized title, creator overlap, valid ISBN, standard edition, and Rakuten manga genre 001001012."
rakuten-match-37ecced0b2392d7af9b2,candidate-37ecced0b2392d7af9b2,matched,9784098625420,路傍のフジイ（1）,standard,true,https://books.rakuten.co.jp/rb/17625877/,2026-08-22,"Exact normalized title, creator overlap, valid ISBN, standard edition, and Rakuten manga genre 001001003009."
rakuten-match-3823ff0766f67c015c53,candidate-3823ff0766f67c015c53,matched,9784063712612,ましろのおと（1）,standard,true,https://books.rakuten.co.jp/rb/6737067/,2026-08-22,"Exact normalized title, creator overlap, valid ISBN, standard edition, and Rakuten manga genre 001001001006."
rakuten-match-39555fe7402dada0d79f,candidate-39555fe7402dada0d79f,matched,9784091233714,名探偵コナン 1,standard,true,https://books.rakuten.co.jp/rb/664215/,2026-08-22,"Exact normalized title, creator overlap, valid ISBN, standard edition, and Rakuten manga genre 001001001009."
rakuten-match-440f93a4e60ef906685b,candidate-440f93a4e60ef906685b,matched,9784088487090,バラ色の明日（1）,standard,true,https://books.rakuten.co.jp/rb/917801/,2026-08-22,"Exact normalized title, creator overlap, valid ISBN, standard edition, and Rakuten manga genre 001001002006."
rakuten-match-464322afcd10013437b9,candidate-464322afcd10013437b9,matched,9784592143017,大奥 1,standard,true,https://books.rakuten.co.jp/rb/3617377/,2026-08-22,"Exact normalized title, creator overlap, valid ISBN, standard edition, and Rakuten manga genre 001001003010."
rakuten-match-4a8a22fc766bf9bc4c59,candidate-4a8a22fc766bf9bc4c59,matched,9784091365019,天は赤い河のほとり（1）,standard,true,https://books.rakuten.co.jp/rb/729367/,2026-08-22,"Exact normalized title, creator overlap, valid ISBN, standard edition, and Rakuten manga genre 001001004006/001001002008."
rakuten-match-5e7eef6cc23d9738e034,candidate-5e7eef6cc23d9738e034,matched,9784063886153,ゴールデンゴールド（1）,standard,true,https://books.rakuten.co.jp/rb/14262222/,2026-08-22,"Exact normalized title, creator overlap, valid ISBN, standard edition, and Rakuten manga genre 001001003004."
rakuten-match-61f2b70ee9f8217b3604,candidate-61f2b70ee9f8217b3604,matched,9784091231802,銀の匙 Silver Spoon（1）,standard,true,https://books.rakuten.co.jp/rb/11229407/,2026-08-22,"Exact normalized title, creator overlap, valid ISBN, standard edition, and Rakuten manga genre 001001001009."
rakuten-match-671e3453cf9e1df2ee87,candidate-671e3453cf9e1df2ee87,matched,9784091806017,陽だまりの樹（1）,standard,true,https://books.rakuten.co.jp/rb/377038/,2026-08-22,"Exact normalized title, creator overlap, valid ISBN, standard edition, and Rakuten manga genre 001001003009."
rakuten-match-76c038b398f4b28b7748,candidate-76c038b398f4b28b7748,matched,9784091363541,妖しのセレス（1）,standard,true,https://books.rakuten.co.jp/rb/849645/,2026-08-22,"Exact normalized title, creator overlap, valid ISBN, standard edition, and Rakuten manga genre 001001004006/001001002008."
rakuten-match-7730845c9cf7ba0cccc8,candidate-7730845c9cf7ba0cccc8,matched,9784065334874,君と宇宙を歩くために（1）,standard,true,https://books.rakuten.co.jp/rb/17689711/,2026-08-22,"Exact normalized title, creator overlap, valid ISBN, standard edition, and Rakuten manga genre 001001003015."
rakuten-match-8716f80d9b988bd0d055,candidate-8716f80d9b988bd0d055,matched,9784091867285,恋は雨上がりのように（1）,standard,true,https://books.rakuten.co.jp/rb/13012060/,2026-08-22,"Exact normalized title, creator overlap, valid ISBN, standard edition, and Rakuten manga genre 001001003009."
rakuten-match-98d513b70560f2f96a38,candidate-98d513b70560f2f96a38,matched,9784091200013,漂流教室（1）,standard,true,https://books.rakuten.co.jp/rb/376209/,2026-08-22,"Exact normalized title, creator overlap, valid ISBN, standard edition, and Rakuten manga genre 001001001009."
rakuten-match-9d04c47e7efbbbd8aca6,candidate-9d04c47e7efbbbd8aca6,matched,9784592217268,かげきしょうじょ!! 1,standard,true,https://books.rakuten.co.jp/rb/13426223/,2026-08-22,"Exact normalized title, creator overlap, valid ISBN, standard edition, and Rakuten manga genre 001001002009."
rakuten-match-9d5d64262dbc2893acd4,candidate-9d5d64262dbc2893acd4,matched,9784091300010,ポーの一族（1）,standard,true,https://books.rakuten.co.jp/rb/741513/,2026-08-22,"Exact normalized title, creator overlap, valid ISBN, standard edition, and Rakuten manga genre 001001004006/001001002008."
rakuten-match-a089c0eef91d1213da38,candidate-a089c0eef91d1213da38,matched,9784091204417,うる星やつら（1）,standard,true,https://books.rakuten.co.jp/rb/376349/,2026-08-22,"Exact normalized title, creator overlap, valid ISBN, standard edition, and Rakuten manga genre 001001001009."
rakuten-match-a7a1e0666169f1b2e8c0,candidate-a7a1e0666169f1b2e8c0,matched,9784091670250,海街diary（1),standard,true,https://books.rakuten.co.jp/rb/4331329/,2026-08-22,"Exact normalized title, creator overlap, valid ISBN, standard edition, and Rakuten manga genre 001001012."
rakuten-match-ad2b80b81b7bc9b602a3,candidate-ad2b80b81b7bc9b602a3,matched,9784088640136,Papa　told　me（1）,standard,true,https://books.rakuten.co.jp/rb/1001867/,2026-08-22,"Exact normalized title, creator overlap, valid ISBN, standard edition, and Rakuten manga genre 001001004004."
rakuten-match-b2c37bdb52e2a78dfd41,candidate-b2c37bdb52e2a78dfd41,matched,9784253264464,天幕のジャードゥーガル 1,standard,true,https://books.rakuten.co.jp/rb/17177295/,2026-08-22,"Exact normalized title, creator overlap, valid ISBN, standard edition, and Rakuten manga genre 001001012."
rakuten-match-b4b21d2ebe5b8efc84ea,candidate-b4b21d2ebe5b8efc84ea,matched,9784091525017,Dr.コトー診療所（1）,standard,true,https://books.rakuten.co.jp/rb/1202503/,2026-08-22,"Exact normalized title, creator overlap, valid ISBN, standard edition, and Rakuten manga genre 001001003008."
rakuten-match-c4abbc1b44fa5706bce3,candidate-c4abbc1b44fa5706bce3,matched,9784091373519,風光る（1）,standard,true,https://books.rakuten.co.jp/rb/926545/,2026-08-22,"Exact normalized title, creator overlap, valid ISBN, standard edition, and Rakuten manga genre 001001004006/001001002008."
rakuten-match-cdf549d4b1888153e146,candidate-cdf549d4b1888153e146,matched,9784088825991,ダンダダン 1,standard,true,https://books.rakuten.co.jp/rb/16783601/,2026-08-22,"Exact normalized title, creator overlap, valid ISBN, standard edition, and Rakuten manga genre 001001001008."
rakuten-match-d489f5a2229689aa5115,candidate-d489f5a2229689aa5115,matched,9784396767976,女の園の星 1,standard,true,https://books.rakuten.co.jp/rb/16354818/,2026-08-22,"Exact normalized title, creator overlap, valid ISBN, standard edition, and Rakuten manga genre 001001004008."
rakuten-match-d7e64b0b5479ca943edd,candidate-d7e64b0b5479ca943edd,matched,9784091817075,深夜食堂 1,standard,true,https://books.rakuten.co.jp/rb/5270695/,2026-08-22,"Exact normalized title, creator overlap, valid ISBN, standard edition, and Rakuten manga genre 001001003009."
rakuten-match-e049c9aaf92ba31da8b0,candidate-e049c9aaf92ba31da8b0,matched,9784098511433,これ描いて死ね（1）,standard,true,https://books.rakuten.co.jp/rb/17114770/,2026-08-22,"Exact normalized title, creator overlap, valid ISBN, standard edition, and Rakuten manga genre 001001003048."
rakuten-match-ebe399258f28460b8f9b,candidate-ebe399258f28460b8f9b,matched,9784575940237,鈴木先生（1）,standard,true,https://books.rakuten.co.jp/rb/4107954/,2026-08-22,"Exact normalized title, creator overlap, valid ISBN, standard edition, and Rakuten manga genre 001001012."
rakuten-match-ef7106f6a387c9860877,candidate-ef7106f6a387c9860877,matched,9784091850249,その女、ジルバ（1）,standard,true,https://books.rakuten.co.jp/rb/12166286/,2026-08-22,"Exact normalized title, creator overlap, valid ISBN, standard edition, and Rakuten manga genre 001001003009."
rakuten-match-f391e591282e435a3c1d,candidate-f391e591282e435a3c1d,matched,9784091825803,アイアムアヒーロー（1）,standard,true,https://books.rakuten.co.jp/rb/6138909/,2026-08-22,"Exact normalized title, creator overlap, valid ISBN, standard edition, and Rakuten manga genre 001001003009."
rakuten-match-f50fa290eb4116a7078e,candidate-f50fa290eb4116a7078e,matched,9784091788115,11人いる！,standard,true,https://books.rakuten.co.jp/rb/9324324/,2026-08-22,"Exact normalized title, creator overlap, valid ISBN, standard edition, and Rakuten manga genre 001001004006/001001002008."
rakuten-match-f5f0ee0b0ff16bc146e0,candidate-f5f0ee0b0ff16bc146e0,matched,9784757526167,ばらかもん（1）,standard,true,https://books.rakuten.co.jp/rb/6101957/,2026-08-22,"Exact normalized title, creator overlap, valid ISBN, standard edition, and Rakuten manga genre 001001001002."
