position,workId,canonicalTitle,blockerCode,blockerDetails,evidenceName,evidenceUrl,evidencePublishedAt,retrievedAt,recheckPath,koreanQueries,japaneseEvidenceUrls
"11","work-890c2ef066c0575db3d6","溺れるナイフ","SOURCE_INFORMATION_UNAVAILABLE","Official + independent Japanese (JP) + Korean (KR) routes exhausted on 2026-08-26. Official award/product wording establishes identity and entry_1_3 scope; official wording alone is not a numeric Factor anchor. The frozen ev-single packet carries no Factor/Theme/Evidence cells. Bounded JP routes and Korean title-variant search (빠져드는 칼날 만화 후기 / 오보레루 나이후 만화) returned 검색 결과에서 작품 일치 한국어 커뮤니티 리뷰 없음; repeatable first-1-3-volume 0/2/4 support for all mandatory Genre/Theme/Narrative/Tone groups is unavailable. No new accepted numeric cells asserted. Art is optional and non-blocking. Confidence: high for SOURCE_INFORMATION_UNAVAILABLE blocker; factor values remain unknown.","マンガ大賞 official archive — 溺れるナイフ","https://www.mangataisho.com/archives/2010.html","2010","2026-08-26","Recheck product: https://books.rakuten.co.jp/rb/1772733/; rerun official entry_1_3 pages plus at least two non-syndicated JP reviews and two Korean-community reviews with bounded vol.1-3 observations; map repeatable Genre/Theme/Narrative/Tone 0/2/4 anchors and rerun Dictionary adjudication. Art is optional.","빠져드는 칼날 만화 후기 / 오보레루 나이후 만화 | 결과: 검색 결과에서 작품 일치 한국어 커뮤니티 리뷰 없음","https://reviewne.jp/contents/1806/reviews"
"12","work-896cdea5c2a2fc018926","悪祓士のキヨシくん","SOURCE_INFORMATION_UNAVAILABLE","Official + independent Japanese (JP) + Korean (KR) routes exhausted on 2026-08-26. Official award/product wording establishes identity and entry_1_3 scope; official wording alone is not a numeric Factor anchor. The frozen ev-single packet carries no Factor/Theme/Evidence cells. Bounded JP routes and Korean title-variant search (악령 퇴치사 키요시군 만화 후기 / 정화 악령 퇴치사 키요시 군) returned 번개장터 상품 listing만 확인(https://mercari.bunjang.co.kr/products/405844492); 독립 리뷰 없음; repeatable first-1-3-volume 0/2/4 support for all mandatory Genre/Theme/Narrative/Tone groups is unavailable. No new accepted numeric cells asserted. Art is optional and non-blocking. Confidence: high for SOURCE_INFORMATION_UNAVAILABLE blocker; factor values remain unknown.","次にくるマンガ大賞 official selection — 悪祓士のキヨシくん","https://tsugimanga.jp/winner/2025/comics","2025-09-18","2026-08-26","Recheck product: https://books.rakuten.co.jp/rb/18009946/; rerun official entry_1_3 pages plus at least two non-syndicated JP reviews and two Korean-community reviews with bounded vol.1-3 observations; map repeatable Genre/Theme/Narrative/Tone 0/2/4 anchors and rerun Dictionary adjudication. Art is optional. KR observed URL(s): https://mercari.bunjang.co.kr/products/405844492.","악령 퇴치사 키요시군 만화 후기 / 정화 악령 퇴치사 키요시 군 | 결과: 번개장터 상품 listing만 확인(https://mercari.bunjang.co.kr/products/405844492); 독립 리뷰 없음","https://booklive.jp/review/list/title_id/20105407/vol_no/001;https://jdmgajdmga.hatenablog.com/entry/2024/06/24/152058"
"13","work-898846fd9f5d77e49ed7","愛しの可愛い子ちゃん","SOURCE_INFORMATION_UNAVAILABLE","Official + independent Japanese (JP) + Korean (KR) routes exhausted on 2026-08-26. Official award/product wording establishes identity and entry_1_3 scope; official wording alone is not a numeric Factor anchor. The frozen ev-single packet carries no Factor/Theme/Evidence cells. Bounded JP routes and Korean title-variant search (사랑스러운 귀여운 아이 만화 후기 / 아이시노 카와이이 코짱 만화) returned 검색 결과에서 작품 일치 한국어 커뮤니티 리뷰 없음; repeatable first-1-3-volume 0/2/4 support for all mandatory Genre/Theme/Narrative/Tone groups is unavailable. No new accepted numeric cells asserted. Art is optional and non-blocking. Confidence: high for SOURCE_INFORMATION_UNAVAILABLE blocker; factor values remain unknown.","マンガ大賞 official archive — 愛しの可愛い子ちゃん","https://www.mangataisho.com/archives/2013.html","2013","2026-08-26","Recheck product: https://books.rakuten.co.jp/rb/11742670/; rerun official entry_1_3 pages plus at least two non-syndicated JP reviews and two Korean-community reviews with bounded vol.1-3 observations; map repeatable Genre/Theme/Narrative/Tone 0/2/4 anchors and rerun Dictionary adjudication. Art is optional.","사랑스러운 귀여운 아이 만화 후기 / 아이시노 카와이이 코짱 만화 | 결과: 검색 결과에서 작품 일치 한국어 커뮤니티 리뷰 없음","https://www.cmoa.jp/title/63879/"
"14","work-89a635148e2b3c129e38","とどのつまりの有頂天","SOURCE_INFORMATION_UNAVAILABLE","Official + independent Japanese (JP) + Korean (KR) routes exhausted on 2026-08-26. Official award/product wording establishes identity and entry_1_3 scope; official wording alone is not a numeric Factor anchor. The frozen ev-single packet carries no Factor/Theme/Evidence cells. Bounded JP routes and Korean title-variant search (결국의 유정천 만화 후기 / 토도노츠마리노 우쵸텐 만화) returned 검색 결과에서 작품 일치 한국어 커뮤니티 리뷰 없음; repeatable first-1-3-volume 0/2/4 support for all mandatory Genre/Theme/Narrative/Tone groups is unavailable. No new accepted numeric cells asserted. Art is optional and non-blocking. Confidence: high for SOURCE_INFORMATION_UNAVAILABLE blocker; factor values remain unknown.","次にくるマンガ大賞 official selection — とどのつまりの有頂天","https://tsugimanga.jp/winner/2019/comics","2019-08-22","2026-08-26","Recheck product: https://books.rakuten.co.jp/rb/15594892/; rerun official entry_1_3 pages plus at least two non-syndicated JP reviews and two Korean-community reviews with bounded vol.1-3 observations; map repeatable Genre/Theme/Narrative/Tone 0/2/4 anchors and rerun Dictionary adjudication. Art is optional.","결국의 유정천 만화 후기 / 토도노츠마리노 우쵸텐 만화 | 결과: 검색 결과에서 작품 일치 한국어 커뮤니티 리뷰 없음","https://yurinokunikara.com/2018/09/21/post-3798/;https://hanafujimiya-bookmusic.blog.jp/archives/53249490.html;https://hyakuhon.com/manga/todonotsumarino/"
"15","work-89cec8cc100900d67d7e","エイリアンヘッドバット","SOURCE_INFORMATION_UNAVAILABLE","Official + independent Japanese (JP) + Korean (KR) routes exhausted on 2026-08-26. Official award/product wording establishes identity and entry_1_3 scope; official wording alone is not a numeric Factor anchor. The frozen ev-single packet carries no Factor/Theme/Evidence cells. Bounded JP routes and Korean title-variant search (에일리언 헤드버트 만화 후기 / 외계인 헤드버트 만화) returned 루리웹 신작 소개에서 제목·연재 정보만 언급(https://bbs.ruliweb.com/news/board/1002/read/2412479); 독립 리뷰 없음; repeatable first-1-3-volume 0/2/4 support for all mandatory Genre/Theme/Narrative/Tone groups is unavailable. No new accepted numeric cells asserted. Art is optional and non-blocking. Confidence: high for SOURCE_INFORMATION_UNAVAILABLE blocker; factor values remain unknown.","次にくるマンガ大賞 official selection — エイリアンヘッドバット","https://tsugimanga.jp/nominate/comics","2026-06-26","2026-08-26","Recheck product: https://books.rakuten.co.jp/rb/18642616/; rerun official entry_1_3 pages plus at least two non-syndicated JP reviews and two Korean-community reviews with bounded vol.1-3 observations; map repeatable Genre/Theme/Narrative/Tone 0/2/4 anchors and rerun Dictionary adjudication. Art is optional. KR observed URL(s): https://bbs.ruliweb.com/news/board/1002/read/2412479.","에일리언 헤드버트 만화 후기 / 외계인 헤드버트 만화 | 결과: 루리웹 신작 소개에서 제목·연재 정보만 언급(https://bbs.ruliweb.com/news/board/1002/read/2412479); 독립 리뷰 없음","https://www.menuguildsystem.com/alien-headbutt/;https://ameblo.jp/jump-osumo/entry-12956766211.html"
"16","work-89d795575d6787113859","鞄図書館","SOURCE_INFORMATION_UNAVAILABLE","Official + independent Japanese (JP) + Korean (KR) routes exhausted on 2026-08-26. Official award/product wording establishes identity and entry_1_3 scope; official wording alone is not a numeric Factor anchor. The frozen ev-single packet carries no Factor/Theme/Evidence cells. Bounded JP routes and Korean title-variant search (가방 도서관 만화 후기 / 가방도서관 일본 만화) returned 만화규장각 한국어 리뷰에서 1권 설정·판타지·성인 독자 관찰 확인(https://www.kmas.or.kr/webzine/review/5124); 단일 비평으로 전 필수 그룹 미충족; repeatable first-1-3-volume 0/2/4 support for all mandatory Genre/Theme/Narrative/Tone groups is unavailable. No new accepted numeric cells asserted. Art is optional and non-blocking. Confidence: high for SOURCE_INFORMATION_UNAVAILABLE blocker; factor values remain unknown.","マンガ大賞 official archive — 鞄図書館","https://www.mangataisho.com/archives/2010.html","2010","2026-08-26","Recheck product: https://books.rakuten.co.jp/rb/6228710/; rerun official entry_1_3 pages plus at least two non-syndicated JP reviews and two Korean-community reviews with bounded vol.1-3 observations; map repeatable Genre/Theme/Narrative/Tone 0/2/4 anchors and rerun Dictionary adjudication. Art is optional. KR observed URL(s): https://www.kmas.or.kr/webzine/review/5124.","가방 도서관 만화 후기 / 가방도서관 일본 만화 | 결과: 만화규장각 한국어 리뷰에서 1권 설정·판타지·성인 독자 관찰 확인(https://www.kmas.or.kr/webzine/review/5124); 단일 비평으로 전 필수 그룹 미충족","https://ichijyo-bookreview.com/2012/08/post-310.html;https://booklive.jp/review/list/title_id/224357/vol_no/001"
"17","work-89f5e17e2f8148359e4a","寿司ガール","SOURCE_INFORMATION_UNAVAILABLE","Official + independent Japanese (JP) + Korean (KR) routes exhausted on 2026-08-26. Official award/product wording establishes identity and entry_1_3 scope; official wording alone is not a numeric Factor anchor. The frozen ev-single packet carries no Factor/Theme/Evidence cells. Bounded JP routes and Korean title-variant search (스시 걸 만화 후기 / 초밥 소녀 스시 걸 만화) returned YES24·알라딘 한국어 상품/출판사 소개만 확인(https://m.yes24.com/goods/detail/8128267;https://www.aladin.co.kr/shop/wproduct.aspx?itemid=21588912); 독립 커뮤니티 리뷰 없음; repeatable first-1-3-volume 0/2/4 support for all mandatory Genre/Theme/Narrative/Tone groups is unavailable. No new accepted numeric cells asserted. Art is optional and non-blocking. Confidence: high for SOURCE_INFORMATION_UNAVAILABLE blocker; factor values remain unknown.","マンガ大賞 official archive — 寿司ガール","https://www.mangataisho.com/archives/2012.html","2012","2026-08-26","Recheck product: https://books.rakuten.co.jp/rb/11351737/; rerun official entry_1_3 pages plus at least two non-syndicated JP reviews and two Korean-community reviews with bounded vol.1-3 observations; map repeatable Genre/Theme/Narrative/Tone 0/2/4 anchors and rerun Dictionary adjudication. Art is optional. KR observed URL(s): https://m.yes24.com/goods/detail/8128267;https://www.aladin.co.kr/shop/wproduct.aspx?itemid=21588912.","스시 걸 만화 후기 / 초밥 소녀 스시 걸 만화 | 결과: YES24·알라딘 한국어 상품/출판사 소개만 확인(https://m.yes24.com/goods/detail/8128267;https://www.aladin.co.kr/shop/wproduct.aspx?itemid=21588912); 독립 커뮤니티 리뷰 없음","https://bookmeter.com/search?keyword=%E5%AF%BF%E5%8F%B8%E3%82%AC%E3%83%BC%E3%83%AB"
"18","work-8a0b641effa2e417d7ad","もういっぽん！","SOURCE_INFORMATION_UNAVAILABLE","Official + independent Japanese (JP) + Korean (KR) routes exhausted on 2026-08-26. Official award/product wording establishes identity and entry_1_3 scope; official wording alone is not a numeric Factor anchor. The frozen ev-single packet carries no Factor/Theme/Evidence cells. Bounded JP routes and Korean title-variant search (모우 잇폰 만화 후기 / 한판 더 일본 유도 만화) returned Fun-Japan 한국어 추천·리뷰에서 초기 유도·우정·성장 관찰 확인(https://www.fun-japan.jp/ko/articles/14565); 전 필수 그룹 미충족; repeatable first-1-3-volume 0/2/4 support for all mandatory Genre/Theme/Narrative/Tone groups is unavailable. No new accepted numeric cells asserted. Art is optional and non-blocking. Confidence: high for SOURCE_INFORMATION_UNAVAILABLE blocker; factor values remain unknown.","次にくるマンガ大賞 official selection — もういっぽん！","https://tsugimanga.jp/winner/2019/comics","2019-08-22","2026-08-26","Recheck product: https://books.rakuten.co.jp/rb/15769467/; rerun official entry_1_3 pages plus at least two non-syndicated JP reviews and two Korean-community reviews with bounded vol.1-3 observations; map repeatable Genre/Theme/Narrative/Tone 0/2/4 anchors and rerun Dictionary adjudication. Art is optional. KR observed URL(s): https://www.fun-japan.jp/ko/articles/14565.","모우 잇폰 만화 후기 / 한판 더 일본 유도 만화 | 결과: Fun-Japan 한국어 추천·리뷰에서 초기 유도·우정·성장 관찰 확인(https://www.fun-japan.jp/ko/articles/14565); 전 필수 그룹 미충족","https://bookmeter.com/search?keyword=%E3%82%82%E3%81%86%E3%81%84%E3%81%A3%E3%81%BD%E3%82%93"
"19","work-8b37f50c7ef707254e8e","やんちゃギャルの安城さん","SOURCE_INFORMATION_UNAVAILABLE","Official + independent Japanese (JP) + Korean (KR) routes exhausted on 2026-08-26. Official award/product wording establishes identity and entry_1_3 scope; official wording alone is not a numeric Factor anchor. The frozen ev-single packet carries no Factor/Theme/Evidence cells. Bounded JP routes and Korean title-variant search (장난꾸러기 갸루 안죠씨 만화 후기 / 안죠 양 일본 만화) returned 검색 결과에서 작품 일치 한국어 커뮤니티 리뷰 없음; repeatable first-1-3-volume 0/2/4 support for all mandatory Genre/Theme/Narrative/Tone groups is unavailable. No new accepted numeric cells asserted. Art is optional and non-blocking. Confidence: high for SOURCE_INFORMATION_UNAVAILABLE blocker; factor values remain unknown.","次にくるマンガ大賞 official selection — やんちゃギャルの安城さん","https://tsugimanga.jp/winner/2019/comics","2019-08-22","2026-08-26","Recheck product: https://books.rakuten.co.jp/rb/15344693/; rerun official entry_1_3 pages plus at least two non-syndicated JP reviews and two Korean-community reviews with bounded vol.1-3 observations; map repeatable Genre/Theme/Narrative/Tone 0/2/4 anchors and rerun Dictionary adjudication. Art is optional.","장난꾸러기 갸루 안죠씨 만화 후기 / 안죠 양 일본 만화 | 결과: 검색 결과에서 작품 일치 한국어 커뮤니티 리뷰 없음","https://bookmeter.com/books/12668366;https://note.com/large_chives4531/n/n037a5c4a8951"
"20","work-8b620746045c3e21d13f","ぼくたちは勉強ができない","SOURCE_INFORMATION_UNAVAILABLE","Official + independent Japanese (JP) + Korean (KR) routes exhausted on 2026-08-26. Official award/product wording establishes identity and entry_1_3 scope; official wording alone is not a numeric Factor anchor. The frozen ev-single packet carries no Factor/Theme/Evidence cells. Bounded JP routes and Korean title-variant search (우리는 공부를 못해 만화 후기 / 우리들은 공부를 못한다 만화) returned 권별 한국어 블로그 후기·YES24 회원리뷰 확인(https://lanovel.net/m/2967;https://lanovel.net/m/2775;https://m.yes24.com/Goods/Review/90862879); 초기 권 줄거리·러브코미디 관찰이나 전 필수 그룹 미충족; repeatable first-1-3-volume 0/2/4 support for all mandatory Genre/Theme/Narrative/Tone groups is unavailable. No new accepted numeric cells asserted. Art is optional and non-blocking. Confidence: high for SOURCE_INFORMATION_UNAVAILABLE blocker; factor values remain unknown.","次にくるマンガ大賞 official selection — ぼくたちは勉強ができない","https://tsugimanga.jp/winner/2017/comics","2017-08-23","2026-08-26","Recheck product: https://books.rakuten.co.jp/rb/14944361/; rerun official entry_1_3 pages plus at least two non-syndicated JP reviews and two Korean-community reviews with bounded vol.1-3 observations; map repeatable Genre/Theme/Narrative/Tone 0/2/4 anchors and rerun Dictionary adjudication. Art is optional. KR observed URL(s): https://lanovel.net/m/2967;https://lanovel.net/m/2775;https://m.yes24.com/Goods/Review/90862879.","우리는 공부를 못해 만화 후기 / 우리들은 공부를 못한다 만화 | 결과: 권별 한국어 블로그 후기·YES24 회원리뷰 확인(https://lanovel.net/m/2967;https://lanovel.net/m/2775;https://m.yes24.com/Goods/Review/90862879); 초기 권 줄거리·러브코미디 관찰이나 전 필수 그룹 미충족","https://goraku-library.net/%E6%81%8B%E3%82%82%E5%8F%97%E9%A8%93%E3%82%82%E6%9C%9F%E9%99%90%E4%BB%98%E3%81%8D%EF%BC%81%E3%80%8E%E3%81%BC%E3%81%8F%E3%81%9F%E3%81%A1%E3%81%AF%E5%8B%89%E5%BC%B7%E3%81%8C%E3%81%A7%E3%81%8D%E3%81%AA%E3%81%84%E3%80%8F;https://www.sayamy.work/entry/2019/04/17/002526"
"21","work-8b69986d0bbfa6abceb9","虹の娘","SOURCE_INFORMATION_UNAVAILABLE","Official + independent Japanese (JP) + Korean (KR) routes exhausted on 2026-08-26. Official award/product wording establishes identity and entry_1_3 scope; official wording alone is not a numeric Factor anchor. The frozen ev-single packet carries no Factor/Theme/Evidence cells. Bounded JP routes and Korean title-variant search (무지개의 딸 만화 후기 / 니지노무스메 만화) returned 검색 결과에서 작품 일치 한국어 커뮤니티 리뷰 없음; repeatable first-1-3-volume 0/2/4 support for all mandatory Genre/Theme/Narrative/Tone groups is unavailable. No new accepted numeric cells asserted. Art is optional and non-blocking. Confidence: high for SOURCE_INFORMATION_UNAVAILABLE blocker; factor values remain unknown.","マンガ大賞 official archive — 虹の娘","https://www.mangataisho.com/archives/2014.html","2014","2026-08-26","Recheck product: https://books.rakuten.co.jp/rb/12271029/; rerun official entry_1_3 pages plus at least two non-syndicated JP reviews and two Korean-community reviews with bounded vol.1-3 observations; map repeatable Genre/Theme/Narrative/Tone 0/2/4 anchors and rerun Dictionary adjudication. Art is optional.","무지개의 딸 만화 후기 / 니지노무스메 만화 | 결과: 검색 결과에서 작품 일치 한국어 커뮤니티 리뷰 없음","https://bookmeter.com/search?keyword=%E8%99%B9%E3%81%AE%E5%A8%98"
"22","work-8bac9b710429e535768d","世界に羽ばたけ轟先生！","SOURCE_INFORMATION_UNAVAILABLE","Official + independent Japanese (JP) + Korean (KR) routes exhausted on 2026-08-26. Official award/product wording establishes identity and entry_1_3 scope; official wording alone is not a numeric Factor anchor. The frozen ev-single packet carries no Factor/Theme/Evidence cells. Bounded JP routes and Korean title-variant search (세계에 날아올라 토도로키 선생님 만화 후기 / 토도로키 선생님 일본 만화) returned 검색 결과에서 작품 일치 한국어 커뮤니티 리뷰 없음; repeatable first-1-3-volume 0/2/4 support for all mandatory Genre/Theme/Narrative/Tone groups is unavailable. No new accepted numeric cells asserted. Art is optional and non-blocking. Confidence: high for SOURCE_INFORMATION_UNAVAILABLE blocker; factor values remain unknown.","マンガ大賞 official archive — 世界に羽ばたけ轟先生！","https://www.mangataisho.com/archives/2010.html","2010","2026-08-26","Recheck product: https://books.rakuten.co.jp/rb/6056114/; rerun official entry_1_3 pages plus at least two non-syndicated JP reviews and two Korean-community reviews with bounded vol.1-3 observations; map repeatable Genre/Theme/Narrative/Tone 0/2/4 anchors and rerun Dictionary adjudication. Art is optional.","세계에 날아올라 토도로키 선생님 만화 후기 / 토도로키 선생님 일본 만화 | 결과: 검색 결과에서 작품 일치 한국어 커뮤니티 리뷰 없음","https://bookmeter.com/search?keyword=%E4%B8%96%E7%95%8C%E3%81%AB%E7%BE%BD%E3%81%B0%E3%81%9F%E3%81%91%E8%BD%9F%E5%85%88%E7%94%9F"
"23","work-8be993fce62c22fa3702","鏡の国の針栖川","SOURCE_INFORMATION_UNAVAILABLE","Official + independent Japanese (JP) + Korean (KR) routes exhausted on 2026-08-26. Official award/product wording establishes identity and entry_1_3 scope; official wording alone is not a numeric Factor anchor. The frozen ev-single packet carries no Factor/Theme/Evidence cells. Bounded JP routes and Korean title-variant search (거울 나라의 하리스가와 만화 후기 / 카가미노쿠니노 하리스가와 만화) returned 검색 결과에서 작품 일치 한국어 커뮤니티 리뷰 없음; repeatable first-1-3-volume 0/2/4 support for all mandatory Genre/Theme/Narrative/Tone groups is unavailable. No new accepted numeric cells asserted. Art is optional and non-blocking. Confidence: high for SOURCE_INFORMATION_UNAVAILABLE blocker; factor values remain unknown.","マンガ大賞 official archive — 鏡の国の針栖川","https://www.mangataisho.com/archives/2013.html","2013","2026-08-26","Recheck product: https://books.rakuten.co.jp/rb/11480084/; rerun official entry_1_3 pages plus at least two non-syndicated JP reviews and two Korean-community reviews with bounded vol.1-3 observations; map repeatable Genre/Theme/Narrative/Tone 0/2/4 anchors and rerun Dictionary adjudication. Art is optional.","거울 나라의 하리스가와 만화 후기 / 카가미노쿠니노 하리스가와 만화 | 결과: 검색 결과에서 작품 일치 한국어 커뮤니티 리뷰 없음","https://ilikemanga.blog87.fc2.com/?cat=133"
"24","work-8c11eaa8b5cd763930d5","ナリキン！","SOURCE_INFORMATION_UNAVAILABLE","Official + independent Japanese (JP) + Korean (KR) routes exhausted on 2026-08-26. Official award/product wording establishes identity and entry_1_3 scope; official wording alone is not a numeric Factor anchor. The frozen ev-single packet carries no Factor/Theme/Evidence cells. Bounded JP routes and Korean title-variant search (나리킨 만화 후기 / 나리킨 일본 만화) returned 검색 결과에서 작품 일치 한국어 커뮤니티 리뷰 없음; repeatable first-1-3-volume 0/2/4 support for all mandatory Genre/Theme/Narrative/Tone groups is unavailable. No new accepted numeric cells asserted. Art is optional and non-blocking. Confidence: high for SOURCE_INFORMATION_UNAVAILABLE blocker; factor values remain unknown.","マンガ大賞 official archive — ナリキン！","https://www.mangataisho.com/archives/2013.html","2013","2026-08-26","Recheck product: https://books.rakuten.co.jp/rb/11842268/; rerun official entry_1_3 pages plus at least two non-syndicated JP reviews and two Korean-community reviews with bounded vol.1-3 observations; map repeatable Genre/Theme/Narrative/Tone 0/2/4 anchors and rerun Dictionary adjudication. Art is optional.","나리킨 만화 후기 / 나리킨 일본 만화 | 결과: 검색 결과에서 작품 일치 한국어 커뮤니티 리뷰 없음","https://bookmeter.com/books/5409033;https://bookwalker.jp/de69bda5d1-d3f5-47ac-b289-b4d833fa2bb0/"
"25","work-8c31125fd4a0930f559e","マコちゃん絵日記","SOURCE_INFORMATION_UNAVAILABLE","Official + independent Japanese (JP) + Korean (KR) routes exhausted on 2026-08-26. Official award/product wording establishes identity and entry_1_3 scope; official wording alone is not a numeric Factor anchor. The frozen ev-single packet carries no Factor/Theme/Evidence cells. Bounded JP routes and Korean title-variant search (마코짱 그림일기 만화 후기 / 마코짱 그림일기 일본 만화) returned 검색 결과에서 작품 일치 한국어 커뮤니티 리뷰 없음; repeatable first-1-3-volume 0/2/4 support for all mandatory Genre/Theme/Narrative/Tone groups is unavailable. No new accepted numeric cells asserted. Art is optional and non-blocking. Confidence: high for SOURCE_INFORMATION_UNAVAILABLE blocker; factor values remain unknown.","マンガ大賞 official archive — マコちゃん絵日記","https://www.mangataisho.com/archives/2010.html","2010","2026-08-26","Recheck product: https://books.rakuten.co.jp/rb/6057865/; rerun official entry_1_3 pages plus at least two non-syndicated JP reviews and two Korean-community reviews with bounded vol.1-3 observations; map repeatable Genre/Theme/Narrative/Tone 0/2/4 anchors and rerun Dictionary adjudication. Art is optional.","마코짱 그림일기 만화 후기 / 마코짱 그림일기 일본 만화 | 결과: 검색 결과에서 작품 일치 한국어 커뮤니티 리뷰 없음","https://bookmeter.com/books/468002"
"26","work-8caf20d75cf6a51600f2","大阪ハムレット","SOURCE_INFORMATION_UNAVAILABLE","Official + independent Japanese (JP) + Korean (KR) routes exhausted on 2026-08-26. Official award/product wording establishes identity and entry_1_3 scope; official wording alone is not a numeric Factor anchor. The frozen ev-single packet carries no Factor/Theme/Evidence cells. Bounded JP routes and Korean title-variant search (오사카 햄릿 만화 후기 / 오사카 햄릿 원작 만화) returned 왓챠 한국어 시놉시스에서 원작 만화·가족 휴먼드라마 내용만 확인(https://watcha.com/ko-KR/contents/m5YQy35); 독립 만화 리뷰 없음; repeatable first-1-3-volume 0/2/4 support for all mandatory Genre/Theme/Narrative/Tone groups is unavailable. No new accepted numeric cells asserted. Art is optional and non-blocking. Confidence: high for SOURCE_INFORMATION_UNAVAILABLE blocker; factor values remain unknown.","マンガ大賞 official archive — 大阪ハムレット","https://www.mangataisho.com/archives/2008.html","2008","2026-08-26","Recheck product: https://books.rakuten.co.jp/rb/4037301/; rerun official entry_1_3 pages plus at least two non-syndicated JP reviews and two Korean-community reviews with bounded vol.1-3 observations; map repeatable Genre/Theme/Narrative/Tone 0/2/4 anchors and rerun Dictionary adjudication. Art is optional. KR observed URL(s): https://watcha.com/ko-KR/contents/m5YQy35.","오사카 햄릿 만화 후기 / 오사카 햄릿 원작 만화 | 결과: 왓챠 한국어 시놉시스에서 원작 만화·가족 휴먼드라마 내용만 확인(https://watcha.com/ko-KR/contents/m5YQy35); 독립 만화 리뷰 없음","https://www.cmoa.jp/title/12598/;https://note.com/orleans/n/n3122e06887b4"
"27","work-8d4e0bde0ff3d4a12783","odds GP!","SOURCE_INFORMATION_UNAVAILABLE","Official + independent Japanese (JP) + Korean (KR) routes exhausted on 2026-08-26. Official award/product wording establishes identity and entry_1_3 scope; official wording alone is not a numeric Factor anchor. The frozen ev-single packet carries no Factor/Theme/Evidence cells. Bounded JP routes and Korean title-variant search (odds GP 만화 후기 / 오즈 GP 경륜 만화) returned 검색 결과에서 작품 일치 한국어 커뮤니티 리뷰 없음; repeatable first-1-3-volume 0/2/4 support for all mandatory Genre/Theme/Narrative/Tone groups is unavailable. No new accepted numeric cells asserted. Art is optional and non-blocking. Confidence: high for SOURCE_INFORMATION_UNAVAILABLE blocker; factor values remain unknown.","マンガ大賞 official archive — odds GP!","https://www.mangataisho.com/archives/2010.html","2010","2026-08-26","Recheck product: https://books.rakuten.co.jp/rb/6075086/; rerun official entry_1_3 pages plus at least two non-syndicated JP reviews and two Korean-community reviews with bounded vol.1-3 observations; map repeatable Genre/Theme/Narrative/Tone 0/2/4 anchors and rerun Dictionary adjudication. Art is optional.","odds GP 만화 후기 / 오즈 GP 경륜 만화 | 결과: 검색 결과에서 작품 일치 한국어 커뮤니티 리뷰 없음","https://note.com/bb_odds/n/n3e8795437984;https://ameblo.jp/ecbc0048/entry-10444392370.html"
"28","work-8db2b2190a8539797474","エイス","SOURCE_INFORMATION_UNAVAILABLE","Official + independent Japanese (JP) + Korean (KR) routes exhausted on 2026-08-26. Official award/product wording establishes identity and entry_1_3 scope; official wording alone is not a numeric Factor anchor. The frozen ev-single packet carries no Factor/Theme/Evidence cells. Bounded JP routes and Korean title-variant search (에이스 만화 이즈 토오루 후기 / 에이스 일본 만화 이즈 토오루) returned 검색 결과에서 작품 일치 한국어 커뮤니티 리뷰 없음; repeatable first-1-3-volume 0/2/4 support for all mandatory Genre/Theme/Narrative/Tone groups is unavailable. No new accepted numeric cells asserted. Art is optional and non-blocking. Confidence: high for SOURCE_INFORMATION_UNAVAILABLE blocker; factor values remain unknown.","マンガ大賞 official archive — エイス","https://www.mangataisho.com/archives/2014.html","2014","2026-08-26","Recheck product: https://books.rakuten.co.jp/rb/12302582/; rerun official entry_1_3 pages plus at least two non-syndicated JP reviews and two Korean-community reviews with bounded vol.1-3 observations; map repeatable Genre/Theme/Narrative/Tone 0/2/4 anchors and rerun Dictionary adjudication. Art is optional.","에이스 만화 이즈 토오루 후기 / 에이스 일본 만화 이즈 토오루 | 결과: 검색 결과에서 작품 일치 한국어 커뮤니티 리뷰 없음","https://bookmeter.com/search?keyword=%E3%82%A8%E3%82%A4%E3%82%B9%20%E4%BC%8A%E5%9B%B3%E9%80%8F"
