position,workId,canonicalTitle,genres,themes,progression,problemSolving,strategy,pacing,mysteryReveal,worldBuilding,characterArcWeight,relationshipStructure,comedy,darkness,mentalStress,romance,emotionalWarmth,factorConfidence,evidenceName,evidenceUrl,evidencePublishedAt,retrievedAt,japaneseEvidenceUrls,koreanEvidenceUrls,koreanQueries,notes
11,work-d0f8540d071099c25b8e,にこたま,romance,workplace:1:0.78,2,unknown,unknown,4,2,2,4,2,unknown,2,4,4,2,0.84,Rakuten Books representative volume 1 product — にこたま,https://books.rakuten.co.jp/rb/6288196/,2013,2026-08-26,https://www.hatehate.jp/entry/nikotama;https://www.kinokuniya.co.jp/f/dsg-01-9784063728736;https://www.cmoa.jp/title/customer_review/title_id/49787/,,니코타마 만화 리뷰 1권;니코타마 리뷰;니코타마 1권 후기,초반 1권에서 Rakuten JPRO는 29세 커플의 교제 9년 동거 5년과 일 결혼 출산 문제를 명시한다. hatehate의 1권 절은 동거 남친의 아이 생겼다는 폭로와 각자의 선택을 설명하고 Cmoa 및 Kinokuniya의 직접 리뷰는 불륜과 임신으로 관계가 흔들리며 무겁고 아프다고 적는다. 이 관찰에서 progression=2 pacing=4 mysteryReveal=2 worldBuilding=2 characterArcWeight=4 relationshipStructure=2 darkness=2 mentalStress=4 romance=4 emotionalWarmth=2를 매핑했다. problemSolving과 strategy 및 comedy는 직접 근거가 없어 unknown이다. 한국어 query(니코타마 만화 리뷰 1권;니코타마 리뷰;니코타마 1권 후기)는 수행했으나 개별 한국어 본문 URL은 없었다. Art는 optional이다.
"12","work-d130ae58f0d7c0b64d36","うそつきリリィ","romance","school:2:0.88","2","2","unknown","2","2","unknown","2","2","2","unknown","unknown","4","4","0.80","Rakuten Books representative volume 1 product — うそつきリリィ","https://books.rakuten.co.jp/rb/6418378/","2011","2026-08-26","https://booklive.jp/review/list/title_id/200388/vol_no/001;https://www.cmoa.jp/title/61274/","","거짓말쟁이 릴리 만화 리뷰 1권;우소츠키 릴리 리뷰;거짓말쟁이 릴리 1권 후기","Shueisha 공식 1권과 BookLive·CMOA 직접 독자 본문은 히나타와 소노가 교제를 시작하고 여장 취미와 남성 혐오에서 생기는 관계 문제를 함께 조정하며 여장 이유의 비밀을 다루는 학원 러브코미디를 확인한다. 한글 제목인 거짓말쟁이 릴리로 한국 커뮤니티를 검색했으나 직접 본문은 없었다. Conservative mappings: progression=2; problemSolving=2; pacing=2; mysteryReveal=2; characterArcWeight=2; relationshipStructure=2; comedy=2; romance=4; emotionalWarmth=4. strategy, worldBuilding, darkness, mentalStress는 unknown이다. Art is optional and not assessed."
13,work-d174ef75d64341d695bd,死神ドットコム,comedy,workplace:1:0.85,2,2,unknown,4,unknown,2,2,4,4,2,2,unknown,2,0.90,Rakuten Books representative volume 1 product — 死神ドットコム,https://books.rakuten.co.jp/rb/16910337/,2022-08-31,2026-08-26,https://ebookstore.sony.jp/review/title/01047429/id/BT000104742900100101/;https://hanhans.hatenablog.com/entry/2022/06/26/231926;https://honto.jp/ebook/pdseries-review_06C-MBJ-20157-7-426487X.html,,사신 닷컴 만화 리뷰 1권;시니가미 닷토코무 리뷰;사신 닷컴 1권 후기,초반 1권 공식 JPRO는 사신 메르메르와 도박 술을 좋아하는 OL 타마의 영혼 계약과 빚 상환을 블랙 개그 4코마로 제시한다. Sony 1권 리뷰는 1000만엔 빚과 동거 및 가스 수도 전기 중단과 한 달 노숙을 적고 Hanhans는 메르메르가 동전 줍기까지 배우며 타마에게 물드는 과정을 설명한다. Honto 1권 리뷰는 타마 메르메르 미라이 코다마 등 다수의 괴짜와 개그를 명시한다. 이 관찰에서 progression=2 problemSolving=2 pacing=4 worldBuilding=2 characterArcWeight=2 relationshipStructure=4 comedy=4 darkness=2 mentalStress=2 emotionalWarmth=2를 매핑했다. strategy mysteryReveal romance는 근거가 없어 unknown이다. 한국어 query(사신 닷컴 만화 리뷰 1권;시니가미 닷토코무 리뷰;사신 닷컴 1권 후기)는 수행했으나 개별 한국어 본문 URL은 없었다. Art는 optional이다.
14,work-d208dd6060ad71a6703c,ぼくらの,scienceFiction,combat:2:0.95;survival:2:0.95,unknown,2,unknown,4,2,4,4,4,unknown,4,4,unknown,2,0.92,Rakuten Books representative volume 1 product — ぼくらの,https://books.rakuten.co.jp/rb/1686964/,2008,2026-08-26,https://himezakura.seesaa.net/article/2008-02-24.html,,우리들 만화 리뷰 1권;보쿠라노 리뷰;보쿠라노 1권 후기,초반 1권 공식 Shogakukan은 자연학교의 15명 소년소녀가 수수께끼 남자의 거대 로봇 조종자가 되고 대가가 목숨이라고 설명한다. himezakura의 1권 절은 계약 때 미계약자가 누구인지 모르는 단서와 지아스 전투에서 코코펠리가 방법을 가르치는 장면 및 승리와 조종자 죽음의 역설을 직접 다룬다. 블로그 작성자는 후속권도 읽었지만 여기서는 명시된 1권 절만 사용했다. 이 관찰에서 problemSolving=2 pacing=4 mysteryReveal=2 worldBuilding=4 characterArcWeight=4 relationshipStructure=4 darkness=4 mentalStress=4 emotionalWarmth=2를 매핑했다. progression strategy comedy romance는 1권 메커니즘이 부족해 unknown이다. 한국어 query(우리들 만화 리뷰 1권;보쿠라노 리뷰;보쿠라노 1권 후기)는 수행했으나 개별 한국어 본문 URL이 없었다. Art는 optional이다.
15,work-d21df491ed79185bacc3,好きな子がめがねを忘れた,romance,school:2:0.95,2,2,unknown,2,unknown,2,4,2,2,unknown,unknown,4,4,0.90,Rakuten Books representative volume 1 product — 好きな子がめがねを忘れた,https://books.rakuten.co.jp/rb/15775798/,2019-08-22,2026-08-26,https://www.cmoa.jp/title/167755/;https://booklive.jp/review/list/title_id/586748/vol_no/001?spoiler=1,,좋아하는 아이가 안경을 깜빡했다 만화 리뷰 1권;스키나 코가 메가네오 와스레타 리뷰;좋아하는 아이가 안경을 잊었다 1권 후기,초반 1권 공식 소개와 Cmoa 및 BookLive 1권 직접 리뷰는 중학생 옆자리의 교과서 공유와 안경을 잊는 사건을 반복하는 순수한 러브 코미디를 설명한다. 리뷰는 코무라가 미에의 문제를 계속 포착해 도와주고 두 사람이 서로의 감정을 조금씩 깨닫는 관계 진전을 명시하며 짧은 에피소드가 웃음과 치유를 준다고 적는다. 이 관찰에서 progression=2 problemSolving=2 pacing=2 worldBuilding=2 characterArcWeight=4 relationshipStructure=2 comedy=2 romance=4 emotionalWarmth=4를 매핑했다. strategy mysteryReveal darkness mentalStress는 직접 메커니즘이 없어 unknown이다. 한국어 query(좋아하는 아이가 안경을 깜빡했다 만화 리뷰 1권;스키나 코가 메가네오 와스레타 리뷰;좋아하는 아이가 안경을 잊었다 1권 후기)는 수행했으나 개별 한국어 본문 URL이 없었다. Art는 optional이다.
"16","work-d22b1c7ee9c7d5fb92f5","勤しめ！仁岡先生","comedy","school:2:0.82","unknown","2","unknown","0","0","2","4","4","4","0","unknown","unknown","2","0.78","Rakuten Books representative volume 1 product — 勤しめ！仁岡先生","https://books.rakuten.co.jp/rb/4152529/","2009","2026-08-26","https://reviewne.jp/contents/3146;https://www.nicotto.jp/blog/detail?aid=26013655&user_id=740563","","힘내라 니오카 선생님 만화 리뷰 1권;이소시메 니오카 센세이 리뷰;힘내라 니오카 선생님 1권 후기","Rakuten 공식 1권의 중학교 교사·학생 전제와 Reviewne 장문 독자 본문은 학교의 여러 괴짜 교사와 학생이 반복 사고를 직접 행동으로 처리하는 상태 유지형 4컷 개그이며 수수께끼 구조가 없고 밝은 군상 관계가 핵심임을 확인한다. 한글 제목인 힘내라 니오카 선생님, 이소시메 니오카 센세이로 한국 커뮤니티를 검색했으나 직접 본문은 없었다. Conservative mappings: problemSolving=2; pacing=0; mysteryReveal=0; worldBuilding=2; characterArcWeight=4; relationshipStructure=4; comedy=4; darkness=0; emotionalWarmth=2. progression, strategy, mentalStress, romance는 unknown이다. Art is optional and not assessed."
17,work-d241d5bdc4fc56af2c5a,夏のあらし!,fantasy,timeTravel:2:0.95;war:1:0.85,unknown,2,unknown,2,4,4,2,4,unknown,2,2,2,4,0.90,Rakuten Books representative volume 1 product — 夏のあらし!,https://books.rakuten.co.jp/rb/4272124/,2008,2026-08-26,https://booklive.jp/review/list/title_id/188428/vol_no/001,,여름의 폭풍 만화 리뷰 1권;나츠노 아라시 리뷰;여름의 아라시 만화 후기;나츠노 아라시 1권 후기,초반 1권 공식 Square Enix는 오래된 찻집에서 소년이 연상 여고생을 만나 과거와 현재가 교차하는 노스탤직 판타지를 소개한다. BookLive 1권 직접 리뷰는 아라시가 2차대전 공습으로 죽은 유령이며 손을 잡으면 과거로 가고 다른 유령들이 찻집에 모인다고 적는다. 같은 리뷰는 과거의 인명 구조와 타임 패러독스라는 문제 및 전쟁의 상처를 다룬다. 이 관찰에서 problemSolving=2 pacing=2 mysteryReveal=4 worldBuilding=4 characterArcWeight=2 relationshipStructure=4 darkness=2 mentalStress=2 romance=2 emotionalWarmth=4를 매핑했다. progression strategy comedy는 1권 직접 메커니즘이 없어 unknown이다. 한국어 query(여름의 폭풍 만화 리뷰 1권;나츠노 아라시 리뷰;여름의 아라시 만화 후기;나츠노 아라시 1권 후기)는 수행했으나 개별 한국어 본문 URL이 없었다. Art는 optional이다.
18,work-d246a7b49390578b201e,偽りのフレイヤ,fantasy;romance,adventure:2:0.90;politics:1:0.80,4,2,2,4,2,4,4,4,unknown,4,4,2,2,0.93,Rakuten Books representative volume 1 product — 偽りのフレイヤ,https://books.rakuten.co.jp/rb/15370974/,2020-08-19,2026-08-26,https://booklive.jp/review/list/title_id/509431/vol_no/001?spoiler=1,https://m.yes24.com/Goods/Review/101817675,거짓의 프레이야 만화 리뷰 1권;이츠와리노 후레이야 리뷰;거짓의 프레이야 1권 후기;거짓의 프레이야 만화 1권 리뷰,초반 1권 공식 Hakusensha는 위협받는 왕국과 병약한 어머니 및 두 기사 친구와 쌍둥이처럼 닮은 왕자의 대역을 제시한다. BookLive 1권 리뷰는 대역 역할과 인물의 반전 및 하드보일드 전개를 설명하고 YES24 한국어 1권 직접 구매 리뷰는 마을을 지키기 위한 대역과 점진적인 용기 성장 및 충격적인 죽음과 시종일관 어두운 빠른 전개를 명시한다. 이 관찰에서 progression=4 problemSolving=2 strategy=2 pacing=4 mysteryReveal=2 worldBuilding=4 characterArcWeight=4 relationshipStructure=4 darkness=4 mentalStress=4 romance=2 emotionalWarmth=2를 매핑했다. comedy는 직접 근거가 없어 unknown이다. 한국어 query(거짓의 프레이야 만화 리뷰 1권;이츠와리노 후레이야 리뷰;거짓의 프레이야 1권 후기;거짓의 프레이야 만화 1권 리뷰)와 개별 YES24 본문 URL을 확인했다. Art는 optional이다.
19,work-d268f50a5223d98d65ac,冒険エレキテ島,scienceFiction,adventure:2:0.95;exploration:2:0.90,2,2,2,2,4,4,2,2,unknown,2,2,unknown,4,0.88,Rakuten Books representative volume 1 product — 冒険エレキテ島,https://books.rakuten.co.jp/rb/11396997/,2012,2026-08-26,https://ameblo.jp/toraieisu/entry-11145385641.html,,모험 에레키테 섬 만화 리뷰 1권;보켄 에레키테지마 리뷰;모험 에레키테 섬 1권 후기,"초반 1권 Ameblo 직접 리뷰는 조부의 유품 노트와 배달물을 단서로 미카쿠라 미쿠라가 고양이와 함께 환상의 에레키테 섬을 찾아 비행하는 과정을 설명한다. Manga Taisho 2012 직접 심사 코멘트는 신비한 섬 정보와 1권 마지막 단서 획득 및 낡은 복엽기 출발 그리고 섬 사회의 이웃 묘사를 확인한다. 이 관찰에서 progression=2 problemSolving=2 strategy=2 pacing=2 mysteryReveal=4 worldBuilding=4 characterArcWeight=2 relationshipStructure=2 darkness=2 mentalStress=2 emotionalWarmth=4를 매핑했다. 講談社 1권 공식 상품이 작품의 독특한 SF 테이스트를 명시하고, 1권 심사 코멘트도 주니어 SF로 설명하므로 합법 장르 scienceFiction을 추가했다. adventure와 exploration 테마도 같은 초반 관찰이 지지한다. 한국어 query(모험 에레키테 섬 만화 리뷰 1권;보켄 에레키테지마 리뷰;모험 에레키테 섬 1권 후기)는 수행했으나 개별 한국어 본문 URL이 없었고 Art는 optional이다. Narrative와 Tone 및 장르·테마 게이트를 충족해 recommendationVerified 후보이다."
"20","work-d27a048a45e8d7b0e980","薄花少女","sliceOfLife","foundFamily:2:0.84","2","unknown","unknown","2","2","2","4","2","unknown","unknown","2","2","4","0.86","Rakuten Books representative volume 1 product — 薄花少女","https://books.rakuten.co.jp/rb/12417259/","2014","2026-08-26","https://osusumecomic.net/13722.html","","박화 소녀 만화 리뷰 1권;우스바나 쇼조 리뷰;박화 소녀 1권 후기","Shogakukan 공식 1권과 MangaLove 직접 본문은 비혈연 가정부 하카가 젊어진 모습으로 후미의 집에 돌아와 식사와 돌봄을 이어 가며 공동생활과 다툼, 서로를 향한 두근거림을 쌓는 한 화 완결 구조를 확인한다. 한글 제목인 박화 소녀, 우스바나 쇼조로 한국 커뮤니티를 검색했으나 직접 본문은 없었다. 비혈연 돌봄 가정이 반복 핵심이므로 foundFamily를 사용한다. Conservative mappings: progression=2; pacing=2; mysteryReveal=2; worldBuilding=2; characterArcWeight=4; relationshipStructure=2; mentalStress=2; romance=2; emotionalWarmth=4. problemSolving, strategy, comedy, darkness는 unknown이다. Art is optional and not assessed."
