id,title,titleKana,creators,publisher,demographic,status,firstPublishedYear,genres,factorScope,onboardingEligible,recommendationEligible,libraryOnly,metadataConfidence,groupingConfidence,sourceAgreement,annotationReviewMethod,annotationReviewedAt,annotationReviewReference,evidenceId
work-98637340992f2f50107d,いつかティファニーで朝食を,,マキヒロチ,新潮社,seinen,unknown,2012,,entry_1_3_volumes,false,false,true,1,1,1,unreviewed,,,ev-rakuten-library-work-98637340992f2f50107d
work-a25bac53b4757f13f21a,鬼灯の冷徹,,江口夏実,講談社,seinen,unknown,2011,,entry_1_3_volumes,false,false,true,1,1,1,unreviewed,,,ev-rakuten-library-work-a25bac53b4757f13f21a
work-a4ca6e21e97927928e1a,喰う寝るふたり住むふたり,,日暮キノコ,ノース・スターズ・ピクチャーズ,seinen,unknown,2012,,entry_1_3_volumes,false,false,true,1,1,1,unreviewed,,,ev-rakuten-library-work-a4ca6e21e97927928e1a
work-a7413b6e35e0d316a538,となりの怪物くん,,ろびこ,講談社,shojo,unknown,2009,,entry_1_3_volumes,false,false,true,1,1,1,unreviewed,,,ev-rakuten-library-work-a7413b6e35e0d316a538
work-a7e0062c7153978fc6fe,失恋ショコラティエ,,水城 せとな,小学館,unknown,unknown,2009,,entry_1_3_volumes,false,false,true,1,1,1,unreviewed,,,ev-rakuten-library-work-a7e0062c7153978fc6fe
work-a960372ed5efa4031896,シルバーマウンテン,,藤田 和日郎,小学館,shonen,unknown,2025,,entry_1_3_volumes,false,false,true,1,1,1,unreviewed,,,ev-rakuten-library-work-a960372ed5efa4031896
work-aa6d796e2e04a55b94b1,惑星のさみだれ,,水上悟志,少年画報社,seinen,unknown,2006,,entry_1_3_volumes,false,false,true,1,1,1,unreviewed,,,ev-rakuten-library-work-aa6d796e2e04a55b94b1
work-ae0ac8a5acfc5fbb7dd6,終末のワルキューレ,,アジチカ;梅村真也;フクイタクミ,ノース・スターズ・ピクチャーズ,seinen,unknown,2018,,entry_1_3_volumes,false,false,true,1,1,1,unreviewed,,,ev-rakuten-library-work-ae0ac8a5acfc5fbb7dd6
work-b2be97620643b3342637,アオイホノオ,,島本和彦,小学館,seinen,unknown,2008,,entry_1_3_volumes,false,false,true,1,1,1,unreviewed,,,ev-rakuten-library-work-b2be97620643b3342637
work-b708734262fb9b67f948,ねこだらけ,,横山キムチ,講談社,seinen,unknown,,,entry_1_3_volumes,false,false,true,1,1,1,unreviewed,,,ev-rakuten-library-work-b708734262fb9b67f948
work-bd42208a660912d9d95d,路地恋花,,麻生みこと,講談社,seinen,unknown,2010,,entry_1_3_volumes,false,false,true,1,1,1,unreviewed,,,ev-rakuten-library-work-bd42208a660912d9d95d
work-c5e8c957903bf1832dc5,日々ロック,,榎屋克優,集英社,seinen,unknown,2010,,entry_1_3_volumes,false,false,true,1,1,1,unreviewed,,,ev-rakuten-library-work-c5e8c957903bf1832dc5
work-c805c5b70111f75d6fb5,海獣の子供,,五十嵐 大介,小学館,seinen,unknown,2007,,entry_1_3_volumes,false,false,true,1,1,1,unreviewed,,,ev-rakuten-library-work-c805c5b70111f75d6fb5
work-c9e32218e26c6c6292f9,ファントムバスターズ,,ネオショコ,集英社,shonen,unknown,2023,,entry_1_3_volumes,false,false,true,1,1,1,unreviewed,,,ev-rakuten-library-work-c9e32218e26c6c6292f9
work-d655ea1cfb913f33cc9a,湯神くんには友達がいない,,佐倉 準,小学館,shonen,unknown,2012,,entry_1_3_volumes,false,false,true,1,1,1,unreviewed,,,ev-rakuten-library-work-d655ea1cfb913f33cc9a
work-d735187a8421d0d33399,姉の結婚,,西 炯子,小学館,unknown,unknown,2011,,entry_1_3_volumes,false,false,true,1,1,1,unreviewed,,,ev-rakuten-library-work-d735187a8421d0d33399
work-da98a01b4d345bd9c415,放課後のカリスマ,,スエカネクミコ,小学館,seinen,unknown,2009,,entry_1_3_volumes,false,false,true,1,1,1,unreviewed,,,ev-rakuten-library-work-da98a01b4d345bd9c415
work-df29832c2155775e0e7c,となりの関くん,,森繁拓真,KADOKAWA,seinen,unknown,2011,,entry_1_3_volumes,false,false,true,1,1,1,unreviewed,,,ev-rakuten-library-work-df29832c2155775e0e7c
work-ea41ee65245a0dbdc4a8,男子高校生の日常,,山内泰延,スクウェア・エニックス,shonen,unknown,2010,,entry_1_3_volumes,false,false,true,1,1,1,unreviewed,,,ev-rakuten-library-work-ea41ee65245a0dbdc4a8
work-f1d22b68efa7fbd501ee,僕の小規模な生活,,福満しげゆき,講談社,seinen,unknown,2007,,entry_1_3_volumes,false,false,true,1,1,1,unreviewed,,,ev-rakuten-library-work-f1d22b68efa7fbd501ee
work-f59be454d59478f33914,ハクメイとミコチ,,樫木 祐人,KADOKAWA,seinen,unknown,2013,,entry_1_3_volumes,false,false,true,1,1,1,unreviewed,,,ev-rakuten-library-work-f59be454d59478f33914
work-f6cddc6b36f20bd0cc74,空挺ドラゴンズ,,桑原 太矩,講談社,seinen,unknown,2016,,entry_1_3_volumes,false,false,true,1,1,1,unreviewed,,,ev-rakuten-library-work-f6cddc6b36f20bd0cc74
work-f6fa4c2d3a7e1dc5257b,ワカコ酒,,新久千映,ノース・スターズ・ピクチャーズ,seinen,unknown,2013,,entry_1_3_volumes,false,false,true,1,1,1,unreviewed,,,ev-rakuten-library-work-f6fa4c2d3a7e1dc5257b
