id,workId,volumeNumber,isbn,releaseDate,editionKind,isRepresentative,evidenceId
work-aa6d796e2e04a55b94b1-representative,work-aa6d796e2e04a55b94b1,1,9784785926052,,standard,true,ev-rakuten-library-work-aa6d796e2e04a55b94b1
work-ae0ac8a5acfc5fbb7dd6-representative,work-ae0ac8a5acfc5fbb7dd6,1,9784199804953,,standard,true,ev-rakuten-library-work-ae0ac8a5acfc5fbb7dd6
work-b2be97620643b3342637-representative,work-b2be97620643b3342637,1,9784091512680,2008-02-05,standard,true,ev-rakuten-library-work-b2be97620643b3342637
work-b708734262fb9b67f948-representative,work-b708734262fb9b67f948,,9784063728262,,standard,true,ev-rakuten-library-work-b708734262fb9b67f948
work-bd42208a660912d9d95d-representative,work-bd42208a660912d9d95d,1,9784063106282,2010-02-05,standard,true,ev-rakuten-library-work-bd42208a660912d9d95d
work-c5e8c957903bf1832dc5-representative,work-c5e8c957903bf1832dc5,1,9784088790343,,standard,true,ev-rakuten-library-work-c5e8c957903bf1832dc5
work-c805c5b70111f75d6fb5-representative,work-c805c5b70111f75d6fb5,1,9784091883681,2007-07-30,standard,true,ev-rakuten-library-work-c805c5b70111f75d6fb5
work-c9e32218e26c6c6292f9-representative,work-c9e32218e26c6c6292f9,1,9784088837246,2023-12-04,standard,true,ev-rakuten-library-work-c9e32218e26c6c6292f9
work-d655ea1cfb913f33cc9a-representative,work-d655ea1cfb913f33cc9a,1,9784091240200,2012-11-16,standard,true,ev-rakuten-library-work-d655ea1cfb913f33cc9a
work-d735187a8421d0d33399-representative,work-d735187a8421d0d33399,1,9784091338099,2011-05-10,standard,true,ev-rakuten-library-work-d735187a8421d0d33399
work-da98a01b4d345bd9c415-representative,work-da98a01b4d345bd9c415,1,9784091884664,,standard,true,ev-rakuten-library-work-da98a01b4d345bd9c415
work-df29832c2155775e0e7c-representative,work-df29832c2155775e0e7c,1,9784040665177,,standard,true,ev-rakuten-library-work-df29832c2155775e0e7c
work-ea41ee65245a0dbdc4a8-representative,work-ea41ee65245a0dbdc4a8,1,9784757528062,,standard,true,ev-rakuten-library-work-ea41ee65245a0dbdc4a8
work-f1d22b68efa7fbd501ee-representative,work-f1d22b68efa7fbd501ee,1,9784063754179,,standard,true,ev-rakuten-library-work-f1d22b68efa7fbd501ee
work-f59be454d59478f33914-representative,work-f59be454d59478f33914,1,9784047286344,2013-01-15,standard,true,ev-rakuten-library-work-f59be454d59478f33914
work-f6cddc6b36f20bd0cc74-representative,work-f6cddc6b36f20bd0cc74,1,9784063882049,,standard,true,ev-rakuten-library-work-f6cddc6b36f20bd0cc74
work-f6fa4c2d3a7e1dc5257b-representative,work-f6fa4c2d3a7e1dc5257b,1,9784199801457,,standard,true,ev-rakuten-library-work-f6fa4c2d3a7e1dc5257b
