workId,axisId,state,value,confidence,authorityClass,sourceType,sourceUrl,edition,scopeMapping,pageOrTimeRefs,sampleCount,contexts,observation,limitation,reviewStatus
space-brothers,visualSoftness,known,2,0.86,originalPublisher,publisher,https://www.kodansha.co.jp/comic/products/0000013802/trial,standard Japanese Volume 1; ISBN 9784063726749,The observed official or licensed Japanese Volume 1 interior is within original volumes 1-3 and maps directly to entry_1_3_volumes.,Kodansha reader state after 2 left turns; Kodansha reader state after 4 left turns; Kodansha reader state after 6 left turns; Kodansha reader state after 8 left turns; Kodansha reader state after 10 left turns; Kodansha reader state after 12 left turns,6,childhood family and television; night field and UFO memory; adult design office and home,"Rounded and angular forms remain balanced, producing a neutral visual softness.",At least six distinct official or licensed interior pages across at least two contexts were inspected; cover art and lettering were excluded; panel approval remains pending.,modelObservedPendingPanel
space-brothers,motionImpact,unknown,,,originalPublisher,publisher,https://www.kodansha.co.jp/comic/products/0000013802/trial,standard Japanese Volume 1; ISBN 9784063726749,The observed official or licensed Japanese Volume 1 interior is within original volumes 1-3 and maps directly to entry_1_3_volumes.,Kodansha reader state after 2 left turns; Kodansha reader state after 4 left turns; Kodansha reader state after 6 left turns; Kodansha reader state after 8 left turns; Kodansha reader state after 10 left turns; Kodansha reader state after 12 left turns,6,childhood family and television; night field and UFO memory; adult design office and home,The cited sample does not establish a sufficiently representative continuous physical-action sequence.,The inspected sample did not establish a representative continuous physical-action sequence across entry_1_3_volumes; no 0-4 value is assigned.,modelObservedPendingPanel
blue-giant,artRealism,known,3,0.86,originalPublisher,publisher,https://sc-portal.tameshiyo.me/9784091856784,standard Japanese Volume 1; ISBN 9784091856784,The observed official or licensed Japanese Volume 1 interior is within original volumes 1-3 and maps directly to entry_1_3_volumes.,viewer page 3/24; viewer page 4/24; viewer page 5/24; viewer page 6/24; viewer page 7/24; viewer page 8/24,6,riverside saxophone performance; school classroom and bicycle commute; gymnasium basketball,"Grounded anatomy, clothing, and settings outweigh comic deformation across the cited pages.",At least six distinct official or licensed interior pages across at least two contexts were inspected; cover art and lettering were excluded; panel approval remains pending.,modelObservedPendingPanel
blue-giant,artDensity,known,3,0.86,originalPublisher,publisher,https://sc-portal.tameshiyo.me/9784091856784,standard Japanese Volume 1; ISBN 9784091856784,The observed official or licensed Japanese Volume 1 interior is within original volumes 1-3 and maps directly to entry_1_3_volumes.,viewer page 3/24; viewer page 4/24; viewer page 5/24; viewer page 6/24; viewer page 7/24; viewer page 8/24,6,riverside saxophone performance; school classroom and bicycle commute; gymnasium basketball,"Layered backgrounds, tones, and object detail produce above-balanced density; lettering was excluded.",At least six distinct official or licensed interior pages across at least two contexts were inspected; cover art and lettering were excluded; panel approval remains pending.,modelObservedPendingPanel
blue-giant,visualSoftness,known,2,0.86,originalPublisher,publisher,https://sc-portal.tameshiyo.me/9784091856784,standard Japanese Volume 1; ISBN 9784091856784,The observed official or licensed Japanese Volume 1 interior is within original volumes 1-3 and maps directly to entry_1_3_volumes.,viewer page 3/24; viewer page 4/24; viewer page 5/24; viewer page 6/24; viewer page 7/24; viewer page 8/24,6,riverside saxophone performance; school classroom and bicycle commute; gymnasium basketball,"Rounded and angular forms remain balanced, producing a neutral visual softness.",At least six distinct official or licensed interior pages across at least two contexts were inspected; cover art and lettering were excluded; panel approval remains pending.,modelObservedPendingPanel
blue-giant,motionImpact,unknown,,,originalPublisher,publisher,https://sc-portal.tameshiyo.me/9784091856784,standard Japanese Volume 1; ISBN 9784091856784,The observed official or licensed Japanese Volume 1 interior is within original volumes 1-3 and maps directly to entry_1_3_volumes.,viewer page 3/24; viewer page 4/24; viewer page 5/24; viewer page 6/24; viewer page 7/24; viewer page 8/24,6,riverside saxophone performance; school classroom and bicycle commute; gymnasium basketball,The cited sample does not establish a sufficiently representative continuous physical-action sequence.,The inspected sample did not establish a representative continuous physical-action sequence across entry_1_3_volumes; no 0-4 value is assigned.,modelObservedPendingPanel
blue-period,artRealism,known,2,0.86,originalPublisher,publisher,https://www.kodansha.co.jp/comic/products/0000052420/trial,standard Japanese Volume 1; ISBN 9784065105863,The observed official or licensed Japanese Volume 1 interior is within original volumes 1-3 and maps directly to entry_1_3_volumes.,Kodansha reader state after 2 left turns; Kodansha reader state after 4 left turns; Kodansha reader state after 6 left turns; Kodansha reader state after 8 left turns; Kodansha reader state after 10 left turns; Kodansha reader state after 12 left turns,6,Shibuya street and restaurant; school classroom and corridor; fine-arts club painting,Conventional manga stylization and functional anatomy recur across the cited pages.,At least six distinct official or licensed interior pages across at least two contexts were inspected; cover art and lettering were excluded; panel approval remains pending.,modelObservedPendingPanel
blue-period,artDensity,known,3,0.86,originalPublisher,publisher,https://www.kodansha.co.jp/comic/products/0000052420/trial,standard Japanese Volume 1; ISBN 9784065105863,The observed official or licensed Japanese Volume 1 interior is within original volumes 1-3 and maps directly to entry_1_3_volumes.,Kodansha reader state after 2 left turns; Kodansha reader state after 4 left turns; Kodansha reader state after 6 left turns; Kodansha reader state after 8 left turns; Kodansha reader state after 10 left turns; Kodansha reader state after 12 left turns,6,Shibuya street and restaurant; school classroom and corridor; fine-arts club painting,"Layered backgrounds, tones, and object detail produce above-balanced density; lettering was excluded.",At least six distinct official or licensed interior pages across at least two contexts were inspected; cover art and lettering were excluded; panel approval remains pending.,modelObservedPendingPanel
blue-period,visualSoftness,known,3,0.86,originalPublisher,publisher,https://www.kodansha.co.jp/comic/products/0000052420/trial,standard Japanese Volume 1; ISBN 9784065105863,The observed official or licensed Japanese Volume 1 interior is within original volumes 1-3 and maps directly to entry_1_3_volumes.,Kodansha reader state after 2 left turns; Kodansha reader state after 4 left turns; Kodansha reader state after 6 left turns; Kodansha reader state after 8 left turns; Kodansha reader state after 10 left turns; Kodansha reader state after 12 left turns,6,Shibuya street and restaurant; school classroom and corridor; fine-arts club painting,"Gentle curves, clean tones, and restrained line weight create a soft presentation.",At least six distinct official or licensed interior pages across at least two contexts were inspected; cover art and lettering were excluded; panel approval remains pending.,modelObservedPendingPanel
blue-period,motionImpact,unknown,,,originalPublisher,publisher,https://www.kodansha.co.jp/comic/products/0000052420/trial,standard Japanese Volume 1; ISBN 9784065105863,The observed official or licensed Japanese Volume 1 interior is within original volumes 1-3 and maps directly to entry_1_3_volumes.,Kodansha reader state after 2 left turns; Kodansha reader state after 4 left turns; Kodansha reader state after 6 left turns; Kodansha reader state after 8 left turns; Kodansha reader state after 10 left turns; Kodansha reader state after 12 left turns,6,Shibuya street and restaurant; school classroom and corridor; fine-arts club painting,The cited sample does not establish a sufficiently representative continuous physical-action sequence.,The inspected sample did not establish a representative continuous physical-action sequence across entry_1_3_volumes; no 0-4 value is assigned.,modelObservedPendingPanel
the-apothecary-diaries,artRealism,known,2,0.86,originalPublisher,publisher,https://magazine.jp.square-enix.com/biggangan/tachiyomi/kusuriya_01/,standard Japanese Volume 1; ISBN 9784757554894,The observed official or licensed Japanese Volume 1 interior is within original volumes 1-3 and maps directly to entry_1_3_volumes.,Square Enix reader state after 2 left turns; Square Enix reader state after 4 left turns; Square Enix reader state after 6 left turns; Square Enix reader state after 8 left turns; Square Enix reader state after 10 left turns; Square Enix reader state after 12 left turns; Square Enix reader state after 14 left turns; Square Enix reader state after 16 left turns,8,palace grounds and abduction memory; servants quarters and medical observation; court corridor and official summons,Conventional manga stylization and functional anatomy recur across the cited pages.,At least six distinct official or licensed interior pages across at least two contexts were inspected; cover art and lettering were excluded; panel approval remains pending.,modelObservedPendingPanel
the-apothecary-diaries,artDensity,known,3,0.86,originalPublisher,publisher,https://magazine.jp.square-enix.com/biggangan/tachiyomi/kusuriya_01/,standard Japanese Volume 1; ISBN 9784757554894,The observed official or licensed Japanese Volume 1 interior is within original volumes 1-3 and maps directly to entry_1_3_volumes.,Square Enix reader state after 2 left turns; Square Enix reader state after 4 left turns; Square Enix reader state after 6 left turns; Square Enix reader state after 8 left turns; Square Enix reader state after 10 left turns; Square Enix reader state after 12 left turns; Square Enix reader state after 14 left turns; Square Enix reader state after 16 left turns,8,palace grounds and abduction memory; servants quarters and medical observation; court corridor and official summons,"Layered backgrounds, tones, and object detail produce above-balanced density; lettering was excluded.",At least six distinct official or licensed interior pages across at least two contexts were inspected; cover art and lettering were excluded; panel approval remains pending.,modelObservedPendingPanel
the-apothecary-diaries,visualSoftness,known,2,0.86,originalPublisher,publisher,https://magazine.jp.square-enix.com/biggangan/tachiyomi/kusuriya_01/,standard Japanese Volume 1; ISBN 9784757554894,The observed official or licensed Japanese Volume 1 interior is within original volumes 1-3 and maps directly to entry_1_3_volumes.,Square Enix reader state after 2 left turns; Square Enix reader state after 4 left turns; Square Enix reader state after 6 left turns; Square Enix reader state after 8 left turns; Square Enix reader state after 10 left turns; Square Enix reader state after 12 left turns; Square Enix reader state after 14 left turns; Square Enix reader state after 16 left turns,8,palace grounds and abduction memory; servants quarters and medical observation; court corridor and official summons,"Rounded and angular forms remain balanced, producing a neutral visual softness.",At least six distinct official or licensed interior pages across at least two contexts were inspected; cover art and lettering were excluded; panel approval remains pending.,modelObservedPendingPanel
the-apothecary-diaries,motionImpact,unknown,,,originalPublisher,publisher,https://magazine.jp.square-enix.com/biggangan/tachiyomi/kusuriya_01/,standard Japanese Volume 1; ISBN 9784757554894,The observed official or licensed Japanese Volume 1 interior is within original volumes 1-3 and maps directly to entry_1_3_volumes.,Square Enix reader state after 2 left turns; Square Enix reader state after 4 left turns; Square Enix reader state after 6 left turns; Square Enix reader state after 8 left turns; Square Enix reader state after 10 left turns; Square Enix reader state after 12 left turns; Square Enix reader state after 14 left turns; Square Enix reader state after 16 left turns,8,palace grounds and abduction memory; servants quarters and medical observation; court corridor and official summons,The cited sample does not establish a sufficiently representative continuous physical-action sequence.,The inspected sample did not establish a representative continuous physical-action sequence across entry_1_3_volumes; no 0-4 value is assigned.,modelObservedPendingPanel
dorohedoro,artRealism,known,2,0.86,originalPublisher,publisher,https://e-comi.shogakukan.co.jp/viewer/open?jdcn=091882710000d0000000,standard Japanese Volume 1; ISBN 9784091882714,The observed official or licensed Japanese Volume 1 interior is within original volumes 1-3 and maps directly to entry_1_3_volumes.,e-comi reader state after 6 left turns; e-comi reader state after 8 left turns; e-comi reader state after 10 left turns; e-comi reader state after 12 left turns; e-comi reader state after 14 left turns; e-comi reader state after 16 left turns,6,industrial ruin confrontation; masked combat and magic attack; monster aftermath,Conventional manga stylization and functional anatomy recur across the cited pages.,At least six distinct official or licensed interior pages across at least two contexts were inspected; cover art and lettering were excluded; panel approval remains pending.,modelObservedPendingPanel
dorohedoro,artDensity,known,4,0.86,originalPublisher,publisher,https://e-comi.shogakukan.co.jp/viewer/open?jdcn=091882710000d0000000,standard Japanese Volume 1; ISBN 9784091882714,The observed official or licensed Japanese Volume 1 interior is within original volumes 1-3 and maps directly to entry_1_3_volumes.,e-comi reader state after 6 left turns; e-comi reader state after 8 left turns; e-comi reader state after 10 left turns; e-comi reader state after 12 left turns; e-comi reader state after 14 left turns; e-comi reader state after 16 left turns,6,industrial ruin confrontation; masked combat and magic attack; monster aftermath,"Dense linework, textures, architecture, and environmental information dominate; lettering was excluded.",At least six distinct official or licensed interior pages across at least two contexts were inspected; cover art and lettering were excluded; panel approval remains pending.,modelObservedPendingPanel
dorohedoro,visualSoftness,known,0,0.86,originalPublisher,publisher,https://e-comi.shogakukan.co.jp/viewer/open?jdcn=091882710000d0000000,standard Japanese Volume 1; ISBN 9784091882714,The observed official or licensed Japanese Volume 1 interior is within original volumes 1-3 and maps directly to entry_1_3_volumes.,e-comi reader state after 6 left turns; e-comi reader state after 8 left turns; e-comi reader state after 10 left turns; e-comi reader state after 12 left turns; e-comi reader state after 14 left turns; e-comi reader state after 16 left turns,6,industrial ruin confrontation; masked combat and magic attack; monster aftermath,"Rough, angular lines and hard contrast create a consistently severe presentation.",At least six distinct official or licensed interior pages across at least two contexts were inspected; cover art and lettering were excluded; panel approval remains pending.,modelObservedPendingPanel
dorohedoro,motionImpact,unknown,,,originalPublisher,publisher,https://e-comi.shogakukan.co.jp/viewer/open?jdcn=091882710000d0000000,standard Japanese Volume 1; ISBN 9784091882714,The observed official or licensed Japanese Volume 1 interior is within original volumes 1-3 and maps directly to entry_1_3_volumes.,e-comi reader state after 6 left turns; e-comi reader state after 8 left turns; e-comi reader state after 10 left turns; e-comi reader state after 12 left turns; e-comi reader state after 14 left turns; e-comi reader state after 16 left turns,6,industrial ruin confrontation; masked combat and magic attack; monster aftermath,The cited sample does not establish a sufficiently representative continuous physical-action sequence.,The inspected sample did not establish a representative continuous physical-action sequence across entry_1_3_volumes; no 0-4 value is assigned.,modelObservedPendingPanel
sweat-and-soap,artRealism,known,2,0.86,originalPublisher,publisher,https://www.kodansha.co.jp/comic/products/0000314272/trial,standard Japanese Volume 1; ISBN 9784065133422,The observed official or licensed Japanese Volume 1 interior is within original volumes 1-3 and maps directly to entry_1_3_volumes.,Kodansha reader state after 14 left turns; Kodansha reader state after 16 left turns; Kodansha reader state after 18 left turns; Kodansha reader state after 20 left turns; Kodansha reader state after 22 left turns; Kodansha reader state after 24 left turns; Kodansha reader state after 26 left turns; Kodansha reader state after 28 left turns,8,office corridor introduction; restaurant product discussion; company entrance and outdoor walk,Conventional manga stylization and functional anatomy recur across the cited pages.,At least six distinct official or licensed interior pages across at least two contexts were inspected; cover art and lettering were excluded; panel approval remains pending.,modelObservedPendingPanel
sweat-and-soap,artDensity,known,2,0.86,originalPublisher,publisher,https://www.kodansha.co.jp/comic/products/0000314272/trial,standard Japanese Volume 1; ISBN 9784065133422,The observed official or licensed Japanese Volume 1 interior is within original volumes 1-3 and maps directly to entry_1_3_volumes.,Kodansha reader state after 14 left turns; Kodansha reader state after 16 left turns; Kodansha reader state after 18 left turns; Kodansha reader state after 20 left turns; Kodansha reader state after 22 left turns; Kodansha reader state after 24 left turns; Kodansha reader state after 26 left turns; Kodansha reader state after 28 left turns,8,office corridor introduction; restaurant product discussion; company entrance and outdoor walk,Readable setting detail and white space are balanced across the cited pages; lettering was excluded.,At least six distinct official or licensed interior pages across at least two contexts were inspected; cover art and lettering were excluded; panel approval remains pending.,modelObservedPendingPanel
sweat-and-soap,visualSoftness,known,3,0.86,originalPublisher,publisher,https://www.kodansha.co.jp/comic/products/0000314272/trial,standard Japanese Volume 1; ISBN 9784065133422,The observed official or licensed Japanese Volume 1 interior is within original volumes 1-3 and maps directly to entry_1_3_volumes.,Kodansha reader state after 14 left turns; Kodansha reader state after 16 left turns; Kodansha reader state after 18 left turns; Kodansha reader state after 20 left turns; Kodansha reader state after 22 left turns; Kodansha reader state after 24 left turns; Kodansha reader state after 26 left turns; Kodansha reader state after 28 left turns,8,office corridor introduction; restaurant product discussion; company entrance and outdoor walk,"Gentle curves, clean tones, and restrained line weight create a soft presentation.",At least six distinct official or licensed interior pages across at least two contexts were inspected; cover art and lettering were excluded; panel approval remains pending.,modelObservedPendingPanel
sweat-and-soap,motionImpact,unknown,,,originalPublisher,publisher,https://www.kodansha.co.jp/comic/products/0000314272/trial,standard Japanese Volume 1; ISBN 9784065133422,The observed official or licensed Japanese Volume 1 interior is within original volumes 1-3 and maps directly to entry_1_3_volumes.,Kodansha reader state after 14 left turns; Kodansha reader state after 16 left turns; Kodansha reader state after 18 left turns; Kodansha reader state after 20 left turns; Kodansha reader state after 22 left turns; Kodansha reader state after 24 left turns; Kodansha reader state after 26 left turns; Kodansha reader state after 28 left turns,8,office corridor introduction; restaurant product discussion; company entrance and outdoor walk,The cited sample does not establish a sufficiently representative continuous physical-action sequence.,The inspected sample did not establish a representative continuous physical-action sequence across entry_1_3_volumes; no 0-4 value is assigned.,modelObservedPendingPanel
a-condition-called-love,artRealism,known,1,0.86,originalPublisher,publisher,https://www.kodansha.co.jp/comic/products/0000116236/trial,standard Japanese Volume 1; ISBN 9784065114698,The observed official or licensed Japanese Volume 1 interior is within original volumes 1-3 and maps directly to entry_1_3_volumes.,Kodansha reader state after 14 left turns; Kodansha reader state after 16 left turns; Kodansha reader state after 18 left turns; Kodansha reader state after 20 left turns; Kodansha reader state after 22 left turns; Kodansha reader state after 24 left turns; Kodansha reader state after 26 left turns; Kodansha reader state after 28 left turns,8,school entrance and classroom; clinic waiting area; snowy street and restaurant,Strong stylization and simplified proportions dominate while actions remain readable.,At least six distinct official or licensed interior pages across at least two contexts were inspected; cover art and lettering were excluded; panel approval remains pending.,modelObservedPendingPanel
a-condition-called-love,artDensity,known,2,0.86,originalPublisher,publisher,https://www.kodansha.co.jp/comic/products/0000116236/trial,standard Japanese Volume 1; ISBN 9784065114698,The observed official or licensed Japanese Volume 1 interior is within original volumes 1-3 and maps directly to entry_1_3_volumes.,Kodansha reader state after 14 left turns; Kodansha reader state after 16 left turns; Kodansha reader state after 18 left turns; Kodansha reader state after 20 left turns; Kodansha reader state after 22 left turns; Kodansha reader state after 24 left turns; Kodansha reader state after 26 left turns; Kodansha reader state after 28 left turns,8,school entrance and classroom; clinic waiting area; snowy street and restaurant,Readable setting detail and white space are balanced across the cited pages; lettering was excluded.,At least six distinct official or licensed interior pages across at least two contexts were inspected; cover art and lettering were excluded; panel approval remains pending.,modelObservedPendingPanel
a-condition-called-love,visualSoftness,known,4,0.86,originalPublisher,publisher,https://www.kodansha.co.jp/comic/products/0000116236/trial,standard Japanese Volume 1; ISBN 9784065114698,The observed official or licensed Japanese Volume 1 interior is within original volumes 1-3 and maps directly to entry_1_3_volumes.,Kodansha reader state after 14 left turns; Kodansha reader state after 16 left turns; Kodansha reader state after 18 left turns; Kodansha reader state after 20 left turns; Kodansha reader state after 22 left turns; Kodansha reader state after 24 left turns; Kodansha reader state after 26 left turns; Kodansha reader state after 28 left turns,8,school entrance and classroom; clinic waiting area; snowy street and restaurant,"Highly rounded forms, delicate linework, and airy tonal treatment create a very soft presentation.",At least six distinct official or licensed interior pages across at least two contexts were inspected; cover art and lettering were excluded; panel approval remains pending.,modelObservedPendingPanel
a-condition-called-love,motionImpact,unknown,,,originalPublisher,publisher,https://www.kodansha.co.jp/comic/products/0000116236/trial,standard Japanese Volume 1; ISBN 9784065114698,The observed official or licensed Japanese Volume 1 interior is within original volumes 1-3 and maps directly to entry_1_3_volumes.,Kodansha reader state after 14 left turns; Kodansha reader state after 16 left turns; Kodansha reader state after 18 left turns; Kodansha reader state after 20 left turns; Kodansha reader state after 22 left turns; Kodansha reader state after 24 left turns; Kodansha reader state after 26 left turns; Kodansha reader state after 28 left turns,8,school entrance and classroom; clinic waiting area; snowy street and restaurant,The cited sample does not establish a sufficiently representative continuous physical-action sequence.,The inspected sample did not establish a representative continuous physical-action sequence across entry_1_3_volumes; no 0-4 value is assigned.,modelObservedPendingPanel
she-loves-to-cook-and-she-loves-to-eat,artRealism,known,2,0.86,originalPublisher,publisher,https://comic-walker.com/detail/KC_002798_S/episodes/KC_0027980000100011_E?episodeType=first,standard Japanese Volume 1; ISBN 9784049136517,The observed official or licensed Japanese Volume 1 interior is within original volumes 1-3 and maps directly to entry_1_3_volumes.,KadoComi reader turn 2; KadoComi reader turn 3; KadoComi reader turn 4; KadoComi reader turn 5; KadoComi reader turn 6; KadoComi reader turn 7; KadoComi reader turn 8,7,home cooking and meal photography; apartment corridor encounter; neighbor meal invitation,Conventional manga stylization and functional anatomy recur across the cited pages.,At least six distinct official or licensed interior pages across at least two contexts were inspected; cover art and lettering were excluded; panel approval remains pending.,modelObservedPendingPanel
she-loves-to-cook-and-she-loves-to-eat,artDensity,known,2,0.86,originalPublisher,publisher,https://comic-walker.com/detail/KC_002798_S/episodes/KC_0027980000100011_E?episodeType=first,standard Japanese Volume 1; ISBN 9784049136517,The observed official or licensed Japanese Volume 1 interior is within original volumes 1-3 and maps directly to entry_1_3_volumes.,KadoComi reader turn 2; KadoComi reader turn 3; KadoComi reader turn 4; KadoComi reader turn 5; KadoComi reader turn 6; KadoComi reader turn 7; KadoComi reader turn 8,7,home cooking and meal photography; apartment corridor encounter; neighbor meal invitation,Readable setting detail and white space are balanced across the cited pages; lettering was excluded.,At least six distinct official or licensed interior pages across at least two contexts were inspected; cover art and lettering were excluded; panel approval remains pending.,modelObservedPendingPanel
